treat,replicate,fecundity (eggs/female),LP,LB,AP,AT,AO
10,44,4.0,0,1,1,0,0
10,45,5.2,0,1,1,0,0
10,46,4.6,0,1,1,0,0
10,47,4.0,0,1,1,0,0
10,48,5.6,0,1,1,0,0
10,49,4.2,0,1,1,0,0
10,50,2.9,0,1,1,0,0
10,51,1.1,0,1,1,0,0
10,52,0.2,0,1,1,0,0
10,53,3.8,0,1,1,0,0
10,54,4.0,0,1,1,0,0
10,55,5.6,0,1,1,0,0
10,56,6.0,0,1,1,0,0
10,57,5.1,0,1,1,0,0
10,58,6.7,0,1,1,0,0
10,59,4.8,0,1,1,0,0
10,60,3.9,0,1,1,0,0
10,61,4.4,0,1,1,0,0
10,62,2.2,0,1,1,0,0
10,63,1.1,0,1,1,0,0
10,64,0.8,0,1,1,0,0
10,65,0.2,0,1,1,0,0
11,1,6.1,0,1,0,1,0
11,2,6.3,0,1,0,1,0
11,3,4.4,0,1,0,1,0
11,4,5.6,0,1,0,1,0
11,5,3.9,0,1,0,1,0
11,6,3.7,0,1,0,1,0
11,7,2.2,0,1,0,1,0
11,8,2.7,0,1,0,1,0
11,9,1.9,0,1,0,1,0
11,10,1.4,0,1,0,1,0
11,11,0.2,0,1,0,1,0
11,12,0.0,0,1,0,1,0
11,13,0.0,0,1,0,1,0
11,14,6.6,0,1,0,1,0
11,15,5.3,0,1,0,1,0
11,16,3.2,0,1,0,1,0
11,17,3.6,0,1,0,1,0
11,18,3.3,0,1,0,1,0
11,19,3.0,0,1,0,1,0
11,20,2.5,0,1,0,1,0
