treatment,replicate,time to death (days),LP,LB,AP,AT,AO
14,75,52,0,0,1,0,1
14,76,60,0,0,1,0,1
14,77,61,0,0,1,0,1
14,78,62,0,0,1,0,1
14,79,62,0,0,1,0,1
14,80,64,0,0,1,0,1
14,81,8,0,0,1,0,1
14,82,9,0,0,1,0,1
14,83,10,0,0,1,0,1
14,84,44,0,0,1,0,1
14,85,44,0,0,1,0,1
14,86,44,0,0,1,0,1
14,87,45,0,0,1,0,1
14,88,47,0,0,1,0,1
14,89,47,0,0,1,0,1
14,90,47,0,0,1,0,1
14,91,50,0,0,1,0,1
14,92,53,0,0,1,0,1
14,93,53,0,0,1,0,1
14,94,53,0,0,1,0,1
14,95,55,0,0,1,0,1
14,96,57,0,0,1,0,1
14,97,59,0,0,1,0,1
14,98,59,0,0,1,0,1
14,99,60,0,0,1,0,1
14,100,62,0,0,1,0,1
15,1,19,0,0,0,1,1
15,2,39,0,0,0,1,1
15,3,39,0,0,0,1,1
15,4,39,0,0,0,1,1
15,5,40,0,0,0,1,1
15,6,40,0,0,0,1,1
15,7,40,0,0,0,1,1
15,8,40,0,0,0,1,1
15,9,42,0,0,0,1,1
15,10,45,0,0,0,1,1
15,11,46,0,0,0,1,1
15,12,46,0,0,0,1,1
15,13,48,0,0,0,1,1
15,14,48,0,0,0,1,1
15,15,49,0,0,0,1,1
15,16,49,0,0,0,1,1
15,17,49,0,0,0,1,1
15,18,51,0,0,0,1,1
15,19,58,0,0,0,1,1
15,20,58,0,0,0,1,1
15,21,31,0,0,0,1,1
15,22,31,0,0,0,1,1
15,23,32,0,0,0,1,1
15,24,34,0,0,0,1,1
15,25,37,0,0,0,1,1
15,26,37,0,0,0,1,1
15,27,40,0,0,0,1,1
15,28,40,0,0,0,1,1
15,29,40,0,0,0,1,1
15,30,40,0,0,0,1,1
15,31,45,0,0,0,1,1
15,32,46,0,0,0,1,1
15,33,49,0,0,0,1,1
15,34,51,0,0,0,1,1
15,35,54,0,0,0,1,1
15,36,54,0,0,0,1,1
15,37,54,0,0,0,1,1
15,38,54,0,0,0,1,1
15,39,58,0,0,0,1,1
15,40,60,0,0,0,1,1
15,41,29,0,0,0,1,1
15,42,31,0,0,0,1,1
15,43,35,0,0,0,1,1
15,44,37,0,0,0,1,1
15,45,41,0,0,0,1,1
15,46,45,0,0,0,1,1
15,47,46,0,0,0,1,1
15,48,46,0,0,0,1,1
15,49,46,0,0,0,1,1
15,50,46,0,0,0,1,1
15,51,48,0,0,0,1,1
15,52,49,0,0,0,1,1
15,53,51,0,0,0,1,1
15,54,52,0,0,0,1,1
15,55,54,0,0,0,1,1
15,56,55,0,0,0,1,1
15,57,56,0,0,0,1,1
15,58,57,0,0,0,1,1
15,59,61,0,0,0,1,1
15,60,70,0,0,0,1,1
15,61,8,0,0,0,1,1
15,62,14,0,0,0,1,1
15,63,30,0,0,0,1,1
15,64,32,0,0,0,1,1
15,65,43,0,0,0,1,1
15,66,44,0,0,0,1,1
15,67,44,0,0,0,1,1
15,68,45,0,0,0,1,1
15,69,47,0,0,0,1,1
15,70,47,0,0,0,1,1
15,71,47,0,0,0,1,1
15,72,47,0,0,0,1,1
15,73,47,0,0,0,1,1
15,74,50,0,0,0,1,1
15,75,52,0,0,0,1,1
15,76,56,0,0,0,1,1
15,77,56,0,0,0,1,1
15,78,59,0,0,0,1,1
15,79,59,0,0,0,1,1
15,80,59,0,0,0,1,1
15,81,12,0,0,0,1,1
15,82,16,0,0,0,1,1
15,83,20,0,0,0,1,1
15,84,22,0,0,0,1,1
15,85,22,0,0,0,1,1
15,86,22,0,0,0,1,1
15,87,32,0,0,0,1,1
15,88,35,0,0,0,1,1
15,89,36,0,0,0,1,1
15,90,38,0,0,0,1,1
15,91,45,0,0,0,1,1
15,92,47,0,0,0,1,1
15,93,47,0,0,0,1,1
15,94,47,0,0,0,1,1
15,95,47,0,0,0,1,1
15,96,50,0,0,0,1,1
15,97,50,0,0,0,1,1
15,98,50,0,0,0,1,1
15,99,50,0,0,0,1,1
15,100,52,0,0,0,1,1
16,1,26,1,1,1,0,0
16,2,28,1,1,1,0,0
16,3,34,1,1,1,0,0
16,4,40,1,1,1,0,0
16,5,40,1,1,1,0,0
16,6,42,1,1,1,0,0
16,7,42,1,1,1,0,0
16,8,43,1,1,1,0,0
16,9,43,1,1,1,0,0
16,10,44,1,1,1,0,0
16,11,45,1,1,1,0,0
16,12,46,1,1,1,0,0
16,13,46,1,1,1,0,0
16,14,46,1,1,1,0,0
16,15,46,1,1,1,0,0
16,16,48,1,1,1,0,0
16,17,52,1,1,1,0,0
16,18,54,1,1,1,0,0
16,19,55,1,1,1,0,0
16,20,64,1,1,1,0,0
16,21,19,1,1,1,0,0
16,22,31,1,1,1,0,0
16,23,32,1,1,1,0,0
16,24,33,1,1,1,0,0
16,25,36,1,1,1,0,0
16,26,41,1,1,1,0,0
16,27,43,1,1,1,0,0
16,28,43,1,1,1,0,0
16,29,46,1,1,1,0,0
16,30,52,1,1,1,0,0
16,31,58,1,1,1,0,0
16,32,58,1,1,1,0,0
16,33,60,1,1,1,0,0
16,34,61,1,1,1,0,0
16,35,61,1,1,1,0,0
16,36,62,1,1,1,0,0
16,37,67,1,1,1,0,0
16,38,67,1,1,1,0,0
16,39,67,1,1,1,0,0
16,40,67,1,1,1,0,0
16,41,32,1,1,1,0,0
16,42,41,1,1,1,0,0
16,43,49,1,1,1,0,0
16,44,51,1,1,1,0,0
16,45,53,1,1,1,0,0
16,46,57,1,1,1,0,0
16,47,58,1,1,1,0,0
16,48,60,1,1,1,0,0
16,49,61,1,1,1,0,0
16,50,61,1,1,1,0,0
16,51,61,1,1,1,0,0
16,52,61,1,1,1,0,0
16,53,63,1,1,1,0,0
16,54,63,1,1,1,0,0
16,55,64,1,1,1,0,0
16,56,66,1,1,1,0,0
16,57,67,1,1,1,0,0
16,58,67,1,1,1,0,0
16,59,67,1,1,1,0,0
16,60,74,1,1,1,0,0
16,61,17,1,1,1,0,0
16,62,19,1,1,1,0,0
16,63,32,1,1,1,0,0
16,64,32,1,1,1,0,0
16,65,35,1,1,1,0,0
16,66,44,1,1,1,0,0
16,67,44,1,1,1,0,0
16,68,47,1,1,1,0,0
16,69,47,1,1,1,0,0
16,70,50,1,1,1,0,0
16,71,50,1,1,1,0,0
16,72,56,1,1,1,0,0
16,73,56,1,1,1,0,0
16,74,56,1,1,1,0,0
16,75,56,1,1,1,0,0
16,76,56,1,1,1,0,0
16,77,59,1,1,1,0,0
16,78,59,1,1,1,0,0
16,79,62,1,1,1,0,0
16,80,64,1,1,1,0,0
16,81,16,1,1,1,0,0
16,82,17,1,1,1,0,0
16,83,38,1,1,1,0,0
16,84,39,1,1,1,0,0
16,85,41,1,1,1,0,0
16,86,44,1,1,1,0,0
16,87,44,1,1,1,0,0
16,88,46,1,1,1,0,0
16,89,46,1,1,1,0,0
16,90,47,1,1,1,0,0
16,91,47,1,1,1,0,0
16,92,50,1,1,1,0,0
16,93,51,1,1,1,0,0
16,94,56,1,1,1,0,0
16,95,56,1,1,1,0,0
16,96,56,1,1,1,0,0
16,97,56,1,1,1,0,0
16,98,56,1,1,1,0,0
16,99,62,1,1,1,0,0
16,100,62,1,1,1,0,0
17,1,29,1,1,0,1,0
17,2,34,1,1,0,1,0
17,3,34,1,1,0,1,0
17,4,34,1,1,0,1,0
17,5,34,1,1,0,1,0
17,6,37,1,1,0,1,0
17,7,37,1,1,0,1,0
17,8,37,1,1,0,1,0
17,9,37,1,1,0,1,0
17,10,38,1,1,0,1,0
17,11,39,1,1,0,1,0
17,12,40,1,1,0,1,0
17,13,43,1,1,0,1,0
17,14,46,1,1,0,1,0
17,15,48,1,1,0,1,0
17,16,48,1,1,0,1,0
17,17,48,1,1,0,1,0
17,18,48,1,1,0,1,0
17,19,49,1,1,0,1,0
17,20,52,1,1,0,1,0
17,21,28,1,1,0,1,0
17,22,37,1,1,0,1,0
17,23,38,1,1,0,1,0
17,24,38,1,1,0,1,0
17,25,40,1,1,0,1,0
17,26,43,1,1,0,1,0
17,27,43,1,1,0,1,0
17,28,43,1,1,0,1,0
17,29,45,1,1,0,1,0
17,30,45,1,1,0,1,0
17,31,46,1,1,0,1,0
17,32,46,1,1,0,1,0
17,33,46,1,1,0,1,0
17,34,46,1,1,0,1,0
17,35,51,1,1,0,1,0
17,36,52,1,1,0,1,0
17,37,52,1,1,0,1,0
17,38,55,1,1,0,1,0
17,39,55,1,1,0,1,0
17,40,58,1,1,0,1,0
17,41,21,1,1,0,1,0
17,42,29,1,1,0,1,0
17,43,32,1,1,0,1,0
17,44,33,1,1,0,1,0
17,45,34,1,1,0,1,0
17,46,41,1,1,0,1,0
17,47,43,1,1,0,1,0
17,48,49,1,1,0,1,0
17,49,52,1,1,0,1,0
17,50,55,1,1,0,1,0
17,51,58,1,1,0,1,0
17,52,58,1,1,0,1,0
17,53,58,1,1,0,1,0
17,54,61,1,1,0,1,0
17,55,63,1,1,0,1,0
17,56,64,1,1,0,1,0
17,57,64,1,1,0,1,0
17,58,67,1,1,0,1,0
17,59,67,1,1,0,1,0
17,60,72,1,1,0,1,0
17,61,10,1,1,0,1,0
17,62,13,1,1,0,1,0
17,63,20,1,1,0,1,0
17,64,32,1,1,0,1,0
17,65,33,1,1,0,1,0
17,66,34,1,1,0,1,0
17,67,41,1,1,0,1,0
17,68,43,1,1,0,1,0
17,69,44,1,1,0,1,0
17,70,44,1,1,0,1,0
17,71,44,1,1,0,1,0
17,72,44,1,1,0,1,0
17,73,44,1,1,0,1,0
17,74,47,1,1,0,1,0
17,75,47,1,1,0,1,0
17,76,47,1,1,0,1,0
17,77,50,1,1,0,1,0
17,78,50,1,1,0,1,0
17,79,50,1,1,0,1,0
17,80,55,1,1,0,1,0
17,81,12,1,1,0,1,0
17,82,15,1,1,0,1,0
17,83,15,1,1,0,1,0
17,84,27,1,1,0,1,0
17,85,28,1,1,0,1,0
17,86,34,1,1,0,1,0
17,87,35,1,1,0,1,0
17,88,39,1,1,0,1,0
17,89,42,1,1,0,1,0
17,90,43,1,1,0,1,0
17,91,44,1,1,0,1,0
17,92,45,1,1,0,1,0
17,93,50,1,1,0,1,0
17,94,50,1,1,0,1,0
17,95,50,1,1,0,1,0
17,96,50,1,1,0,1,0
17,97,52,1,1,0,1,0
17,98,53,1,1,0,1,0
17,99,56,1,1,0,1,0
17,100,65,1,1,0,1,0
18,1,23,1,1,0,0,1
18,2,30,1,1,0,0,1
18,3,31,1,1,0,0,1
18,4,37,1,1,0,0,1
18,5,37,1,1,0,0,1
18,6,39,1,1,0,0,1
18,7,39,1,1,0,0,1
18,8,39,1,1,0,0,1
18,9,39,1,1,0,0,1
18,10,40,1,1,0,0,1
18,11,40,1,1,0,0,1
18,12,42,1,1,0,0,1
18,13,42,1,1,0,0,1
18,14,43,1,1,0,0,1
18,15,44,1,1,0,0,1
18,16,45,1,1,0,0,1
18,17,47,1,1,0,0,1
18,18,50,1,1,0,0,1
18,19,55,1,1,0,0,1
18,20,62,1,1,0,0,1
18,21,27,1,1,0,0,1
18,22,28,1,1,0,0,1
18,23,30,1,1,0,0,1
18,24,32,1,1,0,0,1
18,25,37,1,1,0,0,1
18,26,37,1,1,0,0,1
18,27,37,1,1,0,0,1
18,28,37,1,1,0,0,1
18,29,37,1,1,0,0,1
18,30,39,1,1,0,0,1
18,31,41,1,1,0,0,1
18,32,42,1,1,0,0,1
18,33,42,1,1,0,0,1
18,34,43,1,1,0,0,1
18,35,44,1,1,0,0,1
18,36,53,1,1,0,0,1
18,37,58,1,1,0,0,1
18,38,63,1,1,0,0,1
18,39,66,1,1,0,0,1
18,40,72,1,1,0,0,1
18,41,28,1,1,0,0,1
18,42,28,1,1,0,0,1
18,43,29,1,1,0,0,1
18,44,37,1,1,0,0,1
18,45,47,1,1,0,0,1
18,46,49,1,1,0,0,1
18,47,50,1,1,0,0,1
18,48,51,1,1,0,0,1
18,49,52,1,1,0,0,1
18,50,52,1,1,0,0,1
18,51,54,1,1,0,0,1
18,52,54,1,1,0,0,1
18,53,55,1,1,0,0,1
18,54,58,1,1,0,0,1
18,55,60,1,1,0,0,1
18,56,61,1,1,0,0,1
18,57,67,1,1,0,0,1
18,58,69,1,1,0,0,1
18,59,69,1,1,0,0,1
18,60,76,1,1,0,0,1
18,61,10,1,1,0,0,1
18,62,17,1,1,0,0,1
18,63,27,1,1,0,0,1
18,64,27,1,1,0,0,1
18,65,28,1,1,0,0,1
18,66,29,1,1,0,0,1
18,67,29,1,1,0,0,1
18,68,29,1,1,0,0,1
18,69,30,1,1,0,0,1
18,70,30,1,1,0,0,1
18,71,30,1,1,0,0,1
18,72,32,1,1,0,0,1
18,73,36,1,1,0,0,1
18,74,39,1,1,0,0,1
18,75,46,1,1,0,0,1
18,76,47,1,1,0,0,1
18,77,47,1,1,0,0,1
18,78,50,1,1,0,0,1
18,79,50,1,1,0,0,1
18,80,51,1,1,0,0,1
18,81,17,1,1,0,0,1
18,82,22,1,1,0,0,1
18,83,29,1,1,0,0,1
18,84,33,1,1,0,0,1
18,85,34,1,1,0,0,1
18,86,36,1,1,0,0,1
18,87,38,1,1,0,0,1
18,88,41,1,1,0,0,1
18,89,41,1,1,0,0,1
18,90,43,1,1,0,0,1
18,91,46,1,1,0,0,1
18,92,49,1,1,0,0,1
18,93,50,1,1,0,0,1
18,94,50,1,1,0,0,1
18,95,52,1,1,0,0,1
18,96,52,1,1,0,0,1
18,97,53,1,1,0,0,1
18,98,65,1,1,0,0,1
18,99,68,1,1,0,0,1
18,100,72,1,1,0,0,1
19,1,29,1,0,1,1,0
19,2,29,1,0,1,1,0
19,3,31,1,0,1,1,0
19,4,33,1,0,1,1,0
19,5,34,1,0,1,1,0
19,6,39,1,0,1,1,0
19,7,40,1,0,1,1,0
19,8,40,1,0,1,1,0
19,9,42,1,0,1,1,0
19,10,45,1,0,1,1,0
19,11,46,1,0,1,1,0
19,12,46,1,0,1,1,0
19,13,49,1,0,1,1,0
19,14,51,1,0,1,1,0
19,15,52,1,0,1,1,0
19,16,54,1,0,1,1,0
19,17,54,1,0,1,1,0
19,18,55,1,0,1,1,0
19,19,55,1,0,1,1,0
19,20,61,1,0,1,1,0
19,21,8,1,0,1,1,0
19,22,37,1,0,1,1,0
19,23,42,1,0,1,1,0
19,24,43,1,0,1,1,0
19,25,46,1,0,1,1,0
19,26,46,1,0,1,1,0
19,27,46,1,0,1,1,0
19,28,49,1,0,1,1,0
19,29,52,1,0,1,1,0
19,30,52,1,0,1,1,0
19,31,54,1,0,1,1,0
19,32,54,1,0,1,1,0
19,33,54,1,0,1,1,0
19,34,58,1,0,1,1,0
19,35,60,1,0,1,1,0
19,36,61,1,0,1,1,0
19,37,61,1,0,1,1,0
19,38,64,1,0,1,1,0
19,39,67,1,0,1,1,0
19,40,67,1,0,1,1,0
19,41,18,1,0,1,1,0
19,42,31,1,0,1,1,0
19,43,32,1,0,1,1,0
19,44,38,1,0,1,1,0
19,45,52,1,0,1,1,0
19,46,52,1,0,1,1,0
19,47,55,1,0,1,1,0
19,48,55,1,0,1,1,0
19,49,55,1,0,1,1,0
19,50,55,1,0,1,1,0
19,51,58,1,0,1,1,0
19,52,58,1,0,1,1,0
19,53,58,1,0,1,1,0
19,54,61,1,0,1,1,0
19,55,61,1,0,1,1,0
19,56,61,1,0,1,1,0
19,57,61,1,0,1,1,0
19,58,61,1,0,1,1,0
19,59,64,1,0,1,1,0
19,60,66,1,0,1,1,0
19,61,24,1,0,1,1,0
19,62,30,1,0,1,1,0
19,63,34,1,0,1,1,0
19,64,43,1,0,1,1,0
19,65,44,1,0,1,1,0
19,66,47,1,0,1,1,0
19,67,47,1,0,1,1,0
19,68,48,1,0,1,1,0
19,69,50,1,0,1,1,0
19,70,50,1,0,1,1,0
19,71,50,1,0,1,1,0
19,72,55,1,0,1,1,0
19,73,56,1,0,1,1,0
19,74,56,1,0,1,1,0
19,75,56,1,0,1,1,0
19,76,56,1,0,1,1,0
19,77,59,1,0,1,1,0
19,78,59,1,0,1,1,0
19,79,62,1,0,1,1,0
19,80,68,1,0,1,1,0
19,81,14,1,0,1,1,0
19,82,16,1,0,1,1,0
19,83,23,1,0,1,1,0
19,84,24,1,0,1,1,0
19,85,37,1,0,1,1,0
19,86,41,1,0,1,1,0
19,87,42,1,0,1,1,0
19,88,44,1,0,1,1,0
19,89,44,1,0,1,1,0
19,90,44,1,0,1,1,0
19,91,44,1,0,1,1,0
19,92,47,1,0,1,1,0
19,93,47,1,0,1,1,0
19,94,50,1,0,1,1,0
19,95,50,1,0,1,1,0
19,96,50,1,0,1,1,0
19,97,50,1,0,1,1,0
19,98,56,1,0,1,1,0
19,99,56,1,0,1,1,0
19,100,58,1,0,1,1,0
20,1,13,1,0,1,0,1
20,2,31,1,0,1,0,1
20,3,32,1,0,1,0,1
20,4,32,1,0,1,0,1
20,5,32,1,0,1,0,1
20,6,34,1,0,1,0,1
20,7,38,1,0,1,0,1
20,8,46,1,0,1,0,1
20,9,46,1,0,1,0,1
20,10,47,1,0,1,0,1
20,11,47,1,0,1,0,1
20,12,47,1,0,1,0,1
20,13,48,1,0,1,0,1
20,14,48,1,0,1,0,1
20,15,51,1,0,1,0,1
20,16,51,1,0,1,0,1
20,17,53,1,0,1,0,1
20,18,57,1,0,1,0,1
20,19,60,1,0,1,0,1
20,20,63,1,0,1,0,1
20,21,24,1,0,1,0,1
20,22,26,1,0,1,0,1
20,23,34,1,0,1,0,1
20,24,37,1,0,1,0,1
20,25,39,1,0,1,0,1
20,26,39,1,0,1,0,1
20,27,40,1,0,1,0,1
20,28,40,1,0,1,0,1
20,29,41,1,0,1,0,1
20,30,41,1,0,1,0,1
20,31,43,1,0,1,0,1
20,32,43,1,0,1,0,1
20,33,47,1,0,1,0,1
20,34,48,1,0,1,0,1
20,35,48,1,0,1,0,1
20,36,48,1,0,1,0,1
20,37,50,1,0,1,0,1
20,38,54,1,0,1,0,1
20,39,56,1,0,1,0,1
20,40,64,1,0,1,0,1
20,41,37,1,0,1,0,1
20,42,39,1,0,1,0,1
20,43,39,1,0,1,0,1
20,44,40,1,0,1,0,1
20,45,41,1,0,1,0,1
20,46,43,1,0,1,0,1
20,47,49,1,0,1,0,1
20,48,51,1,0,1,0,1
20,49,54,1,0,1,0,1
20,50,55,1,0,1,0,1
20,51,57,1,0,1,0,1
20,52,58,1,0,1,0,1
20,53,62,1,0,1,0,1
20,54,63,1,0,1,0,1
20,55,63,1,0,1,0,1
20,56,64,1,0,1,0,1
20,57,67,1,0,1,0,1
20,58,67,1,0,1,0,1
20,59,67,1,0,1,0,1
20,60,70,1,0,1,0,1
20,61,25,1,0,1,0,1
20,62,30,1,0,1,0,1
20,63,33,1,0,1,0,1
20,64,34,1,0,1,0,1
20,65,37,1,0,1,0,1
20,66,39,1,0,1,0,1
20,67,40,1,0,1,0,1
20,68,41,1,0,1,0,1
20,69,41,1,0,1,0,1
20,70,47,1,0,1,0,1
20,71,50,1,0,1,0,1
20,72,50,1,0,1,0,1
20,73,50,1,0,1,0,1
20,74,50,1,0,1,0,1
20,75,50,1,0,1,0,1
20,76,51,1,0,1,0,1
20,77,53,1,0,1,0,1
20,78,53,1,0,1,0,1
20,79,56,1,0,1,0,1
20,80,60,1,0,1,0,1
20,81,15,1,0,1,0,1
20,82,15,1,0,1,0,1
20,83,26,1,0,1,0,1
20,84,31,1,0,1,0,1
20,85,39,1,0,1,0,1
20,86,39,1,0,1,0,1
20,87,43,1,0,1,0,1
20,88,44,1,0,1,0,1
20,89,50,1,0,1,0,1
20,90,51,1,0,1,0,1
20,91,53,1,0,1,0,1
20,92,53,1,0,1,0,1
20,93,54,1,0,1,0,1
20,94,55,1,0,1,0,1
20,95,55,1,0,1,0,1
20,96,56,1,0,1,0,1
20,97,59,1,0,1,0,1
20,98,59,1,0,1,0,1
20,99,60,1,0,1,0,1
20,100,62,1,0,1,0,1
21,1,23,1,0,0,1,1
21,2,28,1,0,0,1,1
21,3,28,1,0,0,1,1
21,4,29,1,0,0,1,1
21,5,29,1,0,0,1,1
21,6,29,1,0,0,1,1
21,7,29,1,0,0,1,1
21,8,34,1,0,0,1,1
21,9,35,1,0,0,1,1
21,10,37,1,0,0,1,1
21,11,37,1,0,0,1,1
21,12,40,1,0,0,1,1
21,13,40,1,0,0,1,1
21,14,42,1,0,0,1,1
21,15,43,1,0,0,1,1
21,16,43,1,0,0,1,1
21,17,44,1,0,0,1,1
21,18,49,1,0,0,1,1
21,19,51,1,0,0,1,1
21,20,64,1,0,0,1,1
21,21,26,1,0,0,1,1
21,22,26,1,0,0,1,1
21,23,33,1,0,0,1,1
21,24,33,1,0,0,1,1
21,25,38,1,0,0,1,1
21,26,38,1,0,0,1,1
21,27,40,1,0,0,1,1
21,28,40,1,0,0,1,1
21,29,40,1,0,0,1,1
21,30,42,1,0,0,1,1
21,31,42,1,0,0,1,1
21,32,42,1,0,0,1,1
21,33,43,1,0,0,1,1
21,34,43,1,0,0,1,1
21,35,45,1,0,0,1,1
21,36,45,1,0,0,1,1
21,37,46,1,0,0,1,1
21,38,46,1,0,0,1,1
21,39,48,1,0,0,1,1
21,40,57,1,0,0,1,1
21,41,31,1,0,0,1,1
21,42,40,1,0,0,1,1
21,43,40,1,0,0,1,1
21,44,41,1,0,0,1,1
21,45,42,1,0,0,1,1
21,46,43,1,0,0,1,1
21,47,45,1,0,0,1,1
21,48,46,1,0,0,1,1
21,49,46,1,0,0,1,1
21,50,46,1,0,0,1,1
21,51,46,1,0,0,1,1
21,52,49,1,0,0,1,1
21,53,49,1,0,0,1,1
21,54,50,1,0,0,1,1
21,55,52,1,0,0,1,1
21,56,52,1,0,0,1,1
21,57,55,1,0,0,1,1
21,58,55,1,0,0,1,1
21,59,57,1,0,0,1,1
21,60,63,1,0,0,1,1
21,61,22,1,0,0,1,1
21,62,22,1,0,0,1,1
21,63,23,1,0,0,1,1
21,64,23,1,0,0,1,1
21,65,32,1,0,0,1,1
21,66,35,1,0,0,1,1
21,67,39,1,0,0,1,1
21,68,40,1,0,0,1,1
21,69,41,1,0,0,1,1
21,70,41,1,0,0,1,1
21,71,41,1,0,0,1,1
21,72,41,1,0,0,1,1
21,73,42,1,0,0,1,1
21,74,42,1,0,0,1,1
21,75,44,1,0,0,1,1
21,76,44,1,0,0,1,1
21,77,47,1,0,0,1,1
21,78,47,1,0,0,1,1
21,79,51,1,0,0,1,1
21,80,52,1,0,0,1,1
21,81,23,1,0,0,1,1
21,82,24,1,0,0,1,1
21,83,30,1,0,0,1,1
21,84,32,1,0,0,1,1
21,85,35,1,0,0,1,1
21,86,35,1,0,0,1,1
21,87,37,1,0,0,1,1
21,88,37,1,0,0,1,1
21,89,38,1,0,0,1,1
21,90,39,1,0,0,1,1
21,91,40,1,0,0,1,1
21,92,40,1,0,0,1,1
21,93,40,1,0,0,1,1
21,94,43,1,0,0,1,1
21,95,44,1,0,0,1,1
21,96,44,1,0,0,1,1
21,97,47,1,0,0,1,1
21,98,47,1,0,0,1,1
21,99,56,1,0,0,1,1
21,100,56,1,0,0,1,1
22,1,30,0,1,1,1,0
22,2,30,0,1,1,1,0
22,3,32,0,1,1,1,0
22,4,38,0,1,1,1,0
22,5,39,0,1,1,1,0
22,6,40,0,1,1,1,0
22,7,40,0,1,1,1,0
22,8,40,0,1,1,1,0
22,9,40,0,1,1,1,0
22,10,41,0,1,1,1,0
22,11,43,0,1,1,1,0
22,12,43,0,1,1,1,0
22,13,46,0,1,1,1,0
22,14,46,0,1,1,1,0
22,15,46,0,1,1,1,0
22,16,49,0,1,1,1,0
22,17,49,0,1,1,1,0
22,18,49,0,1,1,1,0
22,19,52,0,1,1,1,0
22,20,55,0,1,1,1,0
22,21,30,0,1,1,1,0
22,22,35,0,1,1,1,0
22,23,36,0,1,1,1,0
22,24,38,0,1,1,1,0
22,25,40,0,1,1,1,0
22,26,40,0,1,1,1,0
22,27,40,0,1,1,1,0
22,28,43,0,1,1,1,0
22,29,43,0,1,1,1,0
22,30,46,0,1,1,1,0
22,31,46,0,1,1,1,0
22,32,46,0,1,1,1,0
22,33,46,0,1,1,1,0
22,34,49,0,1,1,1,0
22,35,49,0,1,1,1,0
22,36,52,0,1,1,1,0
22,37,54,0,1,1,1,0
22,38,54,0,1,1,1,0
22,39,55,0,1,1,1,0
22,40,55,0,1,1,1,0
22,41,42,0,1,1,1,0
22,42,42,0,1,1,1,0
22,43,43,0,1,1,1,0
22,44,43,0,1,1,1,0
22,45,43,0,1,1,1,0
22,46,43,0,1,1,1,0
22,47,43,0,1,1,1,0
22,48,43,0,1,1,1,0
22,49,44,0,1,1,1,0
22,50,48,0,1,1,1,0
22,51,50,0,1,1,1,0
22,52,52,0,1,1,1,0
22,53,52,0,1,1,1,0
22,54,52,0,1,1,1,0
22,55,54,0,1,1,1,0
22,56,54,0,1,1,1,0
22,57,57,0,1,1,1,0
22,58,61,0,1,1,1,0
22,59,61,0,1,1,1,0
22,60,64,0,1,1,1,0
22,61,13,0,1,1,1,0
22,62,26,0,1,1,1,0
22,63,37,0,1,1,1,0
22,64,38,0,1,1,1,0
22,65,40,0,1,1,1,0
22,66,40,0,1,1,1,0
22,67,44,0,1,1,1,0
22,68,44,0,1,1,1,0
22,69,44,0,1,1,1,0
22,70,46,0,1,1,1,0
22,71,47,0,1,1,1,0
22,72,49,0,1,1,1,0
22,73,51,0,1,1,1,0
22,74,53,0,1,1,1,0
22,75,53,0,1,1,1,0
22,76,56,0,1,1,1,0
22,77,56,0,1,1,1,0
22,78,56,0,1,1,1,0
22,79,59,0,1,1,1,0
22,80,65,0,1,1,1,0
22,81,10,0,1,1,1,0
22,82,10,0,1,1,1,0
22,83,14,0,1,1,1,0
22,84,43,0,1,1,1,0
22,85,44,0,1,1,1,0
22,86,44,0,1,1,1,0
22,87,49,0,1,1,1,0
22,88,49,0,1,1,1,0
22,89,50,0,1,1,1,0
22,90,50,0,1,1,1,0
22,91,50,0,1,1,1,0
22,92,50,0,1,1,1,0
22,93,53,0,1,1,1,0
22,94,54,0,1,1,1,0
22,95,55,0,1,1,1,0
22,96,55,0,1,1,1,0
22,97,55,0,1,1,1,0
22,98,55,0,1,1,1,0
22,99,55,0,1,1,1,0
22,100,55,0,1,1,1,0
23,1,30,0,1,1,0,1
23,2,31,0,1,1,0,1
23,3,31,0,1,1,0,1
23,4,33,0,1,1,0,1
23,5,35,0,1,1,0,1
23,6,42,0,1,1,0,1
23,7,42,0,1,1,0,1
23,8,44,0,1,1,0,1
23,9,46,0,1,1,0,1
23,10,46,0,1,1,0,1
23,11,49,0,1,1,0,1
23,12,49,0,1,1,0,1
23,13,49,0,1,1,0,1
23,14,49,0,1,1,0,1
23,15,49,0,1,1,0,1
23,16,49,0,1,1,0,1
23,17,49,0,1,1,0,1
23,18,50,0,1,1,0,1
23,19,51,0,1,1,0,1
23,20,55,0,1,1,0,1
23,21,15,0,1,1,0,1
23,22,33,0,1,1,0,1
23,23,33,0,1,1,0,1
23,24,34,0,1,1,0,1
23,25,35,0,1,1,0,1
23,26,36,0,1,1,0,1
23,27,37,0,1,1,0,1
23,28,46,0,1,1,0,1
23,29,48,0,1,1,0,1
23,30,48,0,1,1,0,1
23,31,49,0,1,1,0,1
23,32,51,0,1,1,0,1
23,33,51,0,1,1,0,1
23,34,52,0,1,1,0,1
23,35,53,0,1,1,0,1
23,36,55,0,1,1,0,1
23,37,55,0,1,1,0,1
23,38,55,0,1,1,0,1
23,39,66,0,1,1,0,1
23,40,70,0,1,1,0,1
23,41,28,0,1,1,0,1
23,42,33,0,1,1,0,1
23,43,37,0,1,1,0,1
23,44,38,0,1,1,0,1
23,45,41,0,1,1,0,1
23,46,43,0,1,1,0,1
23,47,45,0,1,1,0,1
