dataset,taxon_1,taxon_2,interaction_label,tested_status,effect_sign,n_evidence,min_adjusted_p,max_abs_log2_fold_change,truth_type,experimental_setting,label_rule,mixed_evidence
carlstrom_phyllosphere_2019,Leaf189,Leaf33,0,neutral,neutral,1,0.976644467599008,0.570104711062303,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf189,Leaf334,0,neutral,neutral,1,0.919710471706237,0.3914108360779,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf189,Leaf344,0,neutral,neutral,1,0.642724673411906,1.17397082718431,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf189,Leaf359,0,neutral,neutral,1,0.932556018234927,0.290110135667598,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf189,Leaf371,0,neutral,neutral,1,0.955526021571373,0.114237525559591,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf189,Leaf391,0,neutral,neutral,1,0.921094954746545,0.653898120744039,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf189,Leaf405,0,neutral,neutral,1,0.661502280061693,1.07572523539572,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf189,Leaf416,0,neutral,neutral,1,0.155052825796967,1.57090271080521,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf189,Leaf420,0,neutral,neutral,1,0.784800928250785,0.46070590257624,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf189,Leaf61,0,neutral,neutral,1,0.988342144289388,0.708038326722113,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf189,Leaf68,0,neutral,neutral,1,0.163614077143318,1.81584764048734,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf189,Leaf83,0,neutral,neutral,1,0.571158525367119,0.942481580728555,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf189,Leaf86,0,neutral,neutral,1,0.970049035428889,0.391388555578297,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf189,Leaf88,0,neutral,neutral,1,0.980397520134071,0.612895421101134,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf189,Leaf90,0,neutral,neutral,1,0.804029262702651,0.983621300938993,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf2,Leaf203,0,neutral,neutral,1,0.0688439557952046,1.23948517727355,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf2,Leaf231,0,neutral,neutral,1,0.564746704482405,0.592602497189492,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf2,Leaf233,1,positive,positive,1,0.0407980448418334,1.45462244647526,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf2,Leaf262,0,neutral,neutral,1,0.518879190053032,0.673952138249932,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf2,Leaf265,0,neutral,neutral,1,0.995014503126401,0.211188739534481,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf2,Leaf285,0,neutral,neutral,1,0.291421559683309,1.4028129187284,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf2,Leaf288,0,neutral,neutral,1,0.614903846989292,0.983511016451483,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf2,Leaf289,0,neutral,neutral,1,0.823671661793686,0.684345461938722,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf2,Leaf33,0,neutral,neutral,1,0.73714701573794,0.978443784839143,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf2,Leaf334,0,neutral,neutral,1,0.825246664311141,0.954117627524078,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf2,Leaf344,0,neutral,neutral,1,0.772748677235965,0.751633481568785,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf2,Leaf359,0,neutral,neutral,1,0.890525359163227,0.628149757877203,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf2,Leaf371,0,neutral,neutral,1,0.955526021571373,0.10466804438662,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf2,Leaf391,0,neutral,neutral,1,0.921094954746545,0.181216052281899,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf2,Leaf405,0,neutral,neutral,1,0.767870328503508,0.49682344467351,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf2,Leaf416,0,neutral,neutral,1,0.0707863495832705,1.40633434684842,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf2,Leaf420,0,neutral,neutral,1,0.926285588064805,0.15859684171617,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf2,Leaf61,0,neutral,neutral,1,0.988342144289388,0.067724970890485,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf2,Leaf68,0,neutral,neutral,1,0.131464989831589,1.49130576500989,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf2,Leaf83,0,neutral,neutral,1,0.809594137740944,0.336996228954615,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf2,Leaf86,0,neutral,neutral,1,0.877175530294105,0.505255062135245,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf2,Leaf88,0,neutral,neutral,1,0.980397520134071,0.319749826083861,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf2,Leaf90,0,neutral,neutral,1,0.989785301543478,0.166357213204966,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf202,Leaf203,0,neutral,neutral,1,0.0575639711913345,0.531828692335201,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf202,Leaf231,0,neutral,neutral,1,0.537845873237361,0.288763541090499,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf202,Leaf233,0,neutral,neutral,1,0.266013076374617,0.404846247492464,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf202,Leaf262,0,neutral,neutral,1,0.922357693663318,0.0998805226622195,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf202,Leaf265,0,neutral,neutral,1,0.936271654531285,0.124193406121162,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf202,Leaf285,0,neutral,neutral,1,0.922201784621631,0.121398166036532,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf202,Leaf288,0,neutral,neutral,1,0.690985422785194,0.271604323072563,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf202,Leaf289,0,neutral,neutral,1,0.323091654602152,0.356525781371465,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf202,Leaf33,0,neutral,neutral,1,0.976644467599008,0.0621351292231386,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf202,Leaf334,0,neutral,neutral,1,0.161921577240714,0.572770547507272,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf202,Leaf344,0,neutral,neutral,1,0.642724673411906,0.367353429248925,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf202,Leaf359,0,neutral,neutral,1,0.890525359163227,0.14729062839579,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf202,Leaf371,0,neutral,neutral,1,0.511180763865797,0.481909834356761,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf202,Leaf391,0,neutral,neutral,1,0.921094954746545,0.0870086488513336,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf202,Leaf405,0,neutral,neutral,1,0.183255394579574,0.60087554392429,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf202,Leaf416,0,neutral,neutral,1,0.983817785482417,0.0158355129711008,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf202,Leaf420,0,neutral,neutral,1,0.44057329207143,0.265233663742911,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf202,Leaf61,0,neutral,neutral,1,0.553029527853699,0.33984638695698,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf202,Leaf68,1,positive,negative,1,9.90135378839068e-70,6.38908475584308,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf202,Leaf83,0,neutral,neutral,1,0.663044364646264,0.187934544929174,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf202,Leaf86,0,neutral,neutral,1,0.460715472220866,0.450962602189339,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf202,Leaf88,0,neutral,neutral,1,0.317263877628,0.481518831944848,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf202,Leaf90,0,neutral,neutral,1,0.989785301543478,0.0635294116254564,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf220,1,positive,positive,1,1.25266835454773e-07,3.38046589058948,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf222,1,positive,positive,1,4.15306967427751e-11,5.09455769406859,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf225,0,neutral,neutral,1,0.217633339269871,1.48897109706388,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf231,0,neutral,neutral,2,0.322176068680049,0.338937473435659,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf233,1,positive,positive,2,0.029803347217095,1.30591247176652,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,TRUE
carlstrom_phyllosphere_2019,Leaf203,Leaf234,1,positive,positive,1,2.90985687554227e-06,3.18096955015886,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf242,0,neutral,neutral,1,0.332296061158482,0.811104849105903,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf26,0,neutral,neutral,1,0.588844462462372,0.369788584668394,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf262,0,neutral,neutral,2,0.330550305451368,0.34541718725513,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf263,0,neutral,neutral,1,0.406860236736816,1.00516082560632,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf265,0,neutral,neutral,2,0.223506524449424,0.468872801354455,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf281,1,positive,positive,1,1.06073672478183e-08,3.18055169345384,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf285,0,neutral,neutral,2,0.444681590365715,0.431873368392941,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf288,0,neutral,neutral,2,0.373231917694547,0.670932940194449,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf289,0,neutral,neutral,1,0.971350476445723,0.0480568558428601,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf3,1,positive,positive,1,5.16692426564904e-07,3.10730148187655,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf324,0,neutral,neutral,1,0.290898401200109,0.855273068601522,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf33,0,neutral,neutral,2,0.588617780811149,0.495437734347957,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf334,1,positive,positive,2,0.0153888669660417,2.75041319858474,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,TRUE
carlstrom_phyllosphere_2019,Leaf203,Leaf336,0,neutral,neutral,1,0.360075322561383,0.547421686127158,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf337,0,neutral,neutral,1,0.364790295337464,0.713824162041648,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf344,0,neutral,neutral,2,0.816223053344867,0.230643413129216,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf351,1,positive,positive,1,4.18147037875939e-12,4.75569349344267,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf354,0,neutral,neutral,1,0.246113643332191,0.536993197469386,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf357,1,positive,positive,1,0.0253356307025494,1.68745188774588,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf359,1,positive,positive,2,9.24228847524059e-42,6.78211593710102,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,TRUE
carlstrom_phyllosphere_2019,Leaf203,Leaf363,0,neutral,neutral,1,0.959080653727977,0.0225383712500157,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf371,1,positive,positive,2,0.00263605221039863,2.63968433500083,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,TRUE
carlstrom_phyllosphere_2019,Leaf203,Leaf380,0,neutral,neutral,1,0.674543132349267,0.49871314722278,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf391,0,neutral,neutral,2,0.816223053344867,0.152705510822573,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf396,0,neutral,neutral,1,0.0836560103751182,0.736092087947765,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf405,1,positive,positive,2,0.0274884349494677,1.63046287310461,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,TRUE
carlstrom_phyllosphere_2019,Leaf203,Leaf41,0,neutral,neutral,1,0.771547829520391,0.218657835019091,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf416,1,positive,positive,2,1.14772219224014e-13,6.17005442829506,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,TRUE
carlstrom_phyllosphere_2019,Leaf203,Leaf420,0,neutral,neutral,2,0.190437047447386,0.610334907310826,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf427,0,neutral,neutral,1,0.0658942670690241,1.97977629508716,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf443,0,neutral,neutral,1,0.58349326519931,0.577952160426052,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf446,1,positive,positive,1,2.7745947611333e-08,3.38967907940883,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf5,0,neutral,neutral,1,0.796126673647078,0.69490498078504,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf61,0,neutral,neutral,1,0.553029527853699,0.427275025202066,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf68,1,positive,positive,2,2.10268023175285e-05,1.40340251178618,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,TRUE
carlstrom_phyllosphere_2019,Leaf203,Leaf70,1,positive,positive,1,0.0153888669660417,2.1248643603915,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf82,0,neutral,neutral,1,0.58349326519931,0.49522923179047,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf83,0,neutral,neutral,2,0.202645021321634,0.483521927777304,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf86,0,neutral,neutral,2,0.333590311639407,0.994921176276997,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf203,Leaf88,1,positive,positive,2,0.0236198614885372,2.60439778479178,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,TRUE
carlstrom_phyllosphere_2019,Leaf203,Leaf90,0,neutral,neutral,2,0.333322066957547,0.512442194284611,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf220,Leaf231,1,positive,positive,1,0.000102047788464113,2.80059481047085,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf220,Leaf233,1,positive,positive,1,4.97182879363041e-07,4.19712666335865,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf220,Leaf262,1,positive,positive,1,9.6814202664517e-05,3.61310816796342,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf220,Leaf265,0,neutral,neutral,1,0.0957352032782175,2.58589984844471,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf220,Leaf285,0,neutral,neutral,1,0.999447465302158,0.363350224646871,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf220,Leaf288,0,neutral,neutral,1,0.988720949486747,0.237378840512886,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf220,Leaf289,0,neutral,neutral,1,0.971350476445723,0.542679654510972,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf220,Leaf33,0,neutral,neutral,1,0.976644467599008,0.402758088146925,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf220,Leaf334,0,neutral,neutral,1,0.919710471706237,0.709124088410897,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf220,Leaf344,1,positive,positive,1,0.0282685348737833,4.73960982777133,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf220,Leaf359,0,neutral,neutral,1,0.627343821010197,2.83261878870501,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf220,Leaf371,0,neutral,neutral,1,0.955526021571373,0.468595084488493,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf220,Leaf391,0,neutral,neutral,1,0.921094954746545,1.39536433459017,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf220,Leaf405,0,neutral,neutral,1,0.816056980990926,0.884010382619188,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf220,Leaf416,0,neutral,neutral,1,0.219501647750437,3.21389584568137,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf220,Leaf420,0,neutral,neutral,1,0.941988815150864,0.242688255538554,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf220,Leaf61,0,neutral,neutral,1,0.988342144289388,0.189710416163883,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf220,Leaf68,0,neutral,neutral,1,0.678313659395952,1.10221952392396,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf220,Leaf83,0,neutral,neutral,1,0.991404334743912,0.0331530681601121,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf220,Leaf86,0,neutral,neutral,1,0.998298972278443,0.108250239494007,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf220,Leaf88,0,neutral,neutral,1,0.980397520134071,0.263361357280655,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf220,Leaf90,0,neutral,neutral,1,0.92421420977375,1.31369392920237,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf222,Leaf231,1,positive,positive,1,1.48230306318586e-05,2.93987817673261,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf222,Leaf233,1,positive,positive,1,0.000542065930028349,2.84733073236744,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
carlstrom_phyllosphere_2019,Leaf222,Leaf262,1,positive,positive,1,0.0380121487864224,2.19225735365929,community_dropout,Arabidopsis_phyllosphere,DESeq2_BH_adjusted_p_below_0.05,FALSE
