sample_id,ER,FP,AC,HB,CC,RI,DP,BH,CA,PC,DL,CG,BF,EL,CH,BO,BT,BU,BV,BC,BY,PJ,DF,BL,BP,BA
butyrate_exp2_BO_AC_rep0_0034,0.000256838320277385,0,0.545396173109028,0,0.000128419160138693,0,0,0,0.000128419160138693,0.000513676640554771,0.000128419160138693,0,0.000128419160138693,0,0.000128419160138693,0.452292282008476,0.000642095800693463,0.000128419160138693,0,0,0,0,0.000128419160138693,0,0,0
butyrate_exp2_BT_AC_rep0_0035,0,0,0.403195075479994,0,0,0,0,0,0,0.00190532024036348,0,0,0.000146563095412575,0.000146563095412575,0,0,0.5862523816503,0.000879378572475451,0,0,0,0,0,0,0,0.00747471786604133
butyrate_exp2_BU_AC_rep0_0036,0,0.000268781077812122,0.671280741835775,0.000268781077812122,0,0,0,0,0,0.00255342023921516,0.000134390538906061,0,0.000134390538906061,0,0,0,0.000806343233436366,0.323746808224701,0.000268781077812122,0,0,0,0,0,0,0.000537562155624244
butyrate_exp2_BY_AC_rep0_0037,0.000524842547235829,0,0.837648705388383,0.000174947515745276,0.000174947515745276,0,0.000174947515745276,0,0,0,0,0,0,0,0,0.000174947515745276,0,0,0.000174947515745276,0,0.155353393981805,0.00524842547235829,0,0,0.000349895031490553,0
butyrate_exp2_BA_AC_rep0_0038,0,0,0.43178068282777,0,0,0.000126919659855312,0,0,0,0.000634598299276558,0,0,0,0,0,0,0.000126919659855312,0.000380758979565935,0.000380758979565935,0,0,0,0,0,0.000126919659855312,0.5663155222744
butyrate_exp2_ER_rep1_0039,0.994977933343479,0.000152183838076396,0.00334804443768072,0,0,0,0,0,0,0,0,0,0.000152183838076396,0,0,0,0.000152183838076396,0,0,0,0.000304367676152793,0.000913103028458378,0,0,0,0
butyrate_exp2_ER_rep2_0040,0.992532337645019,0.000400053340445393,0.00480064008534471,0,0,0,0,0,0,0,0,0,0.000400053340445393,0,0,0,0.000133351113481798,0,0,0,0,0.00146686224829977,0.000266702226963595,0,0,0
butyrate_exp2_AC_rep1_0041,0.000177619893428064,0,0.998579040852576,0,0,0,0,0,0.000177619893428064,0,0,0,0.000177619893428064,0.000177619893428064,0,0,0.000532859680284192,0,0,0,0,0,0,0,0,0
butyrate_exp2_AC_rep3_0042,0.00491969324265663,0.000868181160468818,0.991752278975546,0,0.000144696860078136,0,0,0,0.000144696860078136,0.000144696860078136,0.000144696860078136,0.000144696860078136,0.000289393720156273,0,0,0.000144696860078136,0.000144696860078136,0.000434090580234409,0.000144696860078136,0.000144696860078136,0,0,0.000144696860078136,0,0.000289393720156273,0
butyrate_exp2_CC_HB_rep0_0043,0.000285062713797035,0,0.00114025085518814,0,0.998289623717218,0.000285062713797035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butyrate_exp2_BF_HB_rep0_0044,0,0,0,0.0060985395602632,0.000802439415824105,0,0,0,0.000320975766329642,0,0,0,0.992617557374418,0,0,0,0.000160487883164821,0,0,0,0,0,0,0,0,0
butyrate_exp2_BO_HB_rep0_0045,0,0,0.00252206809583859,0.0330390920554855,0,0.000252206809583859,0,0,0,0,0,0,0,0,0,0.964186633039092,0,0,0,0,0,0,0,0,0,0
butyrate_exp2_BC_HB_rep0_0046,0,0,0.00015236934328813,0.000304738686576261,0,0,0,0,0,0.00015236934328813,0,0,0,0,0,0,0,0,0.00015236934328813,0.998476306567119,0,0,0,0,0,0.000609477373152522
butyrate_exp2_BA_HB_rep0_0047,0,0,0,0.000242777373148823,0.00291332847778587,0,0,0,0,0,0,0,0,0,0,0,0,0.000242777373148823,0,0,0,0,0,0,0.000485554746297645,0.996115562029619
butyrate_exp2_CC_ER_rep0_0048,0.100550275137569,0,0,0,0.898949474737369,0,0,0,0,0,0.00016675004168751,0,0.000333500083375021,0,0,0,0,0,0,0,0,0,0,0,0,0
butyrate_exp2_CC_FP_rep0_0049,0.000254388196387688,0.00483337573136606,0.000254388196387688,0,0.993131518697532,0,0,0,0,0,0,0,0,0,0,0.000254388196387688,0.000254388196387688,0,0.000254388196387688,0,0,0,0,0,0.000254388196387688,0
butyrate_exp2_AC_CC_rep0_0050,0,0,0.512063845582777,0,0.478841870824053,0,0,0,0.000185597624350408,0,0,0,0.00426874536005939,0.00111358574610245,0,0.000185597624350408,0,0,0,0,0,0,0,0,0,0.00296956198960653
butyrate_exp2_CC_rep0_0051,0,0,0.000258866166192079,0,0.999482267667616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000258866166192079,0
butyrate_exp2_CC_RI_rep0_0052,0.000173701580684384,0,0,0,0.97741879451103,0.0211915928434949,0,0.000173701580684384,0,0,0.000173701580684384,0.000521104742053153,0.000173701580684384,0,0,0,0.000173701580684384,0,0,0,0,0,0,0,0,0
butyrate_exp2_DP_CC_rep0_0053,0,0,0,0,0.981718139865105,0,0.0147319843805467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035498757543486,0
butyrate_exp2_BH_CC_rep0_0054,0,0,0,0,0.961957492409359,0,0,0.0367922843364887,0,0.00017860332202179,0,0,0,0,0,0.000535809966065369,0.00017860332202179,0,0,0,0,0,0,0,0.00017860332202179,0.00017860332202179
butyrate_exp2_CA_CC_rep0_0055,0,0,0,0,0.959648215209519,0,0,0,0.0386273495430247,0,0,0,0.000172443524745646,0,0.000172443524745646,0.00137954819796517,0,0,0,0,0,0,0,0,0,0
butyrate_exp2_PC_CC_rep0_0056,0.000161524794055888,0,0,0,0.994992731384268,0.000161524794055888,0,0,0,0.00452269423356485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000161524794055888
butyrate_exp2_DL_CC_rep0_0057,0,0,0.000371609067261241,0,0.780007432181345,0,0,0,0,0,0.219249349684132,0,0,0,0,0,0.000371609067261241,0,0,0,0,0,0,0,0,0
butyrate_exp2_CG_CC_rep0_0058,0,0,0.000376931775348662,0,0.807953260459857,0.000188465887674331,0,0,0,0.000188465887674331,0,0.191292875989446,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butyrate_exp2_BF_CC_rep0_0059,0,0,0,0,0.444992078859356,0,0,0,0.000352050695300123,0.000176025347650062,0,0,0.554479845097694,0,0,0,0,0,0,0,0,0,0,0,0,0
butyrate_exp2_CH_CC_rep0_0060,0,0,0.000199481348493916,0,0.585677239178137,0,0,0.000199481348493916,0,0,0,0,0,0,0.4131258727309,0.000598444045481747,0.000199481348493916,0,0,0,0,0,0,0,0,0
butyrate_exp2_BO_CC_rep0_0061,0,0,0.000169664065151001,0,0.846284356973193,0,0,0.000678656260604004,0,0,0,0,0,0,0.000339328130302002,0.152188666440448,0.000339328130302002,0,0,0,0,0,0,0,0,0
butyrate_exp2_BT_CC_rep0_0062,0,0,0,0,0.323288850624193,0,0,0,0,0,0,0,0,0,0,0.000215238915195867,0.675850193715024,0,0,0.000430477830391735,0,0.000215238915195867,0,0,0,0
butyrate_exp2_BU_CC_rep0_0063,0,0,0.000646203554119548,0,0.936672051696284,0,0,0,0,0,0,0,0,0,0,0,0.000323101777059774,0.061389337641357,0,0,0,0.000646203554119548,0,0,0,0
butyrate_exp2_BC_CC_rep0_0064,0,0,0.000490196078431372,0,0.449019607843137,0,0,0,0,0,0,0,0,0,0,0,0,0.000490196078431372,0,0.55,0,0,0,0,0,0
butyrate_exp2_BY_CC_rep0_0065,0.000522739153162572,0,0,0,0.92080501829587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786722425509671,0,0,0,0,0
butyrate_exp2_PJ_CC_rep0_0066,0,0,0,0,0.804384485666105,0,0,0,0,0,0,0,0,0,0,0,0,0.000337268128161889,0,0.000337268128161889,0,0.194940978077572,0,0,0,0
butyrate_exp2_DF_CC_rep0_0067,0,0,0,0,0.885289747399703,0,0,0,0,0,0,0,0.000148588410104012,0,0,0,0.000148588410104012,0.000148588410104012,0,0,0,0,0.114115898959881,0,0.000148588410104012,0
butyrate_exp2_BL_CC_rep0_0068,0,0,0.000150579731968077,0,0.853937659990965,0,0,0,0,0,0,0,0,0.000150579731968077,0,0,0,0,0,0,0.00120463785574462,0,0,0.144405962957386,0,0.000150579731968077
butyrate_exp2_BA_CC_rep0_0069,0,0,0.000150738619234248,0,0.456436539041302,0,0,0,0,0,0,0,0,0,0,0,0,0.000150738619234248,0,0.000150738619234248,0,0,0,0.000150738619234248,0,0.542960506481761
butyrate_exp2_AC_RI_rep0_0070,0,0,0.989363722697056,0,0.000189933523266857,0.00265906932573599,0,0,0,0,0,0,0,0,0,0,0,0,0.000189933523266857,0,0,0,0,0,0.000189933523266857,0.00702754036087369
butyrate_exp2_DP_RI_rep0_0071,0,0,0,0,0,0.553980184489238,0.444824051930304,0.00017082336863683,0.000512470105910489,0,0.00017082336863683,0,0.00017082336863683,0,0,0,0,0.00017082336863683,0,0,0,0,0,0,0,0
butyrate_exp2_CA_RI_rep0_0072,0,0,0,0.000152765047357165,0,0.142071494042163,0.000152765047357165,0,0.857317445768408,0,0,0,0.000152765047357165,0,0,0,0,0,0,0,0,0,0,0,0,0
butyrate_exp2_PC_RI_rep0_0073,0,0,0,0,0,0.300716354214297,0,0,0,0.699283645785703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butyrate_exp2_DL_RI_rep0_0074,0,0,0,0,0,0.0258064516129032,0,0,0,0,0.973862696443342,0,0.000165425971877585,0,0,0,0,0,0,0,0,0,0.000165425971877585,0,0,0
butyrate_exp2_CG_RI_rep0_0075,0,0,0.00100745516824501,0,0.00141043723554302,0.563771912149909,0,0,0,0,0.00282087447108604,0.43038484787427,0,0.000201491033649003,0.000201491033649003,0.000201491033649003,0,0,0,0,0,0,0,0,0,0
butyrate_exp2_BF_RI_rep0_0076,0,0,0,0,0.000170590242238144,0.0143295803480041,0,0,0,0,0.000170590242238144,0,0.982940975776186,0,0,0,0.000511770726714432,0,0,0,0,0,0,0,0,0.00170590242238144
butyrate_exp2_CH_RI_rep0_0077,0.0002322340919647,0,0,0,0.0002322340919647,0.394333488156061,0,0,0,0,0,0,0,0,0.604969809568045,0.0002322340919647,0,0,0,0,0,0,0,0,0,0
butyrate_exp2_BO_RI_rep0_0078,0.000212992545260916,0,0,0,0,0.0749733759318424,0,0,0,0,0.000425985090521832,0.000425985090521832,0.000212992545260916,0,0,0.922896698615548,0.000425985090521832,0.000425985090521832,0,0,0,0,0,0,0,0
butyrate_exp2_BT_RI_rep0_0079,0,0,0.000204206657137023,0,0,0.0102103328568511,0,0,0.000816826628548091,0,0,0,0,0,0,0,0.988768633857464,0,0,0,0,0,0,0,0,0
butyrate_exp2_PJ_RI_rep0_0080,0.000329760923330585,0,0.0023083264633141,0,0,0.298928276999176,0,0,0,0,0,0,0.000164880461665293,0,0,0,0,0.000164880461665293,0,0,0,0.695300906842539,0,0,0,0.00280296784830998
butyrate_exp2_DF_RI_rep0_0081,0,0,0.000204081632653061,0,0.000408163265306122,0.346938775510204,0,0,0.000204081632653061,0,0,0,0,0,0,0,0,0.000204081632653061,0,0,0,0,0.651836734693878,0.000204081632653061,0,0
butyrate_exp2_BA_RI_rep0_0082,0,0,0.000228102189781022,0,0.000228102189781022,0.00958029197080292,0,0,0,0.000228102189781022,0,0,0,0,0,0,0,0.000228102189781022,0,0,0,0.000228102189781022,0,0,0,0.989279197080292
butyrate_exp2_CC_rep2_0083,0,0,0,0,0.988244831779489,0.000810701256586948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000405350628293474,0.000405350628293474,0.00121605188488042,0.00891771382245642
butyrate_exp2_CC_rep3_0084,0.00168918918918919,0,0.00168918918918919,0,0.994932432432432,0,0,0,0,0,0.000844594594594595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000844594594594595
butyrate_exp2_CC_rep4_0085,0,0,0.00121285627653123,0,0.983020012128563,0.00181928441479685,0,0,0,0,0.00303214069132808,0.000606428138265616,0,0,0,0,0,0,0,0.00545785324439054,0,0,0.00121285627653123,0.000606428138265616,0,0.00242571255306246
butyrate_exp2_RI_rep1_0086,0,0,0.00286396181384248,0,0.00286396181384248,0.993556085918854,0,0,0,0,0.000238663484486874,0,0,0,0,0.000238663484486874,0,0,0,0,0,0,0,0,0,0
butyrate_exp2_RI_rep4_0087,0,0,0.00460034502587694,0,0.00843396588077439,0.982940387195706,0,0,0,0,0.000383362085489745,0.000191681042744872,0.000191681042744872,0,0,0.000191681042744872,0.000383362085489745,0,0,0.00134176729921411,0.000575043128234618,0,0.000191681042744872,0,0.000191681042744872,0.000383362085489745
butyrate_exp3_ER_rep0_0088,0.994749794913864,0,0.000820344544708778,0,0,0,0,0.000164068908941756,0.00311730926989336,0.000164068908941756,0,0,0,0,0,0,0,0,0.000164068908941756,0,0,0,0,0,0.000164068908941756,0
butyrate_exp3_ER_FP_rep0_0089,0.926229508196721,0.0722905282331512,0.000227686703096539,0,0.00011384335154827,0.00011384335154827,0,0.00011384335154827,0.00011384335154827,0,0,0,0,0,0,0,0.00011384335154827,0,0,0.00011384335154827,0,0,0.00011384335154827,0,0,0.00011384335154827
butyrate_exp3_AC_ER_rep0_0090,0.155809267965077,0,0.843384822028207,0,0.000268636668905306,0,0,0,0,0.000134318334452653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butyrate_exp3_ER_HB_rep0_0091,0.998717799277305,0,0.000116563702063178,0,0.000116563702063178,0,0.000116563702063178,0,0.000233127404126355,0,0,0,0.000116563702063178,0.000116563702063178,0.000116563702063178,0,0,0,0.000116563702063178,0,0,0,0,0,0,0
butyrate_exp3_CC_ER_rep0_0092,0.289245359160613,0.00010088781275222,0.000201775625504439,0,0.710250201775625,0.00010088781275222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butyrate_exp3_ER_RI_rep0_0093,0.905191873589165,0,0.000141083521444695,0,0.00648984198645598,0.0849322799097065,0,0,0.000141083521444695,0.00028216704288939,0,0,0.00253950338600451,0,0,0,0,0,0.000141083521444695,0,0,0,0,0,0,0
butyrate_exp3_EL_ER_rep0_0094,0.47668102640944,0,0,0,0,0,0,0,9.36504963476306e-05,0,0,9.36504963476306e-05,0.000842854467128676,0.522195167634388,0,0,0,0,0,0,0,0,0,0,0,0
butyrate_exp3_CH_ER_rep0_0095,0.995928500496524,0,0,0,9.9304865938431e-05,0,0.000297914597815293,0,0,0,0,0,9.9304865938431e-05,0.000198609731876862,0.00248262164846077,0.000496524329692155,0.000397219463753724,0,0,0,0,0,0,0,0,0
butyrate_exp3_DP_ER_rep0_0096,0.746952630766857,0,0,0,0.000308594352723345,0,0.251967288998611,0,0,0,0,0,0,0,0,0.00061718870544669,0,0,0,0,0,0,0.000154297176361673,0,0,0
butyrate_exp3_BH_ER_rep0_0097,0.779520388545988,0,0,0,0.000101183851057371,0.000101183851057371,0.000101183851057371,0.21977132449661,0,0,0,0,0,0.000101183851057371,0,0.000101183851057371,0,0,0,0,0,0,0,0,0.000101183851057371,0
butyrate_exp3_CA_ER_rep0_0098,0.377701795090976,0,0.000122115032360484,0,0,0,0,0.000244230064720967,0.62107705458542,0,0,0,0.000122115032360484,0,0,0.000122115032360484,0,0,0.000122115032360484,0,0,0,0.000122115032360484,0,0,0.000122115032360484
butyrate_exp3_PC_ER_rep0_0099,0.415629322268326,0,0.0002963841138115,0,0,0,0,0,0,0.583679114799447,0,0,9.87947046038332e-05,0,0,0,0,0,9.87947046038332e-05,0,0,0,0,0,0,9.87947046038332e-05
butyrate_exp3_DL_ER_rep0_0100,0.929964822513591,0,0,0,0,0,0,0,0,0,0.0674768148385034,0,0,0,0,0.000319795330988168,0,0,0,0,0.000639590661976335,0,0.00159897665494084,0,0,0
butyrate_exp3_CG_ER_rep0_0101,0.403539540816327,0,0,0,0.000478316326530612,0,0.000159438775510204,0,0,0,0,0.594547193877551,0,0,0,0,0,0,0,0,0,0,0.00079719387755102,0.000318877551020408,0,0
butyrate_exp3_BF_ER_rep0_0102,0.317548443283257,0,0.000108861310690181,0,0,0.000108861310690181,0,0,0.000108861310690181,0,0,0,0.681471804920531,0.000108861310690181,0.000108861310690181,0,0,0.000108861310690181,0,0,0,0,0,0,0.000108861310690181,0
butyrate_exp3_BO_ER_rep0_0103,0.46908836884387,0,0,0,0.00023285597857725,0.000116427989288625,0,0,0,0,0,0,0,0,0,0.530213063220398,0,0,0,0.000116427989288625,0,0,0.000116427989288625,0,0,0
butyrate_exp3_BT_ER_rep0_0104,0.23179234152097,0,0.000107261611069398,0,0,0,0.000107261611069398,0,0,0,0.000107261611069398,0,0,0,0,0.000858092888555186,0.766705995924059,0,0,0,0,0,0,0,0.000107261611069398,0
butyrate_exp3_BU_ER_rep0_0105,0.946934917634351,0,0.000135025654874426,0,0.000270051309748852,0.000135025654874426,0.000135025654874426,0,0,0,0,0,0.000135025654874426,0,0,0,0.000270051309748852,0.0517148258169052,0,0,0,0,0,0,0.000135025654874426,0
butyrate_exp3_BV_ER_rep0_0106,0.459968186638388,0,0,0,0,0,0,0,0,0.000132555673382821,0.000132555673382821,0,0.000265111346765642,0.000132555673382821,0,0,0,0,0.538971367974549,0.000132555673382821,0,0,0,0,0,0
butyrate_exp3_BC_ER_rep0_0107,0.0691046441754657,0,0.000171688556957679,0,8.58442784788394e-05,0,0,0,8.58442784788394e-05,0,0,8.58442784788394e-05,0.000171688556957679,0,0,0,0,0,0,0.930036913039746,0.000171688556957679,0,0,0,0,0
butyrate_exp3_BY_ER_rep0_0108,0.875452451464298,8.22639025995393e-05,8.22639025995393e-05,0,8.22639025995393e-05,0.000164527805199079,8.22639025995393e-05,0,0,0,0,0,8.22639025995393e-05,0,0,0,8.22639025995393e-05,8.22639025995393e-05,8.22639025995393e-05,8.22639025995393e-05,0.123478117801909,8.22639025995393e-05,0,0,0,0
butyrate_exp3_DF_ER_rep0_0109,0.454077253218884,0,0,0,0.00162136385312351,9.53743443013829e-05,0,0,9.53743443013829e-05,0,0,0,0.000190748688602766,0,0,0.000190748688602766,9.53743443013829e-05,9.53743443013829e-05,9.53743443013829e-05,0,0,0,0.543061516452074,9.53743443013829e-05,9.53743443013829e-05,0
butyrate_exp3_BP_ER_rep0_0110,0.434112381899552,0,0,0,0.000165755014089176,0,0,0,0,0,0,0.000165755014089176,0,0.000165755014089176,0,0,0.000331510028178352,0,0,0,0,0,0,0,0.564064312945467,0.000331510028178352
butyrate_exp3_BA_ER_rep0_0111,0.181289102284301,0.000145496871817256,0.000145496871817256,0,0,0.000145496871817256,0,0.000145496871817256,0,0,0.000145496871817256,0,0.000145496871817256,0,0,0,0.000436490615451768,0,0,0,0,0,0,0,0,0.817401425869344
butyrate_exp3_FP_rep0_0112,0.0851063829787234,0.595744680851064,0.0425531914893617,0,0,0,0,0.0212765957446809,0.0212765957446809,0,0.0425531914893617,0,0.0212765957446809,0,0,0,0,0,0,0.127659574468085,0,0,0,0,0,0
butyrate_exp3_AC_FP_rep0_0113,0.000139275766016713,0.0838440111420613,0.915041782729805,0,0,0,0,0,0,0,0,0,0,0,0.000139275766016713,0,0,0,0.000139275766016713,0.000139275766016713,0,0,0.000139275766016713,0,0.000139275766016713,0.000139275766016713
butyrate_exp3_FP_HB_rep0_0114,0,0.99487929773226,0.000731528895391368,0,0,0.000731528895391368,0,0,0,0.000731528895391368,0,0,0,0.000731528895391368,0,0,0,0,0.000731528895391368,0,0,0,0.00146305779078274,0,0,0
butyrate_exp3_CC_FP_rep0_0115,0.00100946372239748,0.0137539432176656,0.000126182965299685,0,0.981955835962145,0.000252365930599369,0,0,0,0,0,0,0,0.000126182965299685,0,0,0,0,0,0,0.000126182965299685,0.000252365930599369,0.00201892744479495,0,0,0
butyrate_exp3_FP_RI_rep0_0116,0.000587544065804935,0.0106933019976498,0,0,0.000352526439482961,0.984136310223267,0.000822561692126909,0,0.000235017626321974,0.000235017626321974,0,0,0.000117508813160987,0.000117508813160987,0,0.000470035252643948,0.000235017626321974,0.000235017626321974,0.000587544065804935,0,0.000822561692126909,0,0,0,0.000117508813160987,0
butyrate_exp3_EL_FP_rep0_0117,0.00050125313283208,0.0135338345864662,0.00100250626566416,0,0,0,0.00050125313283208,0,0,0,0.00050125313283208,0.00050125313283208,0.00050125313283208,0.981954887218045,0,0,0,0,0,0,0,0,0.00050125313283208,0,0,0
butyrate_exp3_CH_FP_rep0_0118,0.00176678445229682,0.102473498233216,0.00353356890459364,0,0,0,0.0141342756183746,0.00176678445229682,0.00176678445229682,0,0.00176678445229682,0.00176678445229682,0,0.812720848056537,0.0512367491166078,0,0.00176678445229682,0.00353356890459364,0,0,0,0.00176678445229682,0,0,0,0
butyrate_exp3_DP_FP_rep0_0119,0,0.10531561461794,0,0,0,0,0.892912513842746,0.000110741971207087,0.000221483942414175,0.000110741971207087,0,0,0.000110741971207087,0.000110741971207087,0,0,0,0,0,0,0.000110741971207087,0.000110741971207087,0,0,0.00044296788482835,0
butyrate_exp3_BH_FP_rep0_0120,0,0.0109830946484333,0.000323032195542156,0,0,0,0.000107677398514052,0.98804780876494,0,0.000107677398514052,0,0,0,0,0,0,0.000215354797028104,0,0.000107677398514052,0.000107677398514052,0,0,0,0,0,0
butyrate_exp3_PC_FP_rep0_0121,8.28363154406892e-05,0.019466534128562,8.28363154406892e-05,0,0,8.28363154406892e-05,0,0,0,0.979705102717031,0.000165672630881378,0,0,0,0,0,0,0,8.28363154406892e-05,8.28363154406892e-05,0,0,0,0,0,8.28363154406892e-05
butyrate_exp3_PJ_FP_rep0_0122,0,0.0933510846581565,0,0,7.83146683373796e-05,0,0,0,0,0.000313258673349518,0,7.83146683373796e-05,7.83146683373796e-05,0,0,0,0,0,0,7.83146683373796e-05,0,0.898817448508106,7.83146683373796e-05,0,0,0
butyrate_exp3_CG_FP_rep0_0123,0.000143061516452074,0.0251788268955651,0,0,0,0,0,0,0.000143061516452074,0,0,0.974105865522174,0,0,0,0.000143061516452074,0,0,0.000143061516452074,0,0,0,0,0,0.000143061516452074,0
butyrate_exp3_BF_FP_rep0_0124,0.000116890707188778,0.0516656925774401,0.000116890707188778,0,0,0.000350672121566335,0,0,0.000116890707188778,0,0,0,0.946230274693162,0,0,0.000116890707188778,0.000116890707188778,0,0.000233781414377557,0,0,0,0.000233781414377557,0.000467562828755114,0,0.000233781414377557
butyrate_exp3_BO_FP_rep0_0125,0,0.231637732184048,0.000364210270729635,0,0.000121403423576545,0,0.000121403423576545,0,0.00024280684715309,0,0,0.000121403423576545,0,0,0,0.765691392497268,0,0,0,0,0,0,0.000485613694306179,0.000121403423576545,0.000728420541459269,0
butyrate_exp3_BT_FP_rep0_0126,0.000130548302872063,0.0323759791122715,0.000130548302872063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963707571801567,0,0.000130548302872063,0,0,0.000130548302872063,0,0,0,0.00300261096605744
butyrate_exp3_BU_FP_rep0_0127,9.60061443932412e-05,0.547331029185868,0.000192012288786482,0,0.000192012288786482,0,0,0.000288018433179724,0.000288018433179724,0,0,0,9.60061443932412e-05,0,0,0,9.60061443932412e-05,0.45113287250384,0,0.000288018433179724,0,0,0,0,0,0
butyrate_exp3_BC_FP_rep0_0128,0,0.0118635689569946,0,0,0,0,0,0,0,0,0,0.000123578843302027,0,0,0,0,0,0,0,0.987889273356401,0,0,0,0,0,0
butyrate_exp3_DF_FP_rep0_0129,0,0.190242906715656,0.000306184935701163,0,0,0,0,0,0,0.000102061645233721,0,0,0,0,0,0.000102061645233721,0,0,0.000102061645233721,0,0,0,0.808736476832007,0.000204123290467442,0.000102061645233721,0
butyrate_exp3_BP_FP_rep0_0130,8.21422704123542e-05,0.0030392640052571,0.000492853622474125,0,0,8.21422704123542e-05,0,0,0.000164284540824708,8.21422704123542e-05,0,8.21422704123542e-05,8.21422704123542e-05,0,0,8.21422704123542e-05,8.21422704123542e-05,8.21422704123542e-05,0.000164284540824708,0,0,0,8.21422704123542e-05,0,0.995400032856908,0
butyrate_exp3_BA_FP_rep0_0131,0,0.00509394572025052,0.000417536534446764,0,0,0,0,0,0,8.35073068893528e-05,0,0,0.000250521920668058,0,0,0,0,0,8.35073068893528e-05,0,0,0,8.35073068893528e-05,0,8.35073068893528e-05,0.993736951983299
butyrate_exp3_AC_rep0_0132,0,0,0.998460842009959,0,0.000362154821186057,0,0,0,9.05387052965143e-05,0,9.05387052965143e-05,0.000181077410593028,0,9.05387052965143e-05,0,0,0,0,9.05387052965143e-05,9.05387052965143e-05,0,9.05387052965143e-05,9.05387052965143e-05,9.05387052965143e-05,9.05387052965143e-05,9.05387052965143e-05
butyrate_exp3_AC_HB_rep0_0133,0.0002104598547827,0,0.997053562033042,0.0002104598547827,0.00010522992739135,0,0.0002104598547827,0,0,0.0016836788382616,0,0,0.00010522992739135,0,0,0.00010522992739135,0,0,0.0002104598547827,0,0,0,0,0,0,0
butyrate_exp3_AC_CC_rep0_0134,0,0,0.607898756273183,0,0.391228452978398,0,0.000218197687104517,0,0,0,0,0.000218197687104517,0,0,0,0,0.000218197687104517,0,0,0,0,0,0.000218197687104517,0,0,0
butyrate_exp3_AC_RI_rep0_0135,0,0,0.99760158013544,0,0.000141083521444695,0.00169300225733634,0,0,0.000141083521444695,0,0,0,0,0,0,0,0.000141083521444695,0,0.000141083521444695,0,0,0,0,0,0,0.000141083521444695
butyrate_exp3_EL_AC_rep0_0136,0,0,0.743046548494019,0,0.000144112984579911,0,0,0,0.000144112984579911,0,0,0,0,0.255800547629341,0,0,0,0,0,0,0,0,0,0,0.000144112984579911,0.000720564922899553
butyrate_exp3_CH_AC_rep0_0137,0,0,0.983907497913935,0,0,0,0,0,0,0,0,0,0.000357611157468113,0,0.0153772797711289,0,0,0,0.000119203719156038,0,0,0,0,0,0,0
butyrate_exp3_DP_AC_rep0_0138,0.000128816179312122,0,0.540899136931599,0,0,0,0.458456782171841,0,0,0,0,0,0.000386448537936365,0,0,0,0,0,0,0.000128816179312122,0,0,0,0,0,0
butyrate_exp3_BH_AC_rep0_0139,0.000228206298493838,0,0.986992240985851,0,0.000114103149246919,0,0,0.0119808306709265,0,0.000228206298493838,0.000114103149246919,0,0,0,0,0,0.000114103149246919,0,0,0.000114103149246919,0,0,0,0,0,0
butyrate_exp3_CA_AC_rep0_0140,0.000320752699668556,0.000427670266224741,0.546348765102106,0,0.000106917566556185,0.00021383513311237,0,0,0.451619801133326,0.000320752699668556,0,0,0,0,0,0,0.00021383513311237,0,0,0,0,0,0.000106917566556185,0,0,0
butyrate_exp3_PC_AC_rep0_0141,0.000367872470876763,0.00380134886572655,0.472961373390558,0,0.000122624156958921,0,0.000122624156958921,0,0,0.521520539546291,0,0,0,0,0,0.000122624156958921,0,0,0.000122624156958921,0,0.000613120784794605,0,0,0,0.000122624156958921,0
butyrate_exp3_DL_AC_rep0_0142,9.16086478563576e-05,0,0.457035544155368,0,0,9.16086478563576e-05,0,0,0,0,0.541773543422499,0.000458043239281788,0.000183217295712715,0,0,0,0,0,0,0,0,0,9.16086478563576e-05,0,0,9.16086478563576e-05
butyrate_exp3_CG_AC_rep0_0143,0,0,0.519346356123216,0,9.39143501126972e-05,0,9.39143501126972e-05,0,0,0,0,0.478681442524418,0.000469571750563486,0,0,9.39143501126972e-05,0,9.39143501126972e-05,9.39143501126972e-05,0,0,0,0.00065740045078888,0,0,9.39143501126972e-05
butyrate_exp3_BF_AC_rep0_0144,0,0,0.257640337353768,0,9.06864967806294e-05,0,0,0,0,0,9.06864967806294e-05,0,0.741362111181645,9.06864967806294e-05,0,9.06864967806294e-05,0,0,0.000272059490341888,9.06864967806294e-05,0,0,0,0,0,9.06864967806294e-05
