sample_id,ER,FP,AC,HB,CC,RI,DP,BH,CA,PC,DL,CG,BF,EL,CH,BO,BT,BU,BV,BC,BY,PJ,DF,BL,BP,BA
butyrate_exp2_DL_FP_rep0_0019,0.00018618506795755,0.00465462669893875,0.00707503258238689,0,0,0,0,0,0,0,0.987339415378887,0,0.00018618506795755,0,0,0,0.0003723701359151,0,0,0,0,0,0.00018618506795755,0,0,0
butyrate_exp2_BF_FP_rep0_0020,0.00057987822557263,0.079153377790664,0.00057987822557263,0,0.000144969556393157,0,0,0.000289939112786315,0.000289939112786315,0,0,0,0.918527109307046,0,0,0,0,0,0,0,0,0.000144969556393157,0,0,0,0.000144969556393157
butyrate_exp2_BO_FP_rep0_0021,0.000737327188940092,0.0313364055299539,0.00645161290322581,0,0.000184331797235023,0,0,0,0,0,0,0,0,0,0,0.960184331797235,0.000737327188940092,0.000184331797235023,0,0.000184331797235023,0,0,0,0,0,0
butyrate_exp2_BT_FP_rep0_0022,0.000447227191413238,0.0114042933810376,0.000223613595706619,0,0,0,0,0,0.000223613595706619,0,0,0,0.000223613595706619,0,0,0.000447227191413238,0.98680679785331,0,0,0.000223613595706619,0,0,0,0,0,0
butyrate_exp2_BC_FP_rep0_0023,0,0.00448430493273543,0.000320307495195388,0,0,0,0,0,0.000320307495195388,0,0,0.000320307495195388,0,0,0,0,0.000640614990390775,0,0,0.993914157591288,0,0,0,0,0,0
butyrate_exp2_BA_FP_rep0_0024,0,0.00522583053378126,0.00360831155903944,0,0.000497698146074406,0,0,0,0,0.000124424536518601,0,0,0.000124424536518601,0,0,0.000248849073037203,0,0,0.000248849073037203,0,0,0,0,0,0,0.989672763468956
butyrate_exp2_AC_CC_rep0_0025,0,0,0.512063845582777,0,0.478841870824053,0,0,0,0.000185597624350408,0,0,0,0.00426874536005939,0.00111358574610245,0,0.000185597624350408,0,0,0,0,0,0,0,0,0,0.00296956198960653
butyrate_exp2_AC_RI_rep0_0026,0,0,0.989363722697056,0,0.000189933523266857,0.00265906932573599,0,0,0,0,0,0,0,0,0,0,0,0,0.000189933523266857,0,0,0,0,0,0.000189933523266857,0.00702754036087369
butyrate_exp2_DP_AC_rep0_0027,0,0,0.394923355859568,0,0.000164826108455579,0.000164826108455579,0.604252513598154,0,0,0,0.000164826108455579,0,0.000164826108455579,0,0,0,0.000164826108455579,0,0,0,0,0,0,0,0,0
butyrate_exp2_BH_AC_rep0_0028,0,0,0.98012533572068,0,0.00017905102954342,0,0,0.0186213070725157,0,0.00017905102954342,0,0,0,0,0,0,0.00035810205908684,0,0.00017905102954342,0,0,0,0.00017905102954342,0,0,0
butyrate_exp2_CA_AC_rep0_0029,0.000192604006163328,0,0.514060092449923,0,0,0,0,0,0.481124807395994,0.00404468412942989,0,0,0,0,0,0,0,0,0,0,0.000192604006163328,0,0,0,0,0.000192604006163328
butyrate_exp2_PC_AC_rep0_0030,0,0,0.32811938151744,0,0.000179791441927364,0,0,0,0,0.671161452714851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000359582883854729
butyrate_exp2_DL_AC_rep0_0031,0,0,0.540140584535701,0,0.000184979652238254,0,0.000184979652238254,0,0,0,0.458564557898631,0,0.000184979652238254,0,0,0,0,0,0,0,0,0,0.000184979652238254,0,0,0
butyrate_exp2_CG_AC_rep0_0032,0,0.00459048079246195,0.274462430538778,0,0,0,0,0,0,0,0.00265764677458323,0.718289441894177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butyrate_exp2_BF_AC_rep0_0033,0.000121891760117016,0.000487567040468064,0.302657240370551,0,0.000243783520234032,0,0,0,0,0,0,0,0.693076548025353,0.000121891760117016,0,0.000243783520234032,0.000975134080936129,0,0,0,0,0,0,0,0.00158459288152121,0.000487567040468064
