sample_id,LP,LB,AP,AT,AO
hostfit_t14_0651,0,0,0,0,188000
hostfit_t14_0652,0,0,0,0,157000
hostfit_t14_0653,0,0,0,0,94105
hostfit_t14_0654,0,0,0,0,141000
hostfit_t14_0655,0,0,81771,0,94105
hostfit_t14_0656,0,0,32708,0,70579
hostfit_t14_0657,0,0,654000,0,157000
hostfit_t14_0658,0,0,16354,0,157000
hostfit_t14_0659,0,0,32708,0,196000
hostfit_t14_0660,0,0,180000,0,471000
hostfit_t14_0661,0,0,213000,0,549000
hostfit_t14_0662,0,0,32708,0,353000
hostfit_t14_0663,0,0,16354,0,431000
hostfit_t14_0664,0,0,16354,0,392000
hostfit_t14_0665,0,0,114000,0,274000
hostfit_t14_0666,0,0,0,0,157000
hostfit_t14_0667,0,0,65417,0,431000
hostfit_t14_0668,0,0,0,0,353000
hostfit_t14_0669,0,0,32708,0,196000
hostfit_t14_0670,0,0,164000,0,353000
hostfit_t14_0671,0,0,98125,0,314000
hostfit_t14_0672,0,0,65417,0,274000
hostfit_t15_0673,0,0,0,0,62737
hostfit_t15_0674,0,0,0,0,196000
hostfit_t15_0675,0,0,0,0,274000
hostfit_t15_0676,0,0,0,0,157000
hostfit_t15_0677,0,0,0,0,157000
hostfit_t15_0678,0,0,0,0,392000
hostfit_t15_0679,0,0,0,0,353000
hostfit_t15_0680,0,0,0,0,165000
hostfit_t15_0681,0,0,0,0,314000
hostfit_t15_0682,0,0,0,0,251000
hostfit_t15_0683,0,0,0,0,173000
hostfit_t15_0684,0,0,0,0,549000
hostfit_t15_0685,0,0,0,81771,23526
hostfit_t15_0686,0,0,0,114000,188000
hostfit_t15_0687,0,0,0,114000,157000
hostfit_t15_0688,0,0,0,360000,282000
hostfit_t15_0689,0,0,0,114000,15684
hostfit_t15_0690,0,0,0,131000,314000
hostfit_t15_0691,0,0,0,98125,165000
hostfit_t15_0692,0,0,0,49063,212000
hostfit_t15_0693,0,0,0,98125,369000
hostfit_t15_0694,0,0,0,32708,196000
hostfit_t15_0695,0,0,0,32708,212000
hostfit_t15_0696,0,0,0,458000,392000
hostfit_t15_0697,0,0,0,81771,141000
hostfit_t15_0698,0,0,0,327000,392000
hostfit_t15_0699,0,0,0,409000,314000
hostfit_t15_0700,0,0,0,65417,125000
hostfit_t15_0701,0,0,0,327000,314000
hostfit_t15_0702,0,0,0,409000,235000
hostfit_t15_0703,0,0,0,65417,47052
hostfit_t15_0704,0,0,0,81771,102000
hostfit_t15_0705,0,0,0,147000,102000
hostfit_t15_0706,0,0,0,0,23526
hostfit_t15_0707,0,0,0,114000,47052
hostfit_t15_0708,0,0,0,114000,180000
hostfit_t15_0709,0,0,0,262000,588000
hostfit_t15_0710,0,0,0,32708,274000
hostfit_t15_0711,0,0,0,98125,118000
hostfit_t15_0712,0,0,0,180000,274000
hostfit_t15_0713,0,0,0,0,118000
hostfit_t15_0714,0,0,0,81771,157000
hostfit_t15_0715,0,0,0,245000,549000
hostfit_t15_0716,0,0,0,81771,157000
hostfit_t15_0717,0,0,0,131000,157000
hostfit_t15_0718,0,0,0,327000,314000
hostfit_t15_0719,0,0,0,114000,157000
hostfit_t15_0720,0,0,0,0,118000
hostfit_t16_0721,134000,33398,164000,0,0
hostfit_t16_0722,188000,22265,180000,0,0
hostfit_t16_0723,206000,22265,16354,0,0
hostfit_t16_0724,179000,33398,49063,0,0
hostfit_t16_0725,134000,22265,196000,0,0
hostfit_t16_0726,179000,22265,114000,0,0
hostfit_t16_0727,224000,22265,16354,0,0
hostfit_t16_0728,116000,22265,327000,0,0
hostfit_t16_0729,143000,0,98125,0,0
hostfit_t16_0730,170000,11133,81771,0,0
hostfit_t16_0731,152000,0,49063,0,0
hostfit_t16_0732,170000,0,98125,0,0
hostfit_t16_0733,537000,0,409000,0,0
hostfit_t16_0734,537000,22265,818000,0,0
hostfit_t16_0735,537000,0,1310000,0,0
hostfit_t16_0736,35771,234000,32708,0,0
hostfit_t16_0737,537000,0,229000,0,0
hostfit_t16_0738,62600,301000,49063,0,0
hostfit_t16_0739,71543,557000,16354,0,0
hostfit_t16_0740,107000,445000,16354,0,0
hostfit_t16_0741,26828,334000,0,0,0
hostfit_t16_0742,179000,390000,196000,0,0
hostfit_t16_0743,206000,111000,147000,0,0
hostfit_t16_0744,35771,445000,0,0,0
hostfit_t16_0745,116000,0,32708,0,0
hostfit_t16_0746,224000,33398,16354,0,0
hostfit_t16_0747,537000,122000,229000,0,0
hostfit_t16_0748,116000,22265,0,0,0
hostfit_t16_0749,537000,89061,572000,0,0
hostfit_t16_0750,224000,167000,16354,0,0
hostfit_t16_0751,188000,11133,98125,0,0
hostfit_t16_0752,179000,77928,0,0,0
hostfit_t16_0753,224000,11133,49063,0,0
hostfit_t16_0754,402000,122000,621000,0,0
hostfit_t16_0755,170000,33398,16354,0,0
hostfit_t16_0756,89428,11133,65417,0,0
hostfit_t16_0757,358000,668000,981000,0,0
hostfit_t16_0758,358000,145000,458000,0,0
hostfit_t16_0759,17886,11133,16354,0,0
hostfit_t16_0760,358000,145000,1470000,0,0
hostfit_t16_0761,0,55663,16354,0,0
hostfit_t16_0762,268000,111000,49063,0,0
hostfit_t16_0763,268000,44530,147000,0,0
hostfit_t16_0764,537000,1e+05,818000,0,0
hostfit_t16_0765,26828,0,0,0,0
hostfit_t16_0766,358000,55663,32708,0,0
hostfit_t16_0767,358000,55663,736000,0,0
hostfit_t16_0768,17886,0,0,0,0
hostfit_t17_0769,358000,33398,0,98125,0
hostfit_t17_0770,358000,66796,0,147000,0
hostfit_t17_0771,268000,22265,0,32708,0
hostfit_t17_0772,143000,111000,0,81771,0
hostfit_t17_0773,537000,0,0,16354,0
hostfit_t17_0774,224000,0,0,131000,0
hostfit_t17_0775,26828,557000,0,98125,0
hostfit_t17_0776,179000,22265,0,98125,0
hostfit_t17_0777,313000,33398,0,213000,0
hostfit_t17_0778,224000,0,0,164000,0
hostfit_t17_0779,53657,0,0,16354,0
hostfit_t17_0780,179000,0,0,0,0
hostfit_t17_0781,116000,256000,0,65417,0
hostfit_t17_0782,304000,156000,0,294000,0
hostfit_t17_0783,197000,122000,0,32708,0
hostfit_t17_0784,71543,178000,0,16354,0
hostfit_t17_0785,447000,89061,0,491000,0
hostfit_t17_0786,537000,1e+05,0,65417,0
hostfit_t17_0787,537000,122000,0,491000,0
hostfit_t17_0788,125000,122000,0,16354,0
hostfit_t17_0789,250000,223000,0,16354,0
hostfit_t17_0790,98371,2e+05,0,81771,0
hostfit_t17_0791,62600,557000,0,0,0
hostfit_t17_0792,447000,22265,0,81771,0
hostfit_t17_0793,224000,0,0,0,0
hostfit_t17_0794,447000,0,0,491000,0
hostfit_t17_0795,44714,11133,0,0,0
hostfit_t17_0796,537000,22265,0,229000,0
hostfit_t17_0797,537000,0,0,49063,0
hostfit_t17_0798,537000,0,0,818000,0
hostfit_t17_0799,224000,0,0,16354,0
hostfit_t17_0800,35771,0,0,0,0
hostfit_t17_0801,358000,44530,0,81771,0
hostfit_t17_0802,268000,22265,0,0,0
hostfit_t17_0803,161000,33398,0,49063,0
hostfit_t17_0804,161000,33398,0,32708,0
hostfit_t17_0805,125000,11133,0,0,0
hostfit_t17_0806,537000,66796,0,81771,0
hostfit_t17_0807,8942.8,0,0,0,0
hostfit_t17_0808,179000,77928,0,229000,0
hostfit_t17_0809,0,66796,0,147000,0
hostfit_t17_0810,268000,44530,0,114000,0
hostfit_t17_0811,134000,55663,0,114000,0
hostfit_t17_0812,537000,11133,0,654000,0
hostfit_t17_0813,358000,33398,0,32708,0
hostfit_t17_0814,44714,66796,0,131000,0
hostfit_t17_0815,35771,0,0,16354,0
hostfit_t17_0816,358000,77928,0,49063,0
hostfit_t18_0817,313000,55663,0,0,196000
hostfit_t18_0818,313000,55663,0,0,314000
hostfit_t18_0819,313000,55663,0,0,471000
hostfit_t18_0820,313000,111000,0,0,471000
hostfit_t18_0821,402000,11133,0,0,471000
hostfit_t18_0822,447000,22265,0,0,471000
hostfit_t18_0823,313000,0,0,0,549000
hostfit_t18_0824,125000,0,0,0,173000
hostfit_t18_0825,268000,0,0,0,549000
hostfit_t18_0826,161000,0,0,0,149000
hostfit_t18_0827,179000,0,0,0,196000
hostfit_t18_0828,224000,0,0,0,471000
hostfit_t18_0829,358000,189000,0,0,471000
hostfit_t18_0830,188000,245000,0,0,298000
hostfit_t18_0831,277000,111000,0,0,314000
hostfit_t18_0832,322000,111000,0,0,314000
hostfit_t18_0833,35771,334000,0,0,125000
hostfit_t18_0834,268000,167000,0,0,282000
hostfit_t18_0835,233000,223000,0,0,110000
hostfit_t18_0836,71543,278000,0,0,15684
hostfit_t18_0837,53657,2e+05,0,0,141000
hostfit_t18_0838,134000,189000,0,0,392000
hostfit_t18_0839,53657,245000,0,0,141000
hostfit_t18_0840,224000,167000,0,0,165000
hostfit_t18_0841,537000,145000,0,0,196000
hostfit_t18_0842,447000,334000,0,0,235000
hostfit_t18_0843,313000,55663,0,0,196000
hostfit_t18_0844,134000,22265,0,0,118000
hostfit_t18_0845,268000,11133,0,0,235000
hostfit_t18_0846,224000,22265,0,0,23526
hostfit_t18_0847,107000,0,0,0,39210
hostfit_t18_0848,179000,1e+05,0,0,39210
hostfit_t18_0849,179000,0,0,0,102000
hostfit_t18_0850,89428,0,0,0,15684
hostfit_t18_0851,98371,0,0,0,47052
hostfit_t18_0852,447000,55663,0,0,220000
hostfit_t18_0853,537000,33398,0,0,588000
hostfit_t18_0854,179000,66796,0,0,118000
hostfit_t18_0855,537000,66796,0,0,588000
hostfit_t18_0856,537000,55663,0,0,471000
hostfit_t18_0857,447000,44530,0,0,196000
hostfit_t18_0858,358000,55663,0,0,510000
hostfit_t18_0859,268000,22265,0,0,141000
hostfit_t18_0860,447000,22265,0,0,157000
hostfit_t18_0861,268000,77928,0,0,157000
hostfit_t18_0862,179000,22265,0,0,157000
hostfit_t18_0863,268000,66796,0,0,471000
hostfit_t18_0864,134000,33398,0,0,110000
hostfit_t19_0865,53657,0,114000,0,0
hostfit_t19_0866,80485,0,147000,0,0
hostfit_t19_0867,358000,0,572000,164000,0
hostfit_t19_0868,313000,0,229000,0,0
hostfit_t19_0869,358000,0,491000,245000,0
hostfit_t19_0870,313000,0,147000,0,0
hostfit_t19_0871,313000,0,311000,16354,0
hostfit_t19_0872,268000,0,81771,164000,0
hostfit_t19_0873,44714,0,16354,16354,0
hostfit_t19_0874,179000,0,81771,16354,0
hostfit_t19_0875,62600,0,49063,32708,0
hostfit_t19_0876,53657,0,196000,65417,0
hostfit_t19_0877,44714,0,0,0,0
hostfit_t19_0878,268000,0,0,16354,0
hostfit_t19_0879,71543,0,0,49063,0
hostfit_t19_0880,447000,0,589000,409000,0
hostfit_t19_0881,358000,0,49063,327000,0
hostfit_t19_0882,44714,0,0,16354,0
hostfit_t19_0883,17886,0,0,16354,0
hostfit_t19_0884,224000,0,0,0,0
hostfit_t19_0885,26828,0,0,0,0
hostfit_t19_0886,268000,0,49063,16354,0
hostfit_t19_0887,411000,0,245000,16354,0
hostfit_t19_0888,17886,0,0,16354,0
hostfit_t19_0889,537000,0,0,245000,0
hostfit_t19_0890,537000,0,180000,491000,0
hostfit_t19_0891,179000,0,0,114000,0
hostfit_t19_0892,358000,0,16354,229000,0
hostfit_t19_0893,447000,0,16354,818000,0
hostfit_t19_0894,447000,0,16354,213000,0
hostfit_t19_0895,26828,0,0,32708,0
hostfit_t19_0896,161000,0,0,0,0
hostfit_t19_0898,179000,0,16354,16354,0
hostfit_t19_0899,89428,0,16354,16354,0
hostfit_t19_0900,26828,0,0,0,0
hostfit_t19_0901,179000,0,311000,491000,0
hostfit_t19_0902,447000,0,164000,164000,0
hostfit_t19_0903,537000,0,491000,818000,0
hostfit_t19_0904,268000,0,81771,114000,0
hostfit_t19_0905,26828,0,0,65417,0
hostfit_t19_0906,358000,0,81771,81771,0
hostfit_t19_0907,0,0,0,49063,0
hostfit_t19_0908,537000,0,1470000,818000,0
hostfit_t19_0909,537000,0,491000,572000,0
hostfit_t19_0910,447000,0,16354,327000,0
hostfit_t19_0911,268000,0,16354,491000,0
hostfit_t19_0912,268000,0,164000,327000,0
hostfit_t20_0913,313000,0,213000,0,196000
hostfit_t20_0914,224000,0,16354,0,196000
hostfit_t20_0915,62600,0,16354,0,314000
hostfit_t20_0916,313000,0,65417,0,47052
hostfit_t20_0917,402000,0,245000,0,549000
hostfit_t20_0918,0,0,0,0,7842.1
hostfit_t20_0919,53657,0,0,0,86263
hostfit_t20_0920,152000,0,65417,0,235000
hostfit_t20_0921,179000,0,16354,0,173000
hostfit_t20_0922,161000,0,81771,0,118000
hostfit_t20_0923,224000,0,32708,0,196000
hostfit_t20_0925,537000,0,981000,0,706000
hostfit_t20_0926,71543,0,0,0,62737
hostfit_t20_0927,286000,0,16354,0,141000
hostfit_t20_0928,447000,0,16354,0,180000
hostfit_t20_0929,322000,0,327000,0,314000
hostfit_t20_0930,313000,0,16354,0,118000
hostfit_t20_0931,537000,0,131000,0,125000
hostfit_t20_0932,116000,0,0,0,54894
hostfit_t20_0933,313000,0,16354,0,353000
hostfit_t20_0934,143000,0,0,0,31368
hostfit_t20_0935,125000,0,0,0,78421
hostfit_t20_0936,537000,0,98125,0,510000
hostfit_t20_0937,358000,0,16354,0,157000
hostfit_t20_0938,537000,0,65417,0,196000
hostfit_t20_0939,53657,0,0,0,39210
hostfit_t20_0940,537000,0,65417,0,235000
hostfit_t20_0941,215000,0,32708,0,62737
hostfit_t20_0942,447000,0,0,0,54894
hostfit_t20_0943,268000,0,0,0,102000
hostfit_t20_0944,26828,0,0,0,31368
hostfit_t20_0945,537000,0,164000,0,141000
hostfit_t20_0946,80485,0,16354,0,0
hostfit_t20_0947,134000,0,0,0,78421
hostfit_t20_0948,224000,0,0,0,149000
hostfit_t20_0949,268000,0,98125,0,431000
hostfit_t20_0950,224000,0,32708,0,235000
hostfit_t20_0951,537000,0,49063,0,235000
hostfit_t20_0952,358000,0,327000,0,549000
hostfit_t20_0953,179000,0,0,0,118000
hostfit_t20_0954,537000,0,81771,0,353000
hostfit_t20_0955,537000,0,164000,0,392000
hostfit_t20_0956,35771,0,0,0,157000
hostfit_t20_0957,0,0,0,0,86263
hostfit_t20_0958,224000,0,49063,0,157000
hostfit_t20_0959,268000,0,16354,0,274000
hostfit_t20_0960,537000,0,32708,0,157000
hostfit_t21_0961,358000,0,0,114000,627000
hostfit_t21_0962,358000,0,0,49063,180000
hostfit_t21_0963,358000,0,0,147000,314000
hostfit_t21_0964,358000,0,0,114000,392000
hostfit_t21_0965,179000,0,0,180000,39210
hostfit_t21_0966,358000,0,0,65417,471000
hostfit_t21_0967,358000,0,0,49063,235000
hostfit_t21_0968,179000,0,0,65417,86263
hostfit_t21_0969,313000,0,0,16354,196000
hostfit_t21_0970,268000,0,0,180000,86263
hostfit_t21_0971,179000,0,0,0,15684
hostfit_t21_0972,268000,0,0,49063,157000
hostfit_t21_0973,241000,0,0,0,47052
hostfit_t21_0974,537000,0,0,98125,549000
hostfit_t21_0975,447000,0,0,114000,274000
hostfit_t21_0976,447000,0,0,98125,157000
hostfit_t21_0977,197000,0,0,16354,39210
hostfit_t21_0978,268000,0,0,65417,274000
hostfit_t21_0979,8942.8,0,0,0,47052
hostfit_t21_0980,304000,0,0,49063,235000
hostfit_t21_0981,89428,0,0,0,39210
hostfit_t21_0982,233000,0,0,196000,165000
hostfit_t21_0983,358000,0,0,245000,274000
hostfit_t21_0984,537000,0,0,229000,471000
hostfit_t21_0985,537000,0,0,327000,392000
hostfit_t21_0986,537000,0,0,327000,196000
hostfit_t21_0987,358000,0,0,213000,196000
hostfit_t21_0988,179000,0,0,65417,70579
hostfit_t21_0989,268000,0,0,49063,157000
hostfit_t21_0990,358000,0,0,327000,54894
hostfit_t21_0991,215000,0,0,32708,54894
hostfit_t21_0992,447000,0,0,180000,274000
hostfit_t21_0993,358000,0,0,16354,7842.1
hostfit_t21_0994,537000,0,0,114000,274000
hostfit_t21_0995,447000,0,0,81771,157000
hostfit_t21_0996,268000,0,0,32708,86263
hostfit_t21_0997,537000,0,0,147000,627000
hostfit_t21_0998,358000,0,0,147000,549000
hostfit_t21_0999,358000,0,0,49063,274000
hostfit_t21_1000,268000,0,0,114000,274000
hostfit_t21_1001,537000,0,0,114000,196000
hostfit_t21_1002,268000,0,0,32708,314000
hostfit_t21_1003,537000,0,0,81771,196000
hostfit_t21_1004,358000,0,0,114000,314000
hostfit_t21_1005,537000,0,0,49063,353000
hostfit_t21_1006,447000,0,0,131000,431000
hostfit_t21_1007,358000,0,0,147000,471000
hostfit_t21_1008,358000,0,0,213000,471000
hostfit_t22_1009,0,167000,16354,0,0
hostfit_t22_1010,0,445000,81771,16354,0
hostfit_t22_1011,0,111000,81771,245000,0
hostfit_t22_1012,0,334000,147000,0,0
hostfit_t22_1013,0,557000,294000,16354,0
hostfit_t22_1014,0,22265,147000,0,0
hostfit_t22_1015,0,278000,81771,32708,0
hostfit_t22_1016,0,1e+05,81771,16354,0
hostfit_t22_1017,0,111000,65417,0,0
hostfit_t22_1018,0,557000,213000,65417,0
hostfit_t22_1019,0,445000,409000,16354,0
hostfit_t22_1020,0,557000,229000,0,0
hostfit_t22_1021,0,379000,0,131000,0
hostfit_t22_1022,0,445000,49063,147000,0
hostfit_t22_1023,0,557000,213000,65417,0
hostfit_t22_1024,0,557000,16354,65417,0
hostfit_t22_1025,0,178000,16354,0,0
hostfit_t22_1026,0,256000,0,16354,0
hostfit_t22_1027,0,445000,49063,49063,0
hostfit_t22_1028,0,401000,16354,0,0
hostfit_t22_1029,0,501000,32708,65417,0
hostfit_t22_1030,0,390000,0,0,0
hostfit_t22_1031,0,557000,0,0,0
hostfit_t22_1032,0,445000,0,32708,0
hostfit_t22_1033,0,33398,0,981000,0
hostfit_t22_1034,0,334000,0,262000,0
hostfit_t22_1035,0,66796,0,49063,0
hostfit_t22_1036,0,89061,0,213000,0
hostfit_t22_1037,0,334000,0,98125,0
hostfit_t22_1038,0,445000,0,572000,0
hostfit_t22_1039,0,668000,981000,491000,0
hostfit_t22_1040,0,668000,0,245000,0
hostfit_t22_1041,0,33398,0,0,0
hostfit_t22_1042,0,334000,16354,98125,0
hostfit_t22_1043,0,557000,65417,213000,0
hostfit_t22_1044,0,278000,32708,32708,0
hostfit_t22_1045,0,111000,32708,213000,0
hostfit_t22_1047,0,668000,65417,114000,0
hostfit_t22_1048,0,22265,0,65417,0
hostfit_t22_1049,0,0,0,180000,0
hostfit_t22_1051,0,89061,0,147000,0
hostfit_t22_1052,0,0,0,16354,0
hostfit_t22_1053,0,66796,0,147000,0
hostfit_t22_1054,0,445000,16354,245000,0
hostfit_t22_1055,0,668000,98125,393000,0
hostfit_t22_1056,0,44530,32708,65417,0
hostfit_t23_1057,0,11133,32708,0,110000
hostfit_t23_1058,0,445000,147000,0,157000
hostfit_t23_1059,0,668000,147000,0,549000
hostfit_t23_1060,0,223000,327000,0,165000
hostfit_t23_1061,0,44530,654000,0,125000
hostfit_t23_1062,0,223000,245000,0,102000
hostfit_t23_1063,0,0,32708,0,15684
hostfit_t23_1064,0,167000,245000,0,78421
hostfit_t23_1065,0,223000,49063,0,47052
hostfit_t23_1066,0,557000,294000,0,133000
hostfit_t23_1067,0,668000,736000,0,392000
hostfit_t23_1068,0,33398,147000,0,196000
hostfit_t23_1069,0,334000,49063,0,627000
hostfit_t23_1070,0,334000,32708,0,471000
hostfit_t23_1071,0,445000,0,0,235000
hostfit_t23_1072,0,445000,65417,0,110000
hostfit_t23_1073,0,445000,0,0,196000
hostfit_t23_1074,0,445000,327000,0,62737
hostfit_t23_1075,0,445000,0,0,23526
hostfit_t23_1076,0,445000,0,0,102000
hostfit_t23_1077,0,267000,0,0,549000
hostfit_t23_1078,0,445000,16354,0,471000
hostfit_t23_1079,0,445000,0,0,86263
hostfit_t23_1080,0,445000,16354,0,157000
hostfit_t23_1081,0,1e+05,0,0,47052
hostfit_t23_1082,0,334000,32708,0,235000
hostfit_t23_1083,0,668000,16354,0,196000
hostfit_t23_1084,0,668000,491000,0,392000
hostfit_t23_1085,0,334000,0,0,220000
hostfit_t23_1086,0,445000,49063,0,196000
hostfit_t23_1087,0,245000,16354,0,110000
hostfit_t23_1088,0,334000,0,0,165000
hostfit_t23_1089,0,668000,0,0,15684
hostfit_t23_1090,0,66796,32708,0,23526
hostfit_t23_1091,0,557000,0,0,314000
hostfit_t23_1092,0,334000,49063,0,70579
hostfit_t23_1093,0,557000,16354,0,157000
hostfit_t23_1094,0,33398,0,0,157000
hostfit_t23_1095,0,11133,0,0,86263
hostfit_t23_1096,0,278000,32708,0,86263
hostfit_t23_1097,0,668000,0,0,235000
hostfit_t23_1098,0,668000,32708,0,667000
hostfit_t23_1099,0,390000,81771,0,510000
hostfit_t23_1100,0,278000,49063,0,392000
hostfit_t23_1101,0,0,0,0,39210
hostfit_t23_1102,0,557000,32708,0,274000
hostfit_t23_1103,0,278000,131000,0,314000
hostfit_t23_1104,0,557000,491000,0,549000
hostfit_t24_1105,0,55663,0,0,23526
hostfit_t24_1106,0,145000,0,16354,39210
hostfit_t24_1107,0,557000,0,180000,314000
hostfit_t24_1108,0,0,0,81771,180000
hostfit_t24_1109,0,334000,0,32708,235000
hostfit_t24_1110,0,167000,0,81771,180000
hostfit_t24_1111,0,22265,0,32708,7842.1
hostfit_t24_1112,0,278000,0,65417,31368
hostfit_t24_1113,0,445000,0,0,70579
hostfit_t24_1114,0,22265,0,81771,31368
hostfit_t24_1115,0,223000,0,16354,62737
hostfit_t24_1116,0,390000,0,114000,78421
hostfit_t24_1117,0,445000,0,245000,235000
hostfit_t24_1118,0,445000,0,81771,549000
hostfit_t24_1119,0,445000,0,164000,110000
hostfit_t24_1120,0,445000,0,0,70579
hostfit_t24_1121,0,445000,0,0,39210
hostfit_t24_1122,0,445000,0,65417,133000
hostfit_t24_1123,0,557000,0,65417,110000
hostfit_t24_1124,0,445000,0,81771,251000
hostfit_t24_1125,0,445000,0,98125,133000
hostfit_t24_1126,0,557000,0,114000,353000
hostfit_t24_1127,0,557000,0,114000,86263
hostfit_t24_1128,0,445000,0,49063,471000
hostfit_t24_1129,0,334000,0,213000,196000
hostfit_t24_1130,0,55663,0,131000,157000
hostfit_t24_1131,0,668000,0,376000,392000
hostfit_t24_1132,0,0,0,65417,7842.1
hostfit_t24_1133,0,156000,0,32708,86263
hostfit_t24_1134,0,668000,0,147000,157000
hostfit_t24_1135,0,167000,0,180000,196000
hostfit_t24_1136,0,122000,0,98125,86263
hostfit_t24_1137,0,557000,0,180000,62737
hostfit_t24_1138,0,557000,0,327000,235000
hostfit_t24_1139,0,55663,0,114000,102000
hostfit_t24_1140,0,557000,0,196000,314000
hostfit_t24_1141,0,189000,0,98125,235000
hostfit_t24_1142,0,445000,0,81771,314000
hostfit_t24_1143,0,0,0,0,141000
hostfit_t24_1144,0,390000,0,81771,392000
hostfit_t24_1145,0,445000,0,16354,353000
hostfit_t24_1146,0,668000,0,81771,627000
hostfit_t24_1147,0,334000,0,32708,314000
hostfit_t24_1148,0,668000,0,147000,627000
hostfit_t24_1149,0,390000,0,65417,627000
hostfit_t24_1150,0,390000,0,65417,667000
hostfit_t24_1151,0,557000,0,81771,141000
hostfit_t24_1152,0,668000,0,131000,235000
hostfit_t25_1153,0,0,0,278000,62737
hostfit_t25_1154,0,0,0,32708,23526
hostfit_t25_1155,0,0,0,32708,102000
hostfit_t25_1156,0,0,0,572000,7842.1
hostfit_t25_1157,0,0,0,229000,157000
hostfit_t25_1158,0,0,0,180000,7842.1
hostfit_t25_1159,0,0,0,196000,0
hostfit_t25_1160,0,0,0,65417,0
hostfit_t25_1161,0,0,0,49063,251000
hostfit_t25_1162,0,0,0,1310000,0
hostfit_t25_1163,0,0,0,32708,39210
hostfit_t25_1164,0,0,0,32708,0
hostfit_t25_1165,0,0,32708,32708,314000
hostfit_t25_1166,0,0,0,0,627000
hostfit_t25_1167,0,0,0,0,54894
hostfit_t25_1168,0,0,0,0,31368
hostfit_t25_1169,0,0,0,0,15684
hostfit_t25_1170,0,0,0,16354,54894
hostfit_t25_1171,0,0,0,0,15684
hostfit_t25_1172,0,0,0,0,149000
hostfit_t25_1173,0,0,0,16354,102000
hostfit_t25_1174,0,0,0,0,235000
hostfit_t25_1175,0,0,0,0,235000
hostfit_t25_1176,0,0,0,0,7842.1
hostfit_t25_1177,0,0,0,311000,23526
hostfit_t25_1178,0,0,0,654000,157000
hostfit_t25_1179,0,0,16354,164000,125000
hostfit_t25_1180,0,0,0,16354,7842.1
hostfit_t25_1181,0,0,0,49063,31368
hostfit_t25_1182,0,0,32708,114000,118000
hostfit_t25_1183,0,0,114000,294000,31368
hostfit_t25_1184,0,0,0,131000,118000
hostfit_t25_1185,0,0,0,114000,86263
hostfit_t25_1186,0,0,0,65417,39210
hostfit_t25_1187,0,0,0,16354,47052
hostfit_t25_1188,0,0,0,0,31368
hostfit_t25_1189,0,0,0,180000,353000
hostfit_t25_1190,0,0,65417,245000,627000
hostfit_t25_1191,0,0,16354,245000,392000
hostfit_t25_1192,0,0,0,0,78421
hostfit_t25_1193,0,0,164000,81771,627000
hostfit_t25_1194,0,0,0,0,118000
hostfit_t25_1195,0,0,0,16354,274000
hostfit_t25_1196,0,0,0,196000,196000
hostfit_t25_1197,0,0,32708,49063,353000
hostfit_t25_1198,0,0,131000,131000,196000
hostfit_t25_1199,0,0,32708,213000,392000
hostfit_t25_1200,0,0,65417,98125,314000
hostfit_t26_1201,313000,1e+05,81771,16354,0
hostfit_t26_1202,313000,167000,49063,49063,0
hostfit_t26_1203,447000,134000,360000,98125,0
hostfit_t26_1204,268000,55663,0,49063,0
hostfit_t26_1205,224000,89061,131000,32708,0
hostfit_t26_1206,358000,66796,16354,32708,0
hostfit_t26_1207,358000,55663,81771,16354,0
hostfit_t26_1208,62600,11133,0,32708,0
hostfit_t26_1209,17886,111000,0,147000,0
hostfit_t26_1210,107000,11133,16354,98125,0
hostfit_t26_1211,358000,111000,16354,32708,0
hostfit_t26_1212,179000,111000,213000,16354,0
hostfit_t26_1213,89428,445000,16354,0,0
hostfit_t26_1214,537000,256000,360000,180000,0
hostfit_t26_1215,420000,445000,49063,16354,0
hostfit_t26_1216,268000,412000,0,16354,0
hostfit_t26_1217,447000,267000,16354,32708,0
hostfit_t26_1218,537000,0,0,376000,0
hostfit_t26_1219,80485,178000,0,0,0
hostfit_t26_1220,161000,557000,0,0,0
hostfit_t26_1221,143000,557000,654000,16354,0
hostfit_t26_1222,35771,334000,16354,0,0
hostfit_t26_1223,152000,445000,81771,0,0
hostfit_t26_1224,358000,223000,458000,164000,0
hostfit_t26_1225,62600,33398,0,16354,0
hostfit_t26_1226,537000,134000,442000,818000,0
hostfit_t26_1227,62600,0,0,164000,0
hostfit_t26_1228,358000,66796,16354,16354,0
hostfit_t26_1229,89428,0,343000,0,0
hostfit_t26_1230,179000,22265,81771,327000,0
hostfit_t26_1231,107000,390000,0,0,0
hostfit_t26_1232,537000,89061,654000,654000,0
hostfit_t26_1233,537000,0,131000,65417,0
hostfit_t26_1234,170000,44530,16354,49063,0
hostfit_t26_1235,170000,11133,16354,32708,0
hostfit_t26_1236,358000,11133,81771,65417,0
hostfit_t26_1237,44714,22265,0,0,0
hostfit_t26_1238,358000,312000,164000,98125,0
hostfit_t26_1239,80485,11133,0,32708,0
hostfit_t26_1240,537000,223000,1470000,654000,0
hostfit_t26_1241,17886,0,0,32708,0
hostfit_t26_1242,268000,122000,899000,409000,0
hostfit_t26_1243,224000,44530,213000,327000,0
hostfit_t26_1244,224000,89061,229000,180000,0
hostfit_t26_1245,26828,11133,16354,0,0
hostfit_t26_1246,268000,11133,0,65417,0
