analysis_set,repeat,budget_pairs,design,setting,inner_folds,mean_inner_auprc
schafer_phyllosphere_2022,14,200,distributed,lambda=0.01,3,0.2089371980676328
schafer_phyllosphere_2022,14,200,distributed,lambda=0.1,3,0.2089371980676328
schafer_phyllosphere_2022,14,200,distributed,lambda=1,3,0.2089371980676328
schafer_phyllosphere_2022,14,200,distributed,lambda=10,3,0.2089371980676328
schafer_phyllosphere_2022,14,357,restricted,lambda=0.01,3,0.3259492685963274
schafer_phyllosphere_2022,14,357,restricted,lambda=0.1,3,0.3695675761343964
schafer_phyllosphere_2022,14,357,restricted,lambda=1,3,0.35870297174645
schafer_phyllosphere_2022,14,357,restricted,lambda=10,3,0.22672290991256505
schafer_phyllosphere_2022,14,357,distributed,lambda=0.01,3,0.12436868686868686
schafer_phyllosphere_2022,14,357,distributed,lambda=0.1,3,0.10631431615213745
schafer_phyllosphere_2022,14,357,distributed,lambda=1,3,0.1663129898424016
schafer_phyllosphere_2022,14,357,distributed,lambda=10,3,0.18153664302600472
schafer_phyllosphere_2022,15,20,distributed,lambda=0.01,2,0.6
schafer_phyllosphere_2022,15,20,distributed,lambda=0.1,2,0.6
schafer_phyllosphere_2022,15,20,distributed,lambda=1,2,0.6
schafer_phyllosphere_2022,15,20,distributed,lambda=10,2,0.6
schafer_phyllosphere_2022,15,50,distributed,lambda=0.01,2,0.35
schafer_phyllosphere_2022,15,50,distributed,lambda=0.1,2,0.35
schafer_phyllosphere_2022,15,50,distributed,lambda=1,2,0.35
schafer_phyllosphere_2022,15,50,distributed,lambda=10,2,0.35
schafer_phyllosphere_2022,15,100,restricted,lambda=0.01,3,0.2777777777777778
schafer_phyllosphere_2022,15,100,restricted,lambda=0.1,3,0.2751322751322751
schafer_phyllosphere_2022,15,100,restricted,lambda=1,3,0.2777777777777778
schafer_phyllosphere_2022,15,100,restricted,lambda=10,3,0.5925925925925926
schafer_phyllosphere_2022,15,100,distributed,lambda=0.01,3,0.2425925925925926
schafer_phyllosphere_2022,15,100,distributed,lambda=0.1,3,0.2888888888888889
schafer_phyllosphere_2022,15,100,distributed,lambda=1,3,0.5555555555555555
schafer_phyllosphere_2022,15,100,distributed,lambda=10,3,0.5388888888888889
schafer_phyllosphere_2022,15,200,restricted,lambda=0.01,3,0.2049832112332112
schafer_phyllosphere_2022,15,200,restricted,lambda=0.1,3,0.1783343875184482
schafer_phyllosphere_2022,15,200,restricted,lambda=1,3,0.33030202821869487
