analysis_set,budget_pairs,repeat,difference,comparison,metric
butyrate_assembly_2021,13,8,-0.0805555555555556,LENS distributed minus Fixed mean,auprc
butyrate_assembly_2021,13,9,0.0,LENS distributed minus Fixed mean,auprc
butyrate_assembly_2021,13,10,0.0021170356254389677,LENS distributed minus Fixed mean,auprc
butyrate_assembly_2021,13,11,-0.023809523809523836,LENS distributed minus Fixed mean,auprc
butyrate_assembly_2021,13,12,-0.0054016620498613666,LENS distributed minus Fixed mean,auprc
butyrate_assembly_2021,13,13,-0.01793781615210166,LENS distributed minus Fixed mean,auprc
butyrate_assembly_2021,13,14,0.02777777777777779,LENS distributed minus Fixed mean,auprc
butyrate_assembly_2021,13,15,0.03571428571428559,LENS distributed minus Fixed mean,auprc
butyrate_assembly_2021,13,16,-0.03096934820510433,LENS distributed minus Fixed mean,auprc
butyrate_assembly_2021,13,17,0.0981055476510021,LENS distributed minus Fixed mean,auprc
butyrate_assembly_2021,13,18,0.0,LENS distributed minus Fixed mean,auprc
butyrate_assembly_2021,13,20,0.008174603174603279,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,5,1,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,5,2,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,5,3,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,5,4,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,5,5,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,5,6,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,5,7,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,5,8,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,5,9,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,5,10,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,5,11,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,5,12,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,5,13,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,5,14,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,5,15,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,5,16,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,5,17,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,5,18,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,5,19,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,5,20,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,10,1,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,10,2,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,10,3,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,10,4,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,10,5,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,10,6,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,10,7,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,10,8,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,10,9,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,10,10,-0.03632905070937531,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,10,11,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,10,12,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,10,13,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,10,14,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,10,15,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,10,16,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,10,17,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,10,18,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,10,19,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,10,20,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,20,1,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,20,2,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,20,3,0.054632432643395096,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,20,4,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,20,5,0.032125045525584484,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,20,6,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,20,7,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,20,8,-0.002663700037256106,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,20,9,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,20,10,-0.011755969408028921,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,20,11,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,20,12,0.006623563940330299,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,20,13,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,20,14,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,20,15,-0.023862833822876198,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,20,16,0.009685391516035091,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,20,17,-0.005408931896315222,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,20,18,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,20,19,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,20,20,0.000679383232101316,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,50,1,0.0495954418252392,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,50,2,0.04633455537365459,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,50,3,0.128556846602819,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,50,4,0.1181547054500136,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,50,5,0.2582236529219878,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,50,6,0.011588295073074295,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,50,7,0.009221320235583697,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,50,8,0.055850800351690905,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,50,9,0.11941909981576082,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,50,10,0.03494086896454798,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,50,11,0.0,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,50,12,-0.0031687673977394,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,50,13,-0.0897353672354375,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,50,14,0.013452937434189904,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,50,15,-0.013868617998917199,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,50,16,0.014243165388317297,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,50,17,0.010632800429584977,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,50,18,0.006228604034918317,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,50,19,0.13538077701475448,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,50,20,-0.004378748768302798,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,100,1,0.032329057349938795,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,100,2,0.0849804123071367,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,100,3,0.032931532736415595,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,100,4,0.08402594720927088,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,100,5,0.253079659929341,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,100,6,0.1192245665551655,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,100,7,0.02561013570877499,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,100,8,0.17934207946539188,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,100,9,0.09082260609364562,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,100,10,0.03035982183424818,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,100,11,0.09179100437371701,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,100,12,-0.006030698805709694,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,100,13,-0.031067473553453295,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,100,14,0.005386346774901213,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,100,15,-0.011663692359025798,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,100,16,0.007808043808479895,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,100,17,0.00255668671695769,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,100,18,0.04010868828984851,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,100,19,0.0902966435094602,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,100,20,0.0745970538959786,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,200,1,-0.0012676000879557892,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,200,2,0.06018491331538621,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,200,3,0.013958165178708098,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,200,4,0.226578651065662,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,200,5,0.2611911298994784,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,200,6,0.1088409600995825,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,200,7,0.019746486548563896,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,200,8,0.12312865207242579,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,200,9,0.1183065547420149,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,200,10,0.0459062356011829,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,200,11,0.0433507085175244,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,200,12,0.1416118369605831,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,200,13,0.06694472477644178,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,200,14,0.0930570568895247,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,200,15,0.005549644472804691,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,200,16,0.0494952366399075,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,200,17,0.032445511113516096,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,200,18,0.035081596724038405,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,200,19,0.13071944202377062,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,200,20,0.0798467589502315,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,275,1,0.01086802989386651,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,275,2,0.0709189353769774,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,275,3,0.020509757993817698,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,275,4,0.13818049300244012,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,275,5,0.28708299696078987,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,275,6,0.11619470468428489,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,275,7,0.025148836709627698,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,275,8,0.28255726115102,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,275,9,0.0966809335938687,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,275,10,0.15719345610375457,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,275,11,0.08785237272087809,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,275,12,0.110273512799202,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,275,13,-0.02290848940618151,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,275,14,0.0649532146086266,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,275,15,0.0896152447801432,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,275,16,0.0786814299022864,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,275,17,0.018615664008792387,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,275,18,0.051433436584691905,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,275,19,0.1376988020551459,LENS distributed minus Fixed mean,auprc
carlstrom_phyllosphere_2019,275,20,0.0806863072180512,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,5,1,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,5,2,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,5,3,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,5,4,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,5,5,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,5,6,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,5,7,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,5,8,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,5,9,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,5,10,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,5,11,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,5,12,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,5,13,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,5,14,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,5,15,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,5,16,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,5,17,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,5,18,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,5,19,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,5,20,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,10,1,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,10,2,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,10,3,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,10,4,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,10,5,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,10,6,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,10,7,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,10,8,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,10,9,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,10,10,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,10,11,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,10,12,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,10,13,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,10,14,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,10,15,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,10,16,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,10,17,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,10,18,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,10,19,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,10,20,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,20,1,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,20,2,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,20,3,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,20,4,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,20,5,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,20,6,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,20,7,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,20,8,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,20,9,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,20,10,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,20,11,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,20,12,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,20,13,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,20,14,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,20,15,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,20,16,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,20,17,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,20,18,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,20,19,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,20,20,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,50,1,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,50,2,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,50,3,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,50,4,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,50,5,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,50,6,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,50,7,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,50,8,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,50,9,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,50,10,0.1212323392911401,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,50,11,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,50,12,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,50,13,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,50,14,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,50,15,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,50,16,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,50,17,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,50,18,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,50,19,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,50,20,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,100,1,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,100,2,-0.20555555555555546,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,100,3,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,100,4,-0.021221544576349394,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,100,5,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,100,6,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,100,7,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,100,8,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,100,9,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,100,10,-0.009540342617198994,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,100,11,0.02110033656756527,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,100,12,0.07185899242869948,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,100,13,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,100,14,0.16044913963781793,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,100,15,-0.08279386157238827,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,100,16,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,100,17,0.24833333333333335,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,100,18,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,100,19,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,100,20,0.1314951126270559,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,200,1,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,200,2,-0.30602836879432616,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,200,3,0.015192811574390619,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,200,4,-0.018069725143145976,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,200,5,0.0,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,200,6,-0.2795304898199499,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,200,7,-0.2795134182705341,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,200,8,-0.0387003603926131,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,200,9,-0.06891935180452627,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,200,10,0.1239516255858085,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,200,11,0.038705093232393795,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,200,12,0.060057210497257096,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,200,13,-0.03992883053862942,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,200,14,0.16395688485240728,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,200,15,0.09525049603174601,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,200,16,0.023958601229607135,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,200,17,0.1254329004329005,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,200,18,-0.03841114956788749,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,200,19,0.023941986516732378,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,200,20,0.09703866437826611,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,357,1,0.0868076607184039,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,357,2,-0.17380952380952377,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,357,3,0.039479962705122884,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,357,4,-0.028566499610508778,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,357,5,0.031351373717312114,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,357,6,0.05020151653208771,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,357,7,-0.2411802558861383,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,357,8,-0.07590129690552389,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,357,9,0.17208392596345734,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,357,10,0.144776910392548,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,357,11,0.06493895484163559,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,357,12,0.07572941573332348,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,357,13,0.05282788777300129,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,357,14,0.09208864393654731,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,357,15,0.10705544455544452,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,357,16,-0.09928932533791868,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,357,17,0.15728021978021983,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,357,18,-0.02396962675193659,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,357,19,-0.03003981127823921,LENS distributed minus Fixed mean,auprc
schafer_phyllosphere_2022,357,20,0.1210847057884982,LENS distributed minus Fixed mean,auprc
butyrate_assembly_2021,5,1,-0.23260489510489513,LENS restricted minus OneNet,auprc
butyrate_assembly_2021,5,2,-0.10493449152031109,LENS restricted minus OneNet,auprc
butyrate_assembly_2021,5,5,-0.015625,LENS restricted minus OneNet,auprc
butyrate_assembly_2021,5,6,0.1126984126984128,LENS restricted minus OneNet,auprc
butyrate_assembly_2021,5,7,-0.016685983885232236,LENS restricted minus OneNet,auprc
butyrate_assembly_2021,5,8,0.04598179598179597,LENS restricted minus OneNet,auprc
butyrate_assembly_2021,5,9,-0.1360278610278609,LENS restricted minus OneNet,auprc
butyrate_assembly_2021,5,10,0.10053353018302158,LENS restricted minus OneNet,auprc
butyrate_assembly_2021,5,11,0.07936507936507942,LENS restricted minus OneNet,auprc
butyrate_assembly_2021,5,12,0.018000561258667558,LENS restricted minus OneNet,auprc
butyrate_assembly_2021,5,13,0.08117041688470239,LENS restricted minus OneNet,auprc
butyrate_assembly_2021,5,14,-0.02777777777777779,LENS restricted minus OneNet,auprc
butyrate_assembly_2021,5,15,0.04761904761904767,LENS restricted minus OneNet,auprc
butyrate_assembly_2021,5,16,-0.055827141852256235,LENS restricted minus OneNet,auprc
butyrate_assembly_2021,5,17,-0.06745577590997576,LENS restricted minus OneNet,auprc
butyrate_assembly_2021,5,18,0.06900864287227904,LENS restricted minus OneNet,auprc
butyrate_assembly_2021,5,20,-0.22023809523809523,LENS restricted minus OneNet,auprc
butyrate_assembly_2021,10,1,-0.23260489510489513,LENS restricted minus OneNet,auprc
butyrate_assembly_2021,10,2,-0.10493449152031109,LENS restricted minus OneNet,auprc
butyrate_assembly_2021,10,5,-0.054315476190476386,LENS restricted minus OneNet,auprc
butyrate_assembly_2021,10,6,0.16825396825396832,LENS restricted minus OneNet,auprc
butyrate_assembly_2021,10,7,-0.07660031768064024,LENS restricted minus OneNet,auprc
butyrate_assembly_2021,10,8,0.05570401820401827,LENS restricted minus OneNet,auprc
