analysis_set,budget_pairs,repeat,difference,comparison,metric
carlstrom_phyllosphere_2019,275,10,0.18982277584047358,LENS distributed minus OneNet,auprc
carlstrom_phyllosphere_2019,275,11,0.09913719613161431,LENS distributed minus OneNet,auprc
carlstrom_phyllosphere_2019,275,12,0.1129684547234765,LENS distributed minus OneNet,auprc
carlstrom_phyllosphere_2019,275,13,0.0852626107661601,LENS distributed minus OneNet,auprc
carlstrom_phyllosphere_2019,275,14,0.057599507779375114,LENS distributed minus OneNet,auprc
carlstrom_phyllosphere_2019,275,15,0.08319221974837021,LENS distributed minus OneNet,auprc
carlstrom_phyllosphere_2019,275,16,0.0828801073801218,LENS distributed minus OneNet,auprc
carlstrom_phyllosphere_2019,275,17,0.05247155675608081,LENS distributed minus OneNet,auprc
carlstrom_phyllosphere_2019,275,18,0.051386968382287096,LENS distributed minus OneNet,auprc
carlstrom_phyllosphere_2019,275,19,0.2079701358161738,LENS distributed minus OneNet,auprc
carlstrom_phyllosphere_2019,275,20,0.09071688591638519,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,5,1,0.04511307276500337,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,5,2,-0.4166666666666667,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,5,3,0.155660209002508,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,5,4,0.270981338467645,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,5,5,0.1547052003680891,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,5,6,0.1875821962935876,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,5,7,0.22857142857142862,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,5,8,-0.0022061464601894065,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,5,9,0.20572362883496037,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,5,10,0.04854313056560999,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,5,11,0.032900066573097714,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,5,12,0.1208044911604555,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,5,13,0.09307650908644821,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,5,14,-0.05657746181604531,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,5,15,0.19904761904761908,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,5,16,0.1499355831049195,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,5,17,0.1998582137954961,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,5,18,0.11019532985333991,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,5,19,0.0978095347812711,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,5,20,-0.1632826419786431,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,10,1,0.04511307276500337,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,10,2,-0.4166666666666667,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,10,3,0.155660209002508,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,10,4,0.270981338467645,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,10,5,0.1547052003680891,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,10,6,0.1875821962935876,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,10,7,0.22857142857142862,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,10,8,-0.0022061464601894065,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,10,9,0.20572362883496037,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,10,10,0.04854313056560999,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,10,11,0.032900066573097714,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,10,12,0.1208044911604555,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,10,13,0.09307650908644821,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,10,14,-0.05657746181604531,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,10,15,0.19904761904761908,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,10,16,0.1499355831049195,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,10,17,0.1998582137954961,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,10,18,0.11019532985333991,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,10,19,0.0978095347812711,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,10,20,-0.1632826419786431,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,20,1,0.04511307276500337,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,20,2,-0.4166666666666667,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,20,3,0.155660209002508,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,20,4,0.270981338467645,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,20,5,0.1547052003680891,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,20,6,0.1875821962935876,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,20,7,0.22857142857142862,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,20,8,-0.0022061464601894065,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,20,9,0.20572362883496037,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,20,10,0.04854313056560999,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,20,11,0.032900066573097714,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,20,12,0.1208044911604555,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,20,13,0.09307650908644821,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,20,14,-0.05657746181604531,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,20,15,0.19904761904761908,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,20,16,0.1499355831049195,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,20,17,0.1998582137954961,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,20,18,0.11019532985333991,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,20,19,0.0978095347812711,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,20,20,-0.1632826419786431,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,50,1,0.04511307276500337,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,50,2,-0.4166666666666667,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,50,3,0.155660209002508,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,50,4,0.270981338467645,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,50,5,0.1547052003680891,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,50,6,0.1875821962935876,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,50,7,0.22857142857142862,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,50,8,-0.0022061464601894065,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,50,9,0.20572362883496037,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,50,10,0.1697754698567501,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,50,11,0.032900066573097714,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,50,12,0.1208044911604555,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,50,13,0.09307650908644821,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,50,14,-0.05657746181604531,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,50,15,0.19904761904761908,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,50,16,0.1499355831049195,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,50,17,0.1998582137954961,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,50,18,0.11019532985333991,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,50,19,0.0978095347812711,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,50,20,-0.1632826419786431,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,100,1,0.04511307276500337,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,100,2,-0.6222222222222221,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,100,3,0.155660209002508,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,100,4,0.2497597938912956,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,100,5,0.1547052003680891,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,100,6,0.1875821962935876,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,100,7,0.22857142857142862,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,100,8,-0.0022061464601894065,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,100,9,0.20572362883496037,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,100,10,0.039002787948411,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,100,11,0.054000403140662984,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,100,12,0.19266348358915497,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,100,13,0.09307650908644821,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,100,14,0.10387167782177262,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,100,15,0.11625375747523081,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,100,16,0.1499355831049195,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,100,17,0.44819154712882947,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,100,18,0.11019532985333991,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,100,19,0.0978095347812711,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,100,20,-0.031787529351587185,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,200,1,0.04511307276500337,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,200,2,-0.7226950354609929,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,200,3,0.1708530205768986,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,200,4,0.252911613324499,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,200,5,0.1547052003680891,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,200,6,-0.0919482935263623,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,200,7,-0.050941989699105496,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,200,8,-0.040906506852802504,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,200,9,0.1368042770304341,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,200,10,0.1724947561514185,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,200,11,0.07160515980549151,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,200,12,0.1808617016577126,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,200,13,0.053147678547818794,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,200,14,0.10737942303636197,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,200,15,0.2942981150793651,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,200,16,0.17389418433452664,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,200,17,0.3252911142283966,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,200,18,0.07178418028545241,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,200,19,0.12175152129800348,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,200,20,-0.06624397760037698,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,357,1,0.13192073348340727,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,357,2,-0.5904761904761905,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,357,3,0.19514017170763087,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,357,4,0.24241483885713622,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,357,5,0.18605657408540122,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,357,6,0.23778371282567531,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,357,7,-0.012608827314709699,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,357,8,-0.07810744336571329,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,357,9,0.3778075547984177,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,357,10,0.193320040958158,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,357,11,0.0978390214147333,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,357,12,0.19653390689377898,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,357,13,0.1459043968594495,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,357,14,0.035511182120502,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,357,15,0.3061030636030636,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,357,16,0.05064625776700081,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,357,17,0.35713843357571595,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,357,18,0.08622570310140332,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,357,19,0.0677697235030319,LENS distributed minus OneNet,auprc
schafer_phyllosphere_2022,357,20,-0.04219793619014489,LENS distributed minus OneNet,auprc
butyrate_assembly_2021,5,1,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,5,2,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,5,5,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,5,6,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,5,7,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,5,8,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,5,9,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,5,10,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,5,11,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,5,12,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,5,13,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,5,14,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,5,15,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,5,16,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,5,17,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,5,18,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,5,20,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,10,1,0.09999999999999998,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,10,2,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,10,5,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,10,6,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,10,7,0.20634920634920634,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,10,8,-0.04166666666666671,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,10,9,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,10,10,0.0267857142857143,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,10,11,-0.2500000000000002,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,10,12,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,10,13,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,10,14,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,10,15,-0.2857142857142857,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,10,16,-0.11038961038961037,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,10,17,0.08333333333333326,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,10,18,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,10,20,0.22499999999999998,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,13,1,0.11666666666666659,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,13,2,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,13,5,-0.25,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,13,6,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,13,7,-0.0317460317460318,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,13,8,-0.08333333333333329,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,13,9,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,13,10,0.044642857142857206,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,13,11,-0.08333333333333337,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,13,12,-0.10526315789473684,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,13,13,0.2142857142857143,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,13,14,0.0,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,13,15,0.1428571428571428,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,13,16,-0.11038961038961037,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,13,17,0.09090909090909094,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,13,18,0.20000000000000007,LENS distributed minus LENS restricted,auroc
butyrate_assembly_2021,13,20,0.09999999999999998,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,5,1,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,5,2,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,5,3,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,5,4,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,5,5,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,5,6,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,5,7,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,5,8,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,5,9,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,5,10,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,5,11,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,5,12,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,5,13,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,5,14,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,5,15,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,5,16,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,5,17,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,5,18,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,5,19,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,5,20,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,10,1,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,10,2,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,10,3,0.06842737094837936,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,10,4,-0.10970797158642465,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,10,5,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,10,6,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,10,7,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,10,8,-0.02371794871794869,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,10,9,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,10,10,-0.07640344747262989,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,10,11,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,10,12,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,10,13,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,10,14,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,10,15,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,10,16,0.044038668098818456,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,10,17,-0.07319078947368418,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,10,18,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,10,19,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,10,20,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,20,1,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,20,2,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,20,3,0.21608643457382964,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,20,4,-0.05524861878453036,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,20,5,-0.04225352112676051,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,20,6,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,20,7,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,20,8,-0.005769230769230804,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,20,9,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,20,10,-0.07267645003494055,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,20,11,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,20,12,0.028021978021978033,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,20,13,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,20,14,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,20,15,-0.1345155709342561,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,20,16,-0.00537056928034374,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,20,17,-0.140076754385965,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,20,18,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,20,19,0.0,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,20,20,0.09235578289286722,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,50,1,0.09109403254972881,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,50,2,0.0714285714285714,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,50,3,-0.08163265306122458,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,50,4,0.014996053670086829,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,50,5,0.11512553582363749,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,50,6,-0.10255175734232075,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,50,7,-0.008618681574656284,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,50,8,-0.1201923076923076,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,50,9,0.06563706563706573,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,50,10,0.023992546005124515,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,50,11,-0.021975308641975277,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,50,12,0.051098901098901195,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,50,13,-0.1604530438886267,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,50,14,0.057003602458147895,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,50,15,-0.03503460207612469,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,50,16,-0.002148227712137518,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,50,17,0.028782894736842146,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,50,18,0.050632911392405,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,50,19,0.367718101733447,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,50,20,0.017050298380221596,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,100,1,0.03910488245931282,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,100,2,0.13201530612244894,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,100,3,0.09603841536614643,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,100,4,-0.1061562746645619,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,100,5,0.15309246785058184,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,100,6,0.07679345209436683,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,100,7,0.1674819473561613,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,100,8,-0.016666666666666607,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,100,9,0.06998069498069504,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,100,10,-0.13696715583508035,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,100,11,0.06592592592592583,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,100,12,0.017032967032967083,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,100,13,-0.06606890042472868,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,100,14,-0.11294765840220394,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,100,15,-0.1401384083044982,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,100,16,-0.12459720730397428,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,100,17,-0.04221491228070162,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,100,18,0.1869349005424955,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,100,19,0.2281898266552998,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,100,20,0.14379084967320266,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,200,1,0.030289330922242397,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,200,2,0.10905612244897955,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,200,3,-0.22088835534213697,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,200,4,-0.03946329913180746,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,200,5,0.044396815676668755,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,200,6,0.06957149735195,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,200,7,0.06545539249941768,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,200,8,-0.02532051282051284,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,200,9,0.1373069498069498,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,200,10,-0.06498951781970663,LENS distributed minus LENS restricted,auroc
carlstrom_phyllosphere_2019,200,11,-0.08493827160493844,LENS distributed minus LENS restricted,auroc
