analysis_set,repeat,status,test_pairs,test_interactions,test_neutrals,budget_pairs,method,auprc,auroc,fallback,selected_setting,training_interactions,training_neutrals,test_taxon_coverage,test_pairs_both_taxa_covered
carlstrom_phyllosphere_2019,3,ok,126,7,119,50,SparCC,0.08180812732458197,0.5222088835534213,,,,,,
carlstrom_phyllosphere_2019,3,ok,126,7,119,50,SPIEC-EASI,0.0761904761904762,0.5522208883553421,,,,,,
carlstrom_phyllosphere_2019,3,ok,126,7,119,50,LENS restricted,0.208901169831307,0.539015606242497,False,lambda=0.01,10.0,40.0,0.0,0.0
carlstrom_phyllosphere_2019,3,ok,126,7,119,50,LENS distributed,0.19897354971246595,0.4573829531812724,False,lambda=1,7.0,43.0,0.8181818181818182,0.6904761904761905
carlstrom_phyllosphere_2019,3,ok,126,7,119,100,OneNet,0.06990135708461166,0.3565426170468187,,,,,,
carlstrom_phyllosphere_2019,3,ok,126,7,119,100,Fixed mean,0.07041670310964694,0.5126050420168067,,,,,,
carlstrom_phyllosphere_2019,3,ok,126,7,119,100,PLNNetwork,0.05555555555555555,0.5,,,,,,
carlstrom_phyllosphere_2019,3,ok,126,7,119,100,Poisson GLMNet,0.05555555555555555,0.4789915966386555,,,,,,
carlstrom_phyllosphere_2019,3,ok,126,7,119,100,SparCC,0.08180812732458197,0.5222088835534213,,,,,,
carlstrom_phyllosphere_2019,3,ok,126,7,119,100,SPIEC-EASI,0.0761904761904762,0.5522208883553421,,,,,,
carlstrom_phyllosphere_2019,3,ok,126,7,119,100,LENS restricted,0.07064322984786227,0.4717887154861945,False,lambda=0.1,19.0,81.0,0.0,0.0
carlstrom_phyllosphere_2019,3,ok,126,7,119,100,LENS distributed,0.10334823584606255,0.5678271308523409,False,lambda=0.1,16.0,84.0,1.0,1.0
carlstrom_phyllosphere_2019,3,ok,126,7,119,200,OneNet,0.06990135708461166,0.3565426170468187,,,,,,
carlstrom_phyllosphere_2019,3,ok,126,7,119,200,Fixed mean,0.07041670310964694,0.5126050420168067,,,,,,
carlstrom_phyllosphere_2019,3,ok,126,7,119,200,PLNNetwork,0.05555555555555555,0.5,,,,,,
carlstrom_phyllosphere_2019,3,ok,126,7,119,200,Poisson GLMNet,0.05555555555555555,0.4789915966386555,,,,,,
carlstrom_phyllosphere_2019,3,ok,126,7,119,200,SparCC,0.08180812732458197,0.5222088835534213,,,,,,
carlstrom_phyllosphere_2019,3,ok,126,7,119,200,SPIEC-EASI,0.0761904761904762,0.5522208883553421,,,,,,
carlstrom_phyllosphere_2019,3,ok,126,7,119,200,LENS restricted,0.1032993066382884,0.6914765906362546,False,lambda=0.01,36.0,164.0,0.0,0.0
carlstrom_phyllosphere_2019,3,ok,126,7,119,200,LENS distributed,0.084374868288355,0.47058823529411764,False,lambda=1,27.0,173.0,1.0,1.0
carlstrom_phyllosphere_2019,3,ok,126,7,119,275,OneNet,0.06990135708461166,0.3565426170468187,,,,,,
carlstrom_phyllosphere_2019,3,ok,126,7,119,275,Fixed mean,0.07041670310964694,0.5126050420168067,,,,,,
carlstrom_phyllosphere_2019,3,ok,126,7,119,275,PLNNetwork,0.05555555555555555,0.5,,,,,,
