analysis_set,repeat,budget_pairs,design,setting,inner_folds,mean_inner_auprc
carlstrom_phyllosphere_2019,9,50,restricted,lambda=10,3,0.10527065527065527
carlstrom_phyllosphere_2019,9,50,distributed,lambda=0.01,3,0.4320887445887445
carlstrom_phyllosphere_2019,9,50,distributed,lambda=0.1,3,0.44528388278388276
carlstrom_phyllosphere_2019,9,50,distributed,lambda=1,3,0.4320887445887445
carlstrom_phyllosphere_2019,9,50,distributed,lambda=10,3,0.43353174603174605
carlstrom_phyllosphere_2019,9,100,restricted,lambda=0.01,3,0.2393000350543454
carlstrom_phyllosphere_2019,9,100,restricted,lambda=0.1,3,0.24060908227574895
carlstrom_phyllosphere_2019,9,100,restricted,lambda=1,3,0.2696122114600375
carlstrom_phyllosphere_2019,9,100,restricted,lambda=10,3,0.12713278101209136
carlstrom_phyllosphere_2019,9,100,distributed,lambda=0.01,3,0.23174555707450442
carlstrom_phyllosphere_2019,9,100,distributed,lambda=0.1,3,0.2537420776391364
carlstrom_phyllosphere_2019,9,100,distributed,lambda=1,3,0.25946922229816965
carlstrom_phyllosphere_2019,9,100,distributed,lambda=10,3,0.19044041741755383
carlstrom_phyllosphere_2019,9,200,restricted,lambda=0.01,3,0.2689989308242522
carlstrom_phyllosphere_2019,9,200,restricted,lambda=0.1,3,0.2451743632764665
carlstrom_phyllosphere_2019,9,200,restricted,lambda=1,3,0.2210662706071064
carlstrom_phyllosphere_2019,9,200,restricted,lambda=10,3,0.17294938714227515
carlstrom_phyllosphere_2019,9,200,distributed,lambda=0.01,3,0.2975748065003277
carlstrom_phyllosphere_2019,9,200,distributed,lambda=0.1,3,0.3157688079029605
carlstrom_phyllosphere_2019,9,200,distributed,lambda=1,3,0.3051836657895645
carlstrom_phyllosphere_2019,9,200,distributed,lambda=10,3,0.1768734321965809
carlstrom_phyllosphere_2019,9,275,restricted,lambda=0.01,3,0.17633815302840358
carlstrom_phyllosphere_2019,9,275,restricted,lambda=0.1,3,0.2100765513463381
carlstrom_phyllosphere_2019,9,275,restricted,lambda=1,3,0.14876068710430937
carlstrom_phyllosphere_2019,9,275,restricted,lambda=10,3,0.11271579762967532
carlstrom_phyllosphere_2019,9,275,distributed,lambda=0.01,3,0.19167790657318143
carlstrom_phyllosphere_2019,9,275,distributed,lambda=0.1,3,0.20925941221001784
carlstrom_phyllosphere_2019,9,275,distributed,lambda=1,3,0.2230508726746563
carlstrom_phyllosphere_2019,9,275,distributed,lambda=10,3,0.18165419035950223
carlstrom_phyllosphere_2019,10,5,restricted,lambda=0.01,2,0.5
carlstrom_phyllosphere_2019,10,5,restricted,lambda=0.1,2,0.5
carlstrom_phyllosphere_2019,10,5,restricted,lambda=1,2,0.5
carlstrom_phyllosphere_2019,10,5,restricted,lambda=10,2,0.5
carlstrom_phyllosphere_2019,10,5,distributed,lambda=0.01,2,0.75
carlstrom_phyllosphere_2019,10,5,distributed,lambda=0.1,2,0.75
carlstrom_phyllosphere_2019,10,5,distributed,lambda=1,2,0.75
carlstrom_phyllosphere_2019,10,5,distributed,lambda=10,2,0.75
carlstrom_phyllosphere_2019,10,10,restricted,lambda=0.01,2,0.3333333333333333
carlstrom_phyllosphere_2019,10,10,restricted,lambda=0.1,2,0.3333333333333333
carlstrom_phyllosphere_2019,10,10,restricted,lambda=1,2,0.3333333333333333
carlstrom_phyllosphere_2019,10,10,restricted,lambda=10,2,0.3333333333333333
carlstrom_phyllosphere_2019,10,10,distributed,lambda=0.01,3,0.7777777777777777
carlstrom_phyllosphere_2019,10,10,distributed,lambda=0.1,3,0.7777777777777777
carlstrom_phyllosphere_2019,10,10,distributed,lambda=1,3,0.7777777777777777
carlstrom_phyllosphere_2019,10,10,distributed,lambda=10,3,0.7777777777777777
carlstrom_phyllosphere_2019,10,20,restricted,lambda=0.01,3,0.5
carlstrom_phyllosphere_2019,10,20,restricted,lambda=0.1,3,0.5277777777777778
carlstrom_phyllosphere_2019,10,20,restricted,lambda=1,3,0.5555555555555555
carlstrom_phyllosphere_2019,10,20,restricted,lambda=10,3,0.3972222222222222
carlstrom_phyllosphere_2019,10,20,distributed,lambda=0.01,3,0.2642857142857143
carlstrom_phyllosphere_2019,10,20,distributed,lambda=0.1,3,0.28095238095238095
carlstrom_phyllosphere_2019,10,20,distributed,lambda=1,3,0.31666666666666665
carlstrom_phyllosphere_2019,10,20,distributed,lambda=10,3,0.5666666666666667
carlstrom_phyllosphere_2019,10,50,restricted,lambda=0.01,3,0.1273989898989899
carlstrom_phyllosphere_2019,10,50,restricted,lambda=0.1,3,0.12604987604987605
carlstrom_phyllosphere_2019,10,50,restricted,lambda=1,3,0.15998445998445998
carlstrom_phyllosphere_2019,10,50,restricted,lambda=10,3,0.20341880341880345
carlstrom_phyllosphere_2019,10,50,distributed,lambda=0.01,3,0.35787037037037034
carlstrom_phyllosphere_2019,10,50,distributed,lambda=0.1,3,0.3559440559440559
carlstrom_phyllosphere_2019,10,50,distributed,lambda=1,3,0.3413817663817664
carlstrom_phyllosphere_2019,10,50,distributed,lambda=10,3,0.4452461119127786
carlstrom_phyllosphere_2019,10,100,restricted,lambda=0.01,3,0.13193659647767153
carlstrom_phyllosphere_2019,10,100,restricted,lambda=0.1,3,0.1303099157681735
carlstrom_phyllosphere_2019,10,100,restricted,lambda=1,3,0.12659862377999634
carlstrom_phyllosphere_2019,10,100,restricted,lambda=10,3,0.11749157437753928
carlstrom_phyllosphere_2019,10,100,distributed,lambda=0.01,3,0.26027837424691774
carlstrom_phyllosphere_2019,10,100,distributed,lambda=0.1,3,0.2205363203208031
carlstrom_phyllosphere_2019,10,100,distributed,lambda=1,3,0.19997531739467223
carlstrom_phyllosphere_2019,10,100,distributed,lambda=10,3,0.2630100223850224
carlstrom_phyllosphere_2019,10,200,restricted,lambda=0.01,3,0.18802422701496257
carlstrom_phyllosphere_2019,10,200,restricted,lambda=0.1,3,0.1588299565704355
carlstrom_phyllosphere_2019,10,200,restricted,lambda=1,3,0.11296649331798764
carlstrom_phyllosphere_2019,10,200,restricted,lambda=10,3,0.10852149332429702
carlstrom_phyllosphere_2019,10,200,distributed,lambda=0.01,3,0.2160764576723501
carlstrom_phyllosphere_2019,10,200,distributed,lambda=0.1,3,0.20888264612089857
carlstrom_phyllosphere_2019,10,200,distributed,lambda=1,3,0.2216671062941602
carlstrom_phyllosphere_2019,10,200,distributed,lambda=10,3,0.22171299824233
carlstrom_phyllosphere_2019,10,275,restricted,lambda=0.01,3,0.13323677706439324
carlstrom_phyllosphere_2019,10,275,restricted,lambda=0.1,3,0.13883016594024036
carlstrom_phyllosphere_2019,10,275,restricted,lambda=1,3,0.123077484486944
carlstrom_phyllosphere_2019,10,275,restricted,lambda=10,3,0.12290383239231156
carlstrom_phyllosphere_2019,10,275,distributed,lambda=0.01,3,0.25529772750871127
carlstrom_phyllosphere_2019,10,275,distributed,lambda=0.1,3,0.24428970360192512
carlstrom_phyllosphere_2019,10,275,distributed,lambda=1,3,0.2522704892386014
carlstrom_phyllosphere_2019,10,275,distributed,lambda=10,3,0.204614672732112
carlstrom_phyllosphere_2019,11,10,distributed,lambda=0.01,2,0.6666666666666666
carlstrom_phyllosphere_2019,11,10,distributed,lambda=0.1,2,0.6666666666666666
carlstrom_phyllosphere_2019,11,10,distributed,lambda=1,2,0.6666666666666666
carlstrom_phyllosphere_2019,11,10,distributed,lambda=10,2,0.6666666666666666
carlstrom_phyllosphere_2019,11,20,distributed,lambda=0.01,2,0.5625
carlstrom_phyllosphere_2019,11,20,distributed,lambda=0.1,2,0.5625
carlstrom_phyllosphere_2019,11,20,distributed,lambda=1,2,0.5625
carlstrom_phyllosphere_2019,11,20,distributed,lambda=10,2,0.5625
carlstrom_phyllosphere_2019,11,50,restricted,lambda=0.01,3,0.08009259259259259
carlstrom_phyllosphere_2019,11,50,restricted,lambda=0.1,3,0.08009259259259259
carlstrom_phyllosphere_2019,11,50,restricted,lambda=1,3,0.08009259259259259
carlstrom_phyllosphere_2019,11,50,restricted,lambda=10,3,0.08009259259259259
carlstrom_phyllosphere_2019,11,50,distributed,lambda=0.01,2,0.07177033492822966
carlstrom_phyllosphere_2019,11,50,distributed,lambda=0.1,2,0.07177033492822966
carlstrom_phyllosphere_2019,11,50,distributed,lambda=1,2,0.07177033492822966
carlstrom_phyllosphere_2019,11,50,distributed,lambda=10,2,0.07177033492822966
carlstrom_phyllosphere_2019,11,100,restricted,lambda=0.01,3,0.665079365079365
carlstrom_phyllosphere_2019,11,100,restricted,lambda=0.1,3,0.6373015873015873
carlstrom_phyllosphere_2019,11,100,restricted,lambda=1,3,0.5836657169990503
carlstrom_phyllosphere_2019,11,100,restricted,lambda=10,3,0.19602042837336953
carlstrom_phyllosphere_2019,11,100,distributed,lambda=0.01,3,0.287988862988863
carlstrom_phyllosphere_2019,11,100,distributed,lambda=0.1,3,0.25753968253968257
carlstrom_phyllosphere_2019,11,100,distributed,lambda=1,3,0.17419292999003144
carlstrom_phyllosphere_2019,11,100,distributed,lambda=10,3,0.11368977001969328
carlstrom_phyllosphere_2019,11,200,restricted,lambda=0.01,3,0.3993488492575714
carlstrom_phyllosphere_2019,11,200,restricted,lambda=0.1,3,0.44629870129870125
carlstrom_phyllosphere_2019,11,200,restricted,lambda=1,3,0.4314768806073154
carlstrom_phyllosphere_2019,11,200,restricted,lambda=10,3,0.2669734499883259
carlstrom_phyllosphere_2019,11,200,distributed,lambda=0.01,3,0.1632329565874954
carlstrom_phyllosphere_2019,11,200,distributed,lambda=0.1,3,0.1493930683316076
carlstrom_phyllosphere_2019,11,200,distributed,lambda=1,3,0.15967772309669606
carlstrom_phyllosphere_2019,11,200,distributed,lambda=10,3,0.17400296063394025
carlstrom_phyllosphere_2019,11,275,restricted,lambda=0.01,3,0.27137365745750197
carlstrom_phyllosphere_2019,11,275,restricted,lambda=0.1,3,0.31388813636252083
carlstrom_phyllosphere_2019,11,275,restricted,lambda=1,3,0.29922344539903095
carlstrom_phyllosphere_2019,11,275,restricted,lambda=10,3,0.18759760903852749
carlstrom_phyllosphere_2019,11,275,distributed,lambda=0.01,3,0.3613475361379806
carlstrom_phyllosphere_2019,11,275,distributed,lambda=0.1,3,0.44167515651041694
carlstrom_phyllosphere_2019,11,275,distributed,lambda=1,3,0.3755178589226113
carlstrom_phyllosphere_2019,11,275,distributed,lambda=10,3,0.21907439344602775
carlstrom_phyllosphere_2019,12,20,restricted,lambda=0.01,2,0.3
carlstrom_phyllosphere_2019,12,20,restricted,lambda=0.1,2,0.3
carlstrom_phyllosphere_2019,12,20,restricted,lambda=1,2,0.3
carlstrom_phyllosphere_2019,12,20,restricted,lambda=10,2,0.3
carlstrom_phyllosphere_2019,12,20,distributed,lambda=0.01,3,0.5
carlstrom_phyllosphere_2019,12,20,distributed,lambda=0.1,3,0.5
carlstrom_phyllosphere_2019,12,20,distributed,lambda=1,3,0.5
carlstrom_phyllosphere_2019,12,20,distributed,lambda=10,3,0.5
carlstrom_phyllosphere_2019,12,50,restricted,lambda=0.01,3,0.1597222222222222
carlstrom_phyllosphere_2019,12,50,restricted,lambda=0.1,3,0.19999999999999998
carlstrom_phyllosphere_2019,12,50,restricted,lambda=1,3,0.3482600732600732
carlstrom_phyllosphere_2019,12,50,restricted,lambda=10,3,0.3142857142857143
carlstrom_phyllosphere_2019,12,50,distributed,lambda=0.01,3,0.1923076923076923
carlstrom_phyllosphere_2019,12,50,distributed,lambda=0.1,3,0.3148148148148148
carlstrom_phyllosphere_2019,12,50,distributed,lambda=1,3,0.37592592592592594
carlstrom_phyllosphere_2019,12,50,distributed,lambda=10,3,0.39444444444444443
carlstrom_phyllosphere_2019,12,100,restricted,lambda=0.01,3,0.26416950011826673
carlstrom_phyllosphere_2019,12,100,restricted,lambda=0.1,3,0.3741443288966509
carlstrom_phyllosphere_2019,12,100,restricted,lambda=1,3,0.41999653396712217
carlstrom_phyllosphere_2019,12,100,restricted,lambda=10,3,0.33039566642507817
carlstrom_phyllosphere_2019,12,100,distributed,lambda=0.01,3,0.09313037063227758
carlstrom_phyllosphere_2019,12,100,distributed,lambda=0.1,3,0.1260626333543
carlstrom_phyllosphere_2019,12,100,distributed,lambda=1,3,0.1984899205732539
carlstrom_phyllosphere_2019,12,100,distributed,lambda=10,3,0.22113858363858363
carlstrom_phyllosphere_2019,12,200,restricted,lambda=0.01,3,0.37133916297930636
carlstrom_phyllosphere_2019,12,200,restricted,lambda=0.1,3,0.363563563546143
carlstrom_phyllosphere_2019,12,200,restricted,lambda=1,3,0.3431163448563545
carlstrom_phyllosphere_2019,12,200,restricted,lambda=10,3,0.24503456868184623
carlstrom_phyllosphere_2019,12,200,distributed,lambda=0.01,3,0.22660899285941558
carlstrom_phyllosphere_2019,12,200,distributed,lambda=0.1,3,0.2426699157489518
carlstrom_phyllosphere_2019,12,200,distributed,lambda=1,3,0.22178399100311497
carlstrom_phyllosphere_2019,12,200,distributed,lambda=10,3,0.18469176751144367
carlstrom_phyllosphere_2019,12,275,restricted,lambda=0.01,3,0.24862485403670034
carlstrom_phyllosphere_2019,12,275,restricted,lambda=0.1,3,0.27773996170351867
carlstrom_phyllosphere_2019,12,275,restricted,lambda=1,3,0.28210268553598644
carlstrom_phyllosphere_2019,12,275,restricted,lambda=10,3,0.23942554934794735
carlstrom_phyllosphere_2019,12,275,distributed,lambda=0.01,3,0.30084647752011157
carlstrom_phyllosphere_2019,12,275,distributed,lambda=0.1,3,0.251216825051268
carlstrom_phyllosphere_2019,12,275,distributed,lambda=1,3,0.20627705824145504
carlstrom_phyllosphere_2019,12,275,distributed,lambda=10,3,0.16816132679323204
carlstrom_phyllosphere_2019,13,10,distributed,lambda=0.01,2,0.3333333333333333
carlstrom_phyllosphere_2019,13,10,distributed,lambda=0.1,2,0.3333333333333333
carlstrom_phyllosphere_2019,13,10,distributed,lambda=1,2,0.3333333333333333
carlstrom_phyllosphere_2019,13,10,distributed,lambda=10,2,0.3333333333333333
carlstrom_phyllosphere_2019,13,20,restricted,lambda=0.01,2,0.15555555555555556
carlstrom_phyllosphere_2019,13,20,restricted,lambda=0.1,2,0.15555555555555556
carlstrom_phyllosphere_2019,13,20,restricted,lambda=1,2,0.15555555555555556
carlstrom_phyllosphere_2019,13,20,restricted,lambda=10,2,0.15555555555555556
carlstrom_phyllosphere_2019,13,20,distributed,lambda=0.01,2,0.25
carlstrom_phyllosphere_2019,13,20,distributed,lambda=0.1,2,0.25
carlstrom_phyllosphere_2019,13,20,distributed,lambda=1,2,0.25
carlstrom_phyllosphere_2019,13,20,distributed,lambda=10,2,0.25
carlstrom_phyllosphere_2019,13,50,restricted,lambda=0.01,3,0.3302910052910053
carlstrom_phyllosphere_2019,13,50,restricted,lambda=0.1,3,0.317989417989418
carlstrom_phyllosphere_2019,13,50,restricted,lambda=1,3,0.3195887445887446
carlstrom_phyllosphere_2019,13,50,restricted,lambda=10,3,0.29473443223443224
carlstrom_phyllosphere_2019,13,50,distributed,lambda=0.01,3,0.10019841269841269
carlstrom_phyllosphere_2019,13,50,distributed,lambda=0.1,3,0.1039021164021164
carlstrom_phyllosphere_2019,13,50,distributed,lambda=1,3,0.10019841269841269
carlstrom_phyllosphere_2019,13,50,distributed,lambda=10,3,0.10202991452991454
carlstrom_phyllosphere_2019,13,100,restricted,lambda=0.01,3,0.4568764860870124
carlstrom_phyllosphere_2019,13,100,restricted,lambda=0.1,3,0.4388944452737556
carlstrom_phyllosphere_2019,13,100,restricted,lambda=1,3,0.438538529781414
carlstrom_phyllosphere_2019,13,100,restricted,lambda=10,3,0.21789711737537823
carlstrom_phyllosphere_2019,13,100,distributed,lambda=0.01,3,0.28571428571428575
carlstrom_phyllosphere_2019,13,100,distributed,lambda=0.1,3,0.2938959624253742
carlstrom_phyllosphere_2019,13,100,distributed,lambda=1,3,0.30937215290156467
carlstrom_phyllosphere_2019,13,100,distributed,lambda=10,3,0.17895436008040888
carlstrom_phyllosphere_2019,13,200,restricted,lambda=0.01,3,0.2680198103089905
carlstrom_phyllosphere_2019,13,200,restricted,lambda=0.1,3,0.27015293410724145
carlstrom_phyllosphere_2019,13,200,restricted,lambda=1,3,0.24023731313735763
carlstrom_phyllosphere_2019,13,200,restricted,lambda=10,3,0.12778882283445492
carlstrom_phyllosphere_2019,13,200,distributed,lambda=0.01,3,0.29698309745934176
carlstrom_phyllosphere_2019,13,200,distributed,lambda=0.1,3,0.3326674946872673
carlstrom_phyllosphere_2019,13,200,distributed,lambda=1,3,0.33697891706831395
carlstrom_phyllosphere_2019,13,200,distributed,lambda=10,3,0.1572209248738471
carlstrom_phyllosphere_2019,13,275,restricted,lambda=0.01,3,0.29501234839132245
carlstrom_phyllosphere_2019,13,275,restricted,lambda=0.1,3,0.2649289958870984
carlstrom_phyllosphere_2019,13,275,restricted,lambda=1,3,0.2192988282355995
carlstrom_phyllosphere_2019,13,275,restricted,lambda=10,3,0.12976106879851956
carlstrom_phyllosphere_2019,13,275,distributed,lambda=0.01,3,0.28405746685956146
carlstrom_phyllosphere_2019,13,275,distributed,lambda=0.1,3,0.301187421278112
carlstrom_phyllosphere_2019,13,275,distributed,lambda=1,3,0.2870118618006218
carlstrom_phyllosphere_2019,13,275,distributed,lambda=10,3,0.16251516781112327
carlstrom_phyllosphere_2019,14,50,restricted,lambda=0.01,2,0.18333333333333335
carlstrom_phyllosphere_2019,14,50,restricted,lambda=0.1,2,0.18333333333333335
carlstrom_phyllosphere_2019,14,50,restricted,lambda=1,2,0.18333333333333335
carlstrom_phyllosphere_2019,14,50,restricted,lambda=10,2,0.18333333333333335
carlstrom_phyllosphere_2019,14,50,distributed,lambda=0.01,3,0.1262997623291741
carlstrom_phyllosphere_2019,14,50,distributed,lambda=0.1,3,0.1262997623291741
carlstrom_phyllosphere_2019,14,50,distributed,lambda=1,3,0.1262997623291741
carlstrom_phyllosphere_2019,14,50,distributed,lambda=10,3,0.1610219845513963
carlstrom_phyllosphere_2019,14,100,restricted,lambda=0.01,3,0.396697790227202
carlstrom_phyllosphere_2019,14,100,restricted,lambda=0.1,3,0.3982142857142857
carlstrom_phyllosphere_2019,14,100,restricted,lambda=1,3,0.5117821458085151
carlstrom_phyllosphere_2019,14,100,restricted,lambda=10,3,0.38067765567765566
carlstrom_phyllosphere_2019,14,100,distributed,lambda=0.01,3,0.2430902975020622
carlstrom_phyllosphere_2019,14,100,distributed,lambda=0.1,3,0.17776859709971662
carlstrom_phyllosphere_2019,14,100,distributed,lambda=1,3,0.1841924007365184
carlstrom_phyllosphere_2019,14,100,distributed,lambda=10,3,0.26645819589960956
carlstrom_phyllosphere_2019,14,200,restricted,lambda=0.01,3,0.17886728739431154
carlstrom_phyllosphere_2019,14,200,restricted,lambda=0.1,3,0.20771684573800683
carlstrom_phyllosphere_2019,14,200,restricted,lambda=1,3,0.1984801376922816
carlstrom_phyllosphere_2019,14,200,restricted,lambda=10,3,0.1817697311479561
carlstrom_phyllosphere_2019,14,200,distributed,lambda=0.01,3,0.3458634966083207
carlstrom_phyllosphere_2019,14,200,distributed,lambda=0.1,3,0.36875997965796814
carlstrom_phyllosphere_2019,14,200,distributed,lambda=1,3,0.3000412397326843
carlstrom_phyllosphere_2019,14,200,distributed,lambda=10,3,0.2842173725711094
carlstrom_phyllosphere_2019,14,275,restricted,lambda=0.01,3,0.16475973962856413
carlstrom_phyllosphere_2019,14,275,restricted,lambda=0.1,3,0.162437015248071
carlstrom_phyllosphere_2019,14,275,restricted,lambda=1,3,0.14958137469302699
carlstrom_phyllosphere_2019,14,275,restricted,lambda=10,3,0.13605196981141107
carlstrom_phyllosphere_2019,14,275,distributed,lambda=0.01,3,0.3330115769337803
carlstrom_phyllosphere_2019,14,275,distributed,lambda=0.1,3,0.31009379351223976
carlstrom_phyllosphere_2019,14,275,distributed,lambda=1,3,0.3044589459171955
carlstrom_phyllosphere_2019,14,275,distributed,lambda=10,3,0.3092666298969786
carlstrom_phyllosphere_2019,15,20,restricted,lambda=0.01,3,0.5
carlstrom_phyllosphere_2019,15,20,restricted,lambda=0.1,3,0.5
carlstrom_phyllosphere_2019,15,20,restricted,lambda=1,3,0.5
carlstrom_phyllosphere_2019,15,20,restricted,lambda=10,3,0.5
carlstrom_phyllosphere_2019,15,20,distributed,lambda=0.01,3,0.30317460317460315
carlstrom_phyllosphere_2019,15,20,distributed,lambda=0.1,3,0.30317460317460315
carlstrom_phyllosphere_2019,15,20,distributed,lambda=1,3,0.30317460317460315
carlstrom_phyllosphere_2019,15,20,distributed,lambda=10,3,0.580952380952381
carlstrom_phyllosphere_2019,15,50,restricted,lambda=0.01,3,0.11173747276688452
carlstrom_phyllosphere_2019,15,50,restricted,lambda=0.1,3,0.1217302577596695
carlstrom_phyllosphere_2019,15,50,restricted,lambda=1,3,0.14154040404040405
carlstrom_phyllosphere_2019,15,50,restricted,lambda=10,3,0.3012566137566137
carlstrom_phyllosphere_2019,15,50,distributed,lambda=0.01,3,0.34755291005291
carlstrom_phyllosphere_2019,15,50,distributed,lambda=0.1,3,0.3796092796092796
carlstrom_phyllosphere_2019,15,50,distributed,lambda=1,3,0.27940917107583774
carlstrom_phyllosphere_2019,15,50,distributed,lambda=10,3,0.29437830687830685
carlstrom_phyllosphere_2019,15,100,restricted,lambda=0.01,3,0.3758740480509057
carlstrom_phyllosphere_2019,15,100,restricted,lambda=0.1,3,0.3726333204644608
carlstrom_phyllosphere_2019,15,100,restricted,lambda=1,3,0.3650390241566712
carlstrom_phyllosphere_2019,15,100,restricted,lambda=10,3,0.32376704499074765
carlstrom_phyllosphere_2019,15,100,distributed,lambda=0.01,3,0.42802047489547485
carlstrom_phyllosphere_2019,15,100,distributed,lambda=0.1,3,0.39319672165066893
carlstrom_phyllosphere_2019,15,100,distributed,lambda=1,3,0.3619147896450528
carlstrom_phyllosphere_2019,15,100,distributed,lambda=10,3,0.29017090030021064
carlstrom_phyllosphere_2019,15,200,restricted,lambda=0.01,3,0.42839181562824163
carlstrom_phyllosphere_2019,15,200,restricted,lambda=0.1,3,0.4282202437843896
carlstrom_phyllosphere_2019,15,200,restricted,lambda=1,3,0.4380211170233186
carlstrom_phyllosphere_2019,15,200,restricted,lambda=10,3,0.30434864184738947
carlstrom_phyllosphere_2019,15,200,distributed,lambda=0.01,3,0.3047184481762894
carlstrom_phyllosphere_2019,15,200,distributed,lambda=0.1,3,0.2979203947792699
carlstrom_phyllosphere_2019,15,200,distributed,lambda=1,3,0.2853753155204345
carlstrom_phyllosphere_2019,15,200,distributed,lambda=10,3,0.22114156595827014
carlstrom_phyllosphere_2019,15,275,restricted,lambda=0.01,3,0.29243907366642957
carlstrom_phyllosphere_2019,15,275,restricted,lambda=0.1,3,0.3719602316313437
carlstrom_phyllosphere_2019,15,275,restricted,lambda=1,3,0.31035637979438474
carlstrom_phyllosphere_2019,15,275,restricted,lambda=10,3,0.22135045428559383
carlstrom_phyllosphere_2019,15,275,distributed,lambda=0.01,3,0.3147062727601346
carlstrom_phyllosphere_2019,15,275,distributed,lambda=0.1,3,0.31133540514802105
carlstrom_phyllosphere_2019,15,275,distributed,lambda=1,3,0.2782355087864751
carlstrom_phyllosphere_2019,15,275,distributed,lambda=10,3,0.21552078389016963
carlstrom_phyllosphere_2019,16,5,restricted,lambda=0.01,2,0.75
carlstrom_phyllosphere_2019,16,5,restricted,lambda=0.1,2,0.75
carlstrom_phyllosphere_2019,16,5,restricted,lambda=1,2,0.75
carlstrom_phyllosphere_2019,16,5,restricted,lambda=10,2,0.75
carlstrom_phyllosphere_2019,16,5,distributed,lambda=0.01,2,1.0
carlstrom_phyllosphere_2019,16,5,distributed,lambda=0.1,2,1.0
carlstrom_phyllosphere_2019,16,5,distributed,lambda=1,2,1.0
carlstrom_phyllosphere_2019,16,5,distributed,lambda=10,2,1.0
carlstrom_phyllosphere_2019,16,10,restricted,lambda=0.01,3,0.7777777777777777
carlstrom_phyllosphere_2019,16,10,restricted,lambda=0.1,3,0.7777777777777777
carlstrom_phyllosphere_2019,16,10,restricted,lambda=1,3,0.8333333333333334
carlstrom_phyllosphere_2019,16,10,restricted,lambda=10,3,0.8333333333333334
carlstrom_phyllosphere_2019,16,10,distributed,lambda=0.01,2,0.6666666666666666
carlstrom_phyllosphere_2019,16,10,distributed,lambda=0.1,2,0.6666666666666666
carlstrom_phyllosphere_2019,16,10,distributed,lambda=1,2,0.6666666666666666
carlstrom_phyllosphere_2019,16,10,distributed,lambda=10,2,0.6666666666666666
carlstrom_phyllosphere_2019,16,20,restricted,lambda=0.01,3,0.5448412698412698
carlstrom_phyllosphere_2019,16,20,restricted,lambda=0.1,3,0.5476190476190476
carlstrom_phyllosphere_2019,16,20,restricted,lambda=1,3,0.5416666666666666
carlstrom_phyllosphere_2019,16,20,restricted,lambda=10,3,0.5777777777777778
carlstrom_phyllosphere_2019,16,20,distributed,lambda=0.01,3,0.65
carlstrom_phyllosphere_2019,16,20,distributed,lambda=0.1,3,0.6777777777777777
carlstrom_phyllosphere_2019,16,20,distributed,lambda=1,3,0.7333333333333334
carlstrom_phyllosphere_2019,16,20,distributed,lambda=10,3,0.7333333333333334
carlstrom_phyllosphere_2019,16,50,restricted,lambda=0.01,3,0.3998473748473748
carlstrom_phyllosphere_2019,16,50,restricted,lambda=0.1,3,0.4027574277574278
carlstrom_phyllosphere_2019,16,50,restricted,lambda=1,3,0.4812950937950938
carlstrom_phyllosphere_2019,16,50,restricted,lambda=10,3,0.5102362914862915
carlstrom_phyllosphere_2019,16,50,distributed,lambda=0.01,3,0.16862874779541448
carlstrom_phyllosphere_2019,16,50,distributed,lambda=0.1,3,0.206024531024531
carlstrom_phyllosphere_2019,16,50,distributed,lambda=1,3,0.3849002849002849
carlstrom_phyllosphere_2019,16,50,distributed,lambda=10,3,0.5259055759055759
carlstrom_phyllosphere_2019,16,100,restricted,lambda=0.01,3,0.4348425177811143
carlstrom_phyllosphere_2019,16,100,restricted,lambda=0.1,3,0.5097956896123989
carlstrom_phyllosphere_2019,16,100,restricted,lambda=1,3,0.541851400785757
carlstrom_phyllosphere_2019,16,100,restricted,lambda=10,3,0.4600461752020281
carlstrom_phyllosphere_2019,16,100,distributed,lambda=0.01,3,0.28247387001256974
carlstrom_phyllosphere_2019,16,100,distributed,lambda=0.1,3,0.3182977403976771
carlstrom_phyllosphere_2019,16,100,distributed,lambda=1,3,0.36278598982451005
carlstrom_phyllosphere_2019,16,100,distributed,lambda=10,3,0.44477906422855
carlstrom_phyllosphere_2019,16,200,restricted,lambda=0.01,3,0.23345861537106308
carlstrom_phyllosphere_2019,16,200,restricted,lambda=0.1,3,0.19703171163060937
carlstrom_phyllosphere_2019,16,200,restricted,lambda=1,3,0.17957141855364053
carlstrom_phyllosphere_2019,16,200,restricted,lambda=10,3,0.19810538620967047
carlstrom_phyllosphere_2019,16,200,distributed,lambda=0.01,3,0.30681868657992534
carlstrom_phyllosphere_2019,16,200,distributed,lambda=0.1,3,0.37116939038759716
carlstrom_phyllosphere_2019,16,200,distributed,lambda=1,3,0.39829074953755744
carlstrom_phyllosphere_2019,16,200,distributed,lambda=10,3,0.30975755155042606
carlstrom_phyllosphere_2019,16,275,restricted,lambda=0.01,3,0.36054463671251225
carlstrom_phyllosphere_2019,16,275,restricted,lambda=0.1,3,0.33244666449410953
carlstrom_phyllosphere_2019,16,275,restricted,lambda=1,3,0.3007541264541492
carlstrom_phyllosphere_2019,16,275,restricted,lambda=10,3,0.26852912062763085
carlstrom_phyllosphere_2019,16,275,distributed,lambda=0.01,3,0.22901919942010196
carlstrom_phyllosphere_2019,16,275,distributed,lambda=0.1,3,0.21340524589468912
carlstrom_phyllosphere_2019,16,275,distributed,lambda=1,3,0.21952901679249057
carlstrom_phyllosphere_2019,16,275,distributed,lambda=10,3,0.2262521944479692
