analysis_set,repeat,status,test_pairs,test_interactions,test_neutrals,budget_pairs,method,auprc,auroc,fallback,selected_setting,training_interactions,training_neutrals,test_taxon_coverage,test_pairs_both_taxa_covered,panel,budget
schafer_phyllosphere_2022,4,ok,237,6,231,357,LENS distributed,0.418417366946779,0.911976911976912,FALSE,lambda=0.1,10,347,1,1,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,5,ok,145,6,139,5,OneNet,0.0833147709438385,0.58273381294964,,"",,,,,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,5,ok,145,6,139,5,LENS restricted,0.238019971311928,0.87410071942446,TRUE,lambda=0.01,0,5,0,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,5,ok,145,6,139,5,LENS distributed,0.238019971311928,0.87410071942446,TRUE,lambda=0.01,0,5,0.0588235294117647,0.0137931034482758,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,5,ok,145,6,139,10,OneNet,0.0833147709438385,0.58273381294964,,"",,,,,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,5,ok,145,6,139,10,LENS restricted,0.238019971311928,0.87410071942446,TRUE,lambda=0.01,0,10,0,0,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,5,ok,145,6,139,10,LENS distributed,0.238019971311928,0.87410071942446,TRUE,lambda=0.01,0,10,0.117647058823529,0.0620689655172413,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,5,ok,145,6,139,20,OneNet,0.0833147709438385,0.58273381294964,,"",,,,,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,5,ok,145,6,139,20,LENS restricted,0.238019971311928,0.87410071942446,TRUE,lambda=0.01,0,20,0,0,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,5,ok,145,6,139,20,LENS distributed,0.238019971311928,0.87410071942446,TRUE,lambda=0.01,0,20,0.235294117647059,0.206896551724138,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,5,ok,145,6,139,50,OneNet,0.0833147709438385,0.58273381294964,,"",,,,,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,5,ok,145,6,139,50,LENS restricted,0.238019971311928,0.87410071942446,TRUE,lambda=0.01,1,49,0,0,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,5,ok,145,6,139,50,LENS distributed,0.238019971311928,0.87410071942446,TRUE,lambda=0.01,0,50,0.313725490196078,0.282758620689655,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,5,ok,145,6,139,100,OneNet,0.0833147709438385,0.58273381294964,,"",,,,,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,5,ok,145,6,139,100,LENS restricted,0.238019971311928,0.87410071942446,TRUE,lambda=0.01,1,99,0,0,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,5,ok,145,6,139,100,LENS distributed,0.238019971311928,0.87410071942446,TRUE,lambda=0.01,1,99,0.549019607843137,0.524137931034483,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,5,ok,145,6,139,200,OneNet,0.0833147709438385,0.58273381294964,,"",,,,,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,5,ok,145,6,139,200,LENS restricted,0.223254486979977,0.863309352517986,FALSE,lambda=0.01,4,196,0,0,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,5,ok,145,6,139,200,LENS distributed,0.238019971311928,0.87410071942446,TRUE,lambda=10,2,198,0.725490196078431,0.710344827586207,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,5,ok,145,6,139,357,OneNet,0.0833147709438385,0.58273381294964,,"",,,,,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,5,ok,145,6,139,357,LENS restricted,0.315376984126984,0.925659472422062,FALSE,lambda=10,6,351,0,0,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,5,ok,145,6,139,357,LENS distributed,0.26937134502924,0.905275779376499,FALSE,lambda=0.01,4,353,0.901960784313726,0.896551724137931,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,6,ok,329,4,325,5,OneNet,0.122034549585672,0.935769230769231,,"",,,,,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,6,ok,329,4,325,5,LENS restricted,0.30961674587926,0.918461538461538,TRUE,lambda=0.01,0,5,0,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,6,ok,329,4,325,5,LENS distributed,0.30961674587926,0.918461538461538,TRUE,lambda=0.01,0,5,0.0784313725490196,0.0091185410334346,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,6,ok,329,4,325,10,OneNet,0.122034549585672,0.935769230769231,,"",,,,,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,6,ok,329,4,325,10,LENS restricted,0.30961674587926,0.918461538461538,TRUE,lambda=0.01,0,10,0,0,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,6,ok,329,4,325,10,LENS distributed,0.30961674587926,0.918461538461538,TRUE,lambda=0.01,0,10,0.117647058823529,0.0273556231003039,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,6,ok,329,4,325,20,OneNet,0.122034549585672,0.935769230769231,,"",,,,,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,6,ok,329,4,325,20,LENS restricted,0.30961674587926,0.918461538461538,TRUE,lambda=0.01,1,19,0,0,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,6,ok,329,4,325,20,LENS distributed,0.30961674587926,0.918461538461538,TRUE,lambda=0.01,0,20,0.176470588235294,0.0790273556231003,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,6,ok,329,4,325,50,OneNet,0.122034549585672,0.935769230769231,,"",,,,,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,6,ok,329,4,325,50,LENS restricted,0.30961674587926,0.918461538461538,TRUE,lambda=10,2,48,0,0,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,6,ok,329,4,325,50,LENS distributed,0.30961674587926,0.918461538461538,TRUE,lambda=0.01,1,49,0.411764705882353,0.361702127659575,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,6,ok,329,4,325,100,OneNet,0.122034549585672,0.935769230769231,,"",,,,,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,6,ok,329,4,325,100,LENS restricted,0.30961674587926,0.918461538461538,TRUE,lambda=10,2,98,0,0,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,6,ok,329,4,325,100,LENS distributed,0.30961674587926,0.918461538461538,TRUE,lambda=10,2,98,0.509803921568627,0.468085106382979,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,6,ok,329,4,325,200,OneNet,0.122034549585672,0.935769230769231,,"",,,,,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,6,ok,329,4,325,200,LENS restricted,0.361794414735591,0.950769230769231,FALSE,lambda=10,5,195,0,0,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,6,ok,329,4,325,200,LENS distributed,0.0300862560593099,0.656153846153846,FALSE,lambda=0.01,4,196,0.705882352941177,0.680851063829787,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,6,ok,329,4,325,357,OneNet,0.122034549585672,0.935769230769231,,"",,,,,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,6,ok,329,4,325,357,LENS restricted,0.0213821451064818,0.617692307692308,FALSE,lambda=0.01,12,345,0,0,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,6,ok,329,4,325,357,LENS distributed,0.359818262411348,0.949230769230769,FALSE,lambda=10,9,348,0.882352941176471,0.872340425531915,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,7,ok,234,2,232,5,OneNet,0.069047619047619,0.915948275862069,,"",,,,,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,7,ok,234,2,232,5,LENS restricted,0.297619047619048,0.956896551724138,TRUE,lambda=0.01,0,5,0,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,7,ok,234,2,232,5,LENS distributed,0.297619047619048,0.956896551724138,TRUE,lambda=0.01,0,5,0.0392156862745098,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,7,ok,234,2,232,10,OneNet,0.069047619047619,0.915948275862069,,"",,,,,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,7,ok,234,2,232,10,LENS restricted,0.297619047619048,0.956896551724138,TRUE,lambda=0.01,0,10,0,0,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,7,ok,234,2,232,10,LENS distributed,0.297619047619048,0.956896551724138,TRUE,lambda=0.01,0,10,0.117647058823529,0.0384615384615384,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,7,ok,234,2,232,20,OneNet,0.069047619047619,0.915948275862069,,"",,,,,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,7,ok,234,2,232,20,LENS restricted,0.297619047619048,0.956896551724138,TRUE,lambda=0.01,0,20,0,0,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,7,ok,234,2,232,20,LENS distributed,0.297619047619048,0.956896551724138,TRUE,lambda=0.01,0,20,0.176470588235294,0.0854700854700854,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,7,ok,234,2,232,50,OneNet,0.069047619047619,0.915948275862069,,"",,,,,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,7,ok,234,2,232,50,LENS restricted,0.297619047619048,0.956896551724138,TRUE,lambda=0.01,1,49,0,0,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,7,ok,234,2,232,50,LENS distributed,0.297619047619048,0.956896551724138,TRUE,lambda=0.01,0,50,0.333333333333333,0.290598290598291,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,7,ok,234,2,232,100,OneNet,0.069047619047619,0.915948275862069,,"",,,,,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,7,ok,234,2,232,100,LENS restricted,0.0146090945353011,0.573275862068966,FALSE,lambda=0.01,5,95,0,0,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,7,ok,234,2,232,100,LENS distributed,0.297619047619048,0.956896551724138,TRUE,lambda=0.01,1,99,0.490196078431373,0.461538461538462,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,7,ok,234,2,232,200,OneNet,0.069047619047619,0.915948275862069,,"",,,,,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,7,ok,234,2,232,200,LENS restricted,0.0244745575221238,0.693965517241379,FALSE,lambda=10,6,194,0,0,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,7,ok,234,2,232,200,LENS distributed,0.0181056293485135,0.65948275862069,FALSE,lambda=0.1,6,194,0.803921568627451,0.794871794871795,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,7,ok,234,2,232,357,OneNet,0.069047619047619,0.915948275862069,,"",,,,,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,7,ok,234,2,232,357,LENS restricted,0.216666666666667,0.956896551724138,FALSE,lambda=0.1,10,347,0,0,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,7,ok,234,2,232,357,LENS distributed,0.0564387917329093,0.890086206896552,FALSE,lambda=0.01,9,348,0.96078431372549,0.961538461538461,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,8,ok,187,14,173,5,OneNet,0.338750935120679,0.81626754748142,,"",,,,,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,8,ok,187,14,173,5,LENS restricted,0.33654478866049,0.818744838976053,TRUE,lambda=0.01,0,5,0,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,8,ok,187,14,173,5,LENS distributed,0.33654478866049,0.818744838976053,TRUE,lambda=0.01,0,5,0.0588235294117647,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,8,ok,187,14,173,10,OneNet,0.338750935120679,0.81626754748142,,"",,,,,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,8,ok,187,14,173,10,LENS restricted,0.33654478866049,0.818744838976053,TRUE,lambda=0.01,0,10,0,0,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,8,ok,187,14,173,10,LENS distributed,0.33654478866049,0.818744838976053,TRUE,lambda=0.01,0,10,0.137254901960784,0.0320855614973262,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,8,ok,187,14,173,20,OneNet,0.338750935120679,0.81626754748142,,"",,,,,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,8,ok,187,14,173,20,LENS restricted,0.33654478866049,0.818744838976053,TRUE,lambda=0.01,0,20,0,0,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,8,ok,187,14,173,20,LENS distributed,0.33654478866049,0.818744838976053,TRUE,lambda=0.01,0,20,0.196078431372549,0.0481283422459893,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,8,ok,187,14,173,50,OneNet,0.338750935120679,0.81626754748142,,"",,,,,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,8,ok,187,14,173,50,LENS restricted,0.33654478866049,0.818744838976053,TRUE,lambda=0.01,0,50,0,0,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,8,ok,187,14,173,50,LENS distributed,0.33654478866049,0.818744838976053,TRUE,lambda=0.01,1,49,0.411764705882353,0.390374331550802,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,8,ok,187,14,173,100,OneNet,0.338750935120679,0.81626754748142,,"",,,,,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,8,ok,187,14,173,100,LENS restricted,0.229519582357142,0.793559042113956,FALSE,lambda=10,3,97,0,0,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,8,ok,187,14,173,100,LENS distributed,0.33654478866049,0.818744838976053,TRUE,lambda=10,2,98,0.607843137254902,0.593582887700535,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,8,ok,187,14,173,200,OneNet,0.338750935120679,0.81626754748142,,"",,,,,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,8,ok,187,14,173,200,LENS restricted,0.225618333119344,0.777043765483072,FALSE,lambda=1,4,196,0,0,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,8,ok,187,14,173,200,LENS distributed,0.297844428267877,0.848059454995871,FALSE,lambda=1,6,194,0.862745098039216,0.855614973262032,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,8,ok,187,14,173,357,OneNet,0.338750935120679,0.81626754748142,,"",,,,,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,8,ok,187,14,173,357,LENS restricted,0.223985521729253,0.728736581337738,FALSE,lambda=0.1,6,351,0,0,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,8,ok,187,14,173,357,LENS distributed,0.260643491754966,0.833608587943848,FALSE,lambda=1,11,346,0.96078431372549,0.962566844919786,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,9,ok,183,8,175,5,OneNet,0.0583575056313485,0.551428571428572,,"",,,,,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,9,ok,183,8,175,5,LENS restricted,0.264081134466309,0.926428571428572,TRUE,lambda=0.01,0,5,0,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,9,ok,183,8,175,5,LENS distributed,0.264081134466309,0.926428571428572,TRUE,lambda=0.01,0,5,0.0784313725490196,0.0273224043715847,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,9,ok,183,8,175,10,OneNet,0.0583575056313485,0.551428571428572,,"",,,,,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,9,ok,183,8,175,10,LENS restricted,0.264081134466309,0.926428571428572,TRUE,lambda=0.01,0,10,0,0,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,9,ok,183,8,175,10,LENS distributed,0.264081134466309,0.926428571428572,TRUE,lambda=0.01,0,10,0.0980392156862745,0.0491803278688524,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,9,ok,183,8,175,20,OneNet,0.0583575056313485,0.551428571428572,,"",,,,,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,9,ok,183,8,175,20,LENS restricted,0.264081134466309,0.926428571428572,TRUE,lambda=0.01,0,20,0,0,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,9,ok,183,8,175,20,LENS distributed,0.264081134466309,0.926428571428572,TRUE,lambda=0.01,0,20,0.156862745098039,0.114754098360656,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,9,ok,183,8,175,50,OneNet,0.0583575056313485,0.551428571428572,,"",,,,,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,9,ok,183,8,175,50,LENS restricted,0.264081134466309,0.926428571428572,TRUE,lambda=0.01,0,50,0,0,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,9,ok,183,8,175,50,LENS distributed,0.264081134466309,0.926428571428572,TRUE,lambda=0.01,0,50,0.254901960784314,0.224043715846995,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,9,ok,183,8,175,100,OneNet,0.0583575056313485,0.551428571428572,,"",,,,,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,9,ok,183,8,175,100,LENS restricted,0.366150670794634,0.948571428571429,FALSE,lambda=10,4,96,0,0,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,9,ok,183,8,175,100,LENS distributed,0.264081134466309,0.926428571428572,TRUE,lambda=10,2,98,0.450980392156863,0.431693989071038,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,9,ok,183,8,175,200,OneNet,0.0583575056313485,0.551428571428572,,"",,,,,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,9,ok,183,8,175,200,LENS restricted,0.332146873594242,0.937857142857143,FALSE,lambda=10,5,195,0,0,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,9,ok,183,8,175,200,LENS distributed,0.195161782661783,0.900714285714286,FALSE,lambda=10,4,196,0.705882352941177,0.693989071038251,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,9,ok,183,8,175,357,OneNet,0.0583575056313485,0.551428571428572,,"",,,,,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,9,ok,183,8,175,357,LENS restricted,0.340839679326521,0.940714285714286,FALSE,lambda=10,8,349,0,0,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,9,ok,183,8,175,357,LENS distributed,0.436165060429766,0.952142857142857,FALSE,lambda=0.01,10,347,0.941176470588235,0.934426229508197,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,10,ok,323,5,318,5,OneNet,0.101842468490066,0.835534591194969,,"",,,,,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,10,ok,323,5,318,5,LENS restricted,0.150385599055676,0.931446540880503,TRUE,lambda=0.01,1,4,0,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,10,ok,323,5,318,5,LENS distributed,0.150385599055676,0.931446540880503,TRUE,lambda=0.01,0,5,0.0392156862745098,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,10,ok,323,5,318,10,OneNet,0.101842468490066,0.835534591194969,,"",,,,,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,10,ok,323,5,318,10,LENS restricted,0.150385599055676,0.931446540880503,TRUE,lambda=0.01,1,9,0,0,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,10,ok,323,5,318,10,LENS distributed,0.150385599055676,0.931446540880503,TRUE,lambda=0.01,1,9,0.0980392156862745,0.0247678018575851,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,10,ok,323,5,318,20,OneNet,0.101842468490066,0.835534591194969,,"",,,,,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,10,ok,323,5,318,20,LENS restricted,0.150385599055676,0.931446540880503,TRUE,lambda=10,2,18,0,0,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,10,ok,323,5,318,20,LENS distributed,0.150385599055676,0.931446540880503,TRUE,lambda=10,2,18,0.156862745098039,0.0650154798761609,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,10,ok,323,5,318,50,OneNet,0.101842468490066,0.835534591194969,,"",,,,,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,10,ok,323,5,318,50,LENS restricted,0.168483660130719,0.90251572327044,FALSE,lambda=10,4,46,0,0,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,10,ok,323,5,318,50,LENS distributed,0.271617938346816,0.905660377358491,FALSE,lambda=10,3,47,0.333333333333333,0.244582043343653,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,10,ok,323,5,318,100,OneNet,0.101842468490066,0.835534591194969,,"",,,,,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,10,ok,323,5,318,100,LENS restricted,0.276589521054323,0.910691823899371,FALSE,lambda=10,6,94,0,0,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,10,ok,323,5,318,100,LENS distributed,0.140845256438477,0.910691823899371,FALSE,lambda=10,4,96,0.490196078431373,0.448916408668731,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,10,ok,323,5,318,200,OneNet,0.101842468490066,0.835534591194969,,"",,,,,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,10,ok,323,5,318,200,LENS restricted,0.290587274774775,0.815094339622642,FALSE,lambda=0.01,9,191,0,0,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,10,ok,323,5,318,200,LENS distributed,0.274337224641484,0.908176100628931,FALSE,lambda=1,9,191,0.764705882352941,0.752321981424149,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,10,ok,323,5,318,357,OneNet,0.101842468490066,0.835534591194969,,"",,,,,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,10,ok,323,5,318,357,LENS restricted,0.126524137684121,0.738364779874214,FALSE,lambda=0.01,18,339,0,0,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,10,ok,323,5,318,357,LENS distributed,0.295162509448224,0.818238993710692,FALSE,lambda=0.01,11,346,0.92156862745098,0.919504643962848,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,11,ok,232,14,218,5,OneNet,0.196067626094931,0.747214941022281,,"",,,,,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,11,ok,232,14,218,5,LENS restricted,0.228967692668028,0.88040629095675,TRUE,lambda=0.01,0,5,0,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,11,ok,232,14,218,5,LENS distributed,0.228967692668028,0.88040629095675,TRUE,lambda=0.01,0,5,0.0588235294117647,0.0086206896551724,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,11,ok,232,14,218,10,OneNet,0.196067626094931,0.747214941022281,,"",,,,,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,11,ok,232,14,218,10,LENS restricted,0.228967692668028,0.88040629095675,TRUE,lambda=0.01,0,10,0,0,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,11,ok,232,14,218,10,LENS distributed,0.228967692668028,0.88040629095675,TRUE,lambda=0.01,0,10,0.117647058823529,0.0474137931034482,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,11,ok,232,14,218,20,OneNet,0.196067626094931,0.747214941022281,,"",,,,,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,11,ok,232,14,218,20,LENS restricted,0.228967692668028,0.88040629095675,TRUE,lambda=0.01,0,20,0,0,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,11,ok,232,14,218,20,LENS distributed,0.228967692668028,0.88040629095675,TRUE,lambda=0.01,0,20,0.176470588235294,0.103448275862069,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,11,ok,232,14,218,50,OneNet,0.196067626094931,0.747214941022281,,"",,,,,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,11,ok,232,14,218,50,LENS restricted,0.249205464616607,0.885976408912189,FALSE,lambda=10,3,47,0,0,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,11,ok,232,14,218,50,LENS distributed,0.228967692668028,0.88040629095675,TRUE,lambda=0.01,0,50,0.313725490196078,0.224137931034483,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,11,ok,232,14,218,100,OneNet,0.196067626094931,0.747214941022281,,"",,,,,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,11,ok,232,14,218,100,LENS restricted,0.216743715605392,0.869593709043251,FALSE,lambda=10,3,97,0,0,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,11,ok,232,14,218,100,LENS distributed,0.250068029235594,0.886959370904325,FALSE,lambda=10,3,97,0.529411764705882,0.491379310344828,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,11,ok,232,14,218,200,OneNet,0.196067626094931,0.747214941022281,,"",,,,,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,11,ok,232,14,218,200,LENS restricted,0.206889305283241,0.833879423328965,FALSE,lambda=0.1,5,195,0,0,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,11,ok,232,14,218,200,LENS distributed,0.267672785900422,0.794560943643512,FALSE,lambda=0.1,7,193,0.784313725490196,0.762931034482759,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,11,ok,232,14,218,357,OneNet,0.196067626094931,0.747214941022281,,"",,,,,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,11,ok,232,14,218,357,LENS restricted,0.252282845197637,0.893512450851901,FALSE,lambda=10,6,351,0,0,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,11,ok,232,14,218,357,LENS distributed,0.293906647509664,0.843709043250328,FALSE,lambda=1,9,348,0.901960784313726,0.892241379310345,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,12,ok,316,11,305,5,OneNet,0.201611552391952,0.910879284649776,,"",,,,,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,12,ok,316,11,305,5,LENS restricted,0.322416043552407,0.920715350223547,TRUE,lambda=0.01,0,5,0,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,12,ok,316,11,305,5,LENS distributed,0.322416043552407,0.920715350223547,TRUE,lambda=0.01,0,5,0.0588235294117647,0.0031645569620253,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,12,ok,316,11,305,10,OneNet,0.201611552391952,0.910879284649776,,"",,,,,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,12,ok,316,11,305,10,LENS restricted,0.322416043552407,0.920715350223547,TRUE,lambda=0.01,0,10,0,0,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,12,ok,316,11,305,10,LENS distributed,0.322416043552407,0.920715350223547,TRUE,lambda=0.01,0,10,0.117647058823529,0.0379746835443038,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,12,ok,316,11,305,20,OneNet,0.201611552391952,0.910879284649776,,"",,,,,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,12,ok,316,11,305,20,LENS restricted,0.322416043552407,0.920715350223547,TRUE,lambda=0.01,0,20,0,0,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,12,ok,316,11,305,20,LENS distributed,0.322416043552407,0.920715350223547,TRUE,lambda=0.01,1,19,0.156862745098039,0.060126582278481,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,12,ok,316,11,305,50,OneNet,0.201611552391952,0.910879284649776,,"",,,,,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,12,ok,316,11,305,50,LENS restricted,0.322416043552407,0.920715350223547,TRUE,lambda=0.01,0,50,0,0,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,12,ok,316,11,305,50,LENS distributed,0.322416043552407,0.920715350223547,TRUE,lambda=0.01,1,49,0.294117647058823,0.227848101265823,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,12,ok,316,11,305,100,OneNet,0.201611552391952,0.910879284649776,,"",,,,,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,12,ok,316,11,305,100,LENS restricted,0.322416043552407,0.920715350223547,TRUE,lambda=0.01,1,99,0,0,Schäfer (20/20 partitions),100
