analysis_set,repeat,fold,budget_label,budget_pairs,training_positives,training_neutrals,test_pairs,test_positives,selected_setting,supervised_auprc,onenet_auprc,auprc_difference,supervised_auroc,onenet_auroc
schafer_phyllosphere_2022,3,1,10,10,0,10,305,7,lambda=0.01,0.14405116792042766,0.14257300501109235,0.0014781629093353066,0.9069990412272292,0.8312559923298178
schafer_phyllosphere_2022,3,1,20,20,0,20,305,7,lambda=0.01,0.14405116792042766,0.14257300501109235,0.0014781629093353066,0.9069990412272292,0.8312559923298178
schafer_phyllosphere_2022,3,1,50,50,1,49,305,7,lambda=0.01,0.14405116792042766,0.14257300501109235,0.0014781629093353066,0.9069990412272292,0.8312559923298178
schafer_phyllosphere_2022,3,1,100,100,2,98,305,7,lambda=10,0.14405116792042766,0.14257300501109235,0.0014781629093353066,0.9069990412272292,0.8312559923298178
schafer_phyllosphere_2022,3,1,200,200,5,195,305,7,lambda=10,0.18141461712890283,0.14257300501109235,0.03884161211781048,0.9146692233940557,0.8312559923298178
schafer_phyllosphere_2022,3,1,500,500,10,490,305,7,lambda=0.01,0.36902033540689,0.14257300501109235,0.22644733039579765,0.9419942473633749,0.8312559923298178
schafer_phyllosphere_2022,3,1,1000,1000,25,975,305,7,lambda=0.1,0.39989687446830846,0.14257300501109235,0.2573238694572161,0.9213806327900288,0.8312559923298178
schafer_phyllosphere_2022,3,1,maximum,1219,31,1188,305,7,lambda=0.01,0.25976293972175923,0.14257300501109235,0.11718993471066688,0.9367209971236816,0.8312559923298178
schafer_phyllosphere_2022,3,2,10,10,0,10,305,8,lambda=0.01,0.24141963077909348,0.1216970055057698,0.11972262527332368,0.9225589225589226,0.8154461279461279
schafer_phyllosphere_2022,3,2,20,20,1,19,305,8,lambda=0.01,0.24141963077909348,0.1216970055057698,0.11972262527332368,0.9225589225589226,0.8154461279461279
schafer_phyllosphere_2022,3,2,50,50,2,48,305,8,lambda=10,0.24141963077909348,0.1216970055057698,0.11972262527332368,0.9225589225589226,0.8154461279461279
schafer_phyllosphere_2022,3,2,100,100,4,96,305,8,lambda=10,0.16916583144898154,0.1216970055057698,0.04746882594321174,0.8762626262626263,0.8154461279461279
schafer_phyllosphere_2022,3,2,200,200,7,193,305,8,lambda=0.01,0.17693658800216178,0.1216970055057698,0.05523958249639198,0.8901515151515151,0.8154461279461279
schafer_phyllosphere_2022,3,2,500,500,14,486,305,8,lambda=10,0.29076966312840924,0.1216970055057698,0.16907265762263946,0.9431818181818181,0.8154461279461279
schafer_phyllosphere_2022,3,2,1000,1000,27,973,305,8,lambda=0.01,0.530008435161107,0.1216970055057698,0.4083114296553372,0.9305555555555556,0.8154461279461279
schafer_phyllosphere_2022,3,2,maximum,1219,30,1189,305,8,lambda=0.01,0.5013600916902804,0.1216970055057698,0.3796630861845106,0.9423400673400673,0.8154461279461279
schafer_phyllosphere_2022,3,3,10,10,0,10,305,8,lambda=0.01,0.24993879342202513,0.18129250651309475,0.06864628690893038,0.9044612794612794,0.8232323232323233
schafer_phyllosphere_2022,3,3,20,20,0,20,305,8,lambda=0.01,0.24993879342202513,0.18129250651309475,0.06864628690893038,0.9044612794612794,0.8232323232323233
schafer_phyllosphere_2022,3,3,50,50,0,50,305,8,lambda=0.01,0.24993879342202513,0.18129250651309475,0.06864628690893038,0.9044612794612794,0.8232323232323233
schafer_phyllosphere_2022,3,3,100,100,0,100,305,8,lambda=0.01,0.24993879342202513,0.18129250651309475,0.06864628690893038,0.9044612794612794,0.8232323232323233
schafer_phyllosphere_2022,3,3,200,200,4,196,305,8,lambda=10,0.25558816183816185,0.18129250651309475,0.0742956553250671,0.9132996632996634,0.8232323232323233
schafer_phyllosphere_2022,3,3,500,500,11,489,305,8,lambda=10,0.27266319571306785,0.18129250651309475,0.0913706891999731,0.9423400673400674,0.8232323232323233
schafer_phyllosphere_2022,3,3,1000,1000,25,975,305,8,lambda=1,0.2658762290341238,0.18129250651309475,0.08458372252102903,0.9545454545454546,0.8232323232323233
