analysis_set,fold,budget_fraction,family,setting,inner_folds,mean_inner_auprc
carlstrom_phyllosphere_2019,3,0.4,ranking,C=1,3,0.2827248394901834
carlstrom_phyllosphere_2019,3,0.4,boosting,depth=1_l2=1,3,0.22715266804671727
carlstrom_phyllosphere_2019,3,0.4,boosting,depth=2_l2=1,3,0.19774191898606985
carlstrom_phyllosphere_2019,3,0.6,logistic,l2_C=0.01,3,0.2095341608309462
carlstrom_phyllosphere_2019,3,0.6,logistic,l2_C=0.1,3,0.2350620042972379
carlstrom_phyllosphere_2019,3,0.6,logistic,l2_C=1,3,0.22601629095775336
carlstrom_phyllosphere_2019,3,0.6,logistic,l1_C=0.01,3,0.1228956228956229
carlstrom_phyllosphere_2019,3,0.6,logistic,l1_C=0.1,3,0.24771001876509788
carlstrom_phyllosphere_2019,3,0.6,logistic,l1_C=1,3,0.2229069220066022
carlstrom_phyllosphere_2019,3,0.6,ranking,C=0.01,3,0.22491957181667407
carlstrom_phyllosphere_2019,3,0.6,ranking,C=0.1,3,0.21457298850808734
carlstrom_phyllosphere_2019,3,0.6,ranking,C=1,3,0.21253631076509952
carlstrom_phyllosphere_2019,3,0.6,boosting,depth=1_l2=1,3,0.21202981577134905
carlstrom_phyllosphere_2019,3,0.6,boosting,depth=2_l2=1,3,0.21593835326780594
carlstrom_phyllosphere_2019,3,0.8,logistic,l2_C=0.01,3,0.2699987990856427
carlstrom_phyllosphere_2019,3,0.8,logistic,l2_C=0.1,3,0.2623685204019675
carlstrom_phyllosphere_2019,3,0.8,logistic,l2_C=1,3,0.2508306132267332
carlstrom_phyllosphere_2019,3,0.8,logistic,l1_C=0.01,3,0.12389100126742712
carlstrom_phyllosphere_2019,3,0.8,logistic,l1_C=0.1,3,0.27081960227394397
carlstrom_phyllosphere_2019,3,0.8,logistic,l1_C=1,3,0.2523685282975241
carlstrom_phyllosphere_2019,3,0.8,ranking,C=0.01,3,0.25438512236573013
carlstrom_phyllosphere_2019,3,0.8,ranking,C=0.1,3,0.26217185576473856
carlstrom_phyllosphere_2019,3,0.8,ranking,C=1,3,0.2604692026773002
carlstrom_phyllosphere_2019,3,0.8,boosting,depth=1_l2=1,3,0.2352733028557139
carlstrom_phyllosphere_2019,3,0.8,boosting,depth=2_l2=1,3,0.2199512060057968
carlstrom_phyllosphere_2019,4,0.2,logistic,l2_C=0.01,3,0.2945413906527191
carlstrom_phyllosphere_2019,4,0.2,logistic,l2_C=0.1,3,0.3055504207694218
carlstrom_phyllosphere_2019,4,0.2,logistic,l2_C=1,3,0.30736190294804994
carlstrom_phyllosphere_2019,4,0.2,logistic,l1_C=0.01,3,0.15656565656565657
carlstrom_phyllosphere_2019,4,0.2,logistic,l1_C=0.1,3,0.2879984469742242
carlstrom_phyllosphere_2019,4,0.2,logistic,l1_C=1,3,0.29801687802378984
carlstrom_phyllosphere_2019,4,0.2,ranking,C=0.01,3,0.30355736814868806
carlstrom_phyllosphere_2019,4,0.2,ranking,C=0.1,3,0.2879340232127245
carlstrom_phyllosphere_2019,4,0.2,ranking,C=1,3,0.28583312931911053
carlstrom_phyllosphere_2019,4,0.2,boosting,depth=1_l2=1,3,0.2836687043761636
carlstrom_phyllosphere_2019,4,0.2,boosting,depth=2_l2=1,3,0.2914536332592237
carlstrom_phyllosphere_2019,4,0.4,logistic,l2_C=0.01,3,0.2929364234095752
carlstrom_phyllosphere_2019,4,0.4,logistic,l2_C=0.1,3,0.2927804526561446
carlstrom_phyllosphere_2019,4,0.4,logistic,l2_C=1,3,0.28367572302275507
carlstrom_phyllosphere_2019,4,0.4,logistic,l1_C=0.01,3,0.1464646464646465
carlstrom_phyllosphere_2019,4,0.4,logistic,l1_C=0.1,3,0.27740245185425855
carlstrom_phyllosphere_2019,4,0.4,logistic,l1_C=1,3,0.28749530239739707
carlstrom_phyllosphere_2019,4,0.4,ranking,C=0.01,3,0.2815571212368864
carlstrom_phyllosphere_2019,4,0.4,ranking,C=0.1,3,0.2784033199728639
carlstrom_phyllosphere_2019,4,0.4,ranking,C=1,3,0.2752153884958327
carlstrom_phyllosphere_2019,4,0.4,boosting,depth=1_l2=1,3,0.2667669564316333
carlstrom_phyllosphere_2019,4,0.4,boosting,depth=2_l2=1,3,0.3020544266110338
carlstrom_phyllosphere_2019,4,0.6,logistic,l2_C=0.01,3,0.27483909065065026
carlstrom_phyllosphere_2019,4,0.6,logistic,l2_C=0.1,3,0.26183452321174244
carlstrom_phyllosphere_2019,4,0.6,logistic,l2_C=1,3,0.2627898422811587
carlstrom_phyllosphere_2019,4,0.6,logistic,l1_C=0.01,3,0.13468013468013468
carlstrom_phyllosphere_2019,4,0.6,logistic,l1_C=0.1,3,0.2673810193097413
carlstrom_phyllosphere_2019,4,0.6,logistic,l1_C=1,3,0.2659616236426679
carlstrom_phyllosphere_2019,4,0.6,ranking,C=0.01,3,0.26266634308006687
carlstrom_phyllosphere_2019,4,0.6,ranking,C=0.1,3,0.26386498541857184
carlstrom_phyllosphere_2019,4,0.6,ranking,C=1,3,0.2580754957286425
carlstrom_phyllosphere_2019,4,0.6,boosting,depth=1_l2=1,3,0.25261212828594815
carlstrom_phyllosphere_2019,4,0.6,boosting,depth=2_l2=1,3,0.26914107198716625
carlstrom_phyllosphere_2019,4,0.8,logistic,l2_C=0.01,3,0.29488434257604124
carlstrom_phyllosphere_2019,4,0.8,logistic,l2_C=0.1,3,0.3054624881490853
carlstrom_phyllosphere_2019,4,0.8,logistic,l2_C=1,3,0.29612252577561105
carlstrom_phyllosphere_2019,4,0.8,logistic,l1_C=0.01,3,0.12515842839036753
carlstrom_phyllosphere_2019,4,0.8,logistic,l1_C=0.1,3,0.30727523782716215
carlstrom_phyllosphere_2019,4,0.8,logistic,l1_C=1,3,0.295762343333076
carlstrom_phyllosphere_2019,4,0.8,ranking,C=0.01,3,0.29764921142110623
carlstrom_phyllosphere_2019,4,0.8,ranking,C=0.1,3,0.29460226101040393
carlstrom_phyllosphere_2019,4,0.8,ranking,C=1,3,0.29582345656809944
carlstrom_phyllosphere_2019,4,0.8,boosting,depth=1_l2=1,3,0.21417808732615598
carlstrom_phyllosphere_2019,4,0.8,boosting,depth=2_l2=1,3,0.20454596907722425
carlstrom_phyllosphere_2019,5,0.2,logistic,l2_C=0.01,3,0.4741585711657104
carlstrom_phyllosphere_2019,5,0.2,logistic,l2_C=0.1,3,0.48181665098577536
carlstrom_phyllosphere_2019,5,0.2,logistic,l2_C=1,3,0.46848403295009594
carlstrom_phyllosphere_2019,5,0.2,logistic,l1_C=0.01,3,0.1717171717171717
carlstrom_phyllosphere_2019,5,0.2,logistic,l1_C=0.1,3,0.4063590683209453
carlstrom_phyllosphere_2019,5,0.2,logistic,l1_C=1,3,0.47984268877663355
carlstrom_phyllosphere_2019,5,0.2,ranking,C=0.01,3,0.4788510316836125
carlstrom_phyllosphere_2019,5,0.2,ranking,C=0.1,3,0.4583982256207932
carlstrom_phyllosphere_2019,5,0.2,ranking,C=1,3,0.48049600908340895
carlstrom_phyllosphere_2019,5,0.2,boosting,depth=1_l2=1,3,0.4381645735314508
carlstrom_phyllosphere_2019,5,0.2,boosting,depth=2_l2=1,3,0.3702181420412218
carlstrom_phyllosphere_2019,5,0.4,logistic,l2_C=0.01,3,0.2560779654580014
carlstrom_phyllosphere_2019,5,0.4,logistic,l2_C=0.1,3,0.3012151152288555
carlstrom_phyllosphere_2019,5,0.4,logistic,l2_C=1,3,0.3091576758049597
carlstrom_phyllosphere_2019,5,0.4,logistic,l1_C=0.01,3,0.12878787878787878
carlstrom_phyllosphere_2019,5,0.4,logistic,l1_C=0.1,3,0.2898716261472329
carlstrom_phyllosphere_2019,5,0.4,logistic,l1_C=1,3,0.31152337733805213
carlstrom_phyllosphere_2019,5,0.4,ranking,C=0.01,3,0.30494301760965
carlstrom_phyllosphere_2019,5,0.4,ranking,C=0.1,3,0.2998772791090701
carlstrom_phyllosphere_2019,5,0.4,ranking,C=1,3,0.2992820487992743
carlstrom_phyllosphere_2019,5,0.4,boosting,depth=1_l2=1,3,0.2893174286378729
carlstrom_phyllosphere_2019,5,0.4,boosting,depth=2_l2=1,3,0.30086757828835914
carlstrom_phyllosphere_2019,5,0.6,logistic,l2_C=0.01,3,0.26417299213031725
carlstrom_phyllosphere_2019,5,0.6,logistic,l2_C=0.1,3,0.26855674793607176
carlstrom_phyllosphere_2019,5,0.6,logistic,l2_C=1,3,0.27194746246309814
carlstrom_phyllosphere_2019,5,0.6,logistic,l1_C=0.01,3,0.12457912457912458
carlstrom_phyllosphere_2019,5,0.6,logistic,l1_C=0.1,3,0.26826957378262184
carlstrom_phyllosphere_2019,5,0.6,logistic,l1_C=1,3,0.2727106750153338
carlstrom_phyllosphere_2019,5,0.6,ranking,C=0.01,3,0.2742300185437951
carlstrom_phyllosphere_2019,5,0.6,ranking,C=0.1,3,0.28529724507196585
carlstrom_phyllosphere_2019,5,0.6,ranking,C=1,3,0.2962205741053687
carlstrom_phyllosphere_2019,5,0.6,boosting,depth=1_l2=1,3,0.2595162601054986
carlstrom_phyllosphere_2019,5,0.6,boosting,depth=2_l2=1,3,0.2739422161658009
carlstrom_phyllosphere_2019,5,0.8,logistic,l2_C=0.01,3,0.2431385781172104
carlstrom_phyllosphere_2019,5,0.8,logistic,l2_C=0.1,3,0.2741195871944173
carlstrom_phyllosphere_2019,5,0.8,logistic,l2_C=1,3,0.27234264490267357
carlstrom_phyllosphere_2019,5,0.8,logistic,l1_C=0.01,3,0.125
carlstrom_phyllosphere_2019,5,0.8,logistic,l1_C=0.1,3,0.2976042573340056
carlstrom_phyllosphere_2019,5,0.8,logistic,l1_C=1,3,0.2756244477368455
carlstrom_phyllosphere_2019,5,0.8,ranking,C=0.01,3,0.2755762828446759
carlstrom_phyllosphere_2019,5,0.8,ranking,C=0.1,3,0.2788725009462612
carlstrom_phyllosphere_2019,5,0.8,ranking,C=1,3,0.2730615770505556
carlstrom_phyllosphere_2019,5,0.8,boosting,depth=1_l2=1,3,0.2672542174716457
carlstrom_phyllosphere_2019,5,0.8,boosting,depth=2_l2=1,3,0.25928846325782107
friedman_microcosm_2017,1,0.6,logistic,l2_C=0.01,2,0.46965863997114
friedman_microcosm_2017,1,0.6,logistic,l2_C=0.1,2,0.4651131854256854
friedman_microcosm_2017,1,0.6,logistic,l2_C=1,2,0.47047032828282825
friedman_microcosm_2017,1,0.6,logistic,l1_C=0.01,2,0.5555555555555556
friedman_microcosm_2017,1,0.6,logistic,l1_C=0.1,2,0.5555555555555556
friedman_microcosm_2017,1,0.6,logistic,l1_C=1,2,0.461460588023088
friedman_microcosm_2017,1,0.6,ranking,C=0.01,2,0.46965863997113994
friedman_microcosm_2017,1,0.6,ranking,C=0.1,2,0.4756786616161616
friedman_microcosm_2017,1,0.6,ranking,C=1,2,0.4819286616161616
friedman_microcosm_2017,1,0.6,boosting,depth=1_l2=1,2,0.4564010642135642
friedman_microcosm_2017,1,0.6,boosting,depth=2_l2=1,2,0.4564010642135642
friedman_microcosm_2017,1,0.8,logistic,l2_C=0.01,2,0.6283153767528766
friedman_microcosm_2017,1,0.8,logistic,l2_C=0.1,2,0.6098389457764457
friedman_microcosm_2017,1,0.8,logistic,l2_C=1,2,0.6225073537573538
friedman_microcosm_2017,1,0.8,logistic,l1_C=0.01,2,0.5681818181818181
friedman_microcosm_2017,1,0.8,logistic,l1_C=0.1,2,0.5681818181818181
friedman_microcosm_2017,1,0.8,logistic,l1_C=1,2,0.6047107406482406
friedman_microcosm_2017,1,0.8,ranking,C=0.01,2,0.612111673049173
friedman_microcosm_2017,1,0.8,ranking,C=0.1,2,0.6266282328782329
friedman_microcosm_2017,1,0.8,ranking,C=1,2,0.5585740648240648
friedman_microcosm_2017,1,0.8,boosting,depth=1_l2=1,2,0.6972110065860065
friedman_microcosm_2017,1,0.8,boosting,depth=2_l2=1,2,0.7353851010101009
friedman_microcosm_2017,4,0.2,logistic,l2_C=0.01,2,0.29166666666666663
friedman_microcosm_2017,4,0.2,logistic,l2_C=0.1,2,0.29166666666666663
friedman_microcosm_2017,4,0.2,logistic,l2_C=1,2,0.29166666666666663
friedman_microcosm_2017,4,0.2,logistic,l1_C=0.01,2,0.3333333333333333
friedman_microcosm_2017,4,0.2,logistic,l1_C=0.1,2,0.3333333333333333
friedman_microcosm_2017,4,0.2,logistic,l1_C=1,2,0.29166666666666663
friedman_microcosm_2017,4,0.2,ranking,C=0.01,2,0.29166666666666663
friedman_microcosm_2017,4,0.2,ranking,C=0.1,2,0.29166666666666663
friedman_microcosm_2017,4,0.2,ranking,C=1,2,0.29166666666666663
friedman_microcosm_2017,4,0.2,boosting,depth=1_l2=1,2,0.3333333333333333
friedman_microcosm_2017,4,0.2,boosting,depth=2_l2=1,2,0.3333333333333333
friedman_microcosm_2017,4,0.4,logistic,l2_C=0.01,2,0.41857142857142854
friedman_microcosm_2017,4,0.4,logistic,l2_C=0.1,2,0.4096428571428571
friedman_microcosm_2017,4,0.4,logistic,l2_C=1,2,0.41797619047619045
friedman_microcosm_2017,4,0.4,logistic,l1_C=0.01,2,0.5
friedman_microcosm_2017,4,0.4,logistic,l1_C=0.1,2,0.5
friedman_microcosm_2017,4,0.4,logistic,l1_C=1,2,0.4275
friedman_microcosm_2017,4,0.4,ranking,C=0.01,2,0.4096428571428571
friedman_microcosm_2017,4,0.4,ranking,C=0.1,2,0.41797619047619045
friedman_microcosm_2017,4,0.4,ranking,C=1,2,0.42988095238095236
friedman_microcosm_2017,4,0.4,boosting,depth=1_l2=1,2,0.4394047619047619
friedman_microcosm_2017,4,0.4,boosting,depth=2_l2=1,2,0.4394047619047619
friedman_microcosm_2017,4,0.6,logistic,l2_C=0.01,2,0.4666666666666667
friedman_microcosm_2017,4,0.6,logistic,l2_C=0.1,2,0.47129629629629627
friedman_microcosm_2017,4,0.6,logistic,l2_C=1,2,0.4481481481481482
friedman_microcosm_2017,4,0.6,logistic,l1_C=0.01,2,0.53125
friedman_microcosm_2017,4,0.6,logistic,l1_C=0.1,2,0.53125
friedman_microcosm_2017,4,0.6,logistic,l1_C=1,2,0.5208333333333333
friedman_microcosm_2017,4,0.6,ranking,C=0.01,2,0.47129629629629627
friedman_microcosm_2017,4,0.6,ranking,C=0.1,2,0.4481481481481482
friedman_microcosm_2017,4,0.6,ranking,C=1,2,0.4456679894179894
friedman_microcosm_2017,4,0.6,boosting,depth=1_l2=1,2,0.4516203703703704
friedman_microcosm_2017,4,0.6,boosting,depth=2_l2=1,2,0.4665013227513228
friedman_microcosm_2017,4,0.8,logistic,l2_C=0.01,2,0.457224025974026
friedman_microcosm_2017,4,0.8,logistic,l2_C=0.1,2,0.45884740259740264
friedman_microcosm_2017,4,0.8,logistic,l2_C=1,2,0.4784632034632035
friedman_microcosm_2017,4,0.8,logistic,l1_C=0.01,2,0.5416666666666667
friedman_microcosm_2017,4,0.8,logistic,l1_C=0.1,2,0.5416666666666667
friedman_microcosm_2017,4,0.8,logistic,l1_C=1,2,0.48897907647907646
friedman_microcosm_2017,4,0.8,ranking,C=0.01,2,0.4726100288600289
friedman_microcosm_2017,4,0.8,ranking,C=0.1,2,0.4784632034632035
friedman_microcosm_2017,4,0.8,ranking,C=1,2,0.48035714285714287
friedman_microcosm_2017,4,0.8,boosting,depth=1_l2=1,2,0.4750921201814059
friedman_microcosm_2017,4,0.8,boosting,depth=2_l2=1,2,0.5052160636982066
friedman_microcosm_2017,5,0.8,logistic,l2_C=0.01,2,0.6602041621572872
friedman_microcosm_2017,5,0.8,logistic,l2_C=0.1,2,0.6660904055435305
friedman_microcosm_2017,5,0.8,logistic,l2_C=1,2,0.698115455146705
friedman_microcosm_2017,5,0.8,logistic,l1_C=0.01,2,0.606060606060606
friedman_microcosm_2017,5,0.8,logistic,l1_C=0.1,2,0.606060606060606
friedman_microcosm_2017,5,0.8,logistic,l1_C=1,2,0.632523523929774
friedman_microcosm_2017,5,0.8,ranking,C=0.01,2,0.6713235404641654
friedman_microcosm_2017,5,0.8,ranking,C=0.1,2,0.627455732924483
friedman_microcosm_2017,5,0.8,ranking,C=1,2,0.6244885612073112
friedman_microcosm_2017,5,0.8,boosting,depth=1_l2=1,2,0.579109172077922
friedman_microcosm_2017,5,0.8,boosting,depth=2_l2=1,2,0.6471929112554112
schafer_phyllosphere_2022,1,0.2,logistic,l2_C=0.01,3,0.2552055169917516
schafer_phyllosphere_2022,1,0.2,logistic,l2_C=0.1,3,0.21842255885897097
schafer_phyllosphere_2022,1,0.2,logistic,l2_C=1,3,0.1874052533580407
schafer_phyllosphere_2022,1,0.2,logistic,l1_C=0.01,3,0.03277680709247396
schafer_phyllosphere_2022,1,0.2,logistic,l1_C=0.1,3,0.25699971493598506
schafer_phyllosphere_2022,1,0.2,logistic,l1_C=1,3,0.14349020589071113
schafer_phyllosphere_2022,1,0.2,ranking,C=0.01,3,0.2196276871288009
schafer_phyllosphere_2022,1,0.2,ranking,C=0.1,3,0.19260505620687993
schafer_phyllosphere_2022,1,0.2,ranking,C=1,3,0.15128617822833806
schafer_phyllosphere_2022,1,0.2,boosting,depth=1_l2=1,3,0.15374185319976932
schafer_phyllosphere_2022,1,0.2,boosting,depth=2_l2=1,3,0.1315195110398331
schafer_phyllosphere_2022,1,0.4,logistic,l2_C=0.01,3,0.2923106280114323
schafer_phyllosphere_2022,1,0.4,logistic,l2_C=0.1,3,0.2584321850988518
schafer_phyllosphere_2022,1,0.4,logistic,l2_C=1,3,0.24286783967356707
schafer_phyllosphere_2022,1,0.4,logistic,l1_C=0.01,3,0.04492878351670987
schafer_phyllosphere_2022,1,0.4,logistic,l1_C=0.1,3,0.24346239592358757
schafer_phyllosphere_2022,1,0.4,logistic,l1_C=1,3,0.25717955469727344
schafer_phyllosphere_2022,1,0.4,ranking,C=0.01,3,0.2627418429222553
schafer_phyllosphere_2022,1,0.4,ranking,C=0.1,3,0.2414480466350671
schafer_phyllosphere_2022,1,0.4,ranking,C=1,3,0.24569635256075936
schafer_phyllosphere_2022,1,0.4,boosting,depth=1_l2=1,3,0.2026085492907923
schafer_phyllosphere_2022,1,0.4,boosting,depth=2_l2=1,3,0.19263281412016084
schafer_phyllosphere_2022,1,0.6,logistic,l2_C=0.01,3,0.2182327724413169
schafer_phyllosphere_2022,1,0.6,logistic,l2_C=0.1,3,0.2409667790287482
schafer_phyllosphere_2022,1,0.6,logistic,l2_C=1,3,0.2641269116064326
schafer_phyllosphere_2022,1,0.6,logistic,l1_C=0.01,3,0.1762072290886113
schafer_phyllosphere_2022,1,0.6,logistic,l1_C=0.1,3,0.2484217088202564
schafer_phyllosphere_2022,1,0.6,logistic,l1_C=1,3,0.29442711896106905
schafer_phyllosphere_2022,1,0.6,ranking,C=0.01,3,0.2874742383405678
schafer_phyllosphere_2022,1,0.6,ranking,C=0.1,3,0.3301909403929159
schafer_phyllosphere_2022,1,0.6,ranking,C=1,3,0.33826702781549617
schafer_phyllosphere_2022,1,0.6,boosting,depth=1_l2=1,3,0.2281325595664384
schafer_phyllosphere_2022,1,0.6,boosting,depth=2_l2=1,3,0.310089830610999
schafer_phyllosphere_2022,1,0.8,logistic,l2_C=0.01,3,0.2735080638049366
schafer_phyllosphere_2022,1,0.8,logistic,l2_C=0.1,3,0.27658754221223364
schafer_phyllosphere_2022,1,0.8,logistic,l2_C=1,3,0.33420970773448894
schafer_phyllosphere_2022,1,0.8,logistic,l1_C=0.01,3,0.19401953385668633
schafer_phyllosphere_2022,1,0.8,logistic,l1_C=0.1,3,0.31031842212271293
schafer_phyllosphere_2022,1,0.8,logistic,l1_C=1,3,0.36298932989091576
schafer_phyllosphere_2022,1,0.8,ranking,C=0.01,3,0.34609588221545806
schafer_phyllosphere_2022,1,0.8,ranking,C=0.1,3,0.37407947290356963
schafer_phyllosphere_2022,1,0.8,ranking,C=1,3,0.3544812228015459
schafer_phyllosphere_2022,1,0.8,boosting,depth=1_l2=1,3,0.43689457646567753
schafer_phyllosphere_2022,1,0.8,boosting,depth=2_l2=1,3,0.42680051493153187
schafer_phyllosphere_2022,2,0.2,logistic,l2_C=0.01,3,0.45539138281073765
schafer_phyllosphere_2022,2,0.2,logistic,l2_C=0.1,3,0.4636700336700337
schafer_phyllosphere_2022,2,0.2,logistic,l2_C=1,3,0.2892829900839054
schafer_phyllosphere_2022,2,0.2,logistic,l1_C=0.01,3,0.019672555490843204
schafer_phyllosphere_2022,2,0.2,logistic,l1_C=0.1,3,0.4554226475279107
schafer_phyllosphere_2022,2,0.2,logistic,l1_C=1,3,0.4065476190476191
schafer_phyllosphere_2022,2,0.2,ranking,C=0.01,3,0.4248737373737373
schafer_phyllosphere_2022,2,0.2,ranking,C=0.1,3,0.2927960927960928
schafer_phyllosphere_2022,2,0.2,ranking,C=1,3,0.40713046352144094
schafer_phyllosphere_2022,2,0.2,boosting,depth=1_l2=1,3,0.29781903919834957
schafer_phyllosphere_2022,2,0.2,boosting,depth=2_l2=1,3,0.2932692307692308
schafer_phyllosphere_2022,2,0.4,logistic,l2_C=0.01,3,0.4761541073305779
schafer_phyllosphere_2022,2,0.4,logistic,l2_C=0.1,3,0.46038938157359205
schafer_phyllosphere_2022,2,0.4,logistic,l2_C=1,3,0.37675646380909544
schafer_phyllosphere_2022,2,0.4,logistic,l1_C=0.01,3,0.3551484418218698
schafer_phyllosphere_2022,2,0.4,logistic,l1_C=0.1,3,0.48789576444535343
schafer_phyllosphere_2022,2,0.4,logistic,l1_C=1,3,0.4077240384136936
schafer_phyllosphere_2022,2,0.4,ranking,C=0.01,3,0.4528096903096903
schafer_phyllosphere_2022,2,0.4,ranking,C=0.1,3,0.4488888888888889
schafer_phyllosphere_2022,2,0.4,ranking,C=1,3,0.43011904323099764
schafer_phyllosphere_2022,2,0.4,boosting,depth=1_l2=1,3,0.37936372595946094
schafer_phyllosphere_2022,2,0.4,boosting,depth=2_l2=1,3,0.47121336996337
schafer_phyllosphere_2022,2,0.6,logistic,l2_C=0.01,3,0.4284566270197278
schafer_phyllosphere_2022,2,0.6,logistic,l2_C=0.1,3,0.45706671283551
schafer_phyllosphere_2022,2,0.6,logistic,l2_C=1,3,0.4366829645966774
schafer_phyllosphere_2022,2,0.6,logistic,l1_C=0.01,3,0.41699178975885576
schafer_phyllosphere_2022,2,0.6,logistic,l1_C=0.1,3,0.42301400656156857
schafer_phyllosphere_2022,2,0.6,logistic,l1_C=1,3,0.4486253401199181
schafer_phyllosphere_2022,2,0.6,ranking,C=0.01,3,0.4393849954804953
schafer_phyllosphere_2022,2,0.6,ranking,C=0.1,3,0.44570999411460877
schafer_phyllosphere_2022,2,0.6,ranking,C=1,3,0.4589027001445843
schafer_phyllosphere_2022,2,0.6,boosting,depth=1_l2=1,3,0.33067570431761184
schafer_phyllosphere_2022,2,0.6,boosting,depth=2_l2=1,3,0.4680320846287233
schafer_phyllosphere_2022,2,0.8,logistic,l2_C=0.01,3,0.3108124742004825
schafer_phyllosphere_2022,2,0.8,logistic,l2_C=0.1,3,0.3568056017758153
schafer_phyllosphere_2022,2,0.8,logistic,l2_C=1,3,0.38523131493723634
schafer_phyllosphere_2022,2,0.8,logistic,l1_C=0.01,3,0.2729365174629182
schafer_phyllosphere_2022,2,0.8,logistic,l1_C=0.1,3,0.35675622454040595
schafer_phyllosphere_2022,2,0.8,logistic,l1_C=1,3,0.3949877848231757
schafer_phyllosphere_2022,2,0.8,ranking,C=0.01,3,0.39142032677127325
schafer_phyllosphere_2022,2,0.8,ranking,C=0.1,3,0.4132624241528344
schafer_phyllosphere_2022,2,0.8,ranking,C=1,3,0.4300469504895726
schafer_phyllosphere_2022,2,0.8,boosting,depth=1_l2=1,3,0.3967554251163281
schafer_phyllosphere_2022,2,0.8,boosting,depth=2_l2=1,3,0.4164449909683701
schafer_phyllosphere_2022,3,0.2,logistic,l2_C=0.01,3,0.36001714118483213
schafer_phyllosphere_2022,3,0.2,logistic,l2_C=0.1,3,0.2829228243021346
schafer_phyllosphere_2022,3,0.2,logistic,l2_C=1,3,0.12657271806207973
schafer_phyllosphere_2022,3,0.2,logistic,l1_C=0.01,3,0.0686598071571863
schafer_phyllosphere_2022,3,0.2,logistic,l1_C=0.1,3,0.37285714285714283
schafer_phyllosphere_2022,3,0.2,logistic,l1_C=1,3,0.2369505494505494
schafer_phyllosphere_2022,3,0.2,ranking,C=0.01,3,0.2275985663082437
schafer_phyllosphere_2022,3,0.2,ranking,C=0.1,3,0.20978835978835977
schafer_phyllosphere_2022,3,0.2,ranking,C=1,3,0.12893879999143157
schafer_phyllosphere_2022,3,0.2,boosting,depth=1_l2=1,3,0.08033253842077372
schafer_phyllosphere_2022,3,0.2,boosting,depth=2_l2=1,3,0.08383866276907515
schafer_phyllosphere_2022,3,0.4,logistic,l2_C=0.01,3,0.41935255228753676
schafer_phyllosphere_2022,3,0.4,logistic,l2_C=0.1,3,0.47623161971225975
schafer_phyllosphere_2022,3,0.4,logistic,l2_C=1,3,0.45370167595657795
schafer_phyllosphere_2022,3,0.4,logistic,l1_C=0.01,3,0.17461511482375838
schafer_phyllosphere_2022,3,0.4,logistic,l1_C=0.1,3,0.45545664169837635
schafer_phyllosphere_2022,3,0.4,logistic,l1_C=1,3,0.4322244823007599
schafer_phyllosphere_2022,3,0.4,ranking,C=0.01,3,0.5149802536644642
schafer_phyllosphere_2022,3,0.4,ranking,C=0.1,3,0.44093355718355715
schafer_phyllosphere_2022,3,0.4,ranking,C=1,3,0.44733179101600157
schafer_phyllosphere_2022,3,0.4,boosting,depth=1_l2=1,3,0.2771891581065893
schafer_phyllosphere_2022,3,0.4,boosting,depth=2_l2=1,3,0.3566896788963619
schafer_phyllosphere_2022,3,0.6,logistic,l2_C=0.01,3,0.340375720456697
schafer_phyllosphere_2022,3,0.6,logistic,l2_C=0.1,3,0.34352716673106487
schafer_phyllosphere_2022,3,0.6,logistic,l2_C=1,3,0.35424618561865495
schafer_phyllosphere_2022,3,0.6,logistic,l1_C=0.01,3,0.21993563288299608
schafer_phyllosphere_2022,3,0.6,logistic,l1_C=0.1,3,0.37055280156508513
schafer_phyllosphere_2022,3,0.6,logistic,l1_C=1,3,0.39119059393900596
schafer_phyllosphere_2022,3,0.6,ranking,C=0.01,3,0.37369575157268525
schafer_phyllosphere_2022,3,0.6,ranking,C=0.1,3,0.3812231192627687
schafer_phyllosphere_2022,3,0.6,ranking,C=1,3,0.39324398099765423
schafer_phyllosphere_2022,3,0.6,boosting,depth=1_l2=1,3,0.39192243307948377
schafer_phyllosphere_2022,3,0.6,boosting,depth=2_l2=1,3,0.3653940022563355
schafer_phyllosphere_2022,3,0.8,logistic,l2_C=0.01,3,0.263207354632662
schafer_phyllosphere_2022,3,0.8,logistic,l2_C=0.1,3,0.2767592308743081
schafer_phyllosphere_2022,3,0.8,logistic,l2_C=1,3,0.2978780193496116
schafer_phyllosphere_2022,3,0.8,logistic,l1_C=0.01,3,0.2068251216057563
schafer_phyllosphere_2022,3,0.8,logistic,l1_C=0.1,3,0.30566852160890406
schafer_phyllosphere_2022,3,0.8,logistic,l1_C=1,3,0.3034667420225739
schafer_phyllosphere_2022,3,0.8,ranking,C=0.01,3,0.33011130412740447
schafer_phyllosphere_2022,3,0.8,ranking,C=0.1,3,0.3374909898664147
schafer_phyllosphere_2022,3,0.8,ranking,C=1,3,0.3716342544469781
schafer_phyllosphere_2022,3,0.8,boosting,depth=1_l2=1,3,0.33428637868074906
schafer_phyllosphere_2022,3,0.8,boosting,depth=2_l2=1,3,0.4024310399734244
schafer_phyllosphere_2022,4,0.2,logistic,l2_C=0.01,3,0.2993708452041785
schafer_phyllosphere_2022,4,0.2,logistic,l2_C=0.1,3,0.32537647537647535
schafer_phyllosphere_2022,4,0.2,logistic,l2_C=1,3,0.37735449735449733
