analysis_set,fold,budget_fraction,family,setting,inner_folds,mean_inner_auprc
schafer_phyllosphere_2022,4,0.2,logistic,l1_C=0.01,3,0.0295088332362648
schafer_phyllosphere_2022,4,0.2,logistic,l1_C=0.1,3,0.3196208385888468
schafer_phyllosphere_2022,4,0.2,logistic,l1_C=1,3,0.42791005291005285
schafer_phyllosphere_2022,4,0.2,ranking,C=0.01,3,0.34280008299616144
schafer_phyllosphere_2022,4,0.2,ranking,C=0.1,3,0.391092080222515
schafer_phyllosphere_2022,4,0.2,ranking,C=1,3,0.29632741985683164
schafer_phyllosphere_2022,4,0.2,boosting,depth=1_l2=1,3,0.27594966761633427
schafer_phyllosphere_2022,4,0.2,boosting,depth=2_l2=1,3,0.2894694649080614
schafer_phyllosphere_2022,4,0.4,logistic,l2_C=0.01,3,0.3321200269770064
schafer_phyllosphere_2022,4,0.4,logistic,l2_C=0.1,3,0.37088188532326366
schafer_phyllosphere_2022,4,0.4,logistic,l2_C=1,3,0.3991991813560441
schafer_phyllosphere_2022,4,0.4,logistic,l1_C=0.01,3,0.1779959646693927
schafer_phyllosphere_2022,4,0.4,logistic,l1_C=0.1,3,0.3669047928335854
schafer_phyllosphere_2022,4,0.4,logistic,l1_C=1,3,0.4492841852695622
schafer_phyllosphere_2022,4,0.4,ranking,C=0.01,3,0.4174580953347094
schafer_phyllosphere_2022,4,0.4,ranking,C=0.1,3,0.4310318222872936
schafer_phyllosphere_2022,4,0.4,ranking,C=1,3,0.4359676997720476
schafer_phyllosphere_2022,4,0.4,boosting,depth=1_l2=1,3,0.3957180387326507
schafer_phyllosphere_2022,4,0.4,boosting,depth=2_l2=1,3,0.5173393141945773
schafer_phyllosphere_2022,4,0.6,logistic,l2_C=0.01,3,0.34631529573756464
schafer_phyllosphere_2022,4,0.6,logistic,l2_C=0.1,3,0.3895119585111701
schafer_phyllosphere_2022,4,0.6,logistic,l2_C=1,3,0.47430307672378363
schafer_phyllosphere_2022,4,0.6,logistic,l1_C=0.01,3,0.27056975156663277
schafer_phyllosphere_2022,4,0.6,logistic,l1_C=0.1,3,0.39823993580357264
schafer_phyllosphere_2022,4,0.6,logistic,l1_C=1,3,0.4902674618358111
schafer_phyllosphere_2022,4,0.6,ranking,C=0.01,3,0.4412710530914911
schafer_phyllosphere_2022,4,0.6,ranking,C=0.1,3,0.46086422489406614
schafer_phyllosphere_2022,4,0.6,ranking,C=1,3,0.4515818469945477
schafer_phyllosphere_2022,4,0.6,boosting,depth=1_l2=1,3,0.4270469828439913
schafer_phyllosphere_2022,4,0.6,boosting,depth=2_l2=1,3,0.4462203834074119
schafer_phyllosphere_2022,4,0.8,logistic,l2_C=0.01,3,0.3767046751098404
schafer_phyllosphere_2022,4,0.8,logistic,l2_C=0.1,3,0.4491653787870627
schafer_phyllosphere_2022,4,0.8,logistic,l2_C=1,3,0.4696566676934821
schafer_phyllosphere_2022,4,0.8,logistic,l1_C=0.01,3,0.32115406210718717
schafer_phyllosphere_2022,4,0.8,logistic,l1_C=0.1,3,0.43913934412520583
schafer_phyllosphere_2022,4,0.8,logistic,l1_C=1,3,0.5145156223019973
schafer_phyllosphere_2022,4,0.8,ranking,C=0.01,3,0.48118325762509456
schafer_phyllosphere_2022,4,0.8,ranking,C=0.1,3,0.5183675119018436
schafer_phyllosphere_2022,4,0.8,ranking,C=1,3,0.5259338667190905
schafer_phyllosphere_2022,4,0.8,boosting,depth=1_l2=1,3,0.4173124954748892
schafer_phyllosphere_2022,4,0.8,boosting,depth=2_l2=1,3,0.45835585813358676
schafer_phyllosphere_2022,5,0.2,logistic,l2_C=0.01,3,0.35789371304077183
schafer_phyllosphere_2022,5,0.2,logistic,l2_C=0.1,3,0.38371050377691746
schafer_phyllosphere_2022,5,0.2,logistic,l2_C=1,3,0.40700096838027866
schafer_phyllosphere_2022,5,0.2,logistic,l1_C=0.01,3,0.03277680709247396
schafer_phyllosphere_2022,5,0.2,logistic,l1_C=0.1,3,0.5475310337810337
schafer_phyllosphere_2022,5,0.2,logistic,l1_C=1,3,0.4661658918752954
schafer_phyllosphere_2022,5,0.2,ranking,C=0.01,3,0.37521783249971247
schafer_phyllosphere_2022,5,0.2,ranking,C=0.1,3,0.39049495290630043
schafer_phyllosphere_2022,5,0.2,ranking,C=1,3,0.4058461968645844
schafer_phyllosphere_2022,5,0.2,boosting,depth=1_l2=1,3,0.5921296296296296
schafer_phyllosphere_2022,5,0.2,boosting,depth=2_l2=1,3,0.5291666666666667
schafer_phyllosphere_2022,5,0.4,logistic,l2_C=0.01,3,0.33491320811973696
schafer_phyllosphere_2022,5,0.4,logistic,l2_C=0.1,3,0.30725552147083507
schafer_phyllosphere_2022,5,0.4,logistic,l2_C=1,3,0.30920148871160874
schafer_phyllosphere_2022,5,0.4,logistic,l1_C=0.01,3,0.14366517789591318
schafer_phyllosphere_2022,5,0.4,logistic,l1_C=0.1,3,0.39073028842532326
schafer_phyllosphere_2022,5,0.4,logistic,l1_C=1,3,0.34274253251550285
schafer_phyllosphere_2022,5,0.4,ranking,C=0.01,3,0.3611854619840101
schafer_phyllosphere_2022,5,0.4,ranking,C=0.1,3,0.3329805786693697
schafer_phyllosphere_2022,5,0.4,ranking,C=1,3,0.3948232752947405
schafer_phyllosphere_2022,5,0.4,boosting,depth=1_l2=1,3,0.3294207154994618
schafer_phyllosphere_2022,5,0.4,boosting,depth=2_l2=1,3,0.2702427691600335
schafer_phyllosphere_2022,5,0.6,logistic,l2_C=0.01,3,0.29234797899536175
schafer_phyllosphere_2022,5,0.6,logistic,l2_C=0.1,3,0.34604040343627146
schafer_phyllosphere_2022,5,0.6,logistic,l2_C=1,3,0.3708651300506583
schafer_phyllosphere_2022,5,0.6,logistic,l1_C=0.01,3,0.20549235356841936
schafer_phyllosphere_2022,5,0.6,logistic,l1_C=0.1,3,0.33741520887716786
schafer_phyllosphere_2022,5,0.6,logistic,l1_C=1,3,0.39032473506681997
schafer_phyllosphere_2022,5,0.6,ranking,C=0.01,3,0.37797488559554643
schafer_phyllosphere_2022,5,0.6,ranking,C=0.1,3,0.3938366186078606
schafer_phyllosphere_2022,5,0.6,ranking,C=1,3,0.3811775769717303
schafer_phyllosphere_2022,5,0.6,boosting,depth=1_l2=1,3,0.38787197961817493
schafer_phyllosphere_2022,5,0.6,boosting,depth=2_l2=1,3,0.46070084549454365
schafer_phyllosphere_2022,5,0.8,logistic,l2_C=0.01,3,0.3492317316415378
schafer_phyllosphere_2022,5,0.8,logistic,l2_C=0.1,3,0.39478542561962954
schafer_phyllosphere_2022,5,0.8,logistic,l2_C=1,3,0.41563017579981265
schafer_phyllosphere_2022,5,0.8,logistic,l1_C=0.01,3,0.26092940122723135
schafer_phyllosphere_2022,5,0.8,logistic,l1_C=0.1,3,0.380766785511228
schafer_phyllosphere_2022,5,0.8,logistic,l1_C=1,3,0.4528405142187983
schafer_phyllosphere_2022,5,0.8,ranking,C=0.01,3,0.4251097339468925
schafer_phyllosphere_2022,5,0.8,ranking,C=0.1,3,0.4553391046909833
schafer_phyllosphere_2022,5,0.8,ranking,C=1,3,0.4727896448486786
schafer_phyllosphere_2022,5,0.8,boosting,depth=1_l2=1,3,0.3920244925892156
schafer_phyllosphere_2022,5,0.8,boosting,depth=2_l2=1,3,0.4280745359250228
