analysis_set,design,taxon_fraction,repeat,selected_taxa,calibration_pairs,calibration_positives,test_pairs,test_positives,feature_set,model_fitted,selected_method,auprc,auroc,f1,threshold
butyrate_assembly_2021,distributed_pairs,0.2,183,5,4,3,100,73,selected_unsupervised,True,PLNNetwork,0.7792552303984817,0.5616438356164384,0.5217391304347826,0.563076923076923
butyrate_assembly_2021,distributed_pairs,0.2,183,5,4,3,100,73,network_scores,True,,0.7438901168703467,0.5514967021816337,0.5263157894736842,0.4984899381065763
butyrate_assembly_2021,distributed_pairs,0.2,183,5,4,3,100,73,direct_abundance,True,,0.6780519885438735,0.39370877727042114,0.7721518987341772,0.4925089871015505
butyrate_assembly_2021,distributed_pairs,0.2,183,5,4,3,100,73,combined,True,,0.6937363178520137,0.40842212075088785,0.779874213836478,0.4913687825635561
butyrate_assembly_2021,taxon_panel,0.2,184,5,4,4,66,47,selected_unsupervised,False,Mean rank,0.7034161859558905,0.48544232922732367,0.8363636363636363,0.19794871794871802
butyrate_assembly_2021,taxon_panel,0.2,184,5,4,4,66,47,network_scores,False,,0.7121212121212122,0.5,0.831858407079646,1.0
butyrate_assembly_2021,taxon_panel,0.2,184,5,4,4,66,47,direct_abundance,False,,0.7121212121212122,0.5,0.831858407079646,1.0
butyrate_assembly_2021,taxon_panel,0.2,184,5,4,4,66,47,combined,False,,0.7121212121212122,0.5,0.831858407079646,1.0
butyrate_assembly_2021,distributed_pairs,0.2,184,5,4,4,100,72,selected_unsupervised,False,Mean rank,0.7351412742522115,0.5548115079365079,0.8421052631578947,0.16666666666666666
butyrate_assembly_2021,distributed_pairs,0.2,184,5,4,4,100,72,network_scores,False,,0.72,0.5,0.8372093023255814,1.0
butyrate_assembly_2021,distributed_pairs,0.2,184,5,4,4,100,72,direct_abundance,False,,0.72,0.5,0.8372093023255814,1.0
butyrate_assembly_2021,distributed_pairs,0.2,184,5,4,4,100,72,combined,False,,0.72,0.5,0.8372093023255814,1.0
butyrate_assembly_2021,taxon_panel,0.2,185,5,4,3,68,48,selected_unsupervised,True,SparCC,0.8124078060432149,0.6010416666666667,0.7422680412371134,0.310769230769231
butyrate_assembly_2021,taxon_panel,0.2,185,5,4,3,68,48,network_scores,True,,0.710596225675983,0.5270833333333333,0.8245614035087719,0.49674595845508124
butyrate_assembly_2021,taxon_panel,0.2,185,5,4,3,68,48,direct_abundance,True,,0.6776057468981255,0.44583333333333336,0.2711864406779661,0.49170575687499257
butyrate_assembly_2021,taxon_panel,0.2,185,5,4,3,68,48,combined,True,,0.6542989798145452,0.4302083333333333,0.3333333333333333,0.49351748793983197
butyrate_assembly_2021,distributed_pairs,0.2,185,5,4,2,100,74,selected_unsupervised,True,Poisson GLMNet,0.6801371072172162,0.4087837837837838,0.4074074074074074,0.618461538461539
butyrate_assembly_2021,distributed_pairs,0.2,185,5,4,2,100,74,network_scores,True,,0.693969098563954,0.39501039501039503,0.24444444444444444,0.5058337480177897
butyrate_assembly_2021,distributed_pairs,0.2,185,5,4,2,100,74,direct_abundance,True,,0.7950371825978273,0.5883575883575884,0.4528301886792453,0.5160858969962318
butyrate_assembly_2021,distributed_pairs,0.2,185,5,4,2,100,74,combined,True,,0.7556428069752696,0.5067567567567568,0.2696629213483146,0.5228250743883499
butyrate_assembly_2021,taxon_panel,0.2,187,5,4,3,67,48,selected_unsupervised,True,Mean rank,0.7257289485364438,0.53125,0.8076923076923077,0.3097435897435897
butyrate_assembly_2021,taxon_panel,0.2,187,5,4,3,67,48,network_scores,True,,0.712644060139369,0.5142543859649124,0.7843137254901961,0.50051544151699
butyrate_assembly_2021,taxon_panel,0.2,187,5,4,3,67,48,direct_abundance,True,,0.7033644519209631,0.368421052631579,0.34285714285714286,0.5026598054740727
butyrate_assembly_2021,taxon_panel,0.2,187,5,4,3,67,48,combined,True,,0.7130040795393162,0.3826754385964912,0.3888888888888889,0.5064120405872413
butyrate_assembly_2021,distributed_pairs,0.2,187,5,4,3,100,73,selected_unsupervised,True,SparCC,0.8089188773590106,0.5778792491121258,0.5862068965517241,0.609230769230769
butyrate_assembly_2021,distributed_pairs,0.2,187,5,4,3,100,73,network_scores,True,,0.7702875339292403,0.5591070522577373,0.6349206349206349,0.5009732248469488
butyrate_assembly_2021,distributed_pairs,0.2,187,5,4,3,100,73,direct_abundance,True,,0.8223838801082497,0.6179604261796042,0.584070796460177,0.5024203256320396
butyrate_assembly_2021,distributed_pairs,0.2,187,5,4,3,100,73,combined,True,,0.8042976127456003,0.602232369355657,0.6065573770491803,0.5033100339991942
butyrate_assembly_2021,taxon_panel,0.2,188,5,7,3,52,36,selected_unsupervised,True,SparCC,0.7408894970893551,0.53125,0.1951219512195122,0.812307692307692
butyrate_assembly_2021,taxon_panel,0.2,188,5,7,3,52,36,network_scores,True,,0.7540318465130988,0.5711805555555556,0.40816326530612246,0.5096148920792193
butyrate_assembly_2021,taxon_panel,0.2,188,5,7,3,52,36,direct_abundance,True,,0.7662457775508147,0.5329861111111112,0.6376811594202898,0.5041863217516599
butyrate_assembly_2021,taxon_panel,0.2,188,5,7,3,52,36,combined,True,,0.7894854657936323,0.560763888888889,0.684931506849315,0.5010693716271679
butyrate_assembly_2021,distributed_pairs,0.2,188,5,7,6,97,70,selected_unsupervised,True,Mean rank,0.7193110862416475,0.5349206349206349,0.7702702702702703,0.32102564102564096
butyrate_assembly_2021,distributed_pairs,0.2,188,5,7,6,97,70,network_scores,True,,0.7010707575951929,0.4783068783068783,0.7619047619047619,0.4919064068371446
butyrate_assembly_2021,distributed_pairs,0.2,188,5,7,6,97,70,direct_abundance,True,,0.7446440945182451,0.5190476190476191,0.810126582278481,0.46088386262312614
butyrate_assembly_2021,distributed_pairs,0.2,188,5,7,6,97,70,combined,True,,0.7446877930729641,0.5100529100529101,0.8176100628930818,0.455156398064388
butyrate_assembly_2021,taxon_panel,0.2,189,5,7,6,52,30,selected_unsupervised,True,Poisson GLMNet,0.5445595704606225,0.46818181818181814,0.7317073170731707,0.1
butyrate_assembly_2021,taxon_panel,0.2,189,5,7,6,52,30,network_scores,True,,0.5476493935683369,0.4484848484848485,0.7317073170731707,0.49287031920354757
butyrate_assembly_2021,taxon_panel,0.2,189,5,7,6,52,30,direct_abundance,True,,0.6285223897304453,0.509090909090909,0.7341772151898734,0.460927984078759
butyrate_assembly_2021,taxon_panel,0.2,189,5,7,6,52,30,combined,True,,0.642022287795055,0.49090909090909085,0.7407407407407407,0.45823356048898944
butyrate_assembly_2021,distributed_pairs,0.2,189,5,7,5,97,71,selected_unsupervised,True,PLNNetwork,0.7901292735896215,0.5780065005417119,0.8452380952380952,0.172307692307692
butyrate_assembly_2021,distributed_pairs,0.2,189,5,7,5,97,71,network_scores,True,,0.6993173074381939,0.4626218851570964,0.5614035087719298,0.49853460291352675
butyrate_assembly_2021,distributed_pairs,0.2,189,5,7,5,97,71,direct_abundance,True,,0.8118119867495641,0.6235102925243771,0.7480916030534351,0.49546430825193905
butyrate_assembly_2021,distributed_pairs,0.2,189,5,7,5,97,71,combined,True,,0.8164353010187795,0.611050920910076,0.732824427480916,0.4957374190171596
butyrate_assembly_2021,taxon_panel,0.2,190,5,4,4,65,42,selected_unsupervised,False,Mean rank,0.6512490551216987,0.5248447204968945,0.6341463414634146,0.36717948717948695
butyrate_assembly_2021,taxon_panel,0.2,190,5,4,4,65,42,network_scores,False,,0.6461538461538462,0.5,0.7850467289719626,1.0
butyrate_assembly_2021,taxon_panel,0.2,190,5,4,4,65,42,direct_abundance,False,,0.6461538461538462,0.5,0.7850467289719626,1.0
butyrate_assembly_2021,taxon_panel,0.2,190,5,4,4,65,42,combined,False,,0.6461538461538462,0.5,0.7850467289719626,1.0
butyrate_assembly_2021,distributed_pairs,0.2,190,5,4,2,100,74,selected_unsupervised,True,SparCC,0.8077481157283114,0.5660083160083159,0.7361111111111112,0.310769230769231
butyrate_assembly_2021,distributed_pairs,0.2,190,5,4,2,100,74,network_scores,True,,0.8256019059776956,0.5951143451143451,0.35789473684210527,0.5086089625687256
butyrate_assembly_2021,distributed_pairs,0.2,190,5,4,2,100,74,direct_abundance,True,,0.754077790514798,0.48128898128898123,0.2978723404255319,0.513272649294574
butyrate_assembly_2021,distributed_pairs,0.2,190,5,4,2,100,74,combined,True,,0.8034650179176979,0.5223492723492723,0.3617021276595745,0.5213337145330044
butyrate_assembly_2021,taxon_panel,0.2,195,5,4,3,67,46,selected_unsupervised,True,Poisson GLMNet,0.6211142676205885,0.38768115942028986,0.5853658536585366,0.326153846153846
butyrate_assembly_2021,taxon_panel,0.2,195,5,4,3,67,46,network_scores,True,,0.636938685756106,0.35714285714285715,0.49382716049382713,0.4951414878658548
butyrate_assembly_2021,taxon_panel,0.2,195,5,4,3,67,46,direct_abundance,True,,0.6827102454138777,0.39337474120082816,0.5517241379310345,0.495409512098419
butyrate_assembly_2021,taxon_panel,0.2,195,5,4,3,67,46,combined,True,,0.676625168570944,0.38095238095238104,0.5,0.5025970230988472
butyrate_assembly_2021,distributed_pairs,0.2,195,5,4,3,100,73,selected_unsupervised,True,PLNNetwork,0.7780815376139691,0.5682394723490614,0.6507936507936508,0.470769230769231
butyrate_assembly_2021,distributed_pairs,0.2,195,5,4,3,100,73,network_scores,True,,0.7857221875424929,0.5509893455098934,0.3333333333333333,0.5023486332820146
butyrate_assembly_2021,distributed_pairs,0.2,195,5,4,3,100,73,direct_abundance,True,,0.7633565249744081,0.5575849822425165,0.6666666666666666,0.5170820410300884
butyrate_assembly_2021,distributed_pairs,0.2,195,5,4,3,100,73,combined,True,,0.7652097804467233,0.5677321156773212,0.6666666666666666,0.5192337018388031
butyrate_assembly_2021,taxon_panel,0.2,196,5,4,4,67,47,selected_unsupervised,False,Mean rank,0.7015998036322225,0.5186170212765957,0.8363636363636363,0.20461538461538467
butyrate_assembly_2021,taxon_panel,0.2,196,5,4,4,67,47,network_scores,False,,0.7014925373134329,0.5,0.8245614035087719,1.0
butyrate_assembly_2021,taxon_panel,0.2,196,5,4,4,67,47,direct_abundance,False,,0.7014925373134329,0.5,0.8245614035087719,1.0
butyrate_assembly_2021,taxon_panel,0.2,196,5,4,4,67,47,combined,False,,0.7014925373134329,0.5,0.8245614035087719,1.0
butyrate_assembly_2021,distributed_pairs,0.2,196,5,4,3,100,73,selected_unsupervised,True,Poisson GLMNet,0.6673988570997293,0.40410958904109584,0.5950413223140496,0.427692307692308
butyrate_assembly_2021,distributed_pairs,0.2,196,5,4,3,100,73,network_scores,True,,0.7063976498540876,0.48503297818366314,0.7567567567567568,0.4938987960326705
butyrate_assembly_2021,distributed_pairs,0.2,196,5,4,3,100,73,direct_abundance,True,,0.7921754898227189,0.6296296296296297,0.45098039215686275,0.5011010077463783
butyrate_assembly_2021,distributed_pairs,0.2,196,5,4,3,100,73,combined,True,,0.8094814393374903,0.6169457128361239,0.5964912280701754,0.49554375323191213
butyrate_assembly_2021,taxon_panel,0.2,197,5,4,0,68,59,selected_unsupervised,False,Mean rank,0.8604575094028606,0.4915254237288136,0.38961038961038963,0.6358974358974361
butyrate_assembly_2021,taxon_panel,0.2,197,5,4,0,68,59,network_scores,False,,0.8676470588235294,0.5,0.0,5e-324
butyrate_assembly_2021,taxon_panel,0.2,197,5,4,0,68,59,direct_abundance,False,,0.8676470588235294,0.5,0.0,5e-324
butyrate_assembly_2021,taxon_panel,0.2,197,5,4,0,68,59,combined,False,,0.8676470588235294,0.5,0.0,5e-324
butyrate_assembly_2021,distributed_pairs,0.2,197,5,4,0,100,76,selected_unsupervised,False,Mean rank,0.7584424853945123,0.5241228070175439,0.3883495145631068,0.6287179487179491
butyrate_assembly_2021,distributed_pairs,0.2,197,5,4,0,100,76,network_scores,False,,0.76,0.5,0.0,5e-324
butyrate_assembly_2021,distributed_pairs,0.2,197,5,4,0,100,76,direct_abundance,False,,0.76,0.5,0.0,5e-324
butyrate_assembly_2021,distributed_pairs,0.2,197,5,4,0,100,76,combined,False,,0.76,0.5,0.0,5e-324
butyrate_assembly_2021,taxon_panel,0.2,198,5,4,4,66,45,selected_unsupervised,False,Mean rank,0.6905249941883431,0.5502645502645503,0.6588235294117647,0.37846153846153835
butyrate_assembly_2021,taxon_panel,0.2,198,5,4,4,66,45,network_scores,False,,0.6818181818181818,0.5,0.8108108108108109,1.0
butyrate_assembly_2021,taxon_panel,0.2,198,5,4,4,66,45,direct_abundance,False,,0.6818181818181818,0.5,0.8108108108108109,1.0
butyrate_assembly_2021,taxon_panel,0.2,198,5,4,4,66,45,combined,False,,0.6818181818181818,0.5,0.8108108108108109,1.0
butyrate_assembly_2021,distributed_pairs,0.2,198,5,4,3,100,73,selected_unsupervised,True,SparCC,0.8117701479252888,0.589041095890411,0.7843137254901961,0.196923076923077
butyrate_assembly_2021,distributed_pairs,0.2,198,5,4,3,100,73,network_scores,True,,0.8198111041662774,0.5859969558599696,0.6341463414634146,0.4989957166437833
butyrate_assembly_2021,distributed_pairs,0.2,198,5,4,3,100,73,direct_abundance,True,,0.7357673097765136,0.4946727549467275,0.7123287671232876,0.48957566122879803
butyrate_assembly_2021,distributed_pairs,0.2,198,5,4,3,100,73,combined,True,,0.7613254110406591,0.5068493150684932,0.7034482758620689,0.48913546345502634
butyrate_assembly_2021,taxon_panel,0.2,199,5,6,6,54,32,selected_unsupervised,False,Mean rank,0.5692192299643514,0.5035511363636364,0.7272727272727273,0.307179487179487
butyrate_assembly_2021,taxon_panel,0.2,199,5,6,6,54,32,network_scores,False,,0.5925925925925926,0.5,0.7441860465116279,1.0
butyrate_assembly_2021,taxon_panel,0.2,199,5,6,6,54,32,direct_abundance,False,,0.5925925925925926,0.5,0.7441860465116279,1.0
butyrate_assembly_2021,taxon_panel,0.2,199,5,6,6,54,32,combined,False,,0.5925925925925926,0.5,0.7441860465116279,1.0
butyrate_assembly_2021,distributed_pairs,0.2,199,5,6,4,98,72,selected_unsupervised,True,PLNNetwork,0.7905726649276734,0.579594017094017,0.8470588235294118,0.172307692307692
butyrate_assembly_2021,distributed_pairs,0.2,199,5,6,4,98,72,network_scores,True,,0.6888378168837224,0.4439102564102564,0.7662337662337663,0.4980376353928759
butyrate_assembly_2021,distributed_pairs,0.2,199,5,6,4,98,72,direct_abundance,True,,0.7030070311725307,0.4460470085470085,0.4230769230769231,0.5039764339468333
butyrate_assembly_2021,distributed_pairs,0.2,199,5,6,4,98,72,combined,True,,0.7165319951942076,0.4561965811965812,0.5517241379310345,0.502203809186733
butyrate_assembly_2021,taxon_panel,0.4,2,10,5,3,51,33,selected_unsupervised,True,SparCC,0.79429123074805,0.6683501683501682,0.6785714285714286,0.661538461538462
butyrate_assembly_2021,taxon_panel,0.4,2,10,5,3,51,33,network_scores,True,,0.7754966293081983,0.6464646464646465,0.1111111111111111,0.5025656601612027
butyrate_assembly_2021,taxon_panel,0.4,2,10,5,3,51,33,direct_abundance,True,,0.6613428947740876,0.44276094276094274,0.2,0.4902945290644339
butyrate_assembly_2021,taxon_panel,0.4,2,10,5,3,51,33,combined,True,,0.7050928888339858,0.4949494949494949,0.058823529411764705,0.49879576949486304
butyrate_assembly_2021,distributed_pairs,0.4,2,10,5,4,99,72,selected_unsupervised,True,SparCC,0.8130173590147524,0.5967078189300412,0.8421052631578947,0.0153846153846154
butyrate_assembly_2021,distributed_pairs,0.4,2,10,5,4,99,72,network_scores,True,,0.7292461832617647,0.48919753086419754,0.592,0.5009505125999862
butyrate_assembly_2021,distributed_pairs,0.4,2,10,5,4,99,72,direct_abundance,True,,0.7941171520718686,0.6044238683127571,0.8363636363636363,0.4891868149611364
butyrate_assembly_2021,distributed_pairs,0.4,2,10,5,4,99,72,combined,True,,0.7899353521071484,0.6219135802469136,0.8363636363636363,0.4927128593527745
butyrate_assembly_2021,taxon_panel,0.4,3,10,29,24,10,8,selected_unsupervised,True,SparCC,0.9085317460317461,0.625,0.8888888888888888,0.0215384615384615
butyrate_assembly_2021,taxon_panel,0.4,3,10,29,24,10,8,network_scores,True,,0.8802579365079366,0.5,0.8235294117647058,0.471310305492098
butyrate_assembly_2021,taxon_panel,0.4,3,10,29,24,10,8,direct_abundance,True,,0.7885912698412698,0.25,0.36363636363636365,0.4432287838018771
butyrate_assembly_2021,taxon_panel,0.4,3,10,29,24,10,8,combined,True,,0.7885912698412698,0.25,0.0,0.4732749033359352
butyrate_assembly_2021,distributed_pairs,0.4,3,10,29,22,75,54,selected_unsupervised,True,SparCC,0.8007717601442805,0.5749559082892416,0.8095238095238095,0.04
butyrate_assembly_2021,distributed_pairs,0.4,3,10,29,22,75,54,network_scores,True,,0.8193839694319546,0.5881834215167548,0.7719298245614035,0.4847222331071152
butyrate_assembly_2021,distributed_pairs,0.4,3,10,29,22,75,54,direct_abundance,True,,0.7923599589001624,0.6596119929453264,0.8245614035087719,0.47800886273613213
butyrate_assembly_2021,distributed_pairs,0.4,3,10,29,22,75,54,combined,True,,0.8126543895572496,0.6834215167548501,0.8547008547008547,0.4724753288074895
butyrate_assembly_2021,taxon_panel,0.4,4,10,6,4,51,35,selected_unsupervised,True,SparCC,0.8029195407349964,0.6089285714285715,0.5555555555555556,0.64
butyrate_assembly_2021,taxon_panel,0.4,4,10,6,4,51,35,network_scores,True,,0.7745517403948412,0.6464285714285715,0.6440677966101694,0.502343682151278
butyrate_assembly_2021,taxon_panel,0.4,4,10,6,4,51,35,direct_abundance,True,,0.6141446742905289,0.3607142857142857,0.0,0.48868873332425583
butyrate_assembly_2021,taxon_panel,0.4,4,10,6,4,51,35,combined,True,,0.6187317570215587,0.37857142857142856,0.0,0.4936486807427814
butyrate_assembly_2021,distributed_pairs,0.4,4,10,6,2,98,74,selected_unsupervised,True,SparCC,0.820552458948262,0.5681306306306306,0.628099173553719,0.584615384615385
butyrate_assembly_2021,distributed_pairs,0.4,4,10,6,2,98,74,network_scores,True,,0.7234061196505824,0.40315315315315314,0.20454545454545456,0.5040815768800024
butyrate_assembly_2021,distributed_pairs,0.4,4,10,6,2,98,74,direct_abundance,True,,0.8410944697470628,0.5861486486486487,0.48,0.5118532633627487
butyrate_assembly_2021,distributed_pairs,0.4,4,10,6,2,98,74,combined,True,,0.832481168127734,0.5574324324324325,0.3516483516483517,0.5157551952132202
butyrate_assembly_2021,taxon_panel,0.4,5,10,15,12,41,31,selected_unsupervised,True,SparCC,0.8416467614165777,0.6096774193548388,0.8307692307692308,0.196923076923077
butyrate_assembly_2021,taxon_panel,0.4,5,10,15,12,41,31,network_scores,True,,0.8145928717045076,0.596774193548387,0.8732394366197183,0.4889460577382397
butyrate_assembly_2021,taxon_panel,0.4,5,10,15,12,41,31,direct_abundance,True,,0.8065611448898965,0.5096774193548387,0.6779661016949152,0.47522888581624045
butyrate_assembly_2021,taxon_panel,0.4,5,10,15,12,41,31,combined,True,,0.8373256905780396,0.5580645161290323,0.8115942028985508,0.4697057230653117
butyrate_assembly_2021,distributed_pairs,0.4,5,10,15,9,89,67,selected_unsupervised,True,Poisson GLMNet,0.6741713302192769,0.36567164179104483,0.5,0.535384615384615
butyrate_assembly_2021,distributed_pairs,0.4,5,10,15,9,89,67,network_scores,True,,0.668168264334434,0.36092265943012214,0.5283018867924528,0.5014791698931682
butyrate_assembly_2021,distributed_pairs,0.4,5,10,15,9,89,67,direct_abundance,True,,0.7644138492479189,0.5366350067842605,0.5050505050505051,0.5018309821952143
butyrate_assembly_2021,distributed_pairs,0.4,5,10,15,9,89,67,combined,True,,0.768166446677669,0.5257801899592944,0.5346534653465347,0.5009829995492259
butyrate_assembly_2021,taxon_panel,0.4,7,10,17,14,36,21,selected_unsupervised,True,SparCC,0.6764930683488108,0.4984126984126984,0.6666666666666666,0.116923076923077
butyrate_assembly_2021,taxon_panel,0.4,7,10,17,14,36,21,network_scores,True,,0.5862080641214553,0.4222222222222223,0.625,0.4879184284692277
butyrate_assembly_2021,taxon_panel,0.4,7,10,17,14,36,21,direct_abundance,True,,0.6576272609118006,0.5047619047619047,0.6538461538461539,0.4590088525915222
butyrate_assembly_2021,taxon_panel,0.4,7,10,17,14,36,21,combined,True,,0.6437861275639261,0.4952380952380952,0.5714285714285714,0.45743805152374467
butyrate_assembly_2021,distributed_pairs,0.4,7,10,17,11,87,65,selected_unsupervised,True,SparCC,0.8211586764101537,0.5853146853146854,0.8552631578947368,0.0153846153846154
butyrate_assembly_2021,distributed_pairs,0.4,7,10,17,11,87,65,network_scores,True,,0.7551116087019454,0.5314685314685315,0.8551724137931035,0.49411752399380654
butyrate_assembly_2021,distributed_pairs,0.4,7,10,17,11,87,65,direct_abundance,True,,0.7773541725657775,0.5566433566433566,0.6486486486486487,0.4863547405176226
butyrate_assembly_2021,distributed_pairs,0.4,7,10,17,11,87,65,combined,True,,0.7840645126601071,0.5650349650349651,0.7068965517241379,0.48646519578094827
butyrate_assembly_2021,taxon_panel,0.4,8,10,15,12,38,26,selected_unsupervised,True,PLNNetwork,0.7760564740370233,0.5993589743589745,0.8125,0.172307692307692
butyrate_assembly_2021,taxon_panel,0.4,8,10,15,12,38,26,network_scores,True,,0.7046087319047184,0.4551282051282052,0.6530612244897959,0.4866859021185817
butyrate_assembly_2021,taxon_panel,0.4,8,10,15,12,38,26,direct_abundance,True,,0.8664790743094362,0.6955128205128206,0.7450980392156863,0.4885752241911046
butyrate_assembly_2021,taxon_panel,0.4,8,10,15,12,38,26,combined,True,,0.7840552812522311,0.5737179487179487,0.64,0.4754611812681988
butyrate_assembly_2021,distributed_pairs,0.4,8,10,15,14,89,62,selected_unsupervised,True,SparCC,0.7855486049658882,0.5955794504181602,0.8053691275167785,0.0215384615384615
butyrate_assembly_2021,distributed_pairs,0.4,8,10,15,14,89,62,network_scores,True,,0.7041547203829779,0.4994026284348865,0.7910447761194029,0.4884136284137676
butyrate_assembly_2021,distributed_pairs,0.4,8,10,15,14,89,62,direct_abundance,True,,0.8395999127122262,0.6810035842293908,0.8243243243243243,0.44851476342730473
butyrate_assembly_2021,distributed_pairs,0.4,8,10,15,14,89,62,combined,True,,0.8127930507651646,0.6469534050179212,0.8275862068965517,0.45469396424022535
butyrate_assembly_2021,taxon_panel,0.4,9,10,6,4,52,38,selected_unsupervised,True,PLNNetwork,0.7416294734087349,0.5291353383458647,0.6363636363636364,0.470769230769231
butyrate_assembly_2021,taxon_panel,0.4,9,10,6,4,52,38,network_scores,True,,0.7562739530475869,0.481203007518797,0.14285714285714285,0.4996372567706986
butyrate_assembly_2021,taxon_panel,0.4,9,10,6,4,52,38,direct_abundance,True,,0.5984816765887574,0.23496240601503757,0.0,0.49673152337463966
butyrate_assembly_2021,taxon_panel,0.4,9,10,6,4,52,38,combined,True,,0.6045245530737204,0.2462406015037594,0.0,0.4970757762572267
butyrate_assembly_2021,distributed_pairs,0.4,9,10,6,3,98,73,selected_unsupervised,True,SparCC,0.8310462692325806,0.6016438356164383,0.2558139534883721,0.852307692307692
butyrate_assembly_2021,distributed_pairs,0.4,9,10,6,3,98,73,network_scores,True,,0.8187786713909888,0.6147945205479453,0.3695652173913043,0.5004271936381086
butyrate_assembly_2021,distributed_pairs,0.4,9,10,6,3,98,73,direct_abundance,True,,0.7874508810206882,0.5353424657534247,0.5982905982905983,0.5166346817763859
butyrate_assembly_2021,distributed_pairs,0.4,9,10,6,3,98,73,combined,True,,0.7884511933758445,0.5364383561643835,0.5862068965517241,0.517392750407824
butyrate_assembly_2021,taxon_panel,0.4,11,10,14,12,40,24,selected_unsupervised,True,Poisson GLMNet,0.6517286173281722,0.5911458333333334,0.75,0.1
butyrate_assembly_2021,taxon_panel,0.4,11,10,14,12,40,24,network_scores,True,,0.7240296896188456,0.5833333333333333,0.7301587301587301,0.48645447904604006
butyrate_assembly_2021,taxon_panel,0.4,11,10,14,12,40,24,direct_abundance,True,,0.7936900580428057,0.6796875,0.7741935483870968,0.4392808881681159
butyrate_assembly_2021,taxon_panel,0.4,11,10,14,12,40,24,combined,True,,0.7932754788898538,0.6770833333333334,0.7619047619047619,0.42936539517876265
butyrate_assembly_2021,distributed_pairs,0.4,11,10,14,11,90,65,selected_unsupervised,True,SparCC,0.8054454123428683,0.5944615384615384,0.8108108108108109,0.0892307692307692
butyrate_assembly_2021,distributed_pairs,0.4,11,10,14,11,90,65,network_scores,True,,0.7214045967885243,0.5003076923076923,0.8311688311688312,0.49278926260920985
butyrate_assembly_2021,distributed_pairs,0.4,11,10,14,11,90,65,direct_abundance,True,,0.809891014144001,0.6633846153846155,0.8513513513513513,0.47123641003689604
butyrate_assembly_2021,distributed_pairs,0.4,11,10,14,11,90,65,combined,True,,0.8246727358010215,0.659076923076923,0.8356164383561644,0.47540718791353964
butyrate_assembly_2021,taxon_panel,0.4,13,10,19,12,27,25,selected_unsupervised,True,PLNNetwork,0.9348810901287683,0.38,0.9615384615384616,0.172307692307692
butyrate_assembly_2021,taxon_panel,0.4,13,10,19,12,27,25,network_scores,True,,0.8937310787874526,0.2,0.875,0.49129141620478245
butyrate_assembly_2021,taxon_panel,0.4,13,10,19,12,27,25,direct_abundance,True,,0.9783121561208519,0.74,0.9615384615384616,0.4892992441100622
butyrate_assembly_2021,taxon_panel,0.4,13,10,19,12,27,25,combined,True,,0.9488084458648196,0.48,0.9411764705882353,0.4886860950374183
butyrate_assembly_2021,distributed_pairs,0.4,13,10,19,16,85,60,selected_unsupervised,True,Mean rank,0.715254067118584,0.5313333333333333,0.8333333333333334,0.16666666666666666
butyrate_assembly_2021,distributed_pairs,0.4,13,10,19,16,85,60,network_scores,True,,0.7486609791711962,0.5593333333333333,0.8391608391608392,0.48447685516958433
butyrate_assembly_2021,distributed_pairs,0.4,13,10,19,16,85,60,direct_abundance,True,,0.6529057776016041,0.41733333333333333,0.8057553956834532,0.4578371874076738
butyrate_assembly_2021,distributed_pairs,0.4,13,10,19,16,85,60,combined,True,,0.6547583765621902,0.44799999999999995,0.8,0.45168809738715404
butyrate_assembly_2021,taxon_panel,0.4,14,10,22,16,25,19,selected_unsupervised,True,SparCC,0.8686243238093561,0.6228070175438596,0.8372093023255814,0.0184615384615385
butyrate_assembly_2021,taxon_panel,0.4,14,10,22,16,25,19,network_scores,True,,0.8827626039322201,0.7105263157894737,0.8717948717948718,0.49220664336799747
butyrate_assembly_2021,taxon_panel,0.4,14,10,22,16,25,19,direct_abundance,True,,0.7999808389136132,0.6491228070175439,0.4,0.49695392739869015
butyrate_assembly_2021,taxon_panel,0.4,14,10,22,16,25,19,combined,True,,0.8382678443058815,0.6754385964912282,0.5714285714285714,0.4919417562210148
butyrate_assembly_2021,distributed_pairs,0.4,14,10,22,17,82,59,selected_unsupervised,True,Poisson GLMNet,0.6590000942084613,0.4134119380987472,0.8368794326241135,0.1
butyrate_assembly_2021,distributed_pairs,0.4,14,10,22,17,82,59,network_scores,True,,0.6816204773537591,0.41414885777450255,0.7751937984496124,0.495327618206809
butyrate_assembly_2021,distributed_pairs,0.4,14,10,22,17,82,59,direct_abundance,True,,0.7793651594331108,0.6204863669859986,0.7758620689655172,0.4795853145555651
butyrate_assembly_2021,distributed_pairs,0.4,14,10,22,17,82,59,combined,True,,0.7761687200754391,0.6109064112011791,0.7543859649122807,0.48071895829119765
butyrate_assembly_2021,taxon_panel,0.4,15,10,21,13,27,24,selected_unsupervised,True,SparCC,0.9291908525132628,0.5833333333333334,0.9411764705882353,0.0215384615384615
butyrate_assembly_2021,taxon_panel,0.4,15,10,21,13,27,24,network_scores,True,,0.903956799357383,0.4027777777777778,0.875,0.493228284063991
butyrate_assembly_2021,taxon_panel,0.4,15,10,21,13,27,24,direct_abundance,True,,0.9749450446619058,0.8333333333333333,0.9130434782608695,0.48458989038349687
butyrate_assembly_2021,taxon_panel,0.4,15,10,21,13,27,24,combined,True,,0.9638670023338635,0.7777777777777779,0.9583333333333334,0.4764343660023042
