method,n_samples,n_taxa,tested_pairs,positive_pairs,neutral_pairs,average_precision,auroc,native_selected_edges,native_density,native_precision,native_recall,native_f1,density_matched_edges,density_matched_precision,density_matched_recall,density_matched_f1,runtime_seconds
pln,166,9,36,35,1,0.9586206588151924,0.2,31,0.8611111111111112,0.967741935483871,0.8571428571428571,0.909090909090909,35,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.642
glmnet,166,9,36,35,1,0.9975496865412832,0.9142857142857143,36,1.0,0.9722222222222222,1.0,0.9859154929577464,35,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.307
spieceasi,166,9,36,35,1,0.973015873015873,0.5142857142857142,1,0.027777777777777776,1.0,0.02857142857142857,0.05555555555555556,35,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.257
spring,166,9,36,35,1,0.9722222222222222,0.5,0,0.0,,0.0,,35,0.9714285714285714,0.9714285714285714,0.9714285714285714,1.583
sparcc,166,9,36,35,1,0.9715878445239747,0.34285714285714286,0,0.0,,0.0,,35,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.05
