analysis_set,repeat,budget_fraction,budget_pairs,calibration_pool_pairs,calibration_taxa,test_taxa,test_pairs,test_positives,method,auprc,auroc,model_fitted
butyrate_assembly_2021,0,0.0,0,50,16,10,9,2,PLNNetwork,0.2222222222222222,0.2142857142857143,False
butyrate_assembly_2021,0,0.0,0,50,16,10,9,2,Poisson GLMNet,0.5833333333333333,0.8571428571428572,False
butyrate_assembly_2021,0,0.0,0,50,16,10,9,2,SparCC,0.1736111111111111,0.0,False
butyrate_assembly_2021,0,0.0,0,50,16,10,9,2,Mean rank,0.24285714285714285,0.35714285714285715,False
butyrate_assembly_2021,0,0.0,0,50,16,10,9,2,SPIEC-EASI,0.2222222222222222,0.5,False
butyrate_assembly_2021,0,0.2,10,50,16,10,9,2,Supervised combined,0.39285714285714285,0.5714285714285714,True
butyrate_assembly_2021,0,0.4,20,50,16,10,9,2,Supervised combined,0.6428571428571428,0.6428571428571428,True
butyrate_assembly_2021,0,0.6,30,50,16,10,9,2,Supervised combined,0.45,0.7142857142857142,True
butyrate_assembly_2021,0,0.8,40,50,16,10,9,2,Supervised combined,0.41666666666666663,0.6428571428571429,True
butyrate_assembly_2021,1,0.0,0,49,16,10,8,4,PLNNetwork,0.4583333333333333,0.21875,False
butyrate_assembly_2021,1,0.0,0,49,16,10,8,4,Poisson GLMNet,0.4583333333333333,0.3125,False
butyrate_assembly_2021,1,0.0,0,49,16,10,8,4,SparCC,0.5,0.375,False
butyrate_assembly_2021,1,0.0,0,49,16,10,8,4,Mean rank,0.47619047619047616,0.375,False
butyrate_assembly_2021,1,0.0,0,49,16,10,8,4,SPIEC-EASI,0.5,0.5,False
butyrate_assembly_2021,1,0.2,10,49,16,10,8,4,Supervised combined,0.7708333333333333,0.75,True
butyrate_assembly_2021,1,0.4,20,49,16,10,8,4,Supervised combined,0.5249999999999999,0.5,True
butyrate_assembly_2021,1,0.6,30,49,16,10,8,4,Supervised combined,0.5666666666666667,0.5625,True
butyrate_assembly_2021,1,0.8,40,49,16,10,8,4,Supervised combined,0.6083333333333333,0.625,True
butyrate_assembly_2021,2,0.0,0,39,16,10,14,13,PLNNetwork,0.9890109890109888,0.9230769230769231,False
butyrate_assembly_2021,2,0.0,0,39,16,10,14,13,Poisson GLMNet,0.9826007326007324,0.7692307692307693,False
butyrate_assembly_2021,2,0.0,0,39,16,10,14,13,SparCC,0.9945054945054943,0.9230769230769231,False
butyrate_assembly_2021,2,0.0,0,39,16,10,14,13,Mean rank,0.9999999999999998,1.0,False
butyrate_assembly_2021,2,0.0,0,39,16,10,14,13,SPIEC-EASI,0.9285714285714286,0.5,False
butyrate_assembly_2021,2,0.2,8,39,16,10,14,13,Supervised combined,0.8268028979567441,0.0,True
butyrate_assembly_2021,2,0.4,16,39,16,10,14,13,Supervised combined,0.9101362312900774,0.23076923076923078,True
butyrate_assembly_2021,2,0.6,24,39,16,10,14,13,Supervised combined,0.9751850713389172,0.6923076923076923,True
butyrate_assembly_2021,2,0.8,32,39,16,10,14,13,Supervised combined,0.9674927636466095,0.6153846153846154,True
butyrate_assembly_2021,3,0.0,0,37,16,10,14,12,PLNNetwork,0.8342261904761905,0.33333333333333337,False
butyrate_assembly_2021,3,0.0,0,37,16,10,14,12,Poisson GLMNet,0.9613858363858364,0.75,False
butyrate_assembly_2021,3,0.0,0,37,16,10,14,12,SparCC,0.9437932437932438,0.6666666666666667,False
butyrate_assembly_2021,3,0.0,0,37,16,10,14,12,Mean rank,0.9396897084397086,0.6666666666666667,False
butyrate_assembly_2021,3,0.0,0,37,16,10,14,12,SPIEC-EASI,0.8571428571428571,0.5,False
butyrate_assembly_2021,3,0.2,8,37,16,10,14,12,Supervised combined,0.8280795593295595,0.33333333333333337,True
butyrate_assembly_2021,3,0.4,15,37,16,10,14,12,Supervised combined,0.7775173900173901,0.125,True
butyrate_assembly_2021,3,0.6,23,37,16,10,14,12,Supervised combined,0.8289062789062789,0.25,True
butyrate_assembly_2021,3,0.8,30,37,16,10,14,12,Supervised combined,0.9501063751063753,0.7083333333333334,True
butyrate_assembly_2021,4,0.0,0,28,16,10,20,12,PLNNetwork,0.6471771284271285,0.53125,False
butyrate_assembly_2021,4,0.0,0,28,16,10,20,12,Poisson GLMNet,0.6661871693121694,0.453125,False
butyrate_assembly_2021,4,0.0,0,28,16,10,20,12,SparCC,0.727965431254905,0.5625,False
butyrate_assembly_2021,4,0.0,0,28,16,10,20,12,Mean rank,0.6768217678434397,0.5208333333333333,False
butyrate_assembly_2021,4,0.0,0,28,16,10,20,12,SPIEC-EASI,0.6,0.5,False
butyrate_assembly_2021,4,0.2,6,28,16,10,20,12,Supervised combined,0.6,0.5,False
butyrate_assembly_2021,4,0.4,12,28,16,10,20,12,Supervised combined,0.6780885712871008,0.4375,True
butyrate_assembly_2021,4,0.6,17,28,16,10,20,12,Supervised combined,0.6127429154809186,0.3541666666666667,True
butyrate_assembly_2021,4,0.8,23,28,16,10,20,12,Supervised combined,0.7461212269842301,0.5520833333333334,True
butyrate_assembly_2021,5,0.0,0,45,16,10,9,4,PLNNetwork,0.4583333333333333,0.425,False
butyrate_assembly_2021,5,0.0,0,45,16,10,9,4,Poisson GLMNet,0.8541666666666666,0.85,False
butyrate_assembly_2021,5,0.0,0,45,16,10,9,4,SparCC,0.40128968253968256,0.2,False
butyrate_assembly_2021,5,0.0,0,45,16,10,9,4,Mean rank,0.42658730158730157,0.3,False
butyrate_assembly_2021,5,0.0,0,45,16,10,9,4,SPIEC-EASI,0.4444444444444444,0.5,False
butyrate_assembly_2021,5,0.2,9,45,16,10,9,4,Supervised combined,0.7333333333333333,0.75,True
butyrate_assembly_2021,5,0.4,18,45,16,10,9,4,Supervised combined,0.9166666666666666,0.9,True
butyrate_assembly_2021,5,0.6,27,45,16,10,9,4,Supervised combined,0.5,0.49999999999999994,True
butyrate_assembly_2021,5,0.8,36,45,16,10,9,4,Supervised combined,0.6220238095238095,0.7,True
butyrate_assembly_2021,6,0.0,0,46,16,10,9,4,PLNNetwork,0.5138888888888888,0.5,False
butyrate_assembly_2021,6,0.0,0,46,16,10,9,4,Poisson GLMNet,0.7333333333333333,0.75,False
butyrate_assembly_2021,6,0.0,0,46,16,10,9,4,SparCC,0.49652777777777773,0.4,False
butyrate_assembly_2021,6,0.0,0,46,16,10,9,4,Mean rank,0.6488095238095238,0.55,False
butyrate_assembly_2021,6,0.0,0,46,16,10,9,4,SPIEC-EASI,0.4444444444444444,0.5,False
butyrate_assembly_2021,6,0.2,10,46,16,10,9,4,Supervised combined,0.4154761904761905,0.35,True
butyrate_assembly_2021,6,0.4,19,46,16,10,9,4,Supervised combined,0.5666666666666667,0.6,True
butyrate_assembly_2021,6,0.6,28,46,16,10,9,4,Supervised combined,0.6083333333333333,0.7,True
butyrate_assembly_2021,6,0.8,37,46,16,10,9,4,Supervised combined,0.6458333333333333,0.75,True
butyrate_assembly_2021,7,0.0,0,38,16,10,15,14,PLNNetwork,0.9402468563182849,0.35714285714285715,False
butyrate_assembly_2021,7,0.0,0,38,16,10,15,14,Poisson GLMNet,0.958189033189033,0.5,False
butyrate_assembly_2021,7,0.0,0,38,16,10,15,14,SparCC,0.9650528043385185,0.5714285714285714,False
butyrate_assembly_2021,7,0.0,0,38,16,10,15,14,Mean rank,0.9571162964020106,0.5,False
butyrate_assembly_2021,7,0.0,0,38,16,10,15,14,SPIEC-EASI,0.9333333333333333,0.5,False
butyrate_assembly_2021,7,0.2,8,38,16,10,15,14,Supervised combined,0.937983643340786,0.35714285714285715,True
butyrate_assembly_2021,7,0.4,16,38,16,10,15,14,Supervised combined,0.937983643340786,0.35714285714285715,True
butyrate_assembly_2021,7,0.6,23,38,16,10,15,14,Supervised combined,0.937983643340786,0.35714285714285715,True
butyrate_assembly_2021,7,0.8,31,38,16,10,15,14,Supervised combined,0.9481877249734392,0.42857142857142855,True
butyrate_assembly_2021,8,0.0,0,40,16,10,14,13,PLNNetwork,0.9688311688311686,0.6153846153846154,False
butyrate_assembly_2021,8,0.0,0,40,16,10,14,13,Poisson GLMNet,0.9505494505494505,0.6538461538461539,False
butyrate_assembly_2021,8,0.0,0,40,16,10,14,13,SparCC,0.9751850713389172,0.6923076923076923,False
butyrate_assembly_2021,8,0.0,0,40,16,10,14,13,Mean rank,0.9751850713389172,0.6923076923076923,False
butyrate_assembly_2021,8,0.0,0,40,16,10,14,13,SPIEC-EASI,0.9340659340659341,0.5384615384615384,False
butyrate_assembly_2021,8,0.2,8,40,16,10,14,13,Supervised combined,0.9945054945054943,0.9230769230769231,True
butyrate_assembly_2021,8,0.4,16,40,16,10,14,13,Supervised combined,0.9885883347421807,0.8461538461538461,True
butyrate_assembly_2021,8,0.6,24,40,16,10,14,13,Supervised combined,0.9885883347421807,0.8461538461538461,True
butyrate_assembly_2021,8,0.8,32,40,16,10,14,13,Supervised combined,0.9945054945054943,0.9230769230769231,True
butyrate_assembly_2021,9,0.0,0,52,16,10,7,6,PLNNetwork,0.9150793650793649,0.5,False
butyrate_assembly_2021,9,0.0,0,52,16,10,7,6,Poisson GLMNet,0.9285714285714285,0.75,False
butyrate_assembly_2021,9,0.0,0,52,16,10,7,6,SparCC,0.976190476190476,0.8333333333333334,False
butyrate_assembly_2021,9,0.0,0,52,16,10,7,6,Mean rank,0.976190476190476,0.8333333333333334,False
butyrate_assembly_2021,9,0.0,0,52,16,10,7,6,SPIEC-EASI,0.8809523809523809,0.5833333333333334,False
butyrate_assembly_2021,9,0.2,11,52,16,10,7,6,Supervised combined,0.8178571428571427,0.16666666666666666,True
butyrate_assembly_2021,9,0.4,21,52,16,10,7,6,Supervised combined,0.8734126984126983,0.3333333333333333,True
butyrate_assembly_2021,9,0.6,32,52,16,10,7,6,Supervised combined,0.8734126984126983,0.3333333333333333,True
butyrate_assembly_2021,9,0.8,42,52,16,10,7,6,Supervised combined,0.8734126984126983,0.3333333333333333,True
butyrate_assembly_2021,10,0.0,0,40,16,10,13,12,PLNNetwork,0.9620111370111372,0.5833333333333334,False
butyrate_assembly_2021,10,0.0,0,40,16,10,13,12,Poisson GLMNet,0.9871794871794873,0.9166666666666667,False
butyrate_assembly_2021,10,0.0,0,40,16,10,13,12,SparCC,0.9707362082362084,0.6666666666666666,False
butyrate_assembly_2021,10,0.0,0,40,16,10,13,12,Mean rank,0.9707362082362084,0.6666666666666666,False
butyrate_assembly_2021,10,0.0,0,40,16,10,13,12,SPIEC-EASI,0.9230769230769231,0.5,False
butyrate_assembly_2021,10,0.2,8,40,16,10,13,12,Supervised combined,0.9252666315166315,0.3333333333333333,True
butyrate_assembly_2021,10,0.4,16,40,16,10,13,12,Supervised combined,0.9252666315166315,0.3333333333333333,True
butyrate_assembly_2021,10,0.6,24,40,16,10,13,12,Supervised combined,0.9252666315166315,0.3333333333333333,True
butyrate_assembly_2021,10,0.8,32,40,16,10,13,12,Supervised combined,0.9510602823102824,0.5,True
butyrate_assembly_2021,11,0.0,0,51,16,10,9,1,PLNNetwork,0.1111111111111111,0.25,False
butyrate_assembly_2021,11,0.0,0,51,16,10,9,1,Poisson GLMNet,0.5,0.875,False
butyrate_assembly_2021,11,0.0,0,51,16,10,9,1,SparCC,0.1111111111111111,0.0,False
butyrate_assembly_2021,11,0.0,0,51,16,10,9,1,Mean rank,0.14285714285714285,0.25,False
butyrate_assembly_2021,11,0.0,0,51,16,10,9,1,SPIEC-EASI,0.1111111111111111,0.5,False
butyrate_assembly_2021,11,0.2,11,51,16,10,9,1,Supervised combined,0.5,0.875,True
butyrate_assembly_2021,11,0.4,21,51,16,10,9,1,Supervised combined,1.0,1.0,True
butyrate_assembly_2021,11,0.6,31,51,16,10,9,1,Supervised combined,1.0,1.0,True
butyrate_assembly_2021,11,0.8,41,51,16,10,9,1,Supervised combined,0.5,0.875,True
butyrate_assembly_2021,12,0.0,0,49,16,10,8,7,PLNNetwork,0.8345238095238094,0.14285714285714285,False
butyrate_assembly_2021,12,0.0,0,49,16,10,8,7,Poisson GLMNet,0.8260204081632654,0.14285714285714285,False
butyrate_assembly_2021,12,0.0,0,49,16,10,8,7,SparCC,0.754591836734694,0.0,False
butyrate_assembly_2021,12,0.0,0,49,16,10,8,7,Mean rank,0.754591836734694,0.0,False
butyrate_assembly_2021,12,0.0,0,49,16,10,8,7,SPIEC-EASI,0.875,0.5,False
butyrate_assembly_2021,12,0.2,10,49,16,10,8,7,Supervised combined,0.754591836734694,0.0,True
butyrate_assembly_2021,12,0.4,20,49,16,10,8,7,Supervised combined,0.754591836734694,0.0,True
butyrate_assembly_2021,12,0.6,30,49,16,10,8,7,Supervised combined,0.754591836734694,0.0,True
butyrate_assembly_2021,12,0.8,40,49,16,10,8,7,Supervised combined,0.754591836734694,0.0,True
butyrate_assembly_2021,13,0.0,0,25,16,10,24,23,PLNNetwork,0.9726952821262284,0.4782608695652174,False
butyrate_assembly_2021,13,0.0,0,25,16,10,24,23,Poisson GLMNet,0.9266510708074175,0.13043478260869565,False
butyrate_assembly_2021,13,0.0,0,25,16,10,24,23,SparCC,0.9772001803829922,0.5652173913043478,False
butyrate_assembly_2021,13,0.0,0,25,16,10,24,23,Mean rank,0.9539956071784189,0.30434782608695654,False
butyrate_assembly_2021,13,0.0,0,25,16,10,24,23,SPIEC-EASI,0.9583333333333334,0.5,False
butyrate_assembly_2021,13,0.2,5,25,16,10,24,23,Supervised combined,0.8793061661846302,0.0,True
butyrate_assembly_2021,13,0.4,10,25,16,10,24,23,Supervised combined,0.9264076154599925,0.13043478260869565,True
butyrate_assembly_2021,13,0.6,15,25,16,10,24,23,Supervised combined,0.9155380502426012,0.08695652173913043,True
butyrate_assembly_2021,13,0.8,20,25,16,10,24,23,Supervised combined,0.9155380502426012,0.08695652173913043,True
butyrate_assembly_2021,14,0.0,0,37,16,10,17,11,PLNNetwork,0.7497241320770733,0.6212121212121213,False
butyrate_assembly_2021,14,0.0,0,37,16,10,17,11,Poisson GLMNet,0.6451773271291988,0.5151515151515151,False
butyrate_assembly_2021,14,0.0,0,37,16,10,17,11,SparCC,0.8792127361646078,0.7424242424242423,False
butyrate_assembly_2021,14,0.0,0,37,16,10,17,11,Mean rank,0.8081070444706809,0.6666666666666667,False
butyrate_assembly_2021,14,0.0,0,37,16,10,17,11,SPIEC-EASI,0.6470588235294118,0.5,False
butyrate_assembly_2021,14,0.2,8,37,16,10,17,11,Supervised combined,0.7645594601476955,0.49999999999999994,True
butyrate_assembly_2021,14,0.4,15,37,16,10,17,11,Supervised combined,0.85636058831246,0.6666666666666666,True
butyrate_assembly_2021,14,0.6,23,37,16,10,17,11,Supervised combined,0.7999392318911036,0.5757575757575757,True
butyrate_assembly_2021,14,0.8,30,37,16,10,17,11,Supervised combined,0.9008610373583635,0.7878787878787878,True
butyrate_assembly_2021,15,0.0,0,37,16,10,16,10,PLNNetwork,0.7892316017316017,0.6000000000000001,False
butyrate_assembly_2021,15,0.0,0,37,16,10,16,10,Poisson GLMNet,0.7084415584415584,0.6333333333333333,False
butyrate_assembly_2021,15,0.0,0,37,16,10,16,10,SparCC,0.8320129870129871,0.6833333333333333,False
butyrate_assembly_2021,15,0.0,0,37,16,10,16,10,Mean rank,0.8337301587301588,0.6833333333333333,False
butyrate_assembly_2021,15,0.0,0,37,16,10,16,10,SPIEC-EASI,0.625,0.5,False
butyrate_assembly_2021,15,0.2,8,37,16,10,16,10,Supervised combined,0.6316575091575092,0.4666666666666667,True
butyrate_assembly_2021,15,0.4,15,37,16,10,16,10,Supervised combined,0.8214818514818515,0.6833333333333333,True
butyrate_assembly_2021,15,0.6,23,37,16,10,16,10,Supervised combined,0.8298151848151849,0.7,True
butyrate_assembly_2021,15,0.8,30,37,16,10,16,10,Supervised combined,0.8693578643578643,0.8,True
butyrate_assembly_2021,16,0.0,0,38,16,10,16,9,PLNNetwork,0.6087962962962963,0.35714285714285715,False
butyrate_assembly_2021,16,0.0,0,38,16,10,16,9,Poisson GLMNet,0.4956976665309999,0.34920634920634924,False
butyrate_assembly_2021,16,0.0,0,38,16,10,16,9,SparCC,0.5607603815937149,0.4444444444444444,False
butyrate_assembly_2021,16,0.0,0,38,16,10,16,9,Mean rank,0.4680315055315055,0.2698412698412699,False
butyrate_assembly_2021,16,0.0,0,38,16,10,16,9,SPIEC-EASI,0.5625,0.5,False
butyrate_assembly_2021,16,0.2,8,38,16,10,16,9,Supervised combined,0.45251461501461504,0.19047619047619047,True
butyrate_assembly_2021,16,0.4,16,38,16,10,16,9,Supervised combined,0.5407828282828282,0.3333333333333333,True
butyrate_assembly_2021,16,0.6,23,38,16,10,16,9,Supervised combined,0.5655623697290364,0.31746031746031744,True
butyrate_assembly_2021,16,0.8,31,38,16,10,16,9,Supervised combined,0.48059764309764313,0.25396825396825395,True
butyrate_assembly_2021,17,0.0,0,23,16,10,24,16,PLNNetwork,0.7172619047619048,0.515625,False
butyrate_assembly_2021,17,0.0,0,23,16,10,24,16,Poisson GLMNet,0.5422910809520717,0.27734375,False
butyrate_assembly_2021,17,0.0,0,23,16,10,24,16,SparCC,0.8218133015029048,0.6484375,False
butyrate_assembly_2021,17,0.0,0,23,16,10,24,16,Mean rank,0.6868474590102878,0.51171875,False
butyrate_assembly_2021,17,0.0,0,23,16,10,24,16,SPIEC-EASI,0.6666666666666666,0.5,False
butyrate_assembly_2021,17,0.2,5,23,16,10,24,16,Supervised combined,0.8125676919722005,0.7109375,True
butyrate_assembly_2021,17,0.4,10,23,16,10,24,16,Supervised combined,0.7707913614163615,0.6953125,True
butyrate_assembly_2021,17,0.6,14,23,16,10,24,16,Supervised combined,0.7007342617561019,0.5703125,True
butyrate_assembly_2021,17,0.8,19,23,16,10,24,16,Supervised combined,0.7907287070790108,0.71875,True
butyrate_assembly_2021,18,0.0,0,36,16,10,16,12,PLNNetwork,0.692361111111111,0.30208333333333337,False
butyrate_assembly_2021,18,0.0,0,36,16,10,16,12,Poisson GLMNet,0.7886213323713324,0.625,False
butyrate_assembly_2021,18,0.0,0,36,16,10,16,12,SparCC,0.8454147704147703,0.5208333333333334,False
butyrate_assembly_2021,18,0.0,0,36,16,10,16,12,Mean rank,0.7827982202982202,0.5,False
butyrate_assembly_2021,18,0.0,0,36,16,10,16,12,SPIEC-EASI,0.75,0.5,False
butyrate_assembly_2021,18,0.2,8,36,16,10,16,12,Supervised combined,0.6339368964368963,0.20833333333333334,True
butyrate_assembly_2021,18,0.4,15,36,16,10,16,12,Supervised combined,0.6567904317904317,0.29166666666666663,True
butyrate_assembly_2021,18,0.6,22,36,16,10,16,12,Supervised combined,0.6830840455840456,0.3958333333333333,True
butyrate_assembly_2021,18,0.8,29,36,16,10,16,12,Supervised combined,0.8038991101491101,0.6875,True
butyrate_assembly_2021,19,0.0,0,51,16,10,9,1,PLNNetwork,0.1111111111111111,0.25,False
butyrate_assembly_2021,19,0.0,0,51,16,10,9,1,Poisson GLMNet,0.3333333333333333,0.75,False
butyrate_assembly_2021,19,0.0,0,51,16,10,9,1,SparCC,0.1111111111111111,0.0,False
butyrate_assembly_2021,19,0.0,0,51,16,10,9,1,Mean rank,0.125,0.125,False
butyrate_assembly_2021,19,0.0,0,51,16,10,9,1,SPIEC-EASI,0.1111111111111111,0.5,False
butyrate_assembly_2021,19,0.2,11,51,16,10,9,1,Supervised combined,0.1111111111111111,0.5,False
butyrate_assembly_2021,19,0.4,21,51,16,10,9,1,Supervised combined,0.5,0.875,True
butyrate_assembly_2021,19,0.6,31,51,16,10,9,1,Supervised combined,0.5,0.875,True
butyrate_assembly_2021,19,0.8,41,51,16,10,9,1,Supervised combined,0.5,0.875,True
butyrate_assembly_2021,20,0.0,0,38,16,10,15,13,PLNNetwork,0.9093101343101342,0.5,False
butyrate_assembly_2021,20,0.0,0,38,16,10,15,13,Poisson GLMNet,0.9331196581196579,0.5769230769230769,False
butyrate_assembly_2021,20,0.0,0,38,16,10,15,13,SparCC,0.8884043307120228,0.38461538461538464,False
butyrate_assembly_2021,20,0.0,0,38,16,10,15,13,Mean rank,0.8981418154495076,0.46153846153846156,False
butyrate_assembly_2021,20,0.0,0,38,16,10,15,13,SPIEC-EASI,0.8666666666666667,0.5,False
butyrate_assembly_2021,20,0.2,8,38,16,10,15,13,Supervised combined,0.9315667238744159,0.5769230769230769,True
butyrate_assembly_2021,20,0.4,16,38,16,10,15,13,Supervised combined,0.9219513392590313,0.5384615384615385,True
butyrate_assembly_2021,20,0.6,23,38,16,10,15,13,Supervised combined,0.9109623282700203,0.5,True
butyrate_assembly_2021,20,0.8,31,38,16,10,15,13,Supervised combined,0.9109623282700203,0.5,True
butyrate_assembly_2021,21,0.0,0,49,16,10,9,7,PLNNetwork,0.9047619047619047,0.7857142857142857,False
butyrate_assembly_2021,21,0.0,0,49,16,10,9,7,Poisson GLMNet,0.9682539682539681,0.8571428571428571,False
butyrate_assembly_2021,21,0.0,0,49,16,10,9,7,SparCC,0.9240362811791383,0.7142857142857142,False
butyrate_assembly_2021,21,0.0,0,49,16,10,9,7,Mean rank,1.0,1.0,False
butyrate_assembly_2021,21,0.0,0,49,16,10,9,7,SPIEC-EASI,0.7777777777777778,0.5,False
butyrate_assembly_2021,21,0.2,10,49,16,10,9,7,Supervised combined,0.9240362811791383,0.7142857142857142,True
butyrate_assembly_2021,21,0.4,20,49,16,10,9,7,Supervised combined,0.859750566893424,0.5714285714285714,True
butyrate_assembly_2021,21,0.6,30,49,16,10,9,7,Supervised combined,0.7393424036281178,0.21428571428571427,True
butyrate_assembly_2021,21,0.8,40,49,16,10,9,7,Supervised combined,0.6679138321995465,0.14285714285714285,True
butyrate_assembly_2021,22,0.0,0,37,16,10,16,7,PLNNetwork,0.525854700854701,0.49206349206349204,False
butyrate_assembly_2021,22,0.0,0,37,16,10,16,7,Poisson GLMNet,0.39420995670995673,0.2777777777777778,False
butyrate_assembly_2021,22,0.0,0,37,16,10,16,7,SparCC,0.620439084724799,0.6984126984126984,False
butyrate_assembly_2021,22,0.0,0,37,16,10,16,7,Mean rank,0.482766439909297,0.5079365079365079,False
butyrate_assembly_2021,22,0.0,0,37,16,10,16,7,SPIEC-EASI,0.4375,0.5,False
butyrate_assembly_2021,22,0.2,8,37,16,10,16,7,Supervised combined,0.6182299843014128,0.5396825396825397,True
butyrate_assembly_2021,22,0.4,15,37,16,10,16,7,Supervised combined,0.6103483817769532,0.6349206349206349,True
butyrate_assembly_2021,22,0.6,23,37,16,10,16,7,Supervised combined,0.6445905285191,0.6190476190476191,True
butyrate_assembly_2021,22,0.8,30,37,16,10,16,7,Supervised combined,0.5033860980289552,0.41269841269841273,True
butyrate_assembly_2021,23,0.0,0,28,16,10,22,20,PLNNetwork,0.9103466957878723,0.35,False
butyrate_assembly_2021,23,0.0,0,28,16,10,22,20,Poisson GLMNet,0.945378787878788,0.5875,False
butyrate_assembly_2021,23,0.0,0,28,16,10,22,20,SparCC,0.9568313448247661,0.625,False
butyrate_assembly_2021,23,0.0,0,28,16,10,22,20,Mean rank,0.9522287537883516,0.575,False
butyrate_assembly_2021,23,0.0,0,28,16,10,22,20,SPIEC-EASI,0.9090909090909091,0.5,False
butyrate_assembly_2021,23,0.2,6,28,16,10,22,20,Supervised combined,0.9468300939256824,0.6,True
butyrate_assembly_2021,23,0.4,12,28,16,10,22,20,Supervised combined,0.9251039034494917,0.525,True
butyrate_assembly_2021,23,0.6,17,28,16,10,22,20,Supervised combined,0.9251039034494917,0.525,True
butyrate_assembly_2021,23,0.8,23,28,16,10,22,20,Supervised combined,0.9251039034494917,0.525,True
butyrate_assembly_2021,24,0.0,0,38,16,10,17,14,PLNNetwork,0.8168413286060345,0.35714285714285715,False
butyrate_assembly_2021,24,0.0,0,38,16,10,17,14,Poisson GLMNet,0.8015076543437888,0.5119047619047619,False
butyrate_assembly_2021,24,0.0,0,38,16,10,17,14,SparCC,0.925824881234545,0.6666666666666666,False
butyrate_assembly_2021,24,0.0,0,38,16,10,17,14,Mean rank,0.8011456913767838,0.511904761904762,False
butyrate_assembly_2021,24,0.0,0,38,16,10,17,14,SPIEC-EASI,0.8235294117647058,0.5,False
butyrate_assembly_2021,24,0.2,8,38,16,10,17,14,Supervised combined,0.8612564023278309,0.5238095238095238,True
butyrate_assembly_2021,24,0.4,16,38,16,10,17,14,Supervised combined,0.883195177838035,0.5714285714285714,True
butyrate_assembly_2021,24,0.6,23,38,16,10,17,14,Supervised combined,0.8452659560327627,0.40476190476190477,True
butyrate_assembly_2021,24,0.8,31,38,16,10,17,14,Supervised combined,0.8578020310688377,0.4285714285714286,True
butyrate_assembly_2021,25,0.0,0,26,16,10,20,16,PLNNetwork,0.8720021298146299,0.578125,False
butyrate_assembly_2021,25,0.0,0,26,16,10,20,16,Poisson GLMNet,0.8457966359620771,0.453125,False
butyrate_assembly_2021,25,0.0,0,26,16,10,20,16,SparCC,0.8815391463756401,0.5625,False
butyrate_assembly_2021,25,0.0,0,26,16,10,20,16,Mean rank,0.8514902277697363,0.515625,False
butyrate_assembly_2021,25,0.0,0,26,16,10,20,16,SPIEC-EASI,0.8,0.5,False
butyrate_assembly_2021,25,0.2,6,26,16,10,20,16,Supervised combined,0.9634098030237737,0.859375,True
butyrate_assembly_2021,25,0.4,11,26,16,10,20,16,Supervised combined,0.9641316597489198,0.859375,True
butyrate_assembly_2021,25,0.6,16,26,16,10,20,16,Supervised combined,0.9577279848419554,0.84375,True
butyrate_assembly_2021,25,0.8,21,26,16,10,20,16,Supervised combined,0.9383775489861017,0.75,True
butyrate_assembly_2021,26,0.0,0,36,16,10,16,13,PLNNetwork,0.7373168498168499,0.29487179487179493,False
butyrate_assembly_2021,26,0.0,0,36,16,10,16,13,Poisson GLMNet,0.7591460889537812,0.3846153846153847,False
butyrate_assembly_2021,26,0.0,0,36,16,10,16,13,SparCC,0.8969712979328364,0.5641025641025641,False
butyrate_assembly_2021,26,0.0,0,36,16,10,16,13,Mean rank,0.8014537812614736,0.3846153846153847,False
butyrate_assembly_2021,26,0.0,0,36,16,10,16,13,SPIEC-EASI,0.8125,0.5,False
butyrate_assembly_2021,26,0.2,8,36,16,10,16,13,Supervised combined,0.9897435897435898,0.9487179487179488,True
butyrate_assembly_2021,26,0.4,15,36,16,10,16,13,Supervised combined,0.6647035656651041,0.07692307692307694,True
butyrate_assembly_2021,26,0.6,22,36,16,10,16,13,Supervised combined,0.9115176490176491,0.6153846153846154,True
butyrate_assembly_2021,26,0.8,29,36,16,10,16,13,Supervised combined,0.8702618962234347,0.48717948717948717,True
butyrate_assembly_2021,27,0.0,0,51,16,10,8,7,PLNNetwork,0.8285714285714285,0.14285714285714285,False
butyrate_assembly_2021,27,0.0,0,51,16,10,8,7,Poisson GLMNet,0.754591836734694,0.0,False
butyrate_assembly_2021,27,0.0,0,51,16,10,8,7,SparCC,0.9617346938775511,0.7142857142857143,False
butyrate_assembly_2021,27,0.0,0,51,16,10,8,7,Mean rank,0.754591836734694,0.0,False
butyrate_assembly_2021,27,0.0,0,51,16,10,8,7,SPIEC-EASI,0.875,0.5,False
butyrate_assembly_2021,27,0.2,11,51,16,10,8,7,Supervised combined,1.0,1.0,True
butyrate_assembly_2021,27,0.4,21,51,16,10,8,7,Supervised combined,1.0,1.0,True
butyrate_assembly_2021,27,0.6,31,51,16,10,8,7,Supervised combined,1.0,1.0,True
butyrate_assembly_2021,27,0.8,41,51,16,10,8,7,Supervised combined,1.0,1.0,True
butyrate_assembly_2021,28,0.0,0,37,16,10,17,7,PLNNetwork,0.4638655462184873,0.5571428571428572,False
butyrate_assembly_2021,28,0.0,0,37,16,10,17,7,Poisson GLMNet,0.4916466586634654,0.5571428571428572,False
butyrate_assembly_2021,28,0.0,0,37,16,10,17,7,SparCC,0.4850913092509731,0.41428571428571426,False
