analysis_set,design,taxon_fraction,repeat,selected_taxa,calibration_pairs,calibration_outcomes,calibration_positives,test_pairs,test_outcomes,test_positives,test_prevalence,model_fitted,supervised_auprc,mean_rank_auprc,supervised_minus_mean_rank,plnnetwork_auprc,poisson_glmnet_auprc,sparcc_auprc
butyrate_assembly_2021,distributed_pairs,0.6,86,16,47,47,34,57,57,42,0.7368421052631579,True,0.797461332199201,0.7366188771256812,0.06084245507351982,0.7450131942563608,0.6848558056435053,0.7962205453756158
butyrate_assembly_2021,taxon_panel,0.6,87,16,27,27,13,21,21,18,0.8571428571428571,True,0.922462508395171,0.9047552042327585,0.017707304162412507,0.9200190241856909,0.9139188063207672,0.907965162680075
butyrate_assembly_2021,distributed_pairs,0.6,87,16,27,27,24,77,77,52,0.6753246753246753,True,0.6632045198080541,0.6829948499135372,-0.019790330105483145,0.7414437916016411,0.628968053236893,0.7847046513323563
butyrate_assembly_2021,taxon_panel,0.6,88,16,15,15,4,30,30,21,0.7,True,0.6727642801085282,0.7874470292472426,-0.11468274913871446,0.7671206334740168,0.7092994552746876,0.8608344335096563
butyrate_assembly_2021,distributed_pairs,0.6,88,16,15,15,11,89,89,65,0.7303370786516854,True,0.825494007609946,0.7461445182818092,0.07934948932813679,0.7877998259802284,0.6755922017568835,0.8189010768883478
butyrate_assembly_2021,taxon_panel,0.6,89,16,39,39,24,15,15,13,0.8666666666666667,True,0.9044355217432138,0.8268028979567441,0.07763262378646973,0.8401959151959153,0.8177017427017427,0.9576590076590075
butyrate_assembly_2021,distributed_pairs,0.6,89,16,39,39,30,65,65,46,0.7076923076923077,True,0.8160770239421736,0.7392990731552235,0.07677795078695016,0.7821888329932553,0.6549518239802575,0.79307965968428
butyrate_assembly_2021,taxon_panel,0.6,90,16,27,27,23,22,22,15,0.6818181818181818,True,0.8053102453102453,0.682625193863584,0.12268505144666131,0.6927861027861028,0.7552953015336916,0.7876732744379804
butyrate_assembly_2021,distributed_pairs,0.6,90,16,27,27,17,77,77,59,0.7662337662337663,True,0.7941421362066327,0.751279287401178,0.042862848805454656,0.8014285025005257,0.6931594587956392,0.8355361516911131
butyrate_assembly_2021,taxon_panel,0.6,91,16,39,39,25,14,14,12,0.8571428571428571,True,0.9007647445147445,0.876326913826914,0.024437830687830564,0.8658068783068784,0.880952380952381,0.8700829263329264
butyrate_assembly_2021,distributed_pairs,0.6,91,16,39,39,26,65,65,50,0.7692307692307693,True,0.7731533590352199,0.8474347505422959,-0.07428139150707602,0.8062571465097593,0.746618900738409,0.9094151595220417
butyrate_assembly_2021,taxon_panel,0.6,92,16,49,49,37,9,9,7,0.7777777777777778,True,0.7869614512471654,0.7083900226757369,0.07857142857142851,0.7896825396825395,0.7968253968253969,0.7083900226757369
butyrate_assembly_2021,distributed_pairs,0.6,92,16,49,49,38,55,55,38,0.6909090909090909,True,0.7506508996966057,0.6615235778717862,0.08912732182481953,0.7356360849210744,0.6177555374843577,0.7554893137953121
butyrate_assembly_2021,taxon_panel,0.6,93,16,15,15,5,28,28,24,0.8571428571428571,True,0.9592528269402258,0.93854467611341,0.020708150826815874,0.8979385258990521,0.9640768588137008,0.9247834028674876
butyrate_assembly_2021,distributed_pairs,0.6,93,16,15,15,13,89,89,63,0.7078651685393258,True,0.7119350180790289,0.7017612406590639,0.010173777419965058,0.7677657928482131,0.636911077251407,0.78517819504013
butyrate_assembly_2021,taxon_panel,0.6,94,16,48,48,40,9,9,3,0.3333333333333333,True,0.4206349206349206,0.4206349206349206,0.0,0.33333333333333337,0.8055555555555556,0.3611111111111111
butyrate_assembly_2021,distributed_pairs,0.6,94,16,48,48,29,56,56,47,0.8392857142857143,True,0.9065719145949342,0.8532836327737028,0.053288281821231465,0.8770216150442753,0.7616818398154913,0.9159935212727031
butyrate_assembly_2021,taxon_panel,0.6,95,16,40,40,24,13,13,11,0.8461538461538461,True,0.8490665899756809,0.8490665899756809,0.0,0.8406537906537908,0.8902569652569654,0.9047303706394616
butyrate_assembly_2021,distributed_pairs,0.6,95,16,40,40,27,64,64,49,0.765625,True,0.8450654221577534,0.8274146949630581,0.017650727194695293,0.8397968251960541,0.746037861281013,0.8651809273394508
butyrate_assembly_2021,taxon_panel,0.6,96,16,14,14,10,28,28,22,0.7857142857142857,True,0.7552679357352229,0.7753814487350292,-0.02011351299980635,0.8597520794713307,0.7297070376810094,0.8428003608565808
butyrate_assembly_2021,distributed_pairs,0.6,96,16,14,14,11,90,90,65,0.7222222222222222,True,0.691995933081939,0.7483637088054245,-0.0563677757234855,0.7954946060376586,0.6658461214479201,0.814914565753964
butyrate_assembly_2021,taxon_panel,0.6,97,16,51,51,42,9,9,2,0.2222222222222222,True,0.3611111111111111,0.6428571428571428,-0.2817460317460317,0.3611111111111111,0.5,0.6111111111111112
butyrate_assembly_2021,distributed_pairs,0.6,97,16,51,51,37,53,53,39,0.7358490566037735,True,0.8532545181608976,0.7750876136565955,0.07816690450430208,0.8156310400003564,0.6781065671911967,0.8616280574276262
butyrate_assembly_2021,taxon_panel,0.6,98,16,40,40,34,13,13,7,0.5384615384615384,True,0.5076891362605649,0.60292723149866,-0.09523809523809512,0.8145604395604396,0.47005494505494505,0.7242019884877027
butyrate_assembly_2021,distributed_pairs,0.6,98,16,40,40,31,64,64,45,0.703125,True,0.7824153594002221,0.6969519882203422,0.0854633711798799,0.7476178492883663,0.6534819591231094,0.7805826779353555
butyrate_assembly_2021,taxon_panel,0.6,99,16,40,40,27,14,14,10,0.7142857142857143,True,0.8264757464757464,0.7397008547008547,0.08677489177489173,0.8757034632034632,0.6674531024531024,0.8514757464757464
butyrate_assembly_2021,distributed_pairs,0.6,99,16,40,40,32,64,64,44,0.6875,True,0.6617919166919236,0.7762878848460609,-0.11449596815413732,0.7999256413994771,0.7345907709241724,0.8046644347733318
butyrate_assembly_2021,taxon_panel,0.6,100,16,46,46,43,9,9,3,0.3333333333333333,True,0.2611111111111111,0.4206349206349206,-0.15952380952380946,0.33333333333333337,0.8055555555555556,0.3611111111111111
butyrate_assembly_2021,distributed_pairs,0.6,100,16,46,46,33,58,58,43,0.7413793103448276,True,0.8092599687481159,0.7717835796153055,0.03747638913281037,0.7984154186496606,0.754946628470279,0.813967752157037
butyrate_assembly_2021,taxon_panel,0.6,101,16,45,45,41,9,9,2,0.2222222222222222,True,0.45,0.39285714285714285,0.05714285714285716,0.3611111111111111,0.75,0.2777777777777778
butyrate_assembly_2021,distributed_pairs,0.6,101,16,45,45,32,59,59,44,0.7457627118644068,True,0.8050999347451536,0.755907200143321,0.0491927346018326,0.7946479922654854,0.7313832119294957,0.8202895620671968
butyrate_assembly_2021,taxon_panel,0.6,102,16,40,40,28,16,16,12,0.75,True,0.8750753875753875,0.7655906593406594,0.1094847282347281,0.8368386243386244,0.7539682539682541,0.8379569504569504
butyrate_assembly_2021,distributed_pairs,0.6,102,16,40,40,29,64,64,47,0.734375,True,0.7696373202374165,0.7239777845768726,0.045659535660543926,0.7767564219224898,0.6484617871062813,0.8058433448196786
butyrate_assembly_2021,taxon_panel,0.6,103,16,45,45,32,9,9,8,0.8888888888888888,True,0.9704861111111112,0.9067956349206349,0.0636904761904763,0.7713789682539682,0.7713789682539682,0.9704861111111112
butyrate_assembly_2021,distributed_pairs,0.6,103,16,45,45,34,59,59,42,0.711864406779661,True,0.7811391626424592,0.7830566804488935,-0.0019175178064343434,0.7961494781393478,0.7344180374494323,0.8220437872701036
butyrate_assembly_2021,taxon_panel,0.6,104,16,46,46,29,9,9,7,0.7777777777777778,True,0.7798185941043083,0.8121315192743763,-0.03231292517006801,0.680952380952381,0.7407029478458049,0.9682539682539681
butyrate_assembly_2021,distributed_pairs,0.6,104,16,46,46,35,58,58,41,0.7068965517241379,True,0.7971488083098349,0.70515174308942,0.09199706522041495,0.7780493109845498,0.6295209669476901,0.7943113102357147
butyrate_assembly_2021,taxon_panel,0.6,105,16,15,15,13,25,25,21,0.84,True,0.9041736266320424,0.7778975858104467,0.12627604082159571,0.8497562241270777,0.8120398316771604,0.865241201537521
butyrate_assembly_2021,distributed_pairs,0.6,105,16,15,15,10,89,89,66,0.7415730337078652,True,0.8038752271727991,0.7243869198091648,0.07948830736363433,0.774533614914001,0.6926984227286055,0.8158573634414745
butyrate_assembly_2021,taxon_panel,0.6,106,16,50,50,43,9,9,2,0.2222222222222222,True,0.2361111111111111,0.6428571428571428,-0.4067460317460317,0.3611111111111111,0.5833333333333333,0.6111111111111112
butyrate_assembly_2021,distributed_pairs,0.6,106,16,50,50,41,54,54,35,0.6481481481481481,True,0.6662465789999849,0.6342030048388072,0.032043574161177646,0.6526047377942495,0.586538615423211,0.70343312037961
butyrate_assembly_2021,taxon_panel,0.6,107,16,50,50,42,9,9,2,0.2222222222222222,True,0.39285714285714285,0.6428571428571428,-0.24999999999999994,0.6111111111111112,0.5,0.3611111111111111
butyrate_assembly_2021,distributed_pairs,0.6,107,16,50,50,34,54,54,42,0.7777777777777778,True,0.8725037286211358,0.7921189460728593,0.08038478254827652,0.8330049262137581,0.7447559102713012,0.8602286680546429
butyrate_assembly_2021,taxon_panel,0.6,108,16,38,38,30,14,14,8,0.5714285714285714,True,0.5228556166056166,0.5963945776445776,-0.07353896103896096,0.7388392857142857,0.537085137085137,0.5288877788877788
butyrate_assembly_2021,distributed_pairs,0.6,108,16,38,38,28,66,66,48,0.7272727272727273,True,0.686883318046317,0.7106586816946714,-0.02377536364835442,0.8263090206588871,0.6305764323884474,0.7887768730817646
butyrate_assembly_2021,taxon_panel,0.6,109,16,15,15,4,29,29,25,0.8620689655172413,True,0.8660977526951805,0.9274420883747564,-0.06134433567957587,0.9375791768718323,0.8758474617345444,0.9455495371769824
butyrate_assembly_2021,distributed_pairs,0.6,109,16,15,15,13,89,89,63,0.7078651685393258,True,0.6754331002021163,0.7221800995085812,-0.046746999306464865,0.7837055701700562,0.6406729009524228,0.8068568863157837
butyrate_assembly_2021,taxon_panel,0.6,110,16,50,50,37,7,7,4,0.5714285714285714,True,1.0,0.7708333333333333,0.22916666666666674,0.8041666666666667,0.5595238095238095,0.9166666666666666
butyrate_assembly_2021,distributed_pairs,0.6,110,16,50,50,36,54,54,40,0.7407407407407407,True,0.8241708419684051,0.7156437381139845,0.10852710385442055,0.7987578768005504,0.6926209985108441,0.7786248101949562
butyrate_assembly_2021,taxon_panel,0.6,113,16,37,37,26,15,15,8,0.5333333333333333,True,0.6509386446886447,0.6148809523809524,0.03605769230769229,0.634375,0.5334595959595959,0.7125811688311688
butyrate_assembly_2021,distributed_pairs,0.6,113,16,37,37,24,67,67,52,0.7761194029850746,True,0.8353511858562174,0.7504833567898453,0.08486782906637202,0.8044106882959687,0.7021176341151507,0.8221386735451356
butyrate_assembly_2021,taxon_panel,0.6,114,16,45,45,39,9,9,4,0.4444444444444444,True,0.6215277777777778,0.6845238095238095,-0.06299603174603174,0.7222222222222222,0.5666666666666667,0.5099206349206349
butyrate_assembly_2021,distributed_pairs,0.6,114,16,45,45,32,59,59,44,0.7457627118644068,True,0.6421179621093468,0.8459109768033478,-0.20379301469400102,0.8473211270288155,0.7355596371661137,0.9054806960022468
butyrate_assembly_2021,taxon_panel,0.6,115,16,34,34,29,17,17,8,0.47058823529411764,True,0.5354166666666667,0.5562042124542124,-0.020787545787545714,0.5388655462184874,0.4642798786181139,0.6146367521367522
butyrate_assembly_2021,distributed_pairs,0.6,115,16,34,34,26,70,70,50,0.7142857142857143,True,0.7657609273100859,0.7388552390017903,0.02690568830829565,0.729932198328977,0.6823391429961171,0.8361847768568351
butyrate_assembly_2021,taxon_panel,0.6,116,16,47,47,39,9,9,3,0.3333333333333333,True,0.3206349206349206,0.3595238095238096,-0.03888888888888897,0.3333333333333333,0.9166666666666665,0.24206349206349206
butyrate_assembly_2021,distributed_pairs,0.6,116,16,47,47,36,57,57,40,0.7017543859649122,True,0.7541962284389564,0.7488160998012158,0.005380128637740622,0.7996018735597035,0.7303352561318206,0.7671905372063598
butyrate_assembly_2021,taxon_panel,0.6,117,16,51,51,38,8,8,7,0.875,True,0.8260204081632654,0.9093537414965986,-0.08333333333333326,0.9119047619047618,0.9642857142857142,0.8260204081632654
butyrate_assembly_2021,distributed_pairs,0.6,117,16,51,51,36,53,53,40,0.7547169811320755,True,0.7459596460022224,0.7358288483754516,0.010130797626770827,0.8306873384527366,0.6679389509579738,0.8028474621894753
butyrate_assembly_2021,taxon_panel,0.6,119,16,25,25,23,22,22,13,0.5909090909090909,True,0.7289790275084391,0.6897101013616851,0.039268926146754035,0.766070041070041,0.5577672327672327,0.6969432277124583
butyrate_assembly_2021,distributed_pairs,0.6,119,16,25,25,21,79,79,55,0.6962025316455697,True,0.7688500058920728,0.6954071284738451,0.07344287741822764,0.7472043936868052,0.6397826888854428,0.7750200315244254
butyrate_assembly_2021,taxon_panel,0.6,120,16,24,24,19,24,24,20,0.8333333333333334,True,0.8239202890314244,0.8168039331650685,0.00711635586635595,0.826332918672315,0.8016781494219575,0.8397037343872382
butyrate_assembly_2021,distributed_pairs,0.6,120,16,24,24,17,80,80,59,0.7375,True,0.812955787042029,0.7381916025682141,0.07476418447381483,0.7977724082455888,0.670191139253418,0.8142089518219862
butyrate_assembly_2021,taxon_panel,0.6,121,16,51,51,37,8,8,5,0.625,True,0.6726190476190477,0.71,-0.03738095238095229,0.6333333333333333,0.7683333333333333,0.71
butyrate_assembly_2021,distributed_pairs,0.6,121,16,51,51,35,53,53,41,0.7735849056603774,True,0.794540041495769,0.7642857352583774,0.03025430623739156,0.8257346994891703,0.6827971049488478,0.8179455363087051
butyrate_assembly_2021,taxon_panel,0.6,122,16,36,36,24,16,16,12,0.75,True,0.732744338994339,0.7407800532800533,-0.008035714285714257,0.7174145299145299,0.7625270562770562,0.8879391441891442
butyrate_assembly_2021,distributed_pairs,0.6,122,16,36,36,27,68,68,49,0.7205882352941176,True,0.8278454515376572,0.7436536809909626,0.08419177054669458,0.7555237863765591,0.6632065501937008,0.8159956642393833
butyrate_assembly_2021,taxon_panel,0.6,123,16,39,39,28,15,15,11,0.7333333333333333,True,0.8502459661550571,0.7073038073038074,0.14294215885124972,0.8297192706283616,0.6171717171717171,0.8156994520630885
butyrate_assembly_2021,distributed_pairs,0.6,123,16,39,39,29,65,65,47,0.7230769230769231,True,0.6864573769829808,0.7122154899999603,-0.0257581130169795,0.785778529555943,0.6278637569340113,0.8063736586358733
butyrate_assembly_2021,distributed_pairs,0.6,124,16,48,48,36,56,56,40,0.7142857142857143,True,0.7837898016799119,0.7577751120877292,0.02601468959218267,0.8173668241510083,0.6466046522142849,0.8529553948678947
butyrate_assembly_2021,distributed_pairs,0.6,126,16,49,49,38,55,55,38,0.6909090909090909,True,0.768129445234032,0.6819379553111784,0.08619148992285364,0.7756191489101094,0.6365516822134616,0.721970722345661
butyrate_assembly_2021,taxon_panel,0.6,127,16,24,24,19,24,24,16,0.6666666666666666,True,0.6669981519705784,0.8183528663888572,-0.15135471441827875,0.8025630619380619,0.6643400002775003,0.8079044606279513
butyrate_assembly_2021,distributed_pairs,0.6,127,16,24,24,20,80,80,56,0.7,True,0.7857870932855276,0.7172469686043023,0.06854012468122539,0.7418079055903986,0.6699061798893454,0.7782833086434082
butyrate_assembly_2021,distributed_pairs,0.6,128,16,52,52,38,52,52,38,0.7307692307692307,True,0.8068649007490074,0.7774856863437268,0.029379214405280574,0.8344936842313642,0.6715406738038928,0.8485365787039454
butyrate_assembly_2021,taxon_panel,0.6,129,16,24,24,22,23,23,15,0.6521739130434783,True,0.7091847662664731,0.6170828044741089,0.09210196179236418,0.7098949118514336,0.5998482930748377,0.7079838430067263
butyrate_assembly_2021,distributed_pairs,0.6,129,16,24,24,16,80,80,60,0.75,True,0.8030217000593136,0.7553067404289668,0.047714959630346776,0.7934083505034928,0.6867366565031432,0.8415474555141437
butyrate_assembly_2021,taxon_panel,0.6,130,16,40,40,28,13,13,9,0.6923076923076923,True,0.7148860398860399,0.6704856871523539,0.04440035273368603,0.7739621489621489,0.5867826617826617,0.8077872744539412
butyrate_assembly_2021,distributed_pairs,0.6,130,16,40,40,29,64,64,47,0.734375,True,0.77554025059853,0.7044816597445099,0.07105859085402011,0.7761480651939409,0.6663811632123956,0.8042954088468892
butyrate_assembly_2021,taxon_panel,0.6,131,16,23,23,20,23,23,15,0.6521739130434783,True,0.6958743251309545,0.6355273773927025,0.060346947738252,0.6517318108622456,0.6457354970973896,0.7138711973154697
butyrate_assembly_2021,distributed_pairs,0.6,131,16,23,23,18,81,81,58,0.7160493827160493,True,0.82942894423952,0.7237070819150202,0.10572186232449976,0.7805215100989721,0.6600805772177276,0.791382138371706
butyrate_assembly_2021,taxon_panel,0.6,132,16,50,50,42,9,9,1,0.1111111111111111,True,0.14285714285714285,0.14285714285714285,0.0,0.1111111111111111,0.5,0.1111111111111111
butyrate_assembly_2021,distributed_pairs,0.6,132,16,50,50,35,54,54,41,0.7592592592592593,True,0.7853108285205661,0.7894961359975751,-0.004185307477008959,0.7761100051061717,0.8393031025748269,0.8274910227244735
butyrate_assembly_2021,taxon_panel,0.6,134,16,26,26,21,20,20,15,0.75,True,0.7371990971990972,0.7636152192034544,-0.02641612200435728,0.8971957671957672,0.6952207052207052,0.8395277724225093
butyrate_assembly_2021,distributed_pairs,0.6,134,16,26,26,22,78,78,54,0.6923076923076923,True,0.7410314475565225,0.7040477157814617,0.03698373177506076,0.7497093557322034,0.6395895613684424,0.7980243855101201
butyrate_assembly_2021,taxon_panel,0.6,135,16,37,37,26,14,14,10,0.7142857142857143,True,0.7731990231990231,0.8954151404151404,-0.12221611721611725,0.824047619047619,0.9192460317460317,0.7960789210789211
butyrate_assembly_2021,distributed_pairs,0.6,135,16,37,37,30,67,67,46,0.6865671641791045,True,0.6831644662796982,0.6817873273347164,0.001377138944981815,0.7396491941281228,0.611414170166265,0.7868892596001027
butyrate_assembly_2021,taxon_panel,0.6,136,16,29,29,18,19,19,16,0.8421052631578947,True,0.9604858264155864,0.9453310068199774,0.015154819595609048,0.9143537474951948,0.9353606919396393,0.9574221009253904
butyrate_assembly_2021,distributed_pairs,0.6,136,16,29,29,21,75,75,55,0.7333333333333333,True,0.8306590716613379,0.7468466635788884,0.0838124080824495,0.7824518426604564,0.7002629802042111,0.8159657543940948
butyrate_assembly_2021,taxon_panel,0.6,137,16,24,24,21,22,22,17,0.7727272727272727,True,0.7885489080922516,0.7884459676687867,0.0001029404234649256,0.8314073181720241,0.8113827076220084,0.8546963753278632
butyrate_assembly_2021,distributed_pairs,0.6,137,16,24,24,19,80,80,57,0.7125,True,0.695419741102735,0.7112636490254538,-0.015843907922718836,0.7766197502749521,0.6396775724131913,0.7972467343669261
butyrate_assembly_2021,taxon_panel,0.6,138,16,23,23,17,23,23,16,0.6956521739130435,True,0.843120145785587,0.7922505822981367,0.05086956348745031,0.8213699268726442,0.6186547659198125,0.7955269525781835
butyrate_assembly_2021,distributed_pairs,0.6,138,16,23,23,15,81,81,61,0.7530864197530864,True,0.8305106608785453,0.7852626913281731,0.04524796955037225,0.8223740183752537,0.7367306957911416,0.84338411710906
butyrate_assembly_2021,taxon_panel,0.6,139,16,52,52,35,8,8,6,0.75,True,0.7579365079365079,0.7345238095238095,0.02341269841269844,0.6944444444444445,0.8,0.7345238095238095
butyrate_assembly_2021,distributed_pairs,0.6,139,16,52,52,35,52,52,41,0.7884615384615384,True,0.8491032825081805,0.7706324966293907,0.07847078587878975,0.8189817920909814,0.7526736932125995,0.822978529258594
butyrate_assembly_2021,taxon_panel,0.6,140,16,25,25,22,24,24,16,0.6666666666666666,True,0.6777944365024977,0.730347722721465,-0.052553286218967266,0.6921807359307359,0.675765215723277,0.789627066685091
butyrate_assembly_2021,distributed_pairs,0.6,140,16,25,25,20,79,79,56,0.7088607594936709,True,0.7131701946329172,0.7109114795608625,0.0022587150720546623,0.7549592334818507,0.6353345974109101,0.7961649622351358
butyrate_assembly_2021,taxon_panel,0.6,141,16,24,24,19,24,24,19,0.7916666666666666,True,0.8420783319615067,0.9125100208935959,-0.07043168893208918,0.8732102692629009,0.8778695097743492,0.900294131243788
butyrate_assembly_2021,distributed_pairs,0.6,141,16,24,24,18,80,80,58,0.725,True,0.8348058198867856,0.7541683805438723,0.08063743934291334,0.7893199540100626,0.6700233012836225,0.8248389702046197
butyrate_assembly_2021,taxon_panel,0.6,142,16,13,13,11,29,29,20,0.6896551724137931,True,0.7008337582653608,0.6705264025775702,0.030307355687790527,0.6828919965527872,0.6703924634254517,0.8177488756735716
butyrate_assembly_2021,distributed_pairs,0.6,142,16,13,13,5,91,91,71,0.7802197802197802,True,0.8524623638686044,0.7893104031610441,0.06315196070756035,0.8213159694924361,0.7136127355083747,0.8584135123535253
butyrate_assembly_2021,taxon_panel,0.6,143,16,27,27,22,23,23,17,0.7391304347826086,True,0.6368990044655958,0.7087174746276003,-0.07181847016200449,0.8449043411853108,0.6430360985987583,0.748717438818632
butyrate_assembly_2021,distributed_pairs,0.6,143,16,27,27,17,77,77,59,0.7662337662337663,True,0.8330878096260494,0.776038338557967,0.05704947106808245,0.8304082509946968,0.7053070173975687,0.8305540064312587
butyrate_assembly_2021,taxon_panel,0.6,144,16,52,52,41,6,6,5,0.8333333333333334,True,0.9666666666666666,0.9666666666666666,0.0,0.9333333333333333,0.8333333333333333,0.9266666666666665
butyrate_assembly_2021,distributed_pairs,0.6,144,16,52,52,35,52,52,41,0.7884615384615384,True,0.8384498075884466,0.8047227666182202,0.033727040970226385,0.8089690859129509,0.7709737655791363,0.8677211590179524
butyrate_assembly_2021,taxon_panel,0.6,145,16,47,47,36,9,9,7,0.7777777777777778,True,0.7393424036281178,0.7607709750566893,-0.021428571428571574,0.6571428571428571,0.7253968253968254,0.8954648526077098
butyrate_assembly_2021,distributed_pairs,0.6,145,16,47,47,34,57,57,42,0.7368421052631579,True,0.737092244702318,0.6707501661071381,0.06634207859517993,0.7387693004931138,0.6562657093433351,0.7680005330702785
butyrate_assembly_2021,taxon_panel,0.6,146,16,38,38,22,15,15,14,0.9333333333333333,True,0.9571162964020106,0.9571162964020106,0.0,0.9790293040293039,0.9673160173160172,0.9481877249734392
butyrate_assembly_2021,distributed_pairs,0.6,146,16,38,38,26,66,66,50,0.7575757575757576,True,0.8446317676331315,0.7764299054894219,0.0682018621437096,0.7967197124364888,0.7089926205523178,0.8458696869230751
butyrate_assembly_2021,taxon_panel,0.6,147,16,26,26,15,21,21,15,0.7142857142857143,True,0.8140297860034702,0.760404366874955,0.05362541912851515,0.7342490842490843,0.6832288571994455,0.8834665094107818
butyrate_assembly_2021,distributed_pairs,0.6,147,16,26,26,20,78,78,56,0.717948717948718,True,0.8119223119674494,0.7422901845296305,0.06963212743781888,0.7537391024444541,0.6630814705486593,0.8178167473323444
butyrate_assembly_2021,taxon_panel,0.6,148,16,38,38,32,16,16,7,0.4375,True,0.4037337662337662,0.37679106607678037,0.026942700156985855,0.5592403628117915,0.36038961038961037,0.5659711320425607
butyrate_assembly_2021,distributed_pairs,0.6,148,16,38,38,27,66,66,49,0.7424242424242424,True,0.821244649216899,0.7848210490528423,0.03642360016405666,0.8028769010897094,0.7056527979984679,0.8437273296168026
butyrate_assembly_2021,distributed_pairs,0.6,149,16,48,48,36,56,56,40,0.7142857142857143,True,0.7588445177111804,0.6840830671363751,0.07476145057480532,0.6885086375688346,0.6826349086667989,0.7528460225553952
butyrate_assembly_2021,taxon_panel,0.6,150,16,38,38,25,15,15,13,0.8666666666666667,True,0.8378854051930975,0.9315667238744159,-0.09368131868131835,0.9044355217432138,0.962237762237762,0.9340725513802435
butyrate_assembly_2021,distributed_pairs,0.6,150,16,38,38,28,66,66,48,0.7272727272727273,True,0.6916501804611055,0.7742582242340411,-0.08260804377293562,0.8249802527051817,0.6634228878441969,0.8241322829375021
butyrate_assembly_2021,taxon_panel,0.6,151,16,38,38,26,14,14,9,0.6428571428571429,True,0.6599486932820267,0.6558080808080808,0.004140612473945815,0.6613756613756614,0.8371523538190206,0.7472101972101972
butyrate_assembly_2021,distributed_pairs,0.6,151,16,38,38,27,66,66,49,0.7424242424242424,True,0.7886777622788615,0.733989105393186,0.05468865688567559,0.7376924420242741,0.7122395072178193,0.7951070838516574
butyrate_assembly_2021,taxon_panel,0.6,152,16,40,40,35,16,16,8,0.5,True,0.5368589743589745,0.7225018037518037,-0.18564282939282928,0.6017857142857143,0.6160256410256411,0.6739583333333333
butyrate_assembly_2021,distributed_pairs,0.6,152,16,40,40,32,64,64,44,0.6875,True,0.7247298869256471,0.734246683619109,-0.009516796693461949,0.7728885157204376,0.6399906412650733,0.8384037147765563
butyrate_assembly_2021,taxon_panel,0.6,153,16,15,15,14,26,26,17,0.6538461538461539,True,0.7395177064381216,0.8235794462712622,-0.08406173983314058,0.862284351557708,0.5896044843276677,0.8693761514883827
butyrate_assembly_2021,distributed_pairs,0.6,153,16,15,15,11,89,89,65,0.7303370786516854,True,0.7983455188316344,0.725773812712996,0.07257170611863839,0.8002262056416101,0.6713399281657051,0.8008062793066946
butyrate_assembly_2021,taxon_panel,0.6,154,16,39,39,23,16,16,14,0.875,True,0.9438182848897134,0.965391156462585,-0.021572871572871577,0.964202464202464,0.9464285714285713,0.929853083424512
butyrate_assembly_2021,distributed_pairs,0.6,154,16,39,39,31,65,65,45,0.6923076923076923,True,0.7633028115888342,0.7194987442623896,0.043804067326444596,0.7579068556807408,0.7082414037930069,0.7432810905811137
butyrate_assembly_2021,taxon_panel,0.6,155,16,35,35,30,17,17,10,0.5882352941176471,True,0.7115075120957474,0.6819605394605395,0.02954697263520789,0.6645658263305323,0.6797416390798744,0.7582679738562091
butyrate_assembly_2021,distributed_pairs,0.6,155,16,35,35,24,69,69,52,0.7536231884057971,True,0.807551491599538,0.7486491288083398,0.058902362791198204,0.7765058780822098,0.707115197884837,0.8188665271341123
butyrate_assembly_2021,taxon_panel,0.6,156,16,27,27,23,22,22,18,0.8181818181818182,True,0.8245798954132286,0.907121127735163,-0.08254123232193433,0.9366235616235619,0.7600562110366033,0.9335599757426385
butyrate_assembly_2021,distributed_pairs,0.6,156,16,27,27,23,77,77,53,0.6883116883116883,True,0.7861410176624208,0.7034742753434403,0.08266674231898052,0.7431742684040538,0.6498358738586648,0.7790953133160923
butyrate_assembly_2021,taxon_panel,0.6,157,16,28,28,18,22,22,18,0.8181818181818182,True,0.906514898452463,0.8993603699744052,0.007154528478057864,0.9006658011559974,0.7732603815937148,0.9469593759067445
butyrate_assembly_2021,distributed_pairs,0.6,157,16,28,28,21,76,76,55,0.7236842105263158,True,0.8231405243517878,0.748337649015008,0.07480287533677976,0.8191804352500648,0.6794684025184292,0.8121110722227534
butyrate_assembly_2021,taxon_panel,0.6,158,16,38,38,23,14,14,12,0.8571428571428571,True,0.8011285011285011,0.9295676545676547,-0.12843915343915357,0.9052910052910054,0.9602813852813853,0.9265583953083955
butyrate_assembly_2021,distributed_pairs,0.6,158,16,38,38,29,66,66,47,0.7121212121212122,True,0.7902518059299355,0.714322526670015,0.07592927925992055,0.7719144490743292,0.6993095055480069,0.7609088917325526
butyrate_assembly_2021,taxon_panel,0.6,159,16,26,26,21,22,22,12,0.5454545454545454,True,0.48525521319638965,0.5493001813145002,-0.06404496811811056,0.6618565462315462,0.4823863636363636,0.7318935565065597
butyrate_assembly_2021,distributed_pairs,0.6,159,16,26,26,18,78,78,58,0.7435897435897436,True,0.7385278789171363,0.7636824258792737,-0.02515454696213737,0.8068210778000662,0.7058849749080658,0.837762105480758
butyrate_assembly_2021,distributed_pairs,0.6,160,16,42,42,29,62,62,47,0.7580645161290323,True,0.8314915654677308,0.8108879133293597,0.02060365213837112,0.8148026568920428,0.7230216520339544,0.877895893778607
