analysis_set,design,taxon_fraction,repeat,selected_taxa,calibration_pairs,calibration_outcomes,calibration_positives,test_pairs,test_outcomes,test_positives,test_prevalence,model_fitted,supervised_auprc,mean_rank_auprc,supervised_minus_mean_rank,plnnetwork_auprc,poisson_glmnet_auprc,sparcc_auprc
friedman_microcosm_2017,distributed_pairs,0.2,100,4,6,12,6,22,44,27,0.6136363636363636,True,0.6575928669904418,0.6480276436287787,0.0095652233616631,0.6165791950535672,0.6276660451755051,0.7183200161678834
friedman_microcosm_2017,taxon_panel,0.2,101,4,6,12,6,6,12,6,0.5,True,0.5,0.5,0.0,0.5,0.5,0.5
friedman_microcosm_2017,distributed_pairs,0.2,101,4,6,12,7,22,44,26,0.5909090909090909,True,0.5947855582240258,0.6506785869788967,-0.0558930287548709,0.6221888628756336,0.6483022003994259,0.714563504851371
friedman_microcosm_2017,taxon_panel,0.2,102,4,6,12,7,6,12,7,0.5833333333333334,True,0.5916666666666667,0.6392857142857142,-0.04761904761904756,0.5619047619047619,0.5619047619047619,0.5916666666666667
friedman_microcosm_2017,distributed_pairs,0.2,102,4,6,12,8,22,44,25,0.5681818181818182,True,0.6476846445608055,0.5954007597150013,0.05228388484580426,0.5911195429957041,0.5876494721308962,0.6694075111335173
friedman_microcosm_2017,taxon_panel,0.2,103,4,6,12,7,6,12,7,0.5833333333333334,True,0.5238095238095237,0.5404761904761903,-0.016666666666666607,0.6392857142857142,0.5238095238095237,0.5238095238095237
friedman_microcosm_2017,distributed_pairs,0.2,103,4,6,12,7,22,44,26,0.5909090909090909,True,0.611201350331947,0.5994360182730928,0.011765332058854217,0.6196118961018342,0.5957542895370355,0.6737991943755222
friedman_microcosm_2017,taxon_panel,0.2,104,4,6,12,8,6,12,6,0.5,True,0.5555555555555556,0.6111111111111112,-0.05555555555555558,0.5,0.5555555555555556,0.5763888888888888
friedman_microcosm_2017,distributed_pairs,0.2,104,4,6,12,6,22,44,27,0.6136363636363636,True,0.6389424900991808,0.6568673635796098,-0.017924873480429038,0.6606868877723712,0.6657191367825183,0.6694807154903475
friedman_microcosm_2017,taxon_panel,0.2,105,4,6,12,6,6,12,6,0.5,True,0.5,0.6319444444444445,-0.13194444444444453,0.5,0.5583333333333333,0.7083333333333333
friedman_microcosm_2017,distributed_pairs,0.2,105,4,6,12,7,22,44,26,0.5909090909090909,True,0.604175230084673,0.5963385155171892,0.007836714567483805,0.6239854637106961,0.5921642027232645,0.6710254566753138
friedman_microcosm_2017,taxon_panel,0.2,106,4,6,12,8,6,12,9,0.75,True,0.7907407407407407,0.8574074074074074,-0.06666666666666665,0.8814814814814815,0.7712962962962963,0.8074074074074075
friedman_microcosm_2017,distributed_pairs,0.2,106,4,6,12,8,22,44,25,0.5681818181818182,True,0.5422948822763065,0.5888350117374885,-0.04654012946118202,0.6447044025805635,0.6155563348759944,0.6017334074594136
friedman_microcosm_2017,taxon_panel,0.2,107,4,6,12,6,6,12,8,0.6666666666666666,True,0.746875,0.6020833333333333,0.14479166666666665,0.746875,0.746875,0.6020833333333333
friedman_microcosm_2017,distributed_pairs,0.2,107,4,6,12,6,22,44,27,0.6136363636363636,True,0.5636996433887558,0.6591223163247586,-0.09542267293600282,0.6250512785256507,0.6160785326549001,0.7514328803673489
friedman_microcosm_2017,taxon_panel,0.2,108,4,6,12,6,6,12,7,0.5833333333333334,True,0.6392857142857142,0.6392857142857142,0.0,0.5619047619047619,0.6392857142857142,0.5916666666666667
friedman_microcosm_2017,distributed_pairs,0.2,108,4,6,12,8,22,44,25,0.5681818181818182,True,0.6262568419712382,0.6037197936222705,0.022537048348967748,0.5789646978408589,0.604353878835303,0.6502842618337974
friedman_microcosm_2017,taxon_panel,0.2,109,4,6,12,7,6,12,5,0.4166666666666667,True,0.4833333333333333,0.46333333333333326,0.020000000000000018,0.43833333333333335,0.4833333333333333,0.355
friedman_microcosm_2017,distributed_pairs,0.2,109,4,6,12,8,22,44,25,0.5681818181818182,True,0.5523680167441777,0.5567268947083188,-0.004358877964141139,0.5817477481239092,0.5846900023780829,0.5806461058721121
friedman_microcosm_2017,taxon_panel,0.2,110,4,6,12,8,6,12,8,0.6666666666666666,True,0.8166666666666667,0.6697916666666666,0.1468750000000001,0.8166666666666667,0.6114583333333333,0.746875
friedman_microcosm_2017,distributed_pairs,0.2,110,4,6,12,7,22,44,26,0.5909090909090909,True,0.5958525656258749,0.5852593829426113,0.010593182683263591,0.5921841453709161,0.6060028073260392,0.6113387601390698
friedman_microcosm_2017,taxon_panel,0.2,111,4,6,12,6,6,12,8,0.6666666666666666,True,0.6666666666666666,0.6916666666666667,-0.025000000000000022,0.6697916666666666,0.653125,0.7854166666666667
friedman_microcosm_2017,distributed_pairs,0.2,111,4,6,12,5,22,44,28,0.6363636363636364,True,0.7251640380572545,0.6825941003164854,0.042569937740769115,0.6506620023945047,0.6431306975618123,0.73231786365632
friedman_microcosm_2017,taxon_panel,0.2,112,4,6,12,7,6,12,9,0.75,True,0.7712962962962963,0.7907407407407407,-0.019444444444444486,0.8351851851851853,0.7712962962962963,0.7712962962962963
friedman_microcosm_2017,distributed_pairs,0.2,112,4,6,12,6,22,44,27,0.6136363636363636,True,0.6136363636363636,0.6516705431587613,-0.038034179522397626,0.6525922092120063,0.6325846786480601,0.7210170501471671
friedman_microcosm_2017,taxon_panel,0.2,113,4,6,12,7,6,12,9,0.75,True,0.7712962962962963,0.6277777777777779,0.14351851851851838,0.687962962962963,0.7712962962962963,0.6277777777777779
friedman_microcosm_2017,distributed_pairs,0.2,113,4,6,12,8,22,44,25,0.5681818181818182,True,0.5457206167585426,0.574270576173053,-0.02854995941451044,0.5819885073646685,0.6084505599319839,0.5778244438739795
friedman_microcosm_2017,taxon_panel,0.2,114,4,6,12,7,6,12,8,0.6666666666666666,True,0.746875,0.6916666666666667,0.055208333333333304,0.6697916666666666,0.6697916666666666,0.7854166666666667
friedman_microcosm_2017,distributed_pairs,0.2,114,4,6,12,8,22,44,25,0.5681818181818182,True,0.5435079025721441,0.5824295609790967,-0.03892165840695261,0.5917838488480904,0.5646013535827779,0.5779196819692176
friedman_microcosm_2017,taxon_panel,0.2,115,4,6,12,6,6,12,6,0.5,True,0.7083333333333333,0.6111111111111112,0.0972222222222221,0.7361111111111112,0.5333333333333333,0.6666666666666667
friedman_microcosm_2017,distributed_pairs,0.2,115,4,6,12,6,22,44,27,0.6136363636363636,True,0.6136363636363636,0.6925962951418747,-0.07895993150551106,0.7134285905140738,0.6603624564258379,0.7298910839889512
friedman_microcosm_2017,taxon_panel,0.2,116,4,6,12,7,6,12,8,0.6666666666666666,True,0.746875,0.6916666666666667,0.055208333333333304,0.6697916666666666,0.6697916666666666,0.7854166666666667
friedman_microcosm_2017,distributed_pairs,0.2,116,4,6,12,6,22,44,27,0.6136363636363636,True,0.5432495687720145,0.6471257223837202,-0.10387615361170577,0.6452203685992816,0.5622863344913567,0.7392034824353365
friedman_microcosm_2017,taxon_panel,0.2,117,4,6,12,5,6,12,7,0.5833333333333334,True,0.7404761904761905,0.5404761904761904,0.20000000000000007,0.6369047619047619,0.5952380952380952,0.5404761904761904
friedman_microcosm_2017,distributed_pairs,0.2,117,4,6,12,7,22,44,26,0.5909090909090909,True,0.6013958224305928,0.611677343356017,-0.010281520925424226,0.6228149195113056,0.5908134701225319,0.6763888432887004
friedman_microcosm_2017,taxon_panel,0.2,118,4,6,12,7,6,12,7,0.5833333333333334,True,0.5238095238095237,0.5619047619047619,-0.03809523809523818,0.5916666666666667,0.5238095238095237,0.5404761904761903
friedman_microcosm_2017,distributed_pairs,0.2,118,4,6,12,7,22,44,26,0.5909090909090909,True,0.5869467812393213,0.5951771768558505,-0.008230395616529163,0.5847640014123107,0.6161724622325361,0.6580904749903322
friedman_microcosm_2017,taxon_panel,0.2,119,4,6,12,8,6,12,8,0.6666666666666666,True,0.8166666666666667,0.6697916666666666,0.1468750000000001,0.8166666666666667,0.6114583333333333,0.746875
friedman_microcosm_2017,distributed_pairs,0.2,119,4,6,12,6,22,44,27,0.6136363636363636,True,0.666079340797693,0.644399641879862,0.02167969891783106,0.6587228024749524,0.6148872829256387,0.7021849968057398
friedman_microcosm_2017,taxon_panel,0.2,120,4,6,12,8,6,12,5,0.4166666666666667,True,0.46333333333333326,0.43833333333333335,0.02499999999999991,0.46333333333333326,0.46333333333333326,0.43833333333333335
friedman_microcosm_2017,distributed_pairs,0.2,120,4,6,12,5,22,44,28,0.6363636363636364,True,0.619304429077483,0.6716943587182144,-0.052389929640731414,0.646287879493596,0.6171036711519353,0.7455203911708224
friedman_microcosm_2017,taxon_panel,0.2,121,4,6,12,7,6,12,6,0.5,True,0.7361111111111112,0.6111111111111112,0.125,0.6319444444444445,0.46249999999999997,0.7361111111111112
friedman_microcosm_2017,distributed_pairs,0.2,121,4,6,12,8,22,44,25,0.5681818181818182,True,0.5864610903372514,0.6010447235942592,-0.014583633257007844,0.5677691711453322,0.6213953729449085,0.6670438747698809
friedman_microcosm_2017,taxon_panel,0.2,122,4,6,12,8,6,12,8,0.6666666666666666,True,0.86875,0.6916666666666667,0.17708333333333337,0.86875,0.5666666666666667,0.7635416666666666
friedman_microcosm_2017,distributed_pairs,0.2,122,4,6,12,7,22,44,26,0.5909090909090909,True,0.6412480967538721,0.6233810071077874,0.017867089646084633,0.5893594060077152,0.6202290480615678,0.7105115683415575
friedman_microcosm_2017,taxon_panel,0.2,123,4,6,12,8,6,12,6,0.5,True,0.5,0.7361111111111112,-0.23611111111111116,0.47916666666666663,0.7569444444444444,0.6666666666666667
friedman_microcosm_2017,distributed_pairs,0.2,123,4,6,12,6,22,44,27,0.6136363636363636,True,0.6136363636363636,0.6325509850041152,-0.018914621367751572,0.6272472488588758,0.6270291230925046,0.7130437991183606
