analysis_set,design,taxon_fraction,repeat,calibration_pairs,test_pairs,test_positives,method,auprc,auroc
butyrate_assembly_2021,taxon_panel,0.6,187,40,13,10,PLNNetwork,0.8792826617826617,0.7000000000000001
butyrate_assembly_2021,taxon_panel,0.6,187,40,13,10,Poisson GLMNet,0.7085256410256411,0.2666666666666667
butyrate_assembly_2021,taxon_panel,0.6,187,40,13,10,SparCC,0.9272546897546897,0.7666666666666667
butyrate_assembly_2021,taxon_panel,0.6,187,40,13,10,Mean rank,0.8480122655122654,0.7000000000000001
butyrate_assembly_2021,taxon_panel,0.6,187,40,13,10,SPIEC-EASI,0.7692307692307693,0.5
butyrate_assembly_2021,distributed_pairs,0.6,187,40,64,47,PLNNetwork,0.8102389267281923,0.6032540675844806
butyrate_assembly_2021,distributed_pairs,0.6,187,40,64,47,Poisson GLMNet,0.6399133330062082,0.3285356695869837
butyrate_assembly_2021,distributed_pairs,0.6,187,40,64,47,SparCC,0.8047900070836957,0.5869837296620776
butyrate_assembly_2021,distributed_pairs,0.6,187,40,64,47,Mean rank,0.7167781596216369,0.5219023779724656
butyrate_assembly_2021,distributed_pairs,0.6,187,40,64,47,SPIEC-EASI,0.734375,0.5
butyrate_assembly_2021,taxon_panel,0.6,188,39,15,14,PLNNetwork,0.9283420944135229,0.2857142857142857
butyrate_assembly_2021,taxon_panel,0.6,188,39,15,14,Poisson GLMNet,0.8384070294784581,0.0
butyrate_assembly_2021,taxon_panel,0.6,188,39,15,14,SparCC,0.937983643340786,0.35714285714285715
butyrate_assembly_2021,taxon_panel,0.6,188,39,15,14,Mean rank,0.9117931671503099,0.21428571428571427
butyrate_assembly_2021,taxon_panel,0.6,188,39,15,14,SPIEC-EASI,0.9333333333333333,0.5
butyrate_assembly_2021,distributed_pairs,0.6,188,39,65,47,PLNNetwork,0.7351493632965644,0.5041371158392436
butyrate_assembly_2021,distributed_pairs,0.6,188,39,65,47,Poisson GLMNet,0.7351121832033112,0.5260047281323876
butyrate_assembly_2021,distributed_pairs,0.6,188,39,65,47,SparCC,0.8089072766934855,0.6004728132387707
butyrate_assembly_2021,distributed_pairs,0.6,188,39,65,47,Mean rank,0.7383916969631127,0.5543735224586288
butyrate_assembly_2021,distributed_pairs,0.6,188,39,65,47,SPIEC-EASI,0.7230769230769231,0.5
butyrate_assembly_2021,taxon_panel,0.6,189,25,21,13,PLNNetwork,0.7027389277389278,0.5817307692307692
butyrate_assembly_2021,taxon_panel,0.6,189,25,21,13,Poisson GLMNet,0.6461284379270804,0.43750000000000006
butyrate_assembly_2021,taxon_panel,0.6,189,25,21,13,SparCC,0.6464769148979674,0.46153846153846156
butyrate_assembly_2021,taxon_panel,0.6,189,25,21,13,Mean rank,0.6648202476256775,0.4807692307692308
butyrate_assembly_2021,taxon_panel,0.6,189,25,21,13,SPIEC-EASI,0.6190476190476191,0.5
butyrate_assembly_2021,distributed_pairs,0.6,189,25,79,59,PLNNetwork,0.8147574099986801,0.5601694915254237
butyrate_assembly_2021,distributed_pairs,0.6,189,25,79,59,Poisson GLMNet,0.6809700576714285,0.3974576271186441
butyrate_assembly_2021,distributed_pairs,0.6,189,25,79,59,SparCC,0.7917326371643061,0.5372881355932204
butyrate_assembly_2021,distributed_pairs,0.6,189,25,79,59,Mean rank,0.7308115298071309,0.5139830508474575
butyrate_assembly_2021,distributed_pairs,0.6,189,25,79,59,SPIEC-EASI,0.7511263677322463,0.5084745762711864
butyrate_assembly_2021,taxon_panel,0.6,190,23,22,13,PLNNetwork,0.6140955198647506,0.5384615384615385
butyrate_assembly_2021,taxon_panel,0.6,190,23,22,13,Poisson GLMNet,0.5278072606126905,0.4017094017094017
butyrate_assembly_2021,taxon_panel,0.6,190,23,22,13,SparCC,0.7218100275792583,0.5641025641025641
butyrate_assembly_2021,taxon_panel,0.6,190,23,22,13,Mean rank,0.6392765909436545,0.5384615384615384
butyrate_assembly_2021,taxon_panel,0.6,190,23,22,13,SPIEC-EASI,0.5909090909090909,0.5
butyrate_assembly_2021,distributed_pairs,0.6,190,23,81,60,PLNNetwork,0.776318767344888,0.5428571428571428
butyrate_assembly_2021,distributed_pairs,0.6,190,23,81,60,Poisson GLMNet,0.6702579120492951,0.38571428571428573
butyrate_assembly_2021,distributed_pairs,0.6,190,23,81,60,SparCC,0.8313472639043012,0.6007936507936509
butyrate_assembly_2021,distributed_pairs,0.6,190,23,81,60,Mean rank,0.7411465994407846,0.5115079365079365
butyrate_assembly_2021,distributed_pairs,0.6,190,23,81,60,SPIEC-EASI,0.7450617283950617,0.5083333333333333
butyrate_assembly_2021,taxon_panel,0.6,191,46,9,2,PLNNetwork,0.3611111111111111,0.6071428571428571
butyrate_assembly_2021,taxon_panel,0.6,191,46,9,2,Poisson GLMNet,0.3666666666666667,0.6428571428571428
butyrate_assembly_2021,taxon_panel,0.6,191,46,9,2,SparCC,0.625,0.5714285714285714
butyrate_assembly_2021,taxon_panel,0.6,191,46,9,2,Mean rank,0.6428571428571428,0.6428571428571428
butyrate_assembly_2021,taxon_panel,0.6,191,46,9,2,SPIEC-EASI,0.2222222222222222,0.5
butyrate_assembly_2021,distributed_pairs,0.6,191,46,58,46,PLNNetwork,0.8446060767689032,0.588768115942029
butyrate_assembly_2021,distributed_pairs,0.6,191,46,58,46,Poisson GLMNet,0.8711185166395149,0.5625
butyrate_assembly_2021,distributed_pairs,0.6,191,46,58,46,SparCC,0.8717272298083193,0.6757246376811594
butyrate_assembly_2021,distributed_pairs,0.6,191,46,58,46,Mean rank,0.8697597673200332,0.7192028985507246
butyrate_assembly_2021,distributed_pairs,0.6,191,46,58,46,SPIEC-EASI,0.7976011994002998,0.5108695652173914
butyrate_assembly_2021,taxon_panel,0.6,192,26,23,20,PLNNetwork,0.9113193991998341,0.6166666666666668
butyrate_assembly_2021,taxon_panel,0.6,192,26,23,20,Poisson GLMNet,0.9804347826086959,0.875
butyrate_assembly_2021,taxon_panel,0.6,192,26,23,20,SparCC,0.9335040501387757,0.6666666666666666
butyrate_assembly_2021,taxon_panel,0.6,192,26,23,20,Mean rank,0.9641804774602765,0.8166666666666668
butyrate_assembly_2021,taxon_panel,0.6,192,26,23,20,SPIEC-EASI,0.8695652173913043,0.5
butyrate_assembly_2021,distributed_pairs,0.6,192,26,78,58,PLNNetwork,0.7921353949432607,0.5681034482758621
butyrate_assembly_2021,distributed_pairs,0.6,192,26,78,58,Poisson GLMNet,0.6679170066366131,0.36767241379310345
butyrate_assembly_2021,distributed_pairs,0.6,192,26,78,58,SparCC,0.8113263792297736,0.5689655172413793
butyrate_assembly_2021,distributed_pairs,0.6,192,26,78,58,Mean rank,0.7316574483632667,0.5
butyrate_assembly_2021,distributed_pairs,0.6,192,26,78,58,SPIEC-EASI,0.7480106100795756,0.5086206896551724
butyrate_assembly_2021,taxon_panel,0.6,193,41,14,6,PLNNetwork,0.6319444444444444,0.6770833333333334
butyrate_assembly_2021,taxon_panel,0.6,193,41,14,6,Poisson GLMNet,0.36150793650793656,0.21875
butyrate_assembly_2021,taxon_panel,0.6,193,41,14,6,SparCC,0.574963924963925,0.5
butyrate_assembly_2021,taxon_panel,0.6,193,41,14,6,Mean rank,0.4202020202020202,0.3958333333333333
butyrate_assembly_2021,taxon_panel,0.6,193,41,14,6,SPIEC-EASI,0.42857142857142855,0.5
butyrate_assembly_2021,distributed_pairs,0.6,193,41,63,46,PLNNetwork,0.7667254002446375,0.5281329923273658
butyrate_assembly_2021,distributed_pairs,0.6,193,41,63,46,Poisson GLMNet,0.6839715594295779,0.4584398976982097
butyrate_assembly_2021,distributed_pairs,0.6,193,41,63,46,SparCC,0.8161554502523801,0.5907928388746804
butyrate_assembly_2021,distributed_pairs,0.6,193,41,63,46,Mean rank,0.7373120850183409,0.5441176470588235
butyrate_assembly_2021,distributed_pairs,0.6,193,41,63,46,SPIEC-EASI,0.7360248447204969,0.5108695652173914
butyrate_assembly_2021,taxon_panel,0.6,194,37,17,10,PLNNetwork,0.6246078431372549,0.5571428571428572
butyrate_assembly_2021,taxon_panel,0.6,194,37,17,10,Poisson GLMNet,0.7572907647907648,0.6857142857142858
butyrate_assembly_2021,taxon_panel,0.6,194,37,17,10,SparCC,0.6814983545865898,0.5428571428571429
butyrate_assembly_2021,taxon_panel,0.6,194,37,17,10,Mean rank,0.7526290376290375,0.6428571428571429
butyrate_assembly_2021,taxon_panel,0.6,194,37,17,10,SPIEC-EASI,0.5882352941176471,0.5
butyrate_assembly_2021,distributed_pairs,0.6,194,37,67,50,PLNNetwork,0.7873753804037318,0.5311764705882354
butyrate_assembly_2021,distributed_pairs,0.6,194,37,67,50,Poisson GLMNet,0.7018593358765132,0.46529411764705886
butyrate_assembly_2021,distributed_pairs,0.6,194,37,67,50,SparCC,0.8501625421917957,0.6070588235294118
butyrate_assembly_2021,distributed_pairs,0.6,194,37,67,50,Mean rank,0.7774050913878884,0.5341176470588236
butyrate_assembly_2021,distributed_pairs,0.6,194,37,67,50,SPIEC-EASI,0.7513432835820896,0.51
butyrate_assembly_2021,taxon_panel,0.6,195,26,22,21,PLNNetwork,0.9698295751867181,0.47619047619047616
butyrate_assembly_2021,taxon_panel,0.6,195,26,22,21,Poisson GLMNet,0.9332966685631439,0.19047619047619047
butyrate_assembly_2021,taxon_panel,0.6,195,26,22,21,SparCC,0.9720189251425433,0.5238095238095238
butyrate_assembly_2021,taxon_panel,0.6,195,26,22,21,Mean rank,0.947716375839994,0.2857142857142857
butyrate_assembly_2021,taxon_panel,0.6,195,26,22,21,SPIEC-EASI,0.9545454545454546,0.5
butyrate_assembly_2021,distributed_pairs,0.6,195,26,78,56,PLNNetwork,0.7860726314205183,0.5746753246753247
butyrate_assembly_2021,distributed_pairs,0.6,195,26,78,56,Poisson GLMNet,0.6571125445458686,0.39894480519480513
butyrate_assembly_2021,distributed_pairs,0.6,195,26,78,56,SparCC,0.8122295962735587,0.6136363636363636
butyrate_assembly_2021,distributed_pairs,0.6,195,26,78,56,Mean rank,0.7232440984830727,0.5401785714285714
butyrate_assembly_2021,distributed_pairs,0.6,195,26,78,56,SPIEC-EASI,0.717948717948718,0.5
butyrate_assembly_2021,taxon_panel,0.6,196,39,13,11,PLNNetwork,0.9041281950372859,0.5
butyrate_assembly_2021,taxon_panel,0.6,196,39,13,11,Poisson GLMNet,0.9235902985902986,0.6590909090909091
butyrate_assembly_2021,taxon_panel,0.6,196,39,13,11,SparCC,0.9118010777101686,0.5454545454545454
butyrate_assembly_2021,taxon_panel,0.6,196,39,13,11,Mean rank,0.9159497068587978,0.5454545454545454
butyrate_assembly_2021,taxon_panel,0.6,196,39,13,11,SPIEC-EASI,0.8461538461538461,0.5
butyrate_assembly_2021,distributed_pairs,0.6,196,39,65,43,PLNNetwork,0.7277841947868349,0.5866807610993658
butyrate_assembly_2021,distributed_pairs,0.6,196,39,65,43,Poisson GLMNet,0.61279714222686,0.41701902748414377
butyrate_assembly_2021,distributed_pairs,0.6,196,39,65,43,SparCC,0.839960598922374,0.6976744186046512
butyrate_assembly_2021,distributed_pairs,0.6,196,39,65,43,Mean rank,0.7252125049314979,0.5930232558139534
butyrate_assembly_2021,distributed_pairs,0.6,196,39,65,43,SPIEC-EASI,0.6694096601073345,0.5116279069767442
butyrate_assembly_2021,taxon_panel,0.6,197,38,14,11,PLNNetwork,0.8435720844811754,0.5303030303030303
butyrate_assembly_2021,taxon_panel,0.6,197,38,14,11,Poisson GLMNet,0.6658008658008657,0.15151515151515152
butyrate_assembly_2021,taxon_panel,0.6,197,38,14,11,SparCC,0.8068587977678886,0.5151515151515151
butyrate_assembly_2021,taxon_panel,0.6,197,38,14,11,Mean rank,0.7384605293696203,0.42424242424242425
butyrate_assembly_2021,taxon_panel,0.6,197,38,14,11,SPIEC-EASI,0.7857142857142857,0.5
butyrate_assembly_2021,distributed_pairs,0.6,197,38,66,46,PLNNetwork,0.7830035422904558,0.6217391304347826
butyrate_assembly_2021,distributed_pairs,0.6,197,38,66,46,Poisson GLMNet,0.658766068235752,0.4369565217391304
butyrate_assembly_2021,distributed_pairs,0.6,197,38,66,46,SparCC,0.824774928870539,0.6456521739130435
butyrate_assembly_2021,distributed_pairs,0.6,197,38,66,46,Mean rank,0.7639407788638369,0.5983695652173913
butyrate_assembly_2021,distributed_pairs,0.6,197,38,66,46,SPIEC-EASI,0.696969696969697,0.5
butyrate_assembly_2021,taxon_panel,0.6,198,24,23,13,PLNNetwork,0.61883414801475,0.5769230769230769
butyrate_assembly_2021,taxon_panel,0.6,198,24,23,13,Poisson GLMNet,0.570179686827284,0.5038461538461539
butyrate_assembly_2021,taxon_panel,0.6,198,24,23,13,SparCC,0.6875009048922092,0.5461538461538462
butyrate_assembly_2021,taxon_panel,0.6,198,24,23,13,Mean rank,0.6055957114780645,0.5615384615384615
butyrate_assembly_2021,taxon_panel,0.6,198,24,23,13,SPIEC-EASI,0.5652173913043478,0.5
butyrate_assembly_2021,distributed_pairs,0.6,198,24,80,60,PLNNetwork,0.7914058984629525,0.5291666666666667
butyrate_assembly_2021,distributed_pairs,0.6,198,24,80,60,Poisson GLMNet,0.6947875573752741,0.4083333333333334
butyrate_assembly_2021,distributed_pairs,0.6,198,24,80,60,SparCC,0.8173968512163592,0.5708333333333333
butyrate_assembly_2021,distributed_pairs,0.6,198,24,80,60,Mean rank,0.7456599165582054,0.5154166666666666
butyrate_assembly_2021,distributed_pairs,0.6,198,24,80,60,SPIEC-EASI,0.7541666666666667,0.5083333333333333
butyrate_assembly_2021,taxon_panel,0.6,199,34,17,11,PLNNetwork,0.7302648332060098,0.5378787878787878
butyrate_assembly_2021,taxon_panel,0.6,199,34,17,11,Poisson GLMNet,0.5833636357700529,0.393939393939394
butyrate_assembly_2021,taxon_panel,0.6,199,34,17,11,SparCC,0.7477845683728037,0.5454545454545454
butyrate_assembly_2021,taxon_panel,0.6,199,34,17,11,Mean rank,0.7237554112554113,0.5454545454545454
butyrate_assembly_2021,taxon_panel,0.6,199,34,17,11,SPIEC-EASI,0.6470588235294118,0.5
butyrate_assembly_2021,distributed_pairs,0.6,199,34,70,52,PLNNetwork,0.786735334177647,0.5614316239316239
butyrate_assembly_2021,distributed_pairs,0.6,199,34,70,52,Poisson GLMNet,0.7026115057941511,0.4342948717948718
butyrate_assembly_2021,distributed_pairs,0.6,199,34,70,52,SparCC,0.838431344474272,0.608974358974359
butyrate_assembly_2021,distributed_pairs,0.6,199,34,70,52,Mean rank,0.7682220286458034,0.5512820512820513
butyrate_assembly_2021,distributed_pairs,0.6,199,34,70,52,SPIEC-EASI,0.7428571428571429,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,0,40,621,61,PLNNetwork,0.09822866344605476,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,0,40,621,61,Poisson GLMNet,0.11374341452744875,0.5013612412177987
carlstrom_phyllosphere_2019,taxon_panel,0.2,0,40,621,61,SparCC,0.08366521648059805,0.4422423887587822
carlstrom_phyllosphere_2019,taxon_panel,0.2,0,40,621,61,Mean rank,0.08615435595886069,0.4527224824355972
carlstrom_phyllosphere_2019,taxon_panel,0.2,0,40,621,61,SPIEC-EASI,0.09989704601251287,0.5010538641686183
carlstrom_phyllosphere_2019,distributed_pairs,0.2,0,40,949,118,PLNNetwork,0.12434141201264488,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,0,40,949,118,Poisson GLMNet,0.14439594043188936,0.5215688674050052
carlstrom_phyllosphere_2019,distributed_pairs,0.2,0,40,949,118,SparCC,0.11771995904529987,0.45336433539333865
carlstrom_phyllosphere_2019,distributed_pairs,0.2,0,40,949,118,Mean rank,0.12657319979758155,0.4752799363641926
carlstrom_phyllosphere_2019,distributed_pairs,0.2,0,40,949,118,SPIEC-EASI,0.13525403955227497,0.5044004568724632
carlstrom_phyllosphere_2019,taxon_panel,0.2,1,34,646,97,PLNNetwork,0.15015479876160992,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,1,34,646,97,Poisson GLMNet,0.17158782747272863,0.5198017013126021
carlstrom_phyllosphere_2019,taxon_panel,0.2,1,34,646,97,SparCC,0.14318460788668427,0.45443449195350505
carlstrom_phyllosphere_2019,taxon_panel,0.2,1,34,646,97,Mean rank,0.15246580048870237,0.47415169098454546
carlstrom_phyllosphere_2019,taxon_panel,0.2,1,34,646,97,SPIEC-EASI,0.16149181322013342,0.5004412896925994
carlstrom_phyllosphere_2019,distributed_pairs,0.2,1,34,955,120,PLNNetwork,0.1256544502617801,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,1,34,955,120,Poisson GLMNet,0.14527625867201865,0.5210179640718563
carlstrom_phyllosphere_2019,distributed_pairs,0.2,1,34,955,120,SparCC,0.1175980859580737,0.4480139720558882
carlstrom_phyllosphere_2019,distributed_pairs,0.2,1,34,955,120,Mean rank,0.12634613480160264,0.46973053892215566
carlstrom_phyllosphere_2019,distributed_pairs,0.2,1,34,955,120,SPIEC-EASI,0.13570753344968003,0.5036227544910179
carlstrom_phyllosphere_2019,taxon_panel,0.2,2,34,646,85,PLNNetwork,0.13157894736842105,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,2,34,646,85,Poisson GLMNet,0.15843651823531124,0.5215266855405263
carlstrom_phyllosphere_2019,taxon_panel,0.2,2,34,646,85,SparCC,0.13748929038718818,0.47438397819020656
carlstrom_phyllosphere_2019,taxon_panel,0.2,2,34,646,85,Mean rank,0.1464010286529317,0.49898290867149
carlstrom_phyllosphere_2019,taxon_panel,0.2,2,34,646,85,SPIEC-EASI,0.14647279964617427,0.5071196392995702
carlstrom_phyllosphere_2019,distributed_pairs,0.2,2,34,955,117,PLNNetwork,0.1225130890052356,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,2,34,955,117,Poisson GLMNet,0.14287966388162474,0.5220304754910959
carlstrom_phyllosphere_2019,distributed_pairs,0.2,2,34,955,117,SparCC,0.11579930621952392,0.45082920261917875
carlstrom_phyllosphere_2019,distributed_pairs,0.2,2,34,955,117,Mean rank,0.12471517322930979,0.47288007669869253
carlstrom_phyllosphere_2019,distributed_pairs,0.2,2,34,955,117,SPIEC-EASI,0.13290449128145462,0.5039777247414479
carlstrom_phyllosphere_2019,taxon_panel,0.2,3,27,670,81,PLNNetwork,0.1208955223880597,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,3,27,670,81,Poisson GLMNet,0.132899340966413,0.511643505418265
carlstrom_phyllosphere_2019,taxon_panel,0.2,3,27,670,81,SparCC,0.12127198186445196,0.45526001383386777
carlstrom_phyllosphere_2019,taxon_panel,0.2,3,27,670,81,Mean rank,0.12678524188785942,0.46356033452807643
carlstrom_phyllosphere_2019,taxon_panel,0.2,3,27,670,81,SPIEC-EASI,0.13174866408697256,0.4994655096522669
carlstrom_phyllosphere_2019,distributed_pairs,0.2,3,27,962,121,PLNNetwork,0.1257796257796258,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,3,27,962,121,Poisson GLMNet,0.14420334524530876,0.5168286475172218
carlstrom_phyllosphere_2019,distributed_pairs,0.2,3,27,962,121,SparCC,0.11668402959946708,0.4445907567732235
carlstrom_phyllosphere_2019,distributed_pairs,0.2,3,27,962,121,Mean rank,0.12372119575174884,0.46543371232594016
carlstrom_phyllosphere_2019,distributed_pairs,0.2,3,27,962,121,SPIEC-EASI,0.13574652211015847,0.5035819223474612
carlstrom_phyllosphere_2019,taxon_panel,0.2,4,52,540,55,PLNNetwork,0.10185185185185185,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,4,52,540,55,Poisson GLMNet,0.1015151515151515,0.4934957825679475
carlstrom_phyllosphere_2019,taxon_panel,0.2,4,52,540,55,SparCC,0.0941971309736038,0.4555576382380506
carlstrom_phyllosphere_2019,taxon_panel,0.2,4,52,540,55,Mean rank,0.09266265295212665,0.45866916588566076
carlstrom_phyllosphere_2019,taxon_panel,0.2,4,52,540,55,SPIEC-EASI,0.10303030303030303,0.5018181818181818
carlstrom_phyllosphere_2019,distributed_pairs,0.2,4,52,937,118,PLNNetwork,0.12593383137673425,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,4,52,937,118,Poisson GLMNet,0.13635288938600781,0.5141035988493616
carlstrom_phyllosphere_2019,distributed_pairs,0.2,4,52,937,118,SparCC,0.10927755522487691,0.4515014176031125
carlstrom_phyllosphere_2019,distributed_pairs,0.2,4,52,937,118,Mean rank,0.11672312679173964,0.4691438504997827
carlstrom_phyllosphere_2019,distributed_pairs,0.2,4,52,937,118,SPIEC-EASI,0.12763309654306887,0.49996895759607624
carlstrom_phyllosphere_2019,taxon_panel,0.2,5,40,621,99,PLNNetwork,0.15942028985507245,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,5,40,621,99,Poisson GLMNet,0.1752446509160064,0.5195537753009017
carlstrom_phyllosphere_2019,taxon_panel,0.2,5,40,621,99,SparCC,0.14759977353569476,0.4350013545415844
carlstrom_phyllosphere_2019,taxon_panel,0.2,5,40,621,99,Mean rank,0.15490129587625712,0.45290065405007934
carlstrom_phyllosphere_2019,taxon_panel,0.2,5,40,621,99,SPIEC-EASI,0.16918669092582134,0.49968071519795654
carlstrom_phyllosphere_2019,distributed_pairs,0.2,5,40,949,119,PLNNetwork,0.12539515279241306,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,5,40,949,119,Poisson GLMNet,0.1452014610819335,0.5212311430596335
carlstrom_phyllosphere_2019,distributed_pairs,0.2,5,40,949,119,SparCC,0.11941718639626417,0.4546117242077554
carlstrom_phyllosphere_2019,distributed_pairs,0.2,5,40,949,119,Mean rank,0.1283466747696896,0.4761871013465627
carlstrom_phyllosphere_2019,distributed_pairs,0.2,5,40,949,119,SPIEC-EASI,0.13553925258196006,0.5042624278627114
carlstrom_phyllosphere_2019,taxon_panel,0.2,6,34,646,79,PLNNetwork,0.12229102167182662,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,6,34,646,79,Poisson GLMNet,0.1564323884629955,0.5378965463353649
carlstrom_phyllosphere_2019,taxon_panel,0.2,6,34,646,79,SparCC,0.1069422357046522,0.44618578795793995
carlstrom_phyllosphere_2019,taxon_panel,0.2,6,34,646,79,Mean rank,0.12714700585458022,0.4796508383006274
carlstrom_phyllosphere_2019,taxon_panel,0.2,6,34,646,79,SPIEC-EASI,0.12496244333842799,0.49931909003638963
carlstrom_phyllosphere_2019,distributed_pairs,0.2,6,34,955,120,PLNNetwork,0.1256544502617801,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,6,34,955,120,Poisson GLMNet,0.14476782045197484,0.5181736526946108
carlstrom_phyllosphere_2019,distributed_pairs,0.2,6,34,955,120,SparCC,0.11806322504832759,0.45132734530938134
carlstrom_phyllosphere_2019,distributed_pairs,0.2,6,34,955,120,Mean rank,0.12499494534980016,0.4712075848303393
carlstrom_phyllosphere_2019,distributed_pairs,0.2,6,34,955,120,SPIEC-EASI,0.13570753344968003,0.5036227544910179
carlstrom_phyllosphere_2019,taxon_panel,0.2,7,34,646,66,PLNNetwork,0.1021671826625387,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,7,34,646,66,Poisson GLMNet,0.10162929605654064,0.4902298850574713
carlstrom_phyllosphere_2019,taxon_panel,0.2,7,34,646,66,SparCC,0.08073168871039987,0.40130616509926853
carlstrom_phyllosphere_2019,taxon_panel,0.2,7,34,646,66,Mean rank,0.08052591283026027,0.40373563218390807
carlstrom_phyllosphere_2019,taxon_panel,0.2,7,34,646,66,SPIEC-EASI,0.1021671826625387,0.49310344827586206
carlstrom_phyllosphere_2019,distributed_pairs,0.2,7,34,955,118,PLNNetwork,0.12356020942408377,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,7,34,955,118,Poisson GLMNet,0.14379182572057853,0.522259684506814
carlstrom_phyllosphere_2019,distributed_pairs,0.2,7,34,955,118,SparCC,0.1186189500745112,0.458548488346192
carlstrom_phyllosphere_2019,distributed_pairs,0.2,7,34,955,118,Mean rank,0.127864582038765,0.48031711317659925
carlstrom_phyllosphere_2019,distributed_pairs,0.2,7,34,955,118,SPIEC-EASI,0.13383692726358448,0.5038576028187838
carlstrom_phyllosphere_2019,taxon_panel,0.2,8,27,670,66,PLNNetwork,0.09850746268656717,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,8,27,670,66,Poisson GLMNet,0.11928237599879393,0.5161549267509532
carlstrom_phyllosphere_2019,taxon_panel,0.2,8,27,670,66,SparCC,0.08600629308666705,0.4451635560907084
carlstrom_phyllosphere_2019,taxon_panel,0.2,8,27,670,66,Mean rank,0.09222035966605638,0.4668372466385711
carlstrom_phyllosphere_2019,taxon_panel,0.2,8,27,670,66,SPIEC-EASI,0.10147476901208244,0.505217740317078
carlstrom_phyllosphere_2019,distributed_pairs,0.2,8,27,962,119,PLNNetwork,0.12370062370062371,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,8,27,962,119,Poisson GLMNet,0.14146257247607846,0.5172602848968768
carlstrom_phyllosphere_2019,distributed_pairs,0.2,8,27,962,119,SparCC,0.11676659446418514,0.4506414665510332
carlstrom_phyllosphere_2019,distributed_pairs,0.2,8,27,962,119,Mean rank,0.1240841780310906,0.46793664084851017
carlstrom_phyllosphere_2019,distributed_pairs,0.2,8,27,962,119,SPIEC-EASI,0.13388744271097214,0.5038129130655821
carlstrom_phyllosphere_2019,taxon_panel,0.2,9,40,621,73,PLNNetwork,0.11755233494363929,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,9,40,621,73,Poisson GLMNet,0.11685527099463966,0.49120087991200884
carlstrom_phyllosphere_2019,taxon_panel,0.2,9,40,621,73,SparCC,0.09983840403208744,0.4441555844415558
carlstrom_phyllosphere_2019,taxon_panel,0.2,9,40,621,73,Mean rank,0.09997186737484362,0.44573042695730425
carlstrom_phyllosphere_2019,taxon_panel,0.2,9,40,621,73,SPIEC-EASI,0.1186817550129045,0.49775022497750226
carlstrom_phyllosphere_2019,distributed_pairs,0.2,9,40,949,121,PLNNetwork,0.12750263435194942,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,9,40,949,121,Poisson GLMNet,0.14570609170492652,0.5165538787080289
carlstrom_phyllosphere_2019,distributed_pairs,0.2,9,40,949,121,SparCC,0.12064312484331956,0.45242943266658675
carlstrom_phyllosphere_2019,distributed_pairs,0.2,9,40,949,121,Mean rank,0.12832553295902127,0.46963708228530365
carlstrom_phyllosphere_2019,distributed_pairs,0.2,9,40,949,121,SPIEC-EASI,0.1374268114616807,0.5034435261707988
carlstrom_phyllosphere_2019,taxon_panel,0.2,10,45,595,62,PLNNetwork,0.10420168067226891,0.5
carlstrom_phyllosphere_2019,taxon_panel,0.2,10,45,595,62,Poisson GLMNet,0.12419970920919689,0.523906070326212
carlstrom_phyllosphere_2019,taxon_panel,0.2,10,45,595,62,SparCC,0.11238421650994031,0.4598135931731526
carlstrom_phyllosphere_2019,taxon_panel,0.2,10,45,595,62,Mean rank,0.11910648192444767,0.4802396659202324
carlstrom_phyllosphere_2019,taxon_panel,0.2,10,45,595,62,SPIEC-EASI,0.12157766332339387,0.5096229498275131
carlstrom_phyllosphere_2019,distributed_pairs,0.2,10,45,944,116,PLNNetwork,0.1228813559322034,0.5
carlstrom_phyllosphere_2019,distributed_pairs,0.2,10,45,944,116,Poisson GLMNet,0.14391713223265007,0.5227906879893387
carlstrom_phyllosphere_2019,distributed_pairs,0.2,10,45,944,116,SparCC,0.11727219722358528,0.45258620689655177
carlstrom_phyllosphere_2019,distributed_pairs,0.2,10,45,944,116,Mean rank,0.1264631068941875,0.4753873063468266
carlstrom_phyllosphere_2019,distributed_pairs,0.2,10,45,944,116,SPIEC-EASI,0.1333528151178648,0.503982383808096
