analysis_set,design,taxon_fraction,repeat,calibration_pairs,test_pairs,test_positives,method,auprc,auroc
schafer_phyllosphere_2022,distributed_pairs,0.6,13,357,1167,31,Mean rank,0.2566942238475435,0.9087062698773285
schafer_phyllosphere_2022,distributed_pairs,0.6,13,357,1167,31,SPIEC-EASI,0.026563838903170524,0.49911971830985913
schafer_phyllosphere_2022,taxon_panel,0.6,14,687,147,4,PLNNetwork,0.22193877551020408,0.7360139860139859
schafer_phyllosphere_2022,taxon_panel,0.6,14,687,147,4,Poisson GLMNet,0.16860827664399092,0.8155594405594405
schafer_phyllosphere_2022,taxon_panel,0.6,14,687,147,4,SparCC,0.22957251082251082,0.9038461538461537
schafer_phyllosphere_2022,taxon_panel,0.6,14,687,147,4,Mean rank,0.5947293447293447,0.9423076923076923
schafer_phyllosphere_2022,taxon_panel,0.6,14,687,147,4,SPIEC-EASI,0.027210884353741496,0.5
schafer_phyllosphere_2022,distributed_pairs,0.6,14,687,837,20,PLNNetwork,0.06753285543608124,0.5582007343941249
schafer_phyllosphere_2022,distributed_pairs,0.6,14,687,837,20,Poisson GLMNet,0.061079542514552,0.6111383108935129
schafer_phyllosphere_2022,distributed_pairs,0.6,14,687,837,20,SparCC,0.1021033179119819,0.8612607099143207
schafer_phyllosphere_2022,distributed_pairs,0.6,14,687,837,20,Mean rank,0.19782637663440558,0.866891064871481
schafer_phyllosphere_2022,distributed_pairs,0.6,14,687,837,20,SPIEC-EASI,0.023894862604540025,0.49877600979192166
schafer_phyllosphere_2022,taxon_panel,0.6,15,564,232,7,PLNNetwork,0.07348111658456485,0.553015873015873
schafer_phyllosphere_2022,taxon_panel,0.6,15,564,232,7,Poisson GLMNet,0.32676518883415434,0.7003174603174603
schafer_phyllosphere_2022,taxon_panel,0.6,15,564,232,7,SparCC,0.1924199025702785,0.906031746031746
schafer_phyllosphere_2022,taxon_panel,0.6,15,564,232,7,Mean rank,0.3902092482562645,0.911111111111111
schafer_phyllosphere_2022,taxon_panel,0.6,15,564,232,7,SPIEC-EASI,0.03017241379310345,0.5
schafer_phyllosphere_2022,distributed_pairs,0.6,15,564,960,16,PLNNetwork,0.06999458874458875,0.607719809322034
schafer_phyllosphere_2022,distributed_pairs,0.6,15,564,960,16,Poisson GLMNet,0.0838768115942029,0.6196371822033899
schafer_phyllosphere_2022,distributed_pairs,0.6,15,564,960,16,SparCC,0.07941484502214587,0.8518935381355932
schafer_phyllosphere_2022,distributed_pairs,0.6,15,564,960,16,Mean rank,0.16629356036737042,0.8787738347457628
schafer_phyllosphere_2022,distributed_pairs,0.6,15,564,960,16,SPIEC-EASI,0.016666666666666666,0.4989406779661017
schafer_phyllosphere_2022,taxon_panel,0.6,16,625,190,10,PLNNetwork,0.13210526315789473,0.5888888888888889
schafer_phyllosphere_2022,taxon_panel,0.6,16,625,190,10,Poisson GLMNet,0.14210526315789473,0.5738888888888889
schafer_phyllosphere_2022,taxon_panel,0.6,16,625,190,10,SparCC,0.2665067583488636,0.8822222222222222
schafer_phyllosphere_2022,taxon_panel,0.6,16,625,190,10,Mean rank,0.37483976987924356,0.91
schafer_phyllosphere_2022,taxon_panel,0.6,16,625,190,10,SPIEC-EASI,0.05263157894736842,0.5
schafer_phyllosphere_2022,distributed_pairs,0.6,16,625,899,20,PLNNetwork,0.10624923414608031,0.6843003412969283
schafer_phyllosphere_2022,distributed_pairs,0.6,16,625,899,20,Poisson GLMNet,0.08945008849848916,0.6417804323094426
schafer_phyllosphere_2022,distributed_pairs,0.6,16,625,899,20,SparCC,0.10904448202124346,0.8641069397042093
schafer_phyllosphere_2022,distributed_pairs,0.6,16,625,899,20,Mean rank,0.2418672872656504,0.9117178612059158
schafer_phyllosphere_2022,distributed_pairs,0.6,16,625,899,20,SPIEC-EASI,0.02224694104560623,0.49943117178612056
schafer_phyllosphere_2022,taxon_panel,0.6,17,623,186,1,PLNNetwork,0.005376344086021506,0.47297297297297297
schafer_phyllosphere_2022,taxon_panel,0.6,17,623,186,1,Poisson GLMNet,0.16666666666666666,0.9729729729729729
schafer_phyllosphere_2022,taxon_panel,0.6,17,623,186,1,SparCC,0.09090909090909091,0.9459459459459459
schafer_phyllosphere_2022,taxon_panel,0.6,17,623,186,1,Mean rank,0.14285714285714285,0.9675675675675676
schafer_phyllosphere_2022,taxon_panel,0.6,17,623,186,1,SPIEC-EASI,0.005376344086021506,0.5
schafer_phyllosphere_2022,distributed_pairs,0.6,17,623,901,28,PLNNetwork,0.10386827705159563,0.6425707740140729
schafer_phyllosphere_2022,distributed_pairs,0.6,17,623,901,28,Poisson GLMNet,0.08533637852052359,0.6189248895434463
schafer_phyllosphere_2022,distributed_pairs,0.6,17,623,901,28,SparCC,0.15392026254641555,0.8991163475699558
schafer_phyllosphere_2022,distributed_pairs,0.6,17,623,901,28,Mean rank,0.27327605966604435,0.902348224513173
schafer_phyllosphere_2022,distributed_pairs,0.6,17,623,901,28,SPIEC-EASI,0.03107658157602664,0.49942726231386025
schafer_phyllosphere_2022,taxon_panel,0.6,18,288,406,11,PLNNetwork,0.06515897895208239,0.6119677790563866
schafer_phyllosphere_2022,taxon_panel,0.6,18,288,406,11,Poisson GLMNet,0.033721450962830274,0.5077100115074799
schafer_phyllosphere_2022,taxon_panel,0.6,18,288,406,11,SparCC,0.13433829250229873,0.9065592635212888
schafer_phyllosphere_2022,taxon_panel,0.6,18,288,406,11,Mean rank,0.13524598977416055,0.8964326812428078
schafer_phyllosphere_2022,taxon_panel,0.6,18,288,406,11,SPIEC-EASI,0.027093596059113302,0.5
schafer_phyllosphere_2022,distributed_pairs,0.6,18,288,1236,29,PLNNetwork,0.07293913149239792,0.6361169042653487
schafer_phyllosphere_2022,distributed_pairs,0.6,18,288,1236,29,Poisson GLMNet,0.06326144916860194,0.5993771962403224
schafer_phyllosphere_2022,distributed_pairs,0.6,18,288,1236,29,SparCC,0.12971641582570612,0.9107505070993915
schafer_phyllosphere_2022,distributed_pairs,0.6,18,288,1236,29,Mean rank,0.20480461639457775,0.9061223323715111
schafer_phyllosphere_2022,distributed_pairs,0.6,18,288,1236,29,SPIEC-EASI,0.023462783171521034,0.4991714995857498
schafer_phyllosphere_2022,distributed_pairs,0.6,19,810,714,19,PLNNetwork,0.10752147749051774,0.6414615675880349
schafer_phyllosphere_2022,distributed_pairs,0.6,19,810,714,19,Poisson GLMNet,0.11847633790358249,0.674820143884892
schafer_phyllosphere_2022,distributed_pairs,0.6,19,810,714,19,SparCC,0.17769128231894984,0.9162438470276411
schafer_phyllosphere_2022,distributed_pairs,0.6,19,810,714,19,Mean rank,0.3368514106458289,0.9063233623627414
schafer_phyllosphere_2022,distributed_pairs,0.6,19,810,714,19,SPIEC-EASI,0.02661064425770308,0.49928057553956834
schafer_phyllosphere_2022,taxon_panel,0.6,20,418,325,8,PLNNetwork,0.2080929487179487,0.6778391167192429
schafer_phyllosphere_2022,taxon_panel,0.6,20,418,325,8,Poisson GLMNet,0.3032258672699849,0.774447949526814
schafer_phyllosphere_2022,taxon_panel,0.6,20,418,325,8,SparCC,0.17918626458680637,0.9254731861198738
schafer_phyllosphere_2022,taxon_panel,0.6,20,418,325,8,Mean rank,0.4014835038828847,0.9373028391167192
schafer_phyllosphere_2022,taxon_panel,0.6,20,418,325,8,SPIEC-EASI,0.024615384615384615,0.49842271293375395
schafer_phyllosphere_2022,distributed_pairs,0.6,20,418,1106,27,PLNNetwork,0.09102553451975426,0.6502248309477225
schafer_phyllosphere_2022,distributed_pairs,0.6,20,418,1106,27,Poisson GLMNet,0.06242267592305334,0.6267119761095664
schafer_phyllosphere_2022,distributed_pairs,0.6,20,418,1106,27,SparCC,0.11711222834768853,0.8806851336971819
schafer_phyllosphere_2022,distributed_pairs,0.6,20,418,1106,27,Mean rank,0.22563823385886886,0.9128822984244671
schafer_phyllosphere_2022,distributed_pairs,0.6,20,418,1106,27,SPIEC-EASI,0.024412296564195298,0.4990732159406858
schafer_phyllosphere_2022,taxon_panel,0.6,21,750,97,3,PLNNetwork,0.3991981672394043,0.8191489361702128
schafer_phyllosphere_2022,taxon_panel,0.6,21,750,97,3,Poisson GLMNet,0.19461279461279463,0.9148936170212767
schafer_phyllosphere_2022,taxon_panel,0.6,21,750,97,3,SparCC,0.16534391534391535,0.8687943262411347
schafer_phyllosphere_2022,taxon_panel,0.6,21,750,97,3,Mean rank,0.7254901960784313,0.950354609929078
schafer_phyllosphere_2022,taxon_panel,0.6,21,750,97,3,SPIEC-EASI,0.030927835051546393,0.5
schafer_phyllosphere_2022,distributed_pairs,0.6,21,750,774,20,PLNNetwork,0.07424326319675156,0.5875994694960212
schafer_phyllosphere_2022,distributed_pairs,0.6,21,750,774,20,Poisson GLMNet,0.12002745457151821,0.6635278514588859
schafer_phyllosphere_2022,distributed_pairs,0.6,21,750,774,20,SparCC,0.11550506118739022,0.8787798408488063
schafer_phyllosphere_2022,distributed_pairs,0.6,21,750,774,20,Mean rank,0.2560314502036,0.9037135278514589
schafer_phyllosphere_2022,distributed_pairs,0.6,21,750,774,20,SPIEC-EASI,0.025839793281653745,0.5
schafer_phyllosphere_2022,taxon_panel,0.6,22,430,320,8,PLNNetwork,0.175,0.6778846153846154
schafer_phyllosphere_2022,taxon_panel,0.6,22,430,320,8,Poisson GLMNet,0.042708333333333334,0.5422676282051282
schafer_phyllosphere_2022,taxon_panel,0.6,22,430,320,8,SparCC,0.1822695538367935,0.938301282051282
schafer_phyllosphere_2022,taxon_panel,0.6,22,430,320,8,Mean rank,0.28241194951434856,0.9318910256410257
schafer_phyllosphere_2022,taxon_panel,0.6,22,430,320,8,SPIEC-EASI,0.025,0.5
schafer_phyllosphere_2022,distributed_pairs,0.6,22,430,1094,28,PLNNetwork,0.0723094474108743,0.6079804341999463
schafer_phyllosphere_2022,distributed_pairs,0.6,22,430,1094,28,Poisson GLMNet,0.11035176922059292,0.6622889305816135
schafer_phyllosphere_2022,distributed_pairs,0.6,22,430,1094,28,SparCC,0.13380808992560717,0.8958054140980969
schafer_phyllosphere_2022,distributed_pairs,0.6,22,430,1094,28,Mean rank,0.26116015491107536,0.9043822031626909
schafer_phyllosphere_2022,distributed_pairs,0.6,22,430,1094,28,SPIEC-EASI,0.025594149908592323,0.49906191369606
schafer_phyllosphere_2022,taxon_panel,0.6,23,618,194,3,PLNNetwork,0.1769759450171821,0.6527050610820244
schafer_phyllosphere_2022,taxon_panel,0.6,23,618,194,3,Poisson GLMNet,0.24959908361970218,0.8158813263525305
schafer_phyllosphere_2022,taxon_panel,0.6,23,618,194,3,SparCC,0.35,0.9755671902268761
schafer_phyllosphere_2022,taxon_panel,0.6,23,618,194,3,Mean rank,0.5142857142857142,0.9633507853403142
schafer_phyllosphere_2022,taxon_panel,0.6,23,618,194,3,SPIEC-EASI,0.015463917525773196,0.5
schafer_phyllosphere_2022,distributed_pairs,0.6,23,618,906,20,PLNNetwork,0.03602570167139704,0.5579571106094807
schafer_phyllosphere_2022,distributed_pairs,0.6,23,618,906,20,Poisson GLMNet,0.09964106796058544,0.6401805869074493
schafer_phyllosphere_2022,distributed_pairs,0.6,23,618,906,20,SparCC,0.10470576519309621,0.8659706546275395
schafer_phyllosphere_2022,distributed_pairs,0.6,23,618,906,20,Mean rank,0.13786283266137703,0.8847629796839729
schafer_phyllosphere_2022,distributed_pairs,0.6,23,618,906,20,SPIEC-EASI,0.02207505518763797,0.4994356659142212
schafer_phyllosphere_2022,taxon_panel,0.6,24,494,283,13,PLNNetwork,0.15231494065416326,0.6377492877492877
schafer_phyllosphere_2022,taxon_panel,0.6,24,494,283,13,Poisson GLMNet,0.19031860365782627,0.6236467236467237
schafer_phyllosphere_2022,taxon_panel,0.6,24,494,283,13,SparCC,0.22176257963705437,0.8831908831908832
schafer_phyllosphere_2022,taxon_panel,0.6,24,494,283,13,Mean rank,0.3538745555634007,0.8777777777777778
schafer_phyllosphere_2022,taxon_panel,0.6,24,494,283,13,SPIEC-EASI,0.045936395759717315,0.5
schafer_phyllosphere_2022,distributed_pairs,0.6,24,494,1030,24,PLNNetwork,0.08608676262724181,0.6493124585818422
schafer_phyllosphere_2022,distributed_pairs,0.6,24,494,1030,24,Poisson GLMNet,0.10323922539170288,0.6543654738237243
schafer_phyllosphere_2022,distributed_pairs,0.6,24,494,1030,24,SparCC,0.14244458494615633,0.9007620941020543
schafer_phyllosphere_2022,distributed_pairs,0.6,24,494,1030,24,Mean rank,0.2601913704323211,0.929671968190855
schafer_phyllosphere_2022,distributed_pairs,0.6,24,494,1030,24,SPIEC-EASI,0.02330097087378641,0.4990059642147117
schafer_phyllosphere_2022,taxon_panel,0.6,25,559,235,3,PLNNetwork,0.01276595744680851,0.47844827586206895
schafer_phyllosphere_2022,taxon_panel,0.6,25,559,235,3,Poisson GLMNet,0.10315641805003506,0.7988505747126436
schafer_phyllosphere_2022,taxon_panel,0.6,25,559,235,3,SparCC,0.07156465825196476,0.8864942528735632
schafer_phyllosphere_2022,taxon_panel,0.6,25,559,235,3,Mean rank,0.12215691285458727,0.9181034482758621
schafer_phyllosphere_2022,taxon_panel,0.6,25,559,235,3,SPIEC-EASI,0.01276595744680851,0.4978448275862069
schafer_phyllosphere_2022,distributed_pairs,0.6,25,559,965,29,PLNNetwork,0.10158963089903537,0.6392204538756263
schafer_phyllosphere_2022,distributed_pairs,0.6,25,559,965,29,Poisson GLMNet,0.11330257327302563,0.6707928087238432
schafer_phyllosphere_2022,distributed_pairs,0.6,25,559,965,29,SparCC,0.1669182543170242,0.9020409666961391
schafer_phyllosphere_2022,distributed_pairs,0.6,25,559,965,29,Mean rank,0.31919795367362364,0.9154140878278809
schafer_phyllosphere_2022,distributed_pairs,0.6,25,559,965,29,SPIEC-EASI,0.03005181347150259,0.49946581196581197
schafer_phyllosphere_2022,taxon_panel,0.6,26,559,238,4,PLNNetwork,0.6292016806722689,0.8696581196581196
schafer_phyllosphere_2022,taxon_panel,0.6,26,559,238,4,Poisson GLMNet,0.06260504201680672,0.6014957264957265
schafer_phyllosphere_2022,taxon_panel,0.6,26,559,238,4,SparCC,0.19166666666666665,0.9326923076923077
schafer_phyllosphere_2022,taxon_panel,0.6,26,559,238,4,Mean rank,0.4489795918367347,0.9380341880341881
schafer_phyllosphere_2022,taxon_panel,0.6,26,559,238,4,SPIEC-EASI,0.01680672268907563,0.49572649572649574
schafer_phyllosphere_2022,distributed_pairs,0.6,26,559,965,21,PLNNetwork,0.05049400926821161,0.601594027441485
schafer_phyllosphere_2022,distributed_pairs,0.6,26,559,965,21,Poisson GLMNet,0.05632944652189656,0.6018714689265536
schafer_phyllosphere_2022,distributed_pairs,0.6,26,559,965,21,SparCC,0.1180542630957259,0.9149011299435028
schafer_phyllosphere_2022,distributed_pairs,0.6,26,559,965,21,Mean rank,0.13283803998871305,0.9091000807102502
schafer_phyllosphere_2022,distributed_pairs,0.6,26,559,965,21,SPIEC-EASI,0.021761658031088083,0.4994703389830508
schafer_phyllosphere_2022,taxon_panel,0.6,27,492,278,12,PLNNetwork,0.08123501199040767,0.5258458646616542
schafer_phyllosphere_2022,taxon_panel,0.6,27,492,278,12,Poisson GLMNet,0.3585925377345182,0.7114661654135338
schafer_phyllosphere_2022,taxon_panel,0.6,27,492,278,12,SparCC,0.1904705316694017,0.856829573934837
schafer_phyllosphere_2022,taxon_panel,0.6,27,492,278,12,Mean rank,0.2688756207119861,0.849624060150376
schafer_phyllosphere_2022,taxon_panel,0.6,27,492,278,12,SPIEC-EASI,0.04316546762589928,0.5
schafer_phyllosphere_2022,distributed_pairs,0.6,27,492,1032,26,PLNNetwork,0.10257946602847605,0.6374063312433094
schafer_phyllosphere_2022,distributed_pairs,0.6,27,492,1032,26,Poisson GLMNet,0.11784269684083046,0.6574017433858388
schafer_phyllosphere_2022,distributed_pairs,0.6,27,492,1032,26,SparCC,0.13592466113664617,0.8958556354182596
schafer_phyllosphere_2022,distributed_pairs,0.6,27,492,1032,26,Mean rank,0.2506629899211781,0.9219681908548707
schafer_phyllosphere_2022,distributed_pairs,0.6,27,492,1032,26,SPIEC-EASI,0.025193798449612403,0.5
schafer_phyllosphere_2022,taxon_panel,0.6,28,487,283,6,PLNNetwork,0.06824682973092867,0.6407942238267148
schafer_phyllosphere_2022,taxon_panel,0.6,28,487,283,6,Poisson GLMNet,0.02120141342756184,0.45126353790613716
schafer_phyllosphere_2022,taxon_panel,0.6,28,487,283,6,SparCC,0.11427388615856109,0.9073405535499399
schafer_phyllosphere_2022,taxon_panel,0.6,28,487,283,6,Mean rank,0.14363558383685754,0.8868832731648616
schafer_phyllosphere_2022,taxon_panel,0.6,28,487,283,6,SPIEC-EASI,0.02120141342756184,0.4963898916967509
schafer_phyllosphere_2022,distributed_pairs,0.6,28,487,1037,27,PLNNetwork,0.08864512099318475,0.6143381004767143
schafer_phyllosphere_2022,distributed_pairs,0.6,28,487,1037,27,Poisson GLMNet,0.07150147329367046,0.626989365603227
schafer_phyllosphere_2022,distributed_pairs,0.6,28,487,1037,27,SparCC,0.12663683209413942,0.882031536486982
schafer_phyllosphere_2022,distributed_pairs,0.6,28,487,1037,27,Mean rank,0.26226899396197145,0.8943527686101944
schafer_phyllosphere_2022,distributed_pairs,0.6,28,487,1037,27,SPIEC-EASI,0.026036644165863067,0.499009900990099
schafer_phyllosphere_2022,taxon_panel,0.6,29,629,187,3,PLNNetwork,0.016042780748663103,0.4701086956521739
schafer_phyllosphere_2022,taxon_panel,0.6,29,629,187,3,Poisson GLMNet,0.016042780748663103,0.47282608695652173
schafer_phyllosphere_2022,taxon_panel,0.6,29,629,187,3,SparCC,0.06090930674264008,0.8152173913043478
schafer_phyllosphere_2022,taxon_panel,0.6,29,629,187,3,Mean rank,0.04984628897672376,0.786231884057971
schafer_phyllosphere_2022,taxon_panel,0.6,29,629,187,3,SPIEC-EASI,0.016042780748663103,0.5
schafer_phyllosphere_2022,distributed_pairs,0.6,29,629,895,25,PLNNetwork,0.08532147634743759,0.6243218390804598
schafer_phyllosphere_2022,distributed_pairs,0.6,29,629,895,25,Poisson GLMNet,0.09338725148222354,0.6445977011494253
schafer_phyllosphere_2022,distributed_pairs,0.6,29,629,895,25,SparCC,0.11204797479016122,0.8571954022988506
schafer_phyllosphere_2022,distributed_pairs,0.6,29,629,895,25,Mean rank,0.20890091204174227,0.8996781609195403
schafer_phyllosphere_2022,distributed_pairs,0.6,29,629,895,25,SPIEC-EASI,0.027932960893854747,0.49942528735632186
schafer_phyllosphere_2022,taxon_panel,0.6,30,424,321,7,PLNNetwork,0.03909975205035285,0.5523202911737943
schafer_phyllosphere_2022,taxon_panel,0.6,30,424,321,7,Poisson GLMNet,0.021806853582554516,0.43789808917197454
schafer_phyllosphere_2022,taxon_panel,0.6,30,424,321,7,SparCC,0.09234323181691602,0.8607825295723385
schafer_phyllosphere_2022,taxon_panel,0.6,30,424,321,7,Mean rank,0.0707161086838809,0.8444040036396725
schafer_phyllosphere_2022,taxon_panel,0.6,30,424,321,7,SPIEC-EASI,0.021806853582554516,0.5
schafer_phyllosphere_2022,distributed_pairs,0.6,30,424,1100,26,PLNNetwork,0.05937493166620746,0.5972281908036099
schafer_phyllosphere_2022,distributed_pairs,0.6,30,424,1100,26,Poisson GLMNet,0.06372793872793872,0.5749176335768514
schafer_phyllosphere_2022,distributed_pairs,0.6,30,424,1100,26,SparCC,0.12351788064850298,0.910471279186363
schafer_phyllosphere_2022,distributed_pairs,0.6,30,424,1100,26,Mean rank,0.16051620397477356,0.8907391491190374
schafer_phyllosphere_2022,distributed_pairs,0.6,30,424,1100,26,SPIEC-EASI,0.023636363636363636,0.49906890130353815
schafer_phyllosphere_2022,taxon_panel,0.6,31,561,237,6,PLNNetwork,0.15988045007032348,0.7312409812409812
schafer_phyllosphere_2022,taxon_panel,0.6,31,561,237,6,Poisson GLMNet,0.08235382760699216,0.6421356421356421
schafer_phyllosphere_2022,taxon_panel,0.6,31,561,237,6,SparCC,0.22515794390794389,0.9451659451659452
schafer_phyllosphere_2022,taxon_panel,0.6,31,561,237,6,Mean rank,0.2876254464489759,0.9538239538239538
schafer_phyllosphere_2022,taxon_panel,0.6,31,561,237,6,SPIEC-EASI,0.02531645569620253,0.5
schafer_phyllosphere_2022,distributed_pairs,0.6,31,561,963,24,PLNNetwork,0.11442519188061037,0.652067802626908
schafer_phyllosphere_2022,distributed_pairs,0.6,31,561,963,24,Poisson GLMNet,0.07563277325005405,0.610778310259141
schafer_phyllosphere_2022,distributed_pairs,0.6,31,561,963,24,SparCC,0.1661605392661879,0.9346822861199858
schafer_phyllosphere_2022,distributed_pairs,0.6,31,561,963,24,Mean rank,0.29432582335571356,0.9184416045438409
schafer_phyllosphere_2022,distributed_pairs,0.6,31,561,963,24,SPIEC-EASI,0.024922118380062305,0.4994675186368477
schafer_phyllosphere_2022,taxon_panel,0.6,32,749,98,1,PLNNetwork,0.01020408163265306,0.4948453608247423
schafer_phyllosphere_2022,taxon_panel,0.6,32,749,98,1,Poisson GLMNet,0.25,0.9690721649484536
schafer_phyllosphere_2022,taxon_panel,0.6,32,749,98,1,SparCC,0.06666666666666667,0.8556701030927836
schafer_phyllosphere_2022,taxon_panel,0.6,32,749,98,1,Mean rank,0.25,0.9690721649484536
schafer_phyllosphere_2022,taxon_panel,0.6,32,749,98,1,SPIEC-EASI,0.01020408163265306,0.5
schafer_phyllosphere_2022,distributed_pairs,0.6,32,749,775,21,PLNNetwork,0.10032287747575264,0.5812176329417709
schafer_phyllosphere_2022,distributed_pairs,0.6,32,749,775,21,Poisson GLMNet,0.06630375793303274,0.6069218138183654
schafer_phyllosphere_2022,distributed_pairs,0.6,32,749,775,21,SparCC,0.12690542173500846,0.870215990905646
schafer_phyllosphere_2022,distributed_pairs,0.6,32,749,775,21,Mean rank,0.19065488134764466,0.885373247442213
schafer_phyllosphere_2022,distributed_pairs,0.6,32,749,775,21,SPIEC-EASI,0.027096774193548386,0.4993368700265252
schafer_phyllosphere_2022,taxon_panel,0.6,33,693,144,7,PLNNetwork,0.208078231292517,0.7565172054223149
schafer_phyllosphere_2022,taxon_panel,0.6,33,693,144,7,Poisson GLMNet,0.18452380952380953,0.5526590198123045
schafer_phyllosphere_2022,taxon_panel,0.6,33,693,144,7,SparCC,0.22083491221422255,0.7977059436913452
schafer_phyllosphere_2022,taxon_panel,0.6,33,693,144,7,Mean rank,0.2931562928016325,0.9051094890510948
schafer_phyllosphere_2022,taxon_panel,0.6,33,693,144,7,SPIEC-EASI,0.04861111111111111,0.5
schafer_phyllosphere_2022,distributed_pairs,0.6,33,693,831,16,PLNNetwork,0.1023303428948883,0.6699386503067485
schafer_phyllosphere_2022,distributed_pairs,0.6,33,693,831,16,Poisson GLMNet,0.07395781358535607,0.6483895705521472
schafer_phyllosphere_2022,distributed_pairs,0.6,33,693,831,16,SparCC,0.10313007030414408,0.8832055214723927
schafer_phyllosphere_2022,distributed_pairs,0.6,33,693,831,16,Mean rank,0.2432627588430094,0.9195552147239264
schafer_phyllosphere_2022,distributed_pairs,0.6,33,693,831,16,SPIEC-EASI,0.019253910950661854,0.49877300613496933
schafer_phyllosphere_2022,taxon_panel,0.6,34,812,49,5,PLNNetwork,0.2945578231292517,0.6568181818181817
schafer_phyllosphere_2022,taxon_panel,0.6,34,812,49,5,Poisson GLMNet,0.47278911564625853,0.8045454545454545
schafer_phyllosphere_2022,taxon_panel,0.6,34,812,49,5,SparCC,0.48984126984126986,0.9045454545454547
schafer_phyllosphere_2022,taxon_panel,0.6,34,812,49,5,Mean rank,0.5988095238095239,0.8545454545454545
schafer_phyllosphere_2022,taxon_panel,0.6,34,812,49,5,SPIEC-EASI,0.10204081632653061,0.5
schafer_phyllosphere_2022,distributed_pairs,0.6,34,812,712,17,PLNNetwork,0.08060337973154963,0.6300465509944986
schafer_phyllosphere_2022,distributed_pairs,0.6,34,812,712,17,Poisson GLMNet,0.11707836657061653,0.7030469741853577
schafer_phyllosphere_2022,distributed_pairs,0.6,34,812,712,17,SparCC,0.1237313102735217,0.886754126110876
schafer_phyllosphere_2022,distributed_pairs,0.6,34,812,712,17,Mean rank,0.27697680158103044,0.93245873889124
schafer_phyllosphere_2022,distributed_pairs,0.6,34,812,712,17,SPIEC-EASI,0.023876404494382022,0.49928057553956834
schafer_phyllosphere_2022,taxon_panel,0.6,35,629,188,4,PLNNetwork,0.02127659574468085,0.4592391304347826
schafer_phyllosphere_2022,taxon_panel,0.6,35,629,188,4,Poisson GLMNet,0.16540020263424518,0.6956521739130435
schafer_phyllosphere_2022,taxon_panel,0.6,35,629,188,4,SparCC,0.22195165945165946,0.953804347826087
schafer_phyllosphere_2022,taxon_panel,0.6,35,629,188,4,Mean rank,0.11814024390243902,0.8817934782608696
schafer_phyllosphere_2022,taxon_panel,0.6,35,629,188,4,SPIEC-EASI,0.02127659574468085,0.5
schafer_phyllosphere_2022,distributed_pairs,0.6,35,629,895,25,PLNNetwork,0.09760340018264158,0.584183908045977
schafer_phyllosphere_2022,distributed_pairs,0.6,35,629,895,25,Poisson GLMNet,0.11415924620560351,0.6651494252873562
schafer_phyllosphere_2022,distributed_pairs,0.6,35,629,895,25,SparCC,0.12689321238535684,0.8630344827586207
schafer_phyllosphere_2022,distributed_pairs,0.6,35,629,895,25,Mean rank,0.22965806116677337,0.8931954022988505
schafer_phyllosphere_2022,distributed_pairs,0.6,35,629,895,25,SPIEC-EASI,0.027932960893854747,0.49942528735632186
schafer_phyllosphere_2022,taxon_panel,0.6,36,618,193,5,PLNNetwork,0.22072538860103627,0.5957446808510638
schafer_phyllosphere_2022,taxon_panel,0.6,36,618,193,5,Poisson GLMNet,0.41036269430051814,0.7819148936170214
schafer_phyllosphere_2022,taxon_panel,0.6,36,618,193,5,SparCC,0.21080808080808078,0.925531914893617
schafer_phyllosphere_2022,taxon_panel,0.6,36,618,193,5,Mean rank,0.458592132505176,0.9351063829787234
schafer_phyllosphere_2022,taxon_panel,0.6,36,618,193,5,SPIEC-EASI,0.025906735751295335,0.4973404255319149
schafer_phyllosphere_2022,distributed_pairs,0.6,36,618,906,21,PLNNetwork,0.07216276251837495,0.5998385794995964
schafer_phyllosphere_2022,distributed_pairs,0.6,36,618,906,21,Poisson GLMNet,0.1014985513112038,0.6574387947269303
schafer_phyllosphere_2022,distributed_pairs,0.6,36,618,906,21,SparCC,0.13771123274875868,0.9085283831046543
schafer_phyllosphere_2022,distributed_pairs,0.6,36,618,906,21,Mean rank,0.23474250592443163,0.8950766747376917
schafer_phyllosphere_2022,distributed_pairs,0.6,36,618,906,21,SPIEC-EASI,0.023178807947019868,0.4994350282485876
schafer_phyllosphere_2022,taxon_panel,0.6,37,631,181,12,PLNNetwork,0.1613946622233915,0.648422090729783
schafer_phyllosphere_2022,taxon_panel,0.6,37,631,181,12,Poisson GLMNet,0.1191682013505218,0.5843195266272189
schafer_phyllosphere_2022,taxon_panel,0.6,37,631,181,12,SparCC,0.23417842959509624,0.8466469428007889
schafer_phyllosphere_2022,taxon_panel,0.6,37,631,181,12,Mean rank,0.32095514891370663,0.873767258382643
schafer_phyllosphere_2022,taxon_panel,0.6,37,631,181,12,SPIEC-EASI,0.06629834254143646,0.5
schafer_phyllosphere_2022,distributed_pairs,0.6,37,631,893,22,PLNNetwork,0.029243003711088816,0.5444890929965556
schafer_phyllosphere_2022,distributed_pairs,0.6,37,631,893,22,Poisson GLMNet,0.102038696720572,0.6494624778206868
schafer_phyllosphere_2022,distributed_pairs,0.6,37,631,893,22,SparCC,0.11392187041175811,0.8721949692098947
schafer_phyllosphere_2022,distributed_pairs,0.6,37,631,893,22,Mean rank,0.11667202656315857,0.8862853564346101
schafer_phyllosphere_2022,distributed_pairs,0.6,37,631,893,22,SPIEC-EASI,0.02463605823068309,0.49885189437428246
