budget_label,budget_pairs,repeats,mean_supervised_auprc,sd_supervised_auprc,se_supervised_auprc,mean_onenet_auprc,sd_onenet_auprc,mean_auprc_difference,sd_auprc_difference,se_auprc_difference,repeat_win_frequency
10,10.0,20,0.2560470234881976,0.012057192318217454,0.0026960701641322526,0.18306350296209975,0.016880016445334094,0.07298352052609783,0.014730983987751528,0.0032939481572073354,1.0
20,20.0,20,0.25675135449172115,0.010908082390355359,0.002439121372900299,0.18306350296209975,0.016880016445334094,0.07368785152962137,0.01439541257346618,0.0032189121078425565,1.0
50,50.0,20,0.2607424325897011,0.01442729151127274,0.003226040455041154,0.18306350296209975,0.016880016445334094,0.07767892962760135,0.019668088027453304,0.004397918181683533,1.0
100,100.0,20,0.26158801297580114,0.023097562488629257,0.0051647719839124214,0.18306350296209975,0.016880016445334094,0.07852451001370138,0.025896134971398168,0.005790551815055586,1.0
200,200.0,20,0.25989309478938305,0.043682489917430435,0.009767701688182364,0.18306350296209975,0.016880016445334094,0.0768295918272833,0.044274858552898595,0.009900159341846923,0.95
500,500.0,20,0.31682815098012884,0.033525532589783025,0.0074965369852639414,0.18306350296209975,0.016880016445334094,0.13376464801802906,0.03484696035089179,0.007792017215383398,1.0
1000,1000.0,20,0.3568840623702441,0.029064824227061234,0.0064990922725791725,0.18306350296209975,0.016880016445334094,0.17382055940814437,0.02784055055999603,0.006225336358317096,1.0
maximum,1219.2,20,0.36974648818705114,0.021823994141773453,0.004879993444156261,0.18306350296209975,0.016880016445334094,0.1866829852249514,0.020629854948070403,0.004612975802984582,1.0
