analysis_set,design,taxon_fraction,method,valid_repeats,mean_calibration_pairs,mean_auprc,sd_auprc,mean_auroc,sd_auroc
friedman_microcosm_2017,distributed_pairs,0.2,SPIEC-EASI,200,6.0,0.5892978152760949,0.025281212843631686,0.4931440529737258,0.004236892100280323
friedman_microcosm_2017,distributed_pairs,0.2,SparCC,200,6.0,0.685299523990315,0.043710963105012005,0.5452055773164995,0.03262226336490482
friedman_microcosm_2017,distributed_pairs,0.4,Mean rank,200,6.0,0.6247076123340396,0.032016299919131914,0.5411550383246752,0.024308392196130433
friedman_microcosm_2017,distributed_pairs,0.4,PLNNetwork,200,6.0,0.6181709077476882,0.0335130619473187,0.5084462794590681,0.029707182387211057
friedman_microcosm_2017,distributed_pairs,0.4,Poisson GLMNet,200,6.0,0.6028228619310727,0.03211548629436533,0.48753141469696404,0.03481304796979442
friedman_microcosm_2017,distributed_pairs,0.4,SPIEC-EASI,200,6.0,0.5877435115761578,0.024310691353123963,0.49296396076061627,0.00408484957038171
friedman_microcosm_2017,distributed_pairs,0.4,SparCC,200,6.0,0.6875104448354454,0.042320297575604626,0.5469928146673695,0.033189065844091474
friedman_microcosm_2017,distributed_pairs,0.6,Mean rank,200,10.0,0.6245830751219483,0.05506990224570553,0.5419854671018887,0.037648435851514485
friedman_microcosm_2017,distributed_pairs,0.6,PLNNetwork,200,10.0,0.6202656035075187,0.05417436387758566,0.513709124682011,0.04017191411342264
friedman_microcosm_2017,distributed_pairs,0.6,Poisson GLMNet,200,10.0,0.5947607453663789,0.05197713575163819,0.4790664494514889,0.050885605817496585
friedman_microcosm_2017,distributed_pairs,0.6,SPIEC-EASI,200,10.0,0.5838535487681655,0.04243678600015359,0.4939543958377625,0.006128600648956372
friedman_microcosm_2017,distributed_pairs,0.6,SparCC,200,10.0,0.6827436176002531,0.06817263987617789,0.551382282924195,0.04684793774852525
friedman_microcosm_2017,taxon_panel,0.2,Mean rank,200,6.0,0.6413493882275132,0.11916489375449749,0.545932208994709,0.12020992467097733
friedman_microcosm_2017,taxon_panel,0.2,PLNNetwork,200,6.0,0.6191776785714286,0.12379805336343468,0.49580026455026455,0.11113474063182538
