dataset,method,min_occurrence,iterations,n_samples,n_taxa,tested_pairs,positive_pairs,neutral_pairs,random_auprc,average_precision,auroc,native_selected_edges,native_precision,native_recall,native_f1,runtime_seconds
host_fitness_2018,CoNet,20,100,1449,5,10,9,1,0.9,0.9190476190476191,0.5,10,0.9,1.0,0.9473684210526316,11.255701792
