dataset,method,min_occurrence,iterations,n_samples,n_taxa,tested_pairs,positive_pairs,neutral_pairs,random_auprc,average_precision,auroc,native_selected_edges,native_precision,native_recall,native_f1,runtime_seconds
butyrate_assembly_2021,CoNet,20,100,537,26,104,76,28,0.7307692307692307,0.727732793522267,0.4532424812030075,4,0.25,0.013157894736842105,0.025,22.677871708999998
