dataset,method,min_occurrence,iterations,n_samples,n_taxa,tested_pairs,positive_pairs,neutral_pairs,random_auprc,average_precision,auroc,native_selected_edges,native_precision,native_recall,native_f1,runtime_seconds
omm12,CoNet,20,100,109,11,55,55,0,1.0,,,52,1.0,0.9454545454545454,0.9719626168224299,4.148849959
