analysis_set,design,taxon_fraction,feature_set,valid_repeats,mean_calibration_pairs,model_fit_rate,mean_auprc,sd_auprc,mean_auroc,sd_auroc,mean_f1,sd_f1,score_only_auprc,change_from_scores
carlstrom_phyllosphere_2019,distributed_pairs,0.4,direct_abundance,200,151.795,1.0,0.20878372332129794,0.028180074468695922,0.6523362708169843,0.03676073649630026,0.24942700247417238,0.0551471234176947,0.15400857683441627,0.05477514648688167
carlstrom_phyllosphere_2019,distributed_pairs,0.4,network_scores,200,151.795,1.0,0.15400857683441627,0.02188646458868949,0.5276642329580189,0.04465426244163688,0.18186761731473516,0.043259263667773495,0.15400857683441627,0.0
carlstrom_phyllosphere_2019,distributed_pairs,0.4,selected_unsupervised,200,151.795,1.0,0.13442198419745263,0.0129636093142455,0.49626704942511113,0.030708397141426653,0.1803437427832398,0.05935280687604977,0.15400857683441627,-0.019586592636963635
carlstrom_phyllosphere_2019,distributed_pairs,0.6,combined,200,352.145,1.0,0.24246246753155673,0.03232760813610391,0.6803739061735854,0.02287163633915738,0.2794375154153411,0.03787808481739372,0.16488191426554674,0.07758055326600999
carlstrom_phyllosphere_2019,distributed_pairs,0.6,direct_abundance,200,352.145,1.0,0.22749180870924868,0.029122882018745994,0.6790266842272586,0.023025592999096223,0.2870419713066245,0.03499820663748971,0.16488191426554674,0.06260989444370194
carlstrom_phyllosphere_2019,distributed_pairs,0.6,network_scores,200,352.145,1.0,0.16488191426554674,0.02280051325240642,0.5457550663817856,0.03714125048415912,0.20635268904398774,0.033819159068089376,0.16488191426554674,0.0
carlstrom_phyllosphere_2019,distributed_pairs,0.6,selected_unsupervised,200,352.145,1.0,0.13740402202814653,0.014825674394603932,0.5084187088834817,0.025332375051602095,0.2129960864776379,0.027023398871331716,0.16488191426554674,-0.027477892237400214
carlstrom_phyllosphere_2019,taxon_panel,0.2,combined,200,36.4,0.9,0.15248436390451747,0.03410269334123395,0.5358883357459173,0.06870190087888126,0.11783661720724256,0.08293274816386921,0.13727795334191734,0.015206410562600137
carlstrom_phyllosphere_2019,taxon_panel,0.2,direct_abundance,200,36.4,0.9,0.15160308834975977,0.03367199610285648,0.5331909985646492,0.0736267597903671,0.12519502196590013,0.08394768760331112,0.13727795334191734,0.014325135007842438
carlstrom_phyllosphere_2019,taxon_panel,0.2,network_scores,200,36.4,0.9,0.13727795334191734,0.025415140359336293,0.5102918506438852,0.04591798458192197,0.127122874321652,0.07400301580198229,0.13727795334191734,0.0
