analysis_set,repeat,fold,budget_label,budget_pairs,training_positives,training_neutrals,test_pairs,test_positives,selected_setting,supervised_auprc,onenet_auprc,auprc_difference,supervised_auroc,onenet_auroc
butyrate_assembly_2021,8,5,maximum,84,61,23,20,15,lambda=0.01,0.889895844895845,0.7419592281356986,0.14793661676014636,0.8,0.38666666666666666
butyrate_assembly_2021,9,1,10,10,8,2,21,16,lambda=10,0.7924038025527964,0.6428966458378222,0.14950715671497417,0.5,0.19375
butyrate_assembly_2021,9,1,20,20,15,5,21,16,lambda=1,0.9267623716153127,0.6428966458378222,0.2838657257774905,0.7374999999999999,0.19375
butyrate_assembly_2021,9,1,50,50,34,16,21,16,lambda=0.1,0.959119128420599,0.6428966458378222,0.31622248258277674,0.8625,0.19375
butyrate_assembly_2021,9,1,maximum,83,60,23,21,16,lambda=0.1,0.9269484855422355,0.6428966458378222,0.2840518397044133,0.8125,0.19375
butyrate_assembly_2021,9,2,10,10,9,1,21,15,lambda=0.01,0.6869505059210942,0.709369967264704,-0.022419461343609837,0.35555555555555557,0.49444444444444446
butyrate_assembly_2021,9,2,20,20,19,1,21,15,lambda=0.01,0.6869505059210942,0.709369967264704,-0.022419461343609837,0.35555555555555557,0.49444444444444446
butyrate_assembly_2021,9,2,50,50,40,10,21,15,lambda=0.1,0.8638269413192012,0.709369967264704,0.1544569740544972,0.7,0.49444444444444446
butyrate_assembly_2021,9,2,maximum,83,61,22,21,15,lambda=0.01,0.8938717113639714,0.709369967264704,0.18450174409926734,0.7333333333333334,0.49444444444444446
butyrate_assembly_2021,9,3,10,10,7,3,21,15,lambda=10,0.7766095795043163,0.6566276511013353,0.11998192840298105,0.6333333333333333,0.27777777777777773
butyrate_assembly_2021,9,3,20,20,15,5,21,15,lambda=0.01,0.7713477022919747,0.6566276511013353,0.11472005119063944,0.6,0.27777777777777773
butyrate_assembly_2021,9,3,50,50,38,12,21,15,lambda=0.01,0.8287847337847338,0.6566276511013353,0.17215708268339858,0.788888888888889,0.27777777777777773
butyrate_assembly_2021,9,3,maximum,83,61,22,21,15,lambda=0.1,0.923163818752054,0.6566276511013353,0.26653616765071875,0.8666666666666667,0.27777777777777773
