analysis_set,repeat,fold,budget_label,budget_pairs,training_positives,training_neutrals,test_pairs,test_positives,selected_setting,supervised_auprc,onenet_auprc,auprc_difference,supervised_auroc,onenet_auroc
carlstrom_phyllosphere_2019,5,3,500,500,68,432,198,25,lambda=0.1,0.1804227831392877,0.11939353438808847,0.06102924875119922,0.6436994219653179,0.4892485549132948
carlstrom_phyllosphere_2019,5,3,maximum,791,98,693,198,25,lambda=0.01,0.18694458763241856,0.11939353438808847,0.06755105324433008,0.6453179190751445,0.4892485549132948
carlstrom_phyllosphere_2019,5,4,10,10,0,10,198,24,lambda=0.01,0.10955536658563575,0.10409210590556388,0.005463260680071871,0.45162835249042144,0.41487068965517243
carlstrom_phyllosphere_2019,5,4,20,20,1,19,198,24,lambda=0.01,0.10955536658563575,0.10409210590556388,0.005463260680071871,0.45162835249042144,0.41487068965517243
carlstrom_phyllosphere_2019,5,4,50,50,2,48,198,24,lambda=10,0.10955536658563575,0.10409210590556388,0.005463260680071871,0.45162835249042144,0.41487068965517243
carlstrom_phyllosphere_2019,5,4,100,100,10,90,198,24,lambda=1,0.17796403150507578,0.10409210590556388,0.0738719255995119,0.6630747126436782,0.41487068965517243
carlstrom_phyllosphere_2019,5,4,200,200,25,175,198,24,lambda=10,0.12498495571447404,0.10409210590556388,0.020892849808910166,0.5282567049808429,0.41487068965517243
carlstrom_phyllosphere_2019,5,4,500,500,61,439,198,24,lambda=0.01,0.38700578377390127,0.10409210590556388,0.2829136778683374,0.8005268199233716,0.41487068965517243
carlstrom_phyllosphere_2019,5,4,maximum,791,99,692,198,24,lambda=0.01,0.3599778297261333,0.10409210590556388,0.2558857238205694,0.7840038314176245,0.41487068965517243
carlstrom_phyllosphere_2019,5,5,10,10,3,7,197,24,lambda=10,0.1642860743636873,0.11077697156381622,0.05350910279987109,0.4983140655105973,0.3864402697495183
carlstrom_phyllosphere_2019,5,5,20,20,4,16,197,24,lambda=0.1,0.12798950411220342,0.11077697156381622,0.0172125325483872,0.4771194605009634,0.3864402697495183
carlstrom_phyllosphere_2019,5,5,50,50,11,39,197,24,lambda=0.01,0.19250642232492093,0.11077697156381622,0.08172945076110472,0.6172928709055876,0.3864402697495183
carlstrom_phyllosphere_2019,5,5,100,100,15,85,197,24,lambda=0.01,0.22237511274155014,0.11077697156381622,0.11159814117773392,0.6293352601156069,0.3864402697495183
carlstrom_phyllosphere_2019,5,5,200,200,23,177,197,24,lambda=0.01,0.21107841958330895,0.11077697156381622,0.10030144801949273,0.6469171483622351,0.3864402697495183
carlstrom_phyllosphere_2019,5,5,500,500,59,441,197,24,lambda=0.01,0.2394784310070506,0.11077697156381622,0.12870145944323438,0.6960500963391136,0.3864402697495183
carlstrom_phyllosphere_2019,5,5,maximum,792,99,693,197,24,lambda=0.1,0.33273643693047683,0.11077697156381622,0.2219594653666606,0.7030346820809248,0.3864402697495183
carlstrom_phyllosphere_2019,6,1,10,10,2,8,198,25,lambda=10,0.13342132624290232,0.12624973864266248,0.007171587600239837,0.49595375722543356,0.49190751445086706
carlstrom_phyllosphere_2019,6,1,20,20,5,15,198,25,lambda=10,0.15231974475165333,0.12624973864266248,0.02607000610899085,0.5507514450867053,0.49190751445086706
carlstrom_phyllosphere_2019,6,1,50,50,11,39,198,25,lambda=1,0.20389054411161206,0.12624973864266248,0.07764080546894958,0.5743352601156069,0.49190751445086706
carlstrom_phyllosphere_2019,6,1,100,100,17,83,198,25,lambda=1,0.20338657491169349,0.12624973864266248,0.077136836269031,0.6097109826589595,0.49190751445086706
carlstrom_phyllosphere_2019,6,1,200,200,29,171,198,25,lambda=0.1,0.22301982303144957,0.12624973864266248,0.09677008438878709,0.6314450867052023,0.49190751445086706
carlstrom_phyllosphere_2019,6,1,500,500,65,435,198,25,lambda=0.1,0.23150792193790792,0.12624973864266248,0.10525818329524544,0.6843930635838151,0.49190751445086706
carlstrom_phyllosphere_2019,6,1,maximum,791,98,693,198,25,lambda=0.01,0.25915122330692847,0.12624973864266248,0.132901484664266,0.6864739884393063,0.49190751445086706
carlstrom_phyllosphere_2019,6,2,10,10,1,9,198,25,lambda=0.01,0.10338614833087516,0.10385914953669605,-0.0004730012058208888,0.39121387283236997,0.4065895953757226
carlstrom_phyllosphere_2019,6,2,20,20,2,18,198,25,lambda=10,0.10338614833087516,0.10385914953669605,-0.0004730012058208888,0.39121387283236997,0.4065895953757226
carlstrom_phyllosphere_2019,6,2,50,50,7,43,198,25,lambda=1,0.26431619425989306,0.10385914953669605,0.160457044723197,0.6961849710982659,0.4065895953757226
carlstrom_phyllosphere_2019,6,2,100,100,14,86,198,25,lambda=0.1,0.2325430537312482,0.10385914953669605,0.12868390419455217,0.6420809248554913,0.4065895953757226
carlstrom_phyllosphere_2019,6,2,200,200,27,173,198,25,lambda=0.1,0.1987018025884345,0.10385914953669605,0.09484265305173846,0.6596531791907514,0.4065895953757226
carlstrom_phyllosphere_2019,6,2,500,500,64,436,198,25,lambda=0.1,0.3095554889800366,0.10385914953669605,0.20569633944334054,0.755606936416185,0.4065895953757226
carlstrom_phyllosphere_2019,6,2,maximum,791,98,693,198,25,lambda=0.1,0.37809725182608644,0.10385914953669605,0.2742381022893904,0.7791907514450868,0.4065895953757226
carlstrom_phyllosphere_2019,6,3,10,10,2,8,198,25,lambda=10,0.24947096609477815,0.18752173721161944,0.06194922888315871,0.624971098265896,0.5544508670520231
carlstrom_phyllosphere_2019,6,3,20,20,3,17,198,25,lambda=10,0.2736228169206319,0.18752173721161944,0.08610107970901246,0.6208092485549133,0.5544508670520231
carlstrom_phyllosphere_2019,6,3,50,50,9,41,198,25,lambda=10,0.24289590024849175,0.18752173721161944,0.055374163036872315,0.6145664739884393,0.5544508670520231
carlstrom_phyllosphere_2019,6,3,100,100,16,84,198,25,lambda=1,0.1744695811635164,0.18752173721161944,-0.01305215604810303,0.5509826589595376,0.5544508670520231
carlstrom_phyllosphere_2019,6,3,200,200,29,171,198,25,lambda=0.01,0.22772307430431032,0.18752173721161944,0.040201337092690886,0.5909826589595375,0.5544508670520231
carlstrom_phyllosphere_2019,6,3,500,500,60,440,198,25,lambda=0.01,0.2046954094727388,0.18752173721161944,0.01717367226111935,0.5854335260115606,0.5544508670520231
carlstrom_phyllosphere_2019,6,3,maximum,791,98,693,198,25,lambda=0.01,0.2087169898009052,0.18752173721161944,0.021195252589285757,0.6154913294797688,0.5544508670520231
carlstrom_phyllosphere_2019,6,4,10,10,0,10,198,24,lambda=0.01,0.10996905843352234,0.11163846373643638,-0.0016694053029140399,0.4540229885057471,0.46096743295019155
carlstrom_phyllosphere_2019,6,4,20,20,2,18,198,24,lambda=10,0.10996905843352234,0.11163846373643638,-0.0016694053029140399,0.4540229885057471,0.46096743295019155
carlstrom_phyllosphere_2019,6,4,50,50,6,44,198,24,lambda=0.1,0.2016674529284552,0.11163846373643638,0.09002898919201882,0.6082375478927202,0.46096743295019155
carlstrom_phyllosphere_2019,6,4,100,100,11,89,198,24,lambda=0.01,0.22002156622522578,0.11163846373643638,0.1083831024887894,0.6278735632183908,0.46096743295019155
carlstrom_phyllosphere_2019,6,4,200,200,20,180,198,24,lambda=0.01,0.2330056320780346,0.11163846373643638,0.12136716834159822,0.6695402298850576,0.46096743295019155
carlstrom_phyllosphere_2019,6,4,500,500,57,443,198,24,lambda=0.1,0.22936625323270493,0.11163846373643638,0.11772778949626855,0.6896551724137931,0.46096743295019155
carlstrom_phyllosphere_2019,6,4,maximum,791,99,692,198,24,lambda=0.1,0.3019853730888732,0.11163846373643638,0.1903469093524368,0.7064176245210728,0.46096743295019155
carlstrom_phyllosphere_2019,6,5,10,10,1,9,197,24,lambda=0.01,0.10093045666516227,0.10563841095335325,-0.004707954288190971,0.39715799614643543,0.4023362235067438
carlstrom_phyllosphere_2019,6,5,20,20,3,17,197,24,lambda=10,0.17858182999795663,0.10563841095335325,0.07294341904460339,0.5202312138728324,0.4023362235067438
carlstrom_phyllosphere_2019,6,5,50,50,7,43,197,24,lambda=1,0.23000696790599864,0.10563841095335325,0.1243685569526454,0.6731695568400771,0.4023362235067438
carlstrom_phyllosphere_2019,6,5,100,100,11,89,197,24,lambda=10,0.11605764761891929,0.10563841095335325,0.010419236665566045,0.45809248554913296,0.4023362235067438
carlstrom_phyllosphere_2019,6,5,200,200,26,174,197,24,lambda=10,0.11505221833219541,0.10563841095335325,0.009413807378842162,0.4453275529865125,0.4023362235067438
carlstrom_phyllosphere_2019,6,5,500,500,63,437,197,24,lambda=0.01,0.24310983921712237,0.10563841095335325,0.13747142826376912,0.6661849710982659,0.4023362235067438
carlstrom_phyllosphere_2019,6,5,maximum,792,99,693,197,24,lambda=0.01,0.2512063562133139,0.10563841095335325,0.14556794525996064,0.6924373795761078,0.4023362235067438
carlstrom_phyllosphere_2019,7,1,10,10,2,8,198,25,lambda=10,0.11517264191700803,0.1124262475105451,0.002746394406462932,0.42358381502890174,0.4484393063583815
carlstrom_phyllosphere_2019,7,1,20,20,5,15,198,25,lambda=10,0.1562076932601589,0.1124262475105451,0.043781445749613804,0.5551445086705202,0.4484393063583815
carlstrom_phyllosphere_2019,7,1,50,50,7,43,198,25,lambda=0.01,0.24133362914411227,0.1124262475105451,0.1289073816335672,0.5403468208092486,0.4484393063583815
carlstrom_phyllosphere_2019,7,1,100,100,10,90,198,25,lambda=10,0.12244520965119386,0.1124262475105451,0.010018962140648763,0.4578034682080925,0.4484393063583815
carlstrom_phyllosphere_2019,7,1,200,200,30,170,198,25,lambda=1,0.16296230887827398,0.1124262475105451,0.05053606136772888,0.5710982658959538,0.4484393063583815
carlstrom_phyllosphere_2019,7,1,500,500,73,427,198,25,lambda=0.01,0.24791290826359008,0.1124262475105451,0.135486660753045,0.6984971098265895,0.4484393063583815
carlstrom_phyllosphere_2019,7,1,maximum,791,98,693,198,25,lambda=0.01,0.3618157922730209,0.1124262475105451,0.24938954476247582,0.7868208092485549,0.4484393063583815
carlstrom_phyllosphere_2019,7,2,10,10,1,9,198,25,lambda=0.01,0.17913866158205657,0.19010990236567427,-0.010971240783617692,0.49294797687861275,0.578728323699422
carlstrom_phyllosphere_2019,7,2,20,20,3,17,198,25,lambda=10,0.13938067738207047,0.19010990236567427,-0.0507292249836038,0.5179190751445086,0.578728323699422
carlstrom_phyllosphere_2019,7,2,50,50,6,44,198,25,lambda=10,0.1773247523968257,0.19010990236567427,-0.012785149968848553,0.5472832369942197,0.578728323699422
carlstrom_phyllosphere_2019,7,2,100,100,12,88,198,25,lambda=0.01,0.25777725270575447,0.19010990236567427,0.0676673503400802,0.5535260115606936,0.578728323699422
carlstrom_phyllosphere_2019,7,2,200,200,22,178,198,25,lambda=0.01,0.14612225288173725,0.19010990236567427,-0.04398764948393702,0.5264739884393063,0.578728323699422
carlstrom_phyllosphere_2019,7,2,500,500,57,443,198,25,lambda=0.1,0.14936015160706473,0.19010990236567427,-0.04074975075860954,0.5808092485549133,0.578728323699422
carlstrom_phyllosphere_2019,7,2,maximum,791,98,693,198,25,lambda=0.1,0.179359731157119,0.19010990236567427,-0.01075017120855526,0.6416184971098265,0.578728323699422
carlstrom_phyllosphere_2019,7,3,10,10,3,7,198,25,lambda=10,0.11082322634830255,0.10507120316878718,0.00575202317951537,0.4351445086705203,0.38265895953757223
carlstrom_phyllosphere_2019,7,3,20,20,4,16,198,25,lambda=0.01,0.17917221712223833,0.10507120316878718,0.07410101395345114,0.5209248554913295,0.38265895953757223
carlstrom_phyllosphere_2019,7,3,50,50,6,44,198,25,lambda=0.01,0.18917972846481945,0.10507120316878718,0.08410852529603227,0.5919075144508672,0.38265895953757223
carlstrom_phyllosphere_2019,7,3,100,100,10,90,198,25,lambda=10,0.12216581417464432,0.10507120316878718,0.017094611005857144,0.4790751445086705,0.38265895953757223
carlstrom_phyllosphere_2019,7,3,200,200,27,173,198,25,lambda=0.01,0.2288497697706866,0.10507120316878718,0.12377856660189943,0.6959537572254335,0.38265895953757223
carlstrom_phyllosphere_2019,7,3,500,500,68,432,198,25,lambda=0.01,0.21867597482608753,0.10507120316878718,0.11360477165730035,0.6952601156069363,0.38265895953757223
carlstrom_phyllosphere_2019,7,3,maximum,791,98,693,198,25,lambda=0.1,0.2876099113329622,0.10507120316878718,0.18253870816417503,0.7012716763005781,0.38265895953757223
carlstrom_phyllosphere_2019,7,4,10,10,0,10,198,24,lambda=0.01,0.16181626699896423,0.11745852061818991,0.04435774638077432,0.5474137931034482,0.4307950191570881
carlstrom_phyllosphere_2019,7,4,20,20,2,18,198,24,lambda=10,0.16181626699896423,0.11745852061818991,0.04435774638077432,0.5474137931034482,0.4307950191570881
carlstrom_phyllosphere_2019,7,4,50,50,5,45,198,24,lambda=10,0.21576985894555148,0.11745852061818991,0.09831133832736157,0.5771072796934865,0.4307950191570881
carlstrom_phyllosphere_2019,7,4,100,100,10,90,198,24,lambda=1,0.1671084466672999,0.11745852061818991,0.04964992604910999,0.5984195402298851,0.4307950191570881
carlstrom_phyllosphere_2019,7,4,200,200,18,182,198,24,lambda=0.1,0.15492366819071018,0.11745852061818991,0.03746514757252027,0.6391283524904214,0.4307950191570881
carlstrom_phyllosphere_2019,7,4,500,500,57,443,198,24,lambda=0.1,0.20002996152347363,0.11745852061818991,0.08257144090528372,0.6664272030651341,0.4307950191570881
carlstrom_phyllosphere_2019,7,4,maximum,791,99,692,198,24,lambda=0.01,0.21923668492384032,0.11745852061818991,0.10177816430565041,0.6839080459770115,0.4307950191570881
carlstrom_phyllosphere_2019,7,5,10,10,4,6,197,24,lambda=1,0.22134544941107526,0.11252625482762157,0.10881919458345368,0.5563583815028902,0.48506743737957614
carlstrom_phyllosphere_2019,7,5,20,20,5,15,197,24,lambda=10,0.17923993130471355,0.11252625482762157,0.06671367647709198,0.5580443159922929,0.48506743737957614
carlstrom_phyllosphere_2019,7,5,50,50,6,44,197,24,lambda=1,0.19931819067047182,0.11252625482762157,0.08679193584285025,0.5209537572254335,0.48506743737957614
carlstrom_phyllosphere_2019,7,5,100,100,15,85,197,24,lambda=1,0.19619177775981644,0.11252625482762157,0.08366552293219487,0.6151252408477842,0.48506743737957614
carlstrom_phyllosphere_2019,7,5,200,200,24,176,197,24,lambda=0.01,0.18211243735345836,0.11252625482762157,0.06958618252583679,0.6189788053949904,0.48506743737957614
carlstrom_phyllosphere_2019,7,5,500,500,56,444,197,24,lambda=1,0.27779963901914595,0.11252625482762157,0.16527338419152438,0.6775048169556841,0.48506743737957614
carlstrom_phyllosphere_2019,7,5,maximum,792,99,693,197,24,lambda=0.01,0.2431350154921424,0.11252625482762157,0.13060876066452082,0.6719653179190751,0.48506743737957614
carlstrom_phyllosphere_2019,8,1,10,10,4,6,198,25,lambda=10,0.14081421362451407,0.1444648255134635,-0.00365061188894944,0.4971098265895954,0.509364161849711
carlstrom_phyllosphere_2019,8,1,20,20,4,16,198,25,lambda=10,0.1370336566710277,0.1444648255134635,-0.0074311688424358036,0.461271676300578,0.509364161849711
carlstrom_phyllosphere_2019,8,1,50,50,7,43,198,25,lambda=1,0.2167487945146629,0.1444648255134635,0.07228396900119938,0.6263583815028901,0.509364161849711
carlstrom_phyllosphere_2019,8,1,100,100,12,88,198,25,lambda=0.01,0.23576485508364484,0.1444648255134635,0.09130002957018132,0.6571098265895954,0.509364161849711
carlstrom_phyllosphere_2019,8,1,200,200,24,176,198,25,lambda=10,0.16153195463343603,0.1444648255134635,0.01706712911997252,0.49757225433526014,0.509364161849711
carlstrom_phyllosphere_2019,8,1,500,500,69,431,198,25,lambda=0.1,0.23924504425019508,0.1444648255134635,0.09478021873673156,0.6453179190751445,0.509364161849711
carlstrom_phyllosphere_2019,8,1,maximum,791,98,693,198,25,lambda=0.1,0.2606177282719601,0.1444648255134635,0.1161529027584966,0.6573410404624277,0.509364161849711
carlstrom_phyllosphere_2019,8,2,10,10,1,9,198,25,lambda=0.01,0.1546855820283864,0.15623358127568276,-0.0015479992472963722,0.4520231213872833,0.5027745664739884
carlstrom_phyllosphere_2019,8,2,20,20,1,19,198,25,lambda=0.01,0.1546855820283864,0.15623358127568276,-0.0015479992472963722,0.4520231213872833,0.5027745664739884
carlstrom_phyllosphere_2019,8,2,50,50,3,47,198,25,lambda=10,0.16317881719411248,0.15623358127568276,0.006945235918429715,0.4915606936416185,0.5027745664739884
carlstrom_phyllosphere_2019,8,2,100,100,12,88,198,25,lambda=0.1,0.27855861924207426,0.15623358127568276,0.12232503796639149,0.5993063583815028,0.5027745664739884
carlstrom_phyllosphere_2019,8,2,200,200,27,173,198,25,lambda=0.01,0.26272103409430747,0.15623358127568276,0.1064874528186247,0.681849710982659,0.5027745664739884
carlstrom_phyllosphere_2019,8,2,500,500,62,438,198,25,lambda=0.01,0.32494355054239776,0.15623358127568276,0.168709969266715,0.7248554913294798,0.5027745664739884
carlstrom_phyllosphere_2019,8,2,maximum,791,98,693,198,25,lambda=0.1,0.3133620874791464,0.15623358127568276,0.15712850620346364,0.7220809248554914,0.5027745664739884
carlstrom_phyllosphere_2019,8,3,10,10,0,10,198,25,lambda=0.01,0.1297427171071801,0.10686502319400384,0.02287769391317626,0.48208092485549137,0.40300578034682083
carlstrom_phyllosphere_2019,8,3,20,20,1,19,198,25,lambda=0.01,0.1297427171071801,0.10686502319400384,0.02287769391317626,0.48208092485549137,0.40300578034682083
carlstrom_phyllosphere_2019,8,3,50,50,4,46,198,25,lambda=0.01,0.18840672175959466,0.10686502319400384,0.08154169856559082,0.6566473988439308,0.40300578034682083
carlstrom_phyllosphere_2019,8,3,100,100,11,89,198,25,lambda=10,0.1351586737347443,0.10686502319400384,0.028293650540740456,0.5035838150289018,0.40300578034682083
carlstrom_phyllosphere_2019,8,3,200,200,25,175,198,25,lambda=0.01,0.24152207962793862,0.10686502319400384,0.13465705643393477,0.6772254335260115,0.40300578034682083
carlstrom_phyllosphere_2019,8,3,500,500,69,431,198,25,lambda=0.01,0.2706736768922303,0.10686502319400384,0.16380865369822648,0.7586127167630059,0.40300578034682083
carlstrom_phyllosphere_2019,8,3,maximum,791,98,693,198,25,lambda=0.1,0.2323504848344689,0.10686502319400384,0.12548546164046506,0.7373410404624278,0.40300578034682083
carlstrom_phyllosphere_2019,8,4,10,10,0,10,198,24,lambda=0.01,0.12271975166299015,0.1094264148749822,0.013293336788007953,0.5043103448275863,0.46348180076628354
carlstrom_phyllosphere_2019,8,4,20,20,1,19,198,24,lambda=0.01,0.12271975166299015,0.1094264148749822,0.013293336788007953,0.5043103448275863,0.46348180076628354
carlstrom_phyllosphere_2019,8,4,50,50,7,43,198,24,lambda=10,0.12646102552443148,0.1094264148749822,0.017034610649449278,0.5193965517241379,0.46348180076628354
carlstrom_phyllosphere_2019,8,4,100,100,12,88,198,24,lambda=1,0.2096670505697544,0.1094264148749822,0.1002406356947722,0.6534961685823756,0.46348180076628354
carlstrom_phyllosphere_2019,8,4,200,200,20,180,198,24,lambda=0.1,0.3043640727841704,0.1094264148749822,0.19493765790918818,0.6934865900383143,0.46348180076628354
carlstrom_phyllosphere_2019,8,4,500,500,57,443,198,24,lambda=0.01,0.2915485489565085,0.1094264148749822,0.1821221340815263,0.7085727969348659,0.46348180076628354
carlstrom_phyllosphere_2019,8,4,maximum,791,99,692,198,24,lambda=0.1,0.35316255725613394,0.1094264148749822,0.24373614238115174,0.7186302681992337,0.46348180076628354
carlstrom_phyllosphere_2019,8,5,10,10,1,9,197,24,lambda=0.01,0.15247027470883157,0.1059080741929336,0.04656220051589796,0.4896435452793834,0.4377408477842003
carlstrom_phyllosphere_2019,8,5,20,20,1,19,197,24,lambda=0.01,0.15247027470883157,0.1059080741929336,0.04656220051589796,0.4896435452793834,0.4377408477842003
carlstrom_phyllosphere_2019,8,5,50,50,4,46,197,24,lambda=10,0.19567516446655556,0.1059080741929336,0.08976709027362195,0.5871868978805395,0.4377408477842003
carlstrom_phyllosphere_2019,8,5,100,100,8,92,197,24,lambda=10,0.18668088247644032,0.1059080741929336,0.08077280828350672,0.516859344894027,0.4377408477842003
carlstrom_phyllosphere_2019,8,5,200,200,18,182,197,24,lambda=0.01,0.2094027947362086,0.1059080741929336,0.10349472054327499,0.6274084778420038,0.4377408477842003
carlstrom_phyllosphere_2019,8,5,500,500,57,443,197,24,lambda=0.01,0.25920569684511147,0.1059080741929336,0.15329762265217786,0.6553468208092486,0.4377408477842003
carlstrom_phyllosphere_2019,8,5,maximum,792,99,693,197,24,lambda=0.1,0.28757347382724596,0.1059080741929336,0.18166539963431236,0.6579961464354528,0.4377408477842003
carlstrom_phyllosphere_2019,9,1,10,10,1,9,198,25,lambda=0.01,0.1404163479535524,0.1390136166765003,0.0014027312770520939,0.5308670520231213,0.513179190751445
carlstrom_phyllosphere_2019,9,1,20,20,2,18,198,25,lambda=10,0.1404163479535524,0.1390136166765003,0.0014027312770520939,0.5308670520231213,0.513179190751445
carlstrom_phyllosphere_2019,9,1,50,50,6,44,198,25,lambda=1,0.2294537911567882,0.1390136166765003,0.0904401744802879,0.7031213872832369,0.513179190751445
carlstrom_phyllosphere_2019,9,1,100,100,12,88,198,25,lambda=1,0.22369020035928194,0.1390136166765003,0.08467658368278164,0.694335260115607,0.513179190751445
carlstrom_phyllosphere_2019,9,1,200,200,26,174,198,25,lambda=0.1,0.28650444413640674,0.1390136166765003,0.14749082745990644,0.6982658959537573,0.513179190751445
carlstrom_phyllosphere_2019,9,1,500,500,63,437,198,25,lambda=0.01,0.3074284442879214,0.1390136166765003,0.16841482761142107,0.7121387283236994,0.513179190751445
carlstrom_phyllosphere_2019,9,1,maximum,791,98,693,198,25,lambda=0.01,0.29397782981625215,0.1390136166765003,0.15496421313975184,0.6873988439306358,0.513179190751445
carlstrom_phyllosphere_2019,9,2,10,10,1,9,198,25,lambda=0.01,0.11171448175788612,0.12666026259350485,-0.014945780835618733,0.4048554913294798,0.45884393063583817
carlstrom_phyllosphere_2019,9,2,20,20,2,18,198,25,lambda=10,0.11171448175788612,0.12666026259350485,-0.014945780835618733,0.4048554913294798,0.45884393063583817
carlstrom_phyllosphere_2019,9,2,50,50,4,46,198,25,lambda=10,0.1130513105285258,0.12666026259350485,-0.013608952064979057,0.42289017341040464,0.45884393063583817
carlstrom_phyllosphere_2019,9,2,100,100,10,90,198,25,lambda=10,0.1077513990262878,0.12666026259350485,-0.01890886356721705,0.4154913294797688,0.45884393063583817
carlstrom_phyllosphere_2019,9,2,200,200,31,169,198,25,lambda=0.1,0.16585344330491741,0.12666026259350485,0.03919318071141256,0.6041618497109826,0.45884393063583817
carlstrom_phyllosphere_2019,9,2,500,500,72,428,198,25,lambda=0.1,0.1462091911327901,0.12666026259350485,0.01954892853928525,0.5685549132947978,0.45884393063583817
carlstrom_phyllosphere_2019,9,2,maximum,791,98,693,198,25,lambda=0.1,0.16807653111015253,0.12666026259350485,0.041416268516647675,0.6002312138728323,0.45884393063583817
carlstrom_phyllosphere_2019,9,3,10,10,0,10,198,25,lambda=0.01,0.11835504787186497,0.11285429297058067,0.005500754901284308,0.43815028901734104,0.4491329479768786
carlstrom_phyllosphere_2019,9,3,20,20,1,19,198,25,lambda=0.01,0.11835504787186497,0.11285429297058067,0.005500754901284308,0.43815028901734104,0.4491329479768786
carlstrom_phyllosphere_2019,9,3,50,50,5,45,198,25,lambda=0.1,0.2862717047755411,0.11285429297058067,0.17341741180496043,0.7063583815028902,0.4491329479768786
carlstrom_phyllosphere_2019,9,3,100,100,12,88,198,25,lambda=10,0.14283464135249507,0.11285429297058067,0.029980348381914407,0.4961849710982659,0.4491329479768786
carlstrom_phyllosphere_2019,9,3,200,200,26,174,198,25,lambda=1,0.3372535828828228,0.11285429297058067,0.22439928991224214,0.7371098265895955,0.4491329479768786
carlstrom_phyllosphere_2019,9,3,500,500,66,434,198,25,lambda=0.01,0.4450287163991394,0.11285429297058067,0.33217442342855874,0.7916763005780347,0.4491329479768786
carlstrom_phyllosphere_2019,9,3,maximum,791,98,693,198,25,lambda=0.1,0.3815240957474977,0.11285429297058067,0.268669802776917,0.7586127167630058,0.4491329479768786
carlstrom_phyllosphere_2019,9,4,10,10,2,8,198,24,lambda=10,0.10544491371541832,0.11167858393390387,-0.006233670218485546,0.43223180076628354,0.47090517241379315
carlstrom_phyllosphere_2019,9,4,20,20,2,18,198,24,lambda=10,0.10544491371541832,0.11167858393390387,-0.006233670218485546,0.43223180076628354,0.47090517241379315
carlstrom_phyllosphere_2019,9,4,50,50,4,46,198,24,lambda=1,0.16292053263009162,0.11167858393390387,0.051241948696187756,0.505028735632184,0.47090517241379315
carlstrom_phyllosphere_2019,9,4,100,100,16,84,198,24,lambda=0.1,0.24472054200780738,0.11167858393390387,0.1330419580739035,0.6319444444444444,0.47090517241379315
carlstrom_phyllosphere_2019,9,4,200,200,26,174,198,24,lambda=0.1,0.2520249346192005,0.11167858393390387,0.14034635068529663,0.6918103448275863,0.47090517241379315
carlstrom_phyllosphere_2019,9,4,500,500,62,438,198,24,lambda=0.1,0.251763190577064,0.11167858393390387,0.1400846066431601,0.7219827586206896,0.47090517241379315
carlstrom_phyllosphere_2019,9,4,maximum,791,99,692,198,24,lambda=0.01,0.2243428979097028,0.11167858393390387,0.11266431397579893,0.6932471264367815,0.47090517241379315
carlstrom_phyllosphere_2019,9,5,10,10,1,9,197,24,lambda=0.01,0.21663395105495395,0.13739628346601684,0.0792376675889371,0.5578034682080925,0.42015895953757226
carlstrom_phyllosphere_2019,9,5,20,20,2,18,197,24,lambda=10,0.21663395105495395,0.13739628346601684,0.0792376675889371,0.5578034682080925,0.42015895953757226
carlstrom_phyllosphere_2019,9,5,50,50,9,41,197,24,lambda=0.01,0.14171683200897767,0.13739628346601684,0.004320548542960823,0.3680154142581888,0.42015895953757226
carlstrom_phyllosphere_2019,9,5,100,100,17,83,197,24,lambda=0.01,0.25330810795357434,0.13739628346601684,0.11591182448755749,0.6746146435452793,0.42015895953757226
carlstrom_phyllosphere_2019,9,5,200,200,33,167,197,24,lambda=0.01,0.21764491921311968,0.13739628346601684,0.08024863574710284,0.7189306358381503,0.42015895953757226
carlstrom_phyllosphere_2019,9,5,500,500,63,437,197,24,lambda=0.1,0.2974620741449271,0.13739628346601684,0.16006579067891025,0.7271194605009634,0.42015895953757226
carlstrom_phyllosphere_2019,9,5,maximum,792,99,693,197,24,lambda=0.01,0.2515268876263026,0.13739628346601684,0.11413060416028575,0.7215799614643545,0.42015895953757226
carlstrom_phyllosphere_2019,10,1,10,10,0,10,198,25,lambda=0.01,0.13270204081091613,0.1235099997905903,0.009192041020325836,0.4719075144508671,0.484971098265896
carlstrom_phyllosphere_2019,10,1,20,20,1,19,198,25,lambda=0.01,0.13270204081091613,0.1235099997905903,0.009192041020325836,0.4719075144508671,0.484971098265896
carlstrom_phyllosphere_2019,10,1,50,50,3,47,198,25,lambda=10,0.1479314882805848,0.1235099997905903,0.02442148848999451,0.5408092485549133,0.484971098265896
carlstrom_phyllosphere_2019,10,1,100,100,4,96,198,25,lambda=1,0.16663462142327068,0.1235099997905903,0.04312462163268038,0.5717919075144509,0.484971098265896
carlstrom_phyllosphere_2019,10,1,200,200,19,181,198,25,lambda=0.01,0.22528803776620887,0.1235099997905903,0.10177803797561857,0.6802312138728324,0.484971098265896
carlstrom_phyllosphere_2019,10,1,500,500,56,444,198,25,lambda=0.1,0.31266964490955446,0.1235099997905903,0.18915964511896416,0.7380346820809249,0.484971098265896
carlstrom_phyllosphere_2019,10,1,maximum,791,98,693,198,25,lambda=0.1,0.3622262817006142,0.1235099997905903,0.23871628191002392,0.736878612716763,0.484971098265896
carlstrom_phyllosphere_2019,10,2,10,10,1,9,198,25,lambda=0.01,0.16055877263958718,0.12494097016646609,0.03561780247312109,0.5472832369942197,0.4680924855491329
