analysis_set,repeat,fold,budget_label,budget_pairs,training_positives,training_neutrals,test_pairs,test_positives,selected_setting,supervised_auprc,onenet_auprc,auprc_difference,supervised_auroc,onenet_auroc
carlstrom_phyllosphere_2019,10,2,20,20,1,19,198,25,lambda=0.01,0.16055877263958718,0.12494097016646609,0.03561780247312109,0.5472832369942197,0.4680924855491329
carlstrom_phyllosphere_2019,10,2,50,50,6,44,198,25,lambda=1,0.18658456575050436,0.12494097016646609,0.06164359558403827,0.6626589595375723,0.4680924855491329
carlstrom_phyllosphere_2019,10,2,100,100,9,91,198,25,lambda=10,0.16114619903179261,0.12494097016646609,0.036205228865326525,0.6101734104046244,0.4680924855491329
carlstrom_phyllosphere_2019,10,2,200,200,25,175,198,25,lambda=0.01,0.17817941280679697,0.12494097016646609,0.05323844264033088,0.6201156069364162,0.4680924855491329
carlstrom_phyllosphere_2019,10,2,500,500,66,434,198,25,lambda=0.1,0.18950868316567288,0.12494097016646609,0.06456771299920679,0.6219653179190752,0.4680924855491329
carlstrom_phyllosphere_2019,10,2,maximum,791,98,693,198,25,lambda=0.1,0.19506597213133098,0.12494097016646609,0.07012500196486489,0.6261271676300578,0.4680924855491329
carlstrom_phyllosphere_2019,10,3,10,10,0,10,198,25,lambda=0.01,0.1699845756066145,0.16548561796457642,0.004498957642038087,0.46427745664739883,0.5036994219653179
carlstrom_phyllosphere_2019,10,3,20,20,1,19,198,25,lambda=0.01,0.1699845756066145,0.16548561796457642,0.004498957642038087,0.46427745664739883,0.5036994219653179
carlstrom_phyllosphere_2019,10,3,50,50,2,48,198,25,lambda=10,0.1699845756066145,0.16548561796457642,0.004498957642038087,0.46427745664739883,0.5036994219653179
carlstrom_phyllosphere_2019,10,3,100,100,9,91,198,25,lambda=10,0.18022751742816173,0.16548561796457642,0.014741899463585312,0.4869364161849711,0.5036994219653179
carlstrom_phyllosphere_2019,10,3,200,200,17,183,198,25,lambda=1,0.15999219689599373,0.16548561796457642,-0.005493421068582693,0.524393063583815,0.5036994219653179
carlstrom_phyllosphere_2019,10,3,500,500,61,439,198,25,lambda=0.01,0.31327904816224567,0.16548561796457642,0.14779343019766925,0.7313294797687862,0.5036994219653179
carlstrom_phyllosphere_2019,10,3,maximum,791,98,693,198,25,lambda=0.01,0.3406513282572392,0.16548561796457642,0.17516571029266279,0.7452023121387283,0.5036994219653179
carlstrom_phyllosphere_2019,10,4,10,10,2,8,198,24,lambda=10,0.10433948162244436,0.10336940370474276,0.000970077917701595,0.4022988505747126,0.41451149425287354
carlstrom_phyllosphere_2019,10,4,20,20,3,17,198,24,lambda=10,0.13725330193072266,0.10336940370474276,0.0338838982259799,0.5629789272030651,0.41451149425287354
carlstrom_phyllosphere_2019,10,4,50,50,3,47,198,24,lambda=10,0.1310017282034371,0.10336940370474276,0.02763232449869435,0.5421455938697318,0.41451149425287354
carlstrom_phyllosphere_2019,10,4,100,100,10,90,198,24,lambda=0.1,0.252099915820479,0.10336940370474276,0.14873051211573626,0.7437739463601533,0.41451149425287354
carlstrom_phyllosphere_2019,10,4,200,200,23,177,198,24,lambda=0.1,0.19606232831768136,0.10336940370474276,0.0926929246129386,0.7095306513409961,0.41451149425287354
carlstrom_phyllosphere_2019,10,4,500,500,58,442,198,24,lambda=1,0.13916164813383136,0.10336940370474276,0.0357922444290886,0.5919540229885057,0.41451149425287354
carlstrom_phyllosphere_2019,10,4,maximum,791,99,692,198,24,lambda=0.1,0.2113057656819317,0.10336940370474276,0.10793636197718895,0.6973180076628352,0.41451149425287354
carlstrom_phyllosphere_2019,10,5,10,10,3,7,197,24,lambda=10,0.1669681353231992,0.10747806459641535,0.05949007072678386,0.5594894026974951,0.4370183044315992
carlstrom_phyllosphere_2019,10,5,20,20,3,17,197,24,lambda=10,0.1460680676898218,0.10747806459641535,0.03859000309340646,0.553709055876686,0.4370183044315992
carlstrom_phyllosphere_2019,10,5,50,50,9,41,197,24,lambda=0.1,0.18851014173479935,0.10747806459641535,0.081032077138384,0.539980732177264,0.4370183044315992
carlstrom_phyllosphere_2019,10,5,100,100,14,86,197,24,lambda=0.1,0.18516082012409732,0.10747806459641535,0.07768275552768197,0.5402215799614644,0.4370183044315992
carlstrom_phyllosphere_2019,10,5,200,200,24,176,197,24,lambda=0.01,0.19041863861541006,0.10747806459641535,0.08294057401899471,0.6380057803468208,0.4370183044315992
carlstrom_phyllosphere_2019,10,5,500,500,71,429,197,24,lambda=0.01,0.21588032233900953,0.10747806459641535,0.10840225774259418,0.6652215799614644,0.4370183044315992
carlstrom_phyllosphere_2019,10,5,maximum,792,99,693,197,24,lambda=0.1,0.25379667089309654,0.10747806459641535,0.1463186062966812,0.6599229287090559,0.4370183044315992
carlstrom_phyllosphere_2019,11,1,10,10,1,9,198,25,lambda=0.01,0.13870084911078695,0.13227881586204152,0.006422033248745435,0.4323699421965318,0.5113294797687862
carlstrom_phyllosphere_2019,11,1,20,20,2,18,198,25,lambda=10,0.13870084911078695,0.13227881586204152,0.006422033248745435,0.4323699421965318,0.5113294797687862
carlstrom_phyllosphere_2019,11,1,50,50,10,40,198,25,lambda=10,0.1464852257899789,0.13227881586204152,0.014206409927937397,0.4453179190751445,0.5113294797687862
carlstrom_phyllosphere_2019,11,1,100,100,20,80,198,25,lambda=10,0.1508287109309558,0.13227881586204152,0.018549895068914274,0.47722543352601154,0.5113294797687862
carlstrom_phyllosphere_2019,11,1,200,200,33,167,198,25,lambda=0.1,0.2677297829628871,0.13227881586204152,0.13545096710084556,0.699421965317919,0.5113294797687862
carlstrom_phyllosphere_2019,11,1,500,500,69,431,198,25,lambda=0.1,0.29054771197029955,0.13227881586204152,0.15826889610825803,0.6971098265895954,0.5113294797687862
carlstrom_phyllosphere_2019,11,1,maximum,791,98,693,198,25,lambda=0.1,0.2982764858188634,0.13227881586204152,0.16599766995682189,0.6864739884393064,0.5113294797687862
carlstrom_phyllosphere_2019,11,2,10,10,1,9,198,25,lambda=0.01,0.1996825476617293,0.14013280158139318,0.05954974608033611,0.6173410404624278,0.49722543352601156
carlstrom_phyllosphere_2019,11,2,20,20,4,16,198,25,lambda=10,0.2762204426380417,0.14013280158139318,0.1360876410566485,0.7126011560693642,0.49722543352601156
carlstrom_phyllosphere_2019,11,2,50,50,8,42,198,25,lambda=0.01,0.36673081075121244,0.14013280158139318,0.22659800916981926,0.7371098265895953,0.49722543352601156
carlstrom_phyllosphere_2019,11,2,100,100,12,88,198,25,lambda=0.01,0.3029738675158246,0.14013280158139318,0.16284106593443143,0.7079768786127167,0.49722543352601156
carlstrom_phyllosphere_2019,11,2,200,200,30,170,198,25,lambda=0.1,0.3744397714376061,0.14013280158139318,0.2343069698562129,0.7253179190751445,0.49722543352601156
carlstrom_phyllosphere_2019,11,2,500,500,65,435,198,25,lambda=0.01,0.4321387673382051,0.14013280158139318,0.2920059657568119,0.7604624277456647,0.49722543352601156
carlstrom_phyllosphere_2019,11,2,maximum,791,98,693,198,25,lambda=0.01,0.35125882715542195,0.14013280158139318,0.21112602557402876,0.7438150289017341,0.49722543352601156
carlstrom_phyllosphere_2019,11,3,10,10,1,9,198,25,lambda=0.01,0.13572811762536702,0.11904807724129186,0.016680040384075154,0.49641618497109824,0.4598843930635838
carlstrom_phyllosphere_2019,11,3,20,20,2,18,198,25,lambda=10,0.13572811762536702,0.11904807724129186,0.016680040384075154,0.49641618497109824,0.4598843930635838
carlstrom_phyllosphere_2019,11,3,50,50,7,43,198,25,lambda=0.01,0.19727878545909866,0.11904807724129186,0.0782307082178068,0.6166473988439306,0.4598843930635838
carlstrom_phyllosphere_2019,11,3,100,100,15,85,198,25,lambda=0.01,0.22414565724303084,0.11904807724129186,0.10509758000173898,0.6184971098265897,0.4598843930635838
carlstrom_phyllosphere_2019,11,3,200,200,30,170,198,25,lambda=0.1,0.2137307235704793,0.11904807724129186,0.09468264632918742,0.673757225433526,0.4598843930635838
carlstrom_phyllosphere_2019,11,3,500,500,62,438,198,25,lambda=0.1,0.3125222107099309,0.11904807724129186,0.19347413346863906,0.6848554913294798,0.4598843930635838
carlstrom_phyllosphere_2019,11,3,maximum,791,98,693,198,25,lambda=0.1,0.28752763316831453,0.11904807724129186,0.16847955592702268,0.6922543352601156,0.4598843930635838
carlstrom_phyllosphere_2019,11,4,10,10,1,9,198,24,lambda=0.01,0.15547517965615232,0.15424546212659235,0.0012297175295599705,0.4880268199233716,0.46360153256704983
carlstrom_phyllosphere_2019,11,4,20,20,1,19,198,24,lambda=0.01,0.15547517965615232,0.15424546212659235,0.0012297175295599705,0.4880268199233716,0.46360153256704983
carlstrom_phyllosphere_2019,11,4,50,50,6,44,198,24,lambda=10,0.14144899644750208,0.15424546212659235,-0.012796465679090263,0.5193965517241379,0.46360153256704983
carlstrom_phyllosphere_2019,11,4,100,100,9,91,198,24,lambda=10,0.14160455860845583,0.15424546212659235,-0.012640903518136515,0.5148467432950191,0.46360153256704983
carlstrom_phyllosphere_2019,11,4,200,200,18,182,198,24,lambda=0.01,0.16334573996592464,0.15424546212659235,0.009100277839332288,0.6204501915708813,0.46360153256704983
carlstrom_phyllosphere_2019,11,4,500,500,63,437,198,24,lambda=0.01,0.16197239998156146,0.15424546212659235,0.0077269378549691126,0.6309865900383141,0.46360153256704983
carlstrom_phyllosphere_2019,11,4,maximum,791,99,692,198,24,lambda=0.01,0.17648342281821547,0.15424546212659235,0.02223796069162312,0.6525383141762452,0.46360153256704983
carlstrom_phyllosphere_2019,11,5,10,10,1,9,197,24,lambda=0.01,0.0917709720199285,0.09841472701080002,-0.0066437549908715254,0.34826589595375723,0.3831888246628131
carlstrom_phyllosphere_2019,11,5,20,20,3,17,197,24,lambda=10,0.11667168887559347,0.09841472701080002,0.018256961864793447,0.48434489402697495,0.3831888246628131
carlstrom_phyllosphere_2019,11,5,50,50,8,42,197,24,lambda=1,0.11776788693709177,0.09841472701080002,0.019353159926291746,0.49518304431599225,0.3831888246628131
carlstrom_phyllosphere_2019,11,5,100,100,10,90,197,24,lambda=1,0.11774854037065038,0.09841472701080002,0.019333813359850363,0.4992774566473988,0.3831888246628131
carlstrom_phyllosphere_2019,11,5,200,200,20,180,197,24,lambda=1,0.16797120239849417,0.09841472701080002,0.06955647538769415,0.6440269749518304,0.3831888246628131
carlstrom_phyllosphere_2019,11,5,500,500,57,443,197,24,lambda=0.01,0.30754490747608354,0.09841472701080002,0.20913018046528353,0.7497591522157996,0.3831888246628131
carlstrom_phyllosphere_2019,11,5,maximum,792,99,693,197,24,lambda=0.01,0.2775900338865382,0.09841472701080002,0.17917530687573818,0.714354527938343,0.3831888246628131
carlstrom_phyllosphere_2019,12,1,10,10,0,10,198,25,lambda=0.01,0.13715016660527912,0.12583833248779547,0.011311834117483655,0.4922543352601156,0.4920231213872832
carlstrom_phyllosphere_2019,12,1,20,20,0,20,198,25,lambda=0.01,0.13715016660527912,0.12583833248779547,0.011311834117483655,0.4922543352601156,0.4920231213872832
carlstrom_phyllosphere_2019,12,1,50,50,4,46,198,25,lambda=10,0.17673147582623844,0.12583833248779547,0.05089314333844297,0.5539884393063584,0.4920231213872832
carlstrom_phyllosphere_2019,12,1,100,100,8,92,198,25,lambda=1,0.29042933093860657,0.12583833248779547,0.1645909984508111,0.664971098265896,0.4920231213872832
carlstrom_phyllosphere_2019,12,1,200,200,21,179,198,25,lambda=0.1,0.29326191432997073,0.12583833248779547,0.16742358184217526,0.6652023121387283,0.4920231213872832
carlstrom_phyllosphere_2019,12,1,500,500,64,436,198,25,lambda=0.01,0.2724853315896503,0.12583833248779547,0.14664699910185486,0.646242774566474,0.4920231213872832
carlstrom_phyllosphere_2019,12,1,maximum,791,98,693,198,25,lambda=0.01,0.27298869642860546,0.12583833248779547,0.14715036394081,0.6455491329479769,0.4920231213872832
carlstrom_phyllosphere_2019,12,2,10,10,1,9,198,25,lambda=0.01,0.11658534990859723,0.12850776965113708,-0.011922419742539853,0.446242774566474,0.49710982658959535
carlstrom_phyllosphere_2019,12,2,20,20,3,17,198,25,lambda=10,0.12742997584606253,0.12850776965113708,-0.0010777938050745561,0.43745664739884393,0.49710982658959535
carlstrom_phyllosphere_2019,12,2,50,50,7,43,198,25,lambda=10,0.13327661120130235,0.12850776965113708,0.00476884155016527,0.49271676300578027,0.49710982658959535
carlstrom_phyllosphere_2019,12,2,100,100,14,86,198,25,lambda=10,0.12197406506817937,0.12850776965113708,-0.006533704582957711,0.4873988439306358,0.49710982658959535
carlstrom_phyllosphere_2019,12,2,200,200,29,171,198,25,lambda=1,0.218686307324475,0.12850776965113708,0.09017853767333792,0.6719075144508669,0.49710982658959535
carlstrom_phyllosphere_2019,12,2,500,500,64,436,198,25,lambda=0.01,0.3910398449911092,0.12850776965113708,0.26253207533997214,0.7595375722543353,0.49710982658959535
carlstrom_phyllosphere_2019,12,2,maximum,791,98,693,198,25,lambda=0.01,0.38144640526972473,0.12850776965113708,0.25293863561858765,0.7498265895953757,0.49710982658959535
carlstrom_phyllosphere_2019,12,3,10,10,0,10,198,25,lambda=0.01,0.1568302332355591,0.10533954476583018,0.05149068846972893,0.5438150289017342,0.38774566473988437
carlstrom_phyllosphere_2019,12,3,20,20,2,18,198,25,lambda=10,0.1568302332355591,0.10533954476583018,0.05149068846972893,0.5438150289017342,0.38774566473988437
carlstrom_phyllosphere_2019,12,3,50,50,8,42,198,25,lambda=0.1,0.19355972017895817,0.10533954476583018,0.08822017541312799,0.551907514450867,0.38774566473988437
carlstrom_phyllosphere_2019,12,3,100,100,16,84,198,25,lambda=0.1,0.20391322532089332,0.10533954476583018,0.09857368055506313,0.5951445086705203,0.38774566473988437
carlstrom_phyllosphere_2019,12,3,200,200,27,173,198,25,lambda=0.1,0.20108405356233516,0.10533954476583018,0.09574450879650498,0.6492485549132948,0.38774566473988437
carlstrom_phyllosphere_2019,12,3,500,500,63,437,198,25,lambda=0.01,0.2161121192108577,0.10533954476583018,0.11077257444502753,0.6578034682080924,0.38774566473988437
carlstrom_phyllosphere_2019,12,3,maximum,791,98,693,198,25,lambda=0.1,0.2200996806702864,0.10533954476583018,0.11476013590445622,0.6663583815028902,0.38774566473988437
carlstrom_phyllosphere_2019,12,4,10,10,4,6,198,24,lambda=10,0.23735006433315342,0.12447688048498391,0.11287318384816951,0.5797413793103448,0.43905651340996166
carlstrom_phyllosphere_2019,12,4,20,20,4,16,198,24,lambda=0.01,0.3006026366333978,0.12447688048498391,0.17612575614841391,0.6635536398467433,0.43905651340996166
carlstrom_phyllosphere_2019,12,4,50,50,9,41,198,24,lambda=0.01,0.35192779969661764,0.12447688048498391,0.22745091921163374,0.724616858237548,0.43905651340996166
carlstrom_phyllosphere_2019,12,4,100,100,14,86,198,24,lambda=0.1,0.38627689724632525,0.12447688048498391,0.26180001676134135,0.7710727969348659,0.43905651340996166
carlstrom_phyllosphere_2019,12,4,200,200,24,176,198,24,lambda=0.1,0.37090618455303237,0.12447688048498391,0.24642930406804847,0.7258141762452107,0.43905651340996166
carlstrom_phyllosphere_2019,12,4,500,500,60,440,198,24,lambda=0.01,0.31583092339233354,0.12447688048498391,0.19135404290734964,0.7353927203065135,0.43905651340996166
carlstrom_phyllosphere_2019,12,4,maximum,791,99,692,198,24,lambda=0.1,0.40064588065920814,0.12447688048498391,0.27616900017422424,0.7552681992337166,0.43905651340996166
carlstrom_phyllosphere_2019,12,5,10,10,2,8,197,24,lambda=10,0.10295525059114591,0.12515292518086055,-0.02219767458971464,0.41883429672447015,0.5003612716763006
carlstrom_phyllosphere_2019,12,5,20,20,3,17,197,24,lambda=10,0.10367296473779311,0.12515292518086055,-0.021479960443067436,0.4142581888246628,0.5003612716763006
carlstrom_phyllosphere_2019,12,5,50,50,7,43,197,24,lambda=10,0.10389592037180323,0.12515292518086055,-0.021257004809057317,0.41666666666666663,0.5003612716763006
carlstrom_phyllosphere_2019,12,5,100,100,11,89,197,24,lambda=1,0.143756084389833,0.12515292518086055,0.01860315920897246,0.478082851637765,0.5003612716763006
carlstrom_phyllosphere_2019,12,5,200,200,21,179,197,24,lambda=0.01,0.25920478841126426,0.12515292518086055,0.13405186323040372,0.5717726396917149,0.5003612716763006
carlstrom_phyllosphere_2019,12,5,500,500,57,443,197,24,lambda=0.01,0.2603727084914752,0.12515292518086055,0.13521978331061466,0.6972543352601157,0.5003612716763006
carlstrom_phyllosphere_2019,12,5,maximum,792,99,693,197,24,lambda=0.1,0.2230359344280763,0.12515292518086055,0.09788300924721574,0.6982177263969171,0.5003612716763006
carlstrom_phyllosphere_2019,13,1,10,10,2,8,198,25,lambda=10,0.13996354384951354,0.12045704147094391,0.01950650237856963,0.5458959537572254,0.41734104046242776
carlstrom_phyllosphere_2019,13,1,20,20,3,17,198,25,lambda=10,0.17478044129399167,0.12045704147094391,0.05432339982304776,0.605549132947977,0.41734104046242776
carlstrom_phyllosphere_2019,13,1,50,50,5,45,198,25,lambda=1,0.16132088071515058,0.12045704147094391,0.04086383924420667,0.5361849710982659,0.41734104046242776
carlstrom_phyllosphere_2019,13,1,100,100,11,89,198,25,lambda=0.01,0.2515066583082815,0.12045704147094391,0.1310496168373376,0.6471676300578034,0.41734104046242776
carlstrom_phyllosphere_2019,13,1,200,200,23,177,198,25,lambda=0.1,0.30518297821182483,0.12045704147094391,0.18472593674088092,0.7304046242774567,0.41734104046242776
carlstrom_phyllosphere_2019,13,1,500,500,56,444,198,25,lambda=0.01,0.3838819539061044,0.12045704147094391,0.26342491243516053,0.7498265895953757,0.41734104046242776
carlstrom_phyllosphere_2019,13,1,maximum,791,98,693,198,25,lambda=0.01,0.3680810907763111,0.12045704147094391,0.24762404930536722,0.7380346820809249,0.41734104046242776
carlstrom_phyllosphere_2019,13,2,10,10,1,9,198,25,lambda=0.01,0.1516907377124902,0.13539742080116193,0.016293316911328265,0.49202312138728327,0.5176878612716763
carlstrom_phyllosphere_2019,13,2,20,20,1,19,198,25,lambda=0.01,0.1516907377124902,0.13539742080116193,0.016293316911328265,0.49202312138728327,0.5176878612716763
carlstrom_phyllosphere_2019,13,2,50,50,4,46,198,25,lambda=0.1,0.16323824754436878,0.13539742080116193,0.027840826743206842,0.55121387283237,0.5176878612716763
carlstrom_phyllosphere_2019,13,2,100,100,11,89,198,25,lambda=0.01,0.16543124787614855,0.13539742080116193,0.030033827074986613,0.5502890173410404,0.5176878612716763
carlstrom_phyllosphere_2019,13,2,200,200,22,178,198,25,lambda=0.01,0.18233388487339328,0.13539742080116193,0.04693646407223134,0.6175722543352601,0.5176878612716763
carlstrom_phyllosphere_2019,13,2,500,500,68,432,198,25,lambda=0.1,0.19630644581341197,0.13539742080116193,0.06090902501225004,0.6379190751445087,0.5176878612716763
carlstrom_phyllosphere_2019,13,2,maximum,791,98,693,198,25,lambda=0.1,0.19110497961574446,0.13539742080116193,0.05570755881458253,0.6307514450867052,0.5176878612716763
carlstrom_phyllosphere_2019,13,3,10,10,1,9,198,25,lambda=0.01,0.10112531378926592,0.11505317571028255,-0.013927861921016624,0.38890173410404627,0.4758381502890174
carlstrom_phyllosphere_2019,13,3,20,20,2,18,198,25,lambda=10,0.10112531378926592,0.11505317571028255,-0.013927861921016624,0.38890173410404627,0.4758381502890174
carlstrom_phyllosphere_2019,13,3,50,50,6,44,198,25,lambda=0.01,0.2839022050655765,0.11505317571028255,0.16884902935529394,0.7461271676300578,0.4758381502890174
carlstrom_phyllosphere_2019,13,3,100,100,12,88,198,25,lambda=1,0.3208052273304446,0.11505317571028255,0.20575205162016202,0.6947976878612716,0.4758381502890174
carlstrom_phyllosphere_2019,13,3,200,200,27,173,198,25,lambda=0.1,0.3114239820776654,0.11505317571028255,0.19637080636738286,0.722543352601156,0.4758381502890174
carlstrom_phyllosphere_2019,13,3,500,500,62,438,198,25,lambda=0.01,0.29595063949066225,0.11505317571028255,0.18089746378037969,0.725549132947977,0.4758381502890174
carlstrom_phyllosphere_2019,13,3,maximum,791,98,693,198,25,lambda=0.1,0.3115345931253336,0.11505317571028255,0.19648141741505104,0.7153757225433526,0.4758381502890174
carlstrom_phyllosphere_2019,13,4,10,10,2,8,198,24,lambda=10,0.11777857600170565,0.10055060621817768,0.01722796978352796,0.4197796934865901,0.3985871647509579
carlstrom_phyllosphere_2019,13,4,20,20,3,17,198,24,lambda=10,0.11762845856613437,0.10055060621817768,0.017077852347956682,0.4995210727969348,0.3985871647509579
carlstrom_phyllosphere_2019,13,4,50,50,6,44,198,24,lambda=0.01,0.2021716618165983,0.10055060621817768,0.1016210555984206,0.6590038314176245,0.3985871647509579
carlstrom_phyllosphere_2019,13,4,100,100,13,87,198,24,lambda=0.01,0.23723469652734586,0.10055060621817768,0.13668409030916817,0.6657088122605365,0.3985871647509579
carlstrom_phyllosphere_2019,13,4,200,200,19,181,198,24,lambda=0.1,0.27793820188845847,0.10055060621817768,0.17738759567028078,0.7473659003831418,0.3985871647509579
carlstrom_phyllosphere_2019,13,4,500,500,59,441,198,24,lambda=0.1,0.31466508056004483,0.10055060621817768,0.21411447434186714,0.7574233716475096,0.3985871647509579
carlstrom_phyllosphere_2019,13,4,maximum,791,99,692,198,24,lambda=0.1,0.339731480959404,0.10055060621817768,0.2391808747412263,0.7610153256704981,0.3985871647509579
carlstrom_phyllosphere_2019,13,5,10,10,1,9,197,24,lambda=0.01,0.18880278910206066,0.15925627347066026,0.0295465156314004,0.5127649325626205,0.5096339113680154
carlstrom_phyllosphere_2019,13,5,20,20,2,18,197,24,lambda=10,0.18880278910206066,0.15925627347066026,0.0295465156314004,0.5127649325626205,0.5096339113680154
carlstrom_phyllosphere_2019,13,5,50,50,4,46,197,24,lambda=10,0.2081407683959706,0.15925627347066026,0.04888449492531033,0.5881502890173411,0.5096339113680154
carlstrom_phyllosphere_2019,13,5,100,100,10,90,197,24,lambda=0.01,0.2887602944437286,0.15925627347066026,0.12950402097306832,0.7039980732177264,0.5096339113680154
carlstrom_phyllosphere_2019,13,5,200,200,21,179,197,24,lambda=0.01,0.3094667102815367,0.15925627347066026,0.15021043681087645,0.7066473988439307,0.5096339113680154
carlstrom_phyllosphere_2019,13,5,500,500,60,440,197,24,lambda=0.1,0.24281235206972107,0.15925627347066026,0.0835560785990608,0.663776493256262,0.5096339113680154
carlstrom_phyllosphere_2019,13,5,maximum,792,99,693,197,24,lambda=0.1,0.27910887292864345,0.15925627347066026,0.11985259945798318,0.6989402697495183,0.5096339113680154
carlstrom_phyllosphere_2019,14,1,10,10,2,8,198,25,lambda=10,0.113778202094346,0.1193018766691881,-0.005523674574842097,0.4369942196531792,0.46450867052023126
carlstrom_phyllosphere_2019,14,1,20,20,3,17,198,25,lambda=10,0.16269990953913227,0.1193018766691881,0.043398032869944175,0.5190751445086705,0.46450867052023126
carlstrom_phyllosphere_2019,14,1,50,50,10,40,198,25,lambda=10,0.11879407063159278,0.1193018766691881,-0.0005078060375953153,0.45202312138728323,0.46450867052023126
carlstrom_phyllosphere_2019,14,1,100,100,14,86,198,25,lambda=0.01,0.17276617038580344,0.1193018766691881,0.053464293716615346,0.5969942196531792,0.46450867052023126
carlstrom_phyllosphere_2019,14,1,200,200,25,175,198,25,lambda=1,0.17545380714315467,0.1193018766691881,0.05615193047396658,0.6221965317919075,0.46450867052023126
carlstrom_phyllosphere_2019,14,1,500,500,62,438,198,25,lambda=0.1,0.1998994856573893,0.1193018766691881,0.0805976089882012,0.6603468208092486,0.46450867052023126
carlstrom_phyllosphere_2019,14,1,maximum,791,98,693,198,25,lambda=0.1,0.20814496922051712,0.1193018766691881,0.08884309255132902,0.6786127167630058,0.46450867052023126
carlstrom_phyllosphere_2019,14,2,10,10,1,9,198,25,lambda=0.01,0.1522696911525312,0.11290643568824134,0.039363255464289856,0.45410404624277456,0.45919075144508675
carlstrom_phyllosphere_2019,14,2,20,20,1,19,198,25,lambda=0.01,0.1522696911525312,0.11290643568824134,0.039363255464289856,0.45410404624277456,0.45919075144508675
carlstrom_phyllosphere_2019,14,2,50,50,6,44,198,25,lambda=1,0.3338294531864953,0.11290643568824134,0.220923017498254,0.7581502890173409,0.45919075144508675
carlstrom_phyllosphere_2019,14,2,100,100,13,87,198,25,lambda=0.01,0.43150299605602294,0.11290643568824134,0.3185965603677816,0.7766473988439306,0.45919075144508675
carlstrom_phyllosphere_2019,14,2,200,200,21,179,198,25,lambda=10,0.13708205697102077,0.11290643568824134,0.024175621282779433,0.5301734104046243,0.45919075144508675
carlstrom_phyllosphere_2019,14,2,500,500,58,442,198,25,lambda=0.01,0.5235352352161184,0.11290643568824134,0.4106287995278771,0.7886705202312139,0.45919075144508675
carlstrom_phyllosphere_2019,14,2,maximum,791,98,693,198,25,lambda=0.01,0.4904309995963274,0.11290643568824134,0.3775245639080861,0.7782658959537573,0.45919075144508675
carlstrom_phyllosphere_2019,14,3,10,10,1,9,198,25,lambda=0.01,0.1423843402641476,0.1161805363050771,0.026203803959070487,0.500578034682081,0.470635838150289
carlstrom_phyllosphere_2019,14,3,20,20,3,17,198,25,lambda=10,0.20437564212427597,0.1161805363050771,0.08819510581919887,0.5472832369942197,0.470635838150289
carlstrom_phyllosphere_2019,14,3,50,50,6,44,198,25,lambda=0.01,0.1953271598093111,0.1161805363050771,0.07914662350423399,0.5713294797687862,0.470635838150289
carlstrom_phyllosphere_2019,14,3,100,100,12,88,198,25,lambda=0.01,0.20586548606813707,0.1161805363050771,0.08968494976305996,0.6231213872832371,0.470635838150289
carlstrom_phyllosphere_2019,14,3,200,200,23,177,198,25,lambda=0.01,0.2260799538443642,0.1161805363050771,0.10989941753928709,0.6404624277456648,0.470635838150289
carlstrom_phyllosphere_2019,14,3,500,500,65,435,198,25,lambda=0.01,0.3086768878741332,0.1161805363050771,0.19249635156905612,0.6765317919075146,0.470635838150289
carlstrom_phyllosphere_2019,14,3,maximum,791,98,693,198,25,lambda=0.1,0.3373570000218404,0.1161805363050771,0.22117646371676328,0.6860115606936417,0.470635838150289
carlstrom_phyllosphere_2019,14,4,10,10,0,10,198,24,lambda=0.01,0.11717796962702184,0.11715269983359751,2.5269793424334552e-05,0.4755747126436781,0.415948275862069
carlstrom_phyllosphere_2019,14,4,20,20,3,17,198,24,lambda=10,0.14291425773684163,0.11715269983359751,0.025761557903244123,0.5407088122605365,0.415948275862069
carlstrom_phyllosphere_2019,14,4,50,50,8,42,198,24,lambda=0.1,0.2982409498189933,0.11715269983359751,0.1810882499853958,0.7401819923371648,0.415948275862069
carlstrom_phyllosphere_2019,14,4,100,100,12,88,198,24,lambda=0.1,0.34375151694731376,0.11715269983359751,0.22659881711371627,0.8022030651340997,0.415948275862069
carlstrom_phyllosphere_2019,14,4,200,200,25,175,198,24,lambda=1,0.3132177530418215,0.11715269983359751,0.19606505320822398,0.7626915708812261,0.415948275862069
carlstrom_phyllosphere_2019,14,4,500,500,67,433,198,24,lambda=0.1,0.3107854903428497,0.11715269983359751,0.1936327905092522,0.7720306513409962,0.415948275862069
carlstrom_phyllosphere_2019,14,4,maximum,791,99,692,198,24,lambda=0.1,0.25995611496630006,0.11715269983359751,0.14280341513270256,0.7648467432950191,0.415948275862069
carlstrom_phyllosphere_2019,14,5,10,10,4,6,197,24,lambda=10,0.18544259992304907,0.15862007690347957,0.0268225230195695,0.5252890173410405,0.5009633911368016
carlstrom_phyllosphere_2019,14,5,20,20,5,15,197,24,lambda=10,0.16727705951743221,0.15862007690347957,0.008656982613952646,0.4980732177263969,0.5009633911368016
carlstrom_phyllosphere_2019,14,5,50,50,8,42,197,24,lambda=10,0.17862647333463083,0.15862007690347957,0.020006396431151263,0.5378131021194605,0.5009633911368016
carlstrom_phyllosphere_2019,14,5,100,100,17,83,197,24,lambda=1,0.1673581517319877,0.15862007690347957,0.008738074828508136,0.5934489402697495,0.5009633911368016
