"dataset","taxon_1","taxon_2","onenet_score"
"schafer_phyllosphere_2022","Leaf314","Leaf289",0.0388888888888889
"schafer_phyllosphere_2022","Leaf87","Leaf289",0.00555555555555556
"schafer_phyllosphere_2022","Leaf299","Leaf289",0.0611111111111111
"schafer_phyllosphere_2022","Leaf129","Leaf289",0.0611111111111111
"schafer_phyllosphere_2022","Leaf427","Leaf289",0.0111111111111111
"schafer_phyllosphere_2022","Leaf41","Leaf289",0.0111111111111111
"schafer_phyllosphere_2022","Leaf185","Leaf289",0.0666666666666667
"schafer_phyllosphere_2022","Leaf61","Leaf289",0.0166666666666667
"schafer_phyllosphere_2022","Leaf187","Leaf289",0.05
"schafer_phyllosphere_2022","Leaf371","Leaf466",0.0388888888888889
"schafer_phyllosphere_2022","Leaf405","Leaf466",0.0388888888888889
"schafer_phyllosphere_2022","Leaf313","Leaf466",0.0444444444444444
"schafer_phyllosphere_2022","Leaf220","Leaf466",0.0388888888888889
"schafer_phyllosphere_2022","Leaf33","Leaf466",0.0555555555555556
"schafer_phyllosphere_2022","Leaf245","Leaf466",0.0333333333333333
"schafer_phyllosphere_2022","Leaf285","Leaf466",0.0666666666666667
"schafer_phyllosphere_2022","Leaf88","Leaf466",0.622222222222222
"schafer_phyllosphere_2022","Leaf67","Leaf466",0.0611111111111111
"schafer_phyllosphere_2022","Leaf314","Leaf466",0.0666666666666667
"schafer_phyllosphere_2022","Leaf87","Leaf466",0.0111111111111111
"schafer_phyllosphere_2022","Leaf299","Leaf466",0.0222222222222222
"schafer_phyllosphere_2022","Leaf129","Leaf466",0.05
"schafer_phyllosphere_2022","Leaf427","Leaf466",0.211111111111111
"schafer_phyllosphere_2022","Leaf41","Leaf466",0.0555555555555556
"schafer_phyllosphere_2022","Leaf185","Leaf466",0.0222222222222222
"schafer_phyllosphere_2022","Leaf61","Leaf466",0.0388888888888889
"schafer_phyllosphere_2022","Leaf187","Leaf466",0.0666666666666667
"schafer_phyllosphere_2022","Leaf289","Leaf466",0.0388888888888889
"schafer_phyllosphere_2022","Leaf371","Leaf3",0.0611111111111111
"schafer_phyllosphere_2022","Leaf405","Leaf3",0.0111111111111111
"schafer_phyllosphere_2022","Leaf313","Leaf3",0.0222222222222222
"schafer_phyllosphere_2022","Leaf220","Leaf3",0.0444444444444444
"schafer_phyllosphere_2022","Leaf33","Leaf3",0.05
"schafer_phyllosphere_2022","Leaf245","Leaf3",0.0277777777777778
"schafer_phyllosphere_2022","Leaf285","Leaf3",0.0444444444444444
"schafer_phyllosphere_2022","Leaf88","Leaf3",0.0888888888888889
"schafer_phyllosphere_2022","Leaf67","Leaf3",0.0833333333333333
"schafer_phyllosphere_2022","Leaf314","Leaf3",0.0166666666666667
"schafer_phyllosphere_2022","Leaf87","Leaf3",0.244444444444444
"schafer_phyllosphere_2022","Leaf299","Leaf3",0.05
"schafer_phyllosphere_2022","Leaf129","Leaf3",0.0555555555555556
"schafer_phyllosphere_2022","Leaf427","Leaf3",0.15
"schafer_phyllosphere_2022","Leaf41","Leaf3",0.05
"schafer_phyllosphere_2022","Leaf185","Leaf3",0.0555555555555556
"schafer_phyllosphere_2022","Leaf61","Leaf3",0.177777777777778
"schafer_phyllosphere_2022","Leaf187","Leaf3",0.0444444444444444
"schafer_phyllosphere_2022","Leaf289","Leaf3",0.0222222222222222
"schafer_phyllosphere_2022","Leaf466","Leaf3",0.0722222222222222
"schafer_phyllosphere_2022","Leaf371","Leaf339",0.0277777777777778
"schafer_phyllosphere_2022","Leaf405","Leaf339",0.0111111111111111
"schafer_phyllosphere_2022","Leaf313","Leaf339",0.0111111111111111
"schafer_phyllosphere_2022","Leaf220","Leaf339",0.0722222222222222
"schafer_phyllosphere_2022","Leaf33","Leaf339",0.116666666666667
"schafer_phyllosphere_2022","Leaf245","Leaf339",0.05
"schafer_phyllosphere_2022","Leaf285","Leaf339",0.0277777777777778
"schafer_phyllosphere_2022","Leaf88","Leaf339",0.0388888888888889
"schafer_phyllosphere_2022","Leaf67","Leaf339",0.0777777777777778
"schafer_phyllosphere_2022","Leaf314","Leaf339",0.0277777777777778
"schafer_phyllosphere_2022","Leaf87","Leaf339",0.144444444444444
"schafer_phyllosphere_2022","Leaf299","Leaf339",0.111111111111111
"schafer_phyllosphere_2022","Leaf129","Leaf339",0.161111111111111
"schafer_phyllosphere_2022","Leaf427","Leaf339",0.05
"schafer_phyllosphere_2022","Leaf41","Leaf339",0.211111111111111
"schafer_phyllosphere_2022","Leaf185","Leaf339",0.0166666666666667
"schafer_phyllosphere_2022","Leaf61","Leaf339",0.0333333333333333
"schafer_phyllosphere_2022","Leaf187","Leaf339",0.05
"schafer_phyllosphere_2022","Leaf289","Leaf339",0.0333333333333333
"schafer_phyllosphere_2022","Leaf466","Leaf339",0.0333333333333333
"schafer_phyllosphere_2022","Leaf3","Leaf339",0.127777777777778
"schafer_phyllosphere_2022","Leaf371","Leaf5",0.0444444444444444
"schafer_phyllosphere_2022","Leaf405","Leaf5",0
"schafer_phyllosphere_2022","Leaf313","Leaf5",0.0166666666666667
"schafer_phyllosphere_2022","Leaf220","Leaf5",0.0333333333333333
"schafer_phyllosphere_2022","Leaf33","Leaf5",0.0555555555555556
"schafer_phyllosphere_2022","Leaf245","Leaf5",0.0444444444444444
"schafer_phyllosphere_2022","Leaf285","Leaf5",0.0277777777777778
"schafer_phyllosphere_2022","Leaf88","Leaf5",0.0444444444444444
"schafer_phyllosphere_2022","Leaf67","Leaf5",0.155555555555556
"schafer_phyllosphere_2022","Leaf314","Leaf5",0.1
"schafer_phyllosphere_2022","Leaf87","Leaf5",0.111111111111111
"schafer_phyllosphere_2022","Leaf299","Leaf5",0.116666666666667
"schafer_phyllosphere_2022","Leaf129","Leaf5",0.377777777777778
"schafer_phyllosphere_2022","Leaf427","Leaf5",0.05
"schafer_phyllosphere_2022","Leaf41","Leaf5",0.0111111111111111
"schafer_phyllosphere_2022","Leaf185","Leaf5",0.05
"schafer_phyllosphere_2022","Leaf61","Leaf5",0.0777777777777778
"schafer_phyllosphere_2022","Leaf187","Leaf5",0.116666666666667
"schafer_phyllosphere_2022","Leaf289","Leaf5",0.0222222222222222
"schafer_phyllosphere_2022","Leaf466","Leaf5",0.0333333333333333
"schafer_phyllosphere_2022","Leaf3","Leaf5",0.166666666666667
"schafer_phyllosphere_2022","Leaf339","Leaf5",0.355555555555556
"schafer_phyllosphere_2022","Leaf371","Leaf456",0.111111111111111
"schafer_phyllosphere_2022","Leaf405","Leaf456",0.05
"schafer_phyllosphere_2022","Leaf313","Leaf456",0.0277777777777778
"schafer_phyllosphere_2022","Leaf220","Leaf456",0.138888888888889
"schafer_phyllosphere_2022","Leaf33","Leaf456",0.0555555555555556
"schafer_phyllosphere_2022","Leaf245","Leaf456",0.0444444444444444
"schafer_phyllosphere_2022","Leaf285","Leaf456",0.0888888888888889
"schafer_phyllosphere_2022","Leaf88","Leaf456",0.216666666666667
"schafer_phyllosphere_2022","Leaf67","Leaf456",0.0722222222222222
"schafer_phyllosphere_2022","Leaf314","Leaf456",0.0333333333333333
"schafer_phyllosphere_2022","Leaf87","Leaf456",0.177777777777778
"schafer_phyllosphere_2022","Leaf299","Leaf456",0.05
"schafer_phyllosphere_2022","Leaf129","Leaf456",0.0666666666666667
"schafer_phyllosphere_2022","Leaf427","Leaf456",0.105555555555556
"schafer_phyllosphere_2022","Leaf41","Leaf456",0.0611111111111111
"schafer_phyllosphere_2022","Leaf185","Leaf456",0.0611111111111111
"schafer_phyllosphere_2022","Leaf61","Leaf456",0.0444444444444444
