"stability","nedges","method"
0.915283202394314,30,"PLNnetwork"
0.786466142910587,28,"SpiecEasi"
0.865619154508044,31,"gCoda"
0.625526374859708,31,"EMtree"
0.790766928544706,28,"Magma"
0.716731762065095,29,"SPRING"
