dataset,taxon_1,taxon_2,pln_score,pln_abs_score,pln_score_percentile,pln_selected,glmnet_score,glmnet_abs_score,glmnet_score_percentile,glmnet_selected,spieceasi_score,spieceasi_abs_score,spieceasi_score_percentile,spieceasi_selected,spieceasi_stability,spring_score,spring_abs_score,spring_score_percentile,spring_selected,spring_stability,sparcc_score,sparcc_abs_score,sparcc_score_percentile,sparcc_selected,prevalence_1,prevalence_2,prevalence_min,prevalence_max,joint_prevalence,n_joint_positive,n_taxon_1_only,n_taxon_2_only,n_neither,presence_jaccard,mean_positive_abundance_1,mean_positive_abundance_2,dispersion_1,dispersion_2,n_samples,n_taxa,overall_zero_frequency,measurement_scale,count_conversion
friedman_microcosm_2017,Ea,Pa,0.312621790893869,0.312621790893869,0.607142857142857,1,-0.0867214242024424,0.0867214242024424,0.321428571428571,1,0,0,0.5,0,0,0,0,0.285714285714286,0,0,0.0140809173628331,0.0140809173628331,0.107142857142857,0,0.290476190476191,0.19047619047619,0.19047619047619,0.290476190476191,0.0642857142857143,27,95,53,245,0.154285714285714,0.0329413540741154,0.0613578257432325,0.0382913263676711,0.0792256834338714,420,8,0.678869047619048,absolute_abundance,fixed_total_10000
friedman_microcosm_2017,Ea,Pch,0.383679072341782,0.383679072341782,0.75,1,-0.0580862197447274,0.0580862197447274,0.107142857142857,1,0,0,0.5,0,0,0,0,0.285714285714286,0,0,0.0434930483541042,0.0434930483541042,0.285714285714286,0,0.290476190476191,0.521428571428571,0.290476190476191,0.521428571428571,0.107142857142857,45,77,174,124,0.152027027027027,0.0329413540741154,0.0872685501046587,0.0382913263676711,0.0461591549183772,420,8,0.678869047619048,absolute_abundance,fixed_total_10000
friedman_microcosm_2017,Ea,Pci,0.498759715489438,0.498759715489438,0.857142857142857,1,0.121086489537351,0.121086489537351,0.5,1,0,0,0.5,0,0,0.116617460462706,0.116617460462706,0.642857142857143,1,1,-0.069657657261635,0.069657657261635,0.642857142857143,0,0.290476190476191,0.0880952380952381,0.0880952380952381,0.290476190476191,0.0428571428571429,18,104,19,279,0.127659574468085,0.0329413540741154,0.0125496949133528,0.0382913263676711,0.0341310528383078,420,8,0.678869047619048,absolute_abundance,fixed_total_10000
friedman_microcosm_2017,Ea,Pf,0.180870551883428,0.180870551883428,0.357142857142857,1,0,0,0.0357142857142857,0,0,0,0.5,0,0,0,0,0.285714285714286,0,0,-0.0583639255039765,0.0583639255039765,0.464285714285714,0,0.290476190476191,0.397619047619048,0.290476190476191,0.397619047619048,0.123809523809524,52,70,115,183,0.219409282700422,0.0329413540741154,0.0332077165878673,0.0382913263676711,0.0364710077522668,420,8,0.678869047619048,absolute_abundance,fixed_total_10000
friedman_microcosm_2017,Ea,Pp,0.0503767343162028,0.0503767343162028,0.214285714285714,1,-0.106266366732815,0.106266366732815,0.392857142857143,1,0,0,0.5,0,0,0,0,0.285714285714286,0,0.1,0.0500327633823409,0.0500327633823409,0.392857142857143,0,0.290476190476191,0.364285714285714,0.290476190476191,0.364285714285714,0.119047619047619,50,72,103,195,0.222222222222222,0.0329413540741154,0.0754536046440609,0.0382913263676711,0.0697650919929491,420,8,0.678869047619048,absolute_abundance,fixed_total_10000
friedman_microcosm_2017,Ea,Pv,-0.278669769178397,0.278669769178397,0.5,1,-0.181206778767371,0.181206778767371,0.714285714285714,1,0,0,0.5,0,0.05,-0.225680932169011,0.225680932169011,0.821428571428571,1,1,-0.0598190830238272,0.0598190830238272,0.5,0,0.290476190476191,0.492857142857143,0.290476190476191,0.492857142857143,0.0880952380952381,37,85,170,128,0.126712328767123,0.0329413540741154,0.0597007629429631,0.0382913263676711,0.0487811302339485,420,8,0.678869047619048,absolute_abundance,fixed_total_10000
friedman_microcosm_2017,Ea,Sm,-0.56137975170436,0.56137975170436,0.964285714285714,1,-0.277134176530719,0.277134176530719,0.928571428571429,1,0,0,0.5,0,0,-0.392908902173327,0.392908902173327,0.964285714285714,1,1,-0.427644857508214,0.427644857508214,0.928571428571429,1,0.290476190476191,0.223809523809524,0.223809523809524,0.290476190476191,0.0142857142857143,6,116,88,210,0.0285714285714286,0.0329413540741154,0.0362454196688599,0.0382913263676711,0.0632530025821087,420,8,0.678869047619048,absolute_abundance,fixed_total_10000
friedman_microcosm_2017,Pa,Pch,-0.618050608968852,0.618050608968852,1,1,-0.439229842274366,0.439229842274366,1,1,-9.07601032137736e-16,9.07601032137736e-16,1,1,0.35,-0.539130591612371,0.539130591612371,1,1,1,-0.141138130610647,0.141138130610647,0.821428571428571,0,0.19047619047619,0.521428571428571,0.19047619047619,0.521428571428571,0,0,80,219,121,0,0.0613578257432325,0.0872685501046587,0.0792256834338714,0.0461591549183772,420,8,0.678869047619048,absolute_abundance,fixed_total_10000
friedman_microcosm_2017,Pa,Pci,0.345041092653674,0.345041092653674,0.714285714285714,1,-0.0968551382460937,0.0968551382460937,0.357142857142857,1,0,0,0.5,0,0,0,0,0.285714285714286,0,0,-0.0300540563342209,0.0300540563342209,0.142857142857143,0,0.19047619047619,0.0880952380952381,0.0880952380952381,0.19047619047619,0.0380952380952381,16,64,21,319,0.158415841584158,0.0613578257432325,0.0125496949133528,0.0792256834338714,0.0341310528383078,420,8,0.678869047619048,absolute_abundance,fixed_total_10000
friedman_microcosm_2017,Pa,Pf,-0.200568397082074,0.200568397082074,0.392857142857143,1,-0.186420992422428,0.186420992422428,0.75,1,0,0,0.5,0,0,-0.176921241878908,0.176921241878908,0.714285714285714,1,1,-0.288831197020226,0.288831197020226,0.892857142857143,0,0.19047619047619,0.397619047619048,0.19047619047619,0.397619047619048,0.0476190476190476,20,60,147,193,0.0881057268722467,0.0613578257432325,0.0332077165878673,0.0792256834338714,0.0364710077522668,420,8,0.678869047619048,absolute_abundance,fixed_total_10000
friedman_microcosm_2017,Pa,Pp,0.262772305384345,0.262772305384345,0.464285714285714,1,-0.16687211978064,0.16687211978064,0.642857142857143,1,0,0,0.5,0,0,0,0,0.285714285714286,0,0,0.0630374135175459,0.0630374135175459,0.571428571428571,0,0.19047619047619,0.364285714285714,0.19047619047619,0.364285714285714,0.0690476190476191,29,51,124,216,0.142156862745098,0.0613578257432325,0.0754536046440609,0.0792256834338714,0.0697650919929491,420,8,0.678869047619048,absolute_abundance,fixed_total_10000
friedman_microcosm_2017,Pa,Pv,0.387495069993031,0.387495069993031,0.821428571428571,1,-0.117054334338021,0.117054334338021,0.464285714285714,1,0,0,0.5,0,0,0,0,0.285714285714286,0,0,0.0391310716529376,0.0391310716529376,0.214285714285714,0,0.19047619047619,0.492857142857143,0.19047619047619,0.492857142857143,0.05,21,59,186,154,0.0789473684210526,0.0613578257432325,0.0597007629429631,0.0792256834338714,0.0487811302339485,420,8,0.678869047619048,absolute_abundance,fixed_total_10000
friedman_microcosm_2017,Pa,Sm,0.289571352450589,0.289571352450589,0.571428571428571,1,-0.149562477261558,0.149562477261558,0.607142857142857,1,0,0,0.5,0,0,0,0,0.285714285714286,0,0,-0.0448476243216606,0.0448476243216606,0.357142857142857,0,0.19047619047619,0.223809523809524,0.19047619047619,0.223809523809524,0.0380952380952381,16,64,78,262,0.10126582278481,0.0613578257432325,0.0362454196688599,0.0792256834338714,0.0632530025821087,420,8,0.678869047619048,absolute_abundance,fixed_total_10000
friedman_microcosm_2017,Pch,Pci,0.0271542890439414,0.0271542890439414,0.0714285714285714,1,-0.3244641951809,0.3244641951809,0.964285714285714,1,0,0,0.5,0,0,-0.2835311850889,0.2835311850889,0.892857142857143,1,1,0.0392740799503073,0.0392740799503073,0.25,0,0.521428571428571,0.0880952380952381,0.0880952380952381,0.521428571428571,0.00238095238095238,1,218,36,165,0.00392156862745098,0.0872685501046587,0.0125496949133528,0.0461591549183772,0.0341310528383078,420,8,0.678869047619048,absolute_abundance,fixed_total_10000
