"stability","nedges","method"
0.913463247863248,7,"PLNnetwork"
0.483063247863248,9,"SpiecEasi"
0.229538461538462,10,"gCoda"
0.270591452991453,10,"EMtree"
0.332266666666667,10,"Magma"
0.463329914529915,10,"SPRING"
