"stability","nedges","method"
0.889047619047619,5,"PLNnetwork"
0.774920634920635,5,"SpiecEasi"
0.642222222222222,5,"gCoda"
0.761269841269841,5,"EMtree"
0.968095238095238,5,"Magma"
0.78,5,"SPRING"
