"taxon_1","taxon_2","onenet_score"
"Leaf141","Leaf145",0.0111111111111111
"Leaf141","Leaf160",0.761111111111111
"Leaf141","Leaf176",0
"Leaf141","Leaf177",0.0333333333333333
"Leaf141","Leaf183",0
"Leaf141","Leaf187",0.144444444444444
"Leaf141","Leaf189",0
"Leaf141","Leaf2",0.166666666666667
"Leaf141","Leaf202",0.2
"Leaf141","Leaf203",0.0277777777777778
"Leaf141","Leaf220",0
"Leaf141","Leaf222",0.105555555555556
"Leaf141","Leaf225",0.133333333333333
"Leaf141","Leaf231",0.0277777777777778
"Leaf141","Leaf233",0
"Leaf141","Leaf234",0.3
"Leaf141","Leaf242",0.0666666666666667
"Leaf141","Leaf26",0.188888888888889
"Leaf141","Leaf262",0
"Leaf141","Leaf263",0.00555555555555556
"Leaf141","Leaf265",0.0944444444444444
"Leaf141","Leaf281",0
"Leaf141","Leaf285",0.0111111111111111
"Leaf141","Leaf288",0.211111111111111
"Leaf141","Leaf3",0.00555555555555556
"Leaf141","Leaf324",0.694444444444445
"Leaf141","Leaf33",0.0111111111111111
"Leaf141","Leaf334",0.00555555555555556
"Leaf141","Leaf336",0
"Leaf141","Leaf337",0.222222222222222
"Leaf141","Leaf344",0.133333333333333
"Leaf141","Leaf351",0.0722222222222222
"Leaf141","Leaf354",0.05
"Leaf141","Leaf357",0.00555555555555556
"Leaf141","Leaf359",0
"Leaf141","Leaf363",0.816666666666667
"Leaf141","Leaf371",0.522222222222222
"Leaf141","Leaf380",0
"Leaf141","Leaf391",0.111111111111111
"Leaf141","Leaf396",0.294444444444444
"Leaf141","Leaf405",0.288888888888889
"Leaf141","Leaf41",0.0111111111111111
"Leaf141","Leaf416",0.0833333333333333
"Leaf141","Leaf420",0.383333333333333
"Leaf141","Leaf427",0.838888888888889
"Leaf141","Leaf443",0.0166666666666667
"Leaf141","Leaf5",0.0888888888888889
"Leaf141","Leaf68",0.116666666666667
"Leaf141","Leaf70",0.0111111111111111
"Leaf141","Leaf82",0.111111111111111
"Leaf141","Leaf83",0.105555555555556
"Leaf141","Leaf86",0.0277777777777778
"Leaf141","Leaf88",0.133333333333333
"Leaf141","Leaf90",0
"Leaf145","Leaf160",0.216666666666667
"Leaf145","Leaf176",0.0111111111111111
"Leaf145","Leaf177",0.00555555555555556
"Leaf145","Leaf183",0.477777777777778
"Leaf145","Leaf187",0.311111111111111
"Leaf145","Leaf189",0.166666666666667
"Leaf145","Leaf2",0.0944444444444444
"Leaf145","Leaf202",0
"Leaf145","Leaf203",0.0166666666666667
"Leaf145","Leaf220",0.327777777777778
"Leaf145","Leaf222",0
"Leaf145","Leaf225",0.144444444444444
"Leaf145","Leaf231",0.0611111111111111
"Leaf145","Leaf233",0.0333333333333333
"Leaf145","Leaf234",0.0777777777777778
"Leaf145","Leaf242",0.222222222222222
"Leaf145","Leaf26",0.05
"Leaf145","Leaf262",0.633333333333333
"Leaf145","Leaf263",0.0166666666666667
"Leaf145","Leaf265",0.00555555555555556
"Leaf145","Leaf281",0.1
"Leaf145","Leaf285",0.0111111111111111
"Leaf145","Leaf288",0.366666666666667
"Leaf145","Leaf3",0.0722222222222222
"Leaf145","Leaf324",0.0277777777777778
"Leaf145","Leaf33",0.0833333333333333
"Leaf145","Leaf334",0.0777777777777778
"Leaf145","Leaf336",0.0333333333333333
"Leaf145","Leaf337",0
"Leaf145","Leaf344",0
"Leaf145","Leaf351",0.122222222222222
"Leaf145","Leaf354",0.122222222222222
"Leaf145","Leaf357",0.0111111111111111
"Leaf145","Leaf359",0
"Leaf145","Leaf363",0
"Leaf145","Leaf371",0.0166666666666667
"Leaf145","Leaf380",0.00555555555555556
"Leaf145","Leaf391",0.305555555555556
"Leaf145","Leaf396",0.0888888888888889
"Leaf145","Leaf405",0
"Leaf145","Leaf41",0
"Leaf145","Leaf416",0.144444444444444
"Leaf145","Leaf420",0.65
"Leaf145","Leaf427",0.05
"Leaf145","Leaf443",0
"Leaf145","Leaf5",0.122222222222222
"Leaf145","Leaf68",0.0166666666666667
"Leaf145","Leaf70",0.00555555555555556
"Leaf145","Leaf82",0.0222222222222222
"Leaf145","Leaf83",0.416666666666667
"Leaf145","Leaf86",0.05
"Leaf145","Leaf88",0.0666666666666667
"Leaf145","Leaf90",0
"Leaf160","Leaf176",0.172222222222222
"Leaf160","Leaf177",0.00555555555555556
"Leaf160","Leaf183",0.0166666666666667
"Leaf160","Leaf187",0.688888888888889
"Leaf160","Leaf189",0.216666666666667
"Leaf160","Leaf2",0.222222222222222
"Leaf160","Leaf202",0
"Leaf160","Leaf203",0.0833333333333333
"Leaf160","Leaf220",0.227777777777778
"Leaf160","Leaf222",0
"Leaf160","Leaf225",0.111111111111111
"Leaf160","Leaf231",0.0833333333333333
"Leaf160","Leaf233",0
"Leaf160","Leaf234",0.127777777777778
"Leaf160","Leaf242",0.0444444444444444
"Leaf160","Leaf26",0.00555555555555556
"Leaf160","Leaf262",0.233333333333333
"Leaf160","Leaf263",0.0166666666666667
"Leaf160","Leaf265",0.0166666666666667
"Leaf160","Leaf281",0.0388888888888889
"Leaf160","Leaf285",0.477777777777778
"Leaf160","Leaf288",0.122222222222222
"Leaf160","Leaf3",0.111111111111111
"Leaf160","Leaf324",0.0777777777777778
"Leaf160","Leaf33",0.477777777777778
"Leaf160","Leaf334",0.133333333333333
"Leaf160","Leaf336",0
"Leaf160","Leaf337",0.0388888888888889
"Leaf160","Leaf344",0.0722222222222222
"Leaf160","Leaf351",0.105555555555556
"Leaf160","Leaf354",0.0111111111111111
"Leaf160","Leaf357",0.327777777777778
"Leaf160","Leaf359",0
"Leaf160","Leaf363",0.133333333333333
"Leaf160","Leaf371",0.922222222222222
"Leaf160","Leaf380",0.361111111111111
"Leaf160","Leaf391",0.0222222222222222
"Leaf160","Leaf396",0.0222222222222222
"Leaf160","Leaf405",0.35
"Leaf160","Leaf41",0.0166666666666667
"Leaf160","Leaf416",0.0222222222222222
"Leaf160","Leaf420",0.0111111111111111
"Leaf160","Leaf427",0.00555555555555556
"Leaf160","Leaf443",0.0555555555555556
"Leaf160","Leaf5",0.0555555555555556
"Leaf160","Leaf68",0
"Leaf160","Leaf70",0.0111111111111111
"Leaf160","Leaf82",0
"Leaf160","Leaf83",0.183333333333333
"Leaf160","Leaf86",0.1
"Leaf160","Leaf88",0.188888888888889
"Leaf160","Leaf90",0
"Leaf176","Leaf177",0
"Leaf176","Leaf183",0.00555555555555556
"Leaf176","Leaf187",0.00555555555555556
"Leaf176","Leaf189",0.0111111111111111
"Leaf176","Leaf2",0.0388888888888889
"Leaf176","Leaf202",0.266666666666667
"Leaf176","Leaf203",0.4
"Leaf176","Leaf220",0.127777777777778
"Leaf176","Leaf222",0.261111111111111
"Leaf176","Leaf225",0.144444444444444
"Leaf176","Leaf231",0
"Leaf176","Leaf233",0.0888888888888889
"Leaf176","Leaf234",0.0555555555555556
"Leaf176","Leaf242",0.111111111111111
"Leaf176","Leaf26",0.494444444444444
"Leaf176","Leaf262",0.0111111111111111
"Leaf176","Leaf263",0.172222222222222
"Leaf176","Leaf265",0.00555555555555556
"Leaf176","Leaf281",0.0388888888888889
"Leaf176","Leaf285",0.00555555555555556
"Leaf176","Leaf288",0.272222222222222
"Leaf176","Leaf3",0.0611111111111111
"Leaf176","Leaf324",0.00555555555555556
"Leaf176","Leaf33",0.294444444444444
"Leaf176","Leaf334",0.25
"Leaf176","Leaf336",0.255555555555556
"Leaf176","Leaf337",0
"Leaf176","Leaf344",0.533333333333333
"Leaf176","Leaf351",0.05
"Leaf176","Leaf354",0.0777777777777778
"Leaf176","Leaf357",0.0111111111111111
"Leaf176","Leaf359",0
"Leaf176","Leaf363",0.466666666666667
"Leaf176","Leaf371",0.00555555555555556
"Leaf176","Leaf380",0.294444444444444
"Leaf176","Leaf391",0
"Leaf176","Leaf396",0
"Leaf176","Leaf405",0
"Leaf176","Leaf41",0.177777777777778
"Leaf176","Leaf416",0.00555555555555556
"Leaf176","Leaf420",0.0944444444444444
"Leaf176","Leaf427",0.1
"Leaf176","Leaf443",0.00555555555555556
"Leaf176","Leaf5",0.0888888888888889
"Leaf176","Leaf68",0.0277777777777778
"Leaf176","Leaf70",0.261111111111111
"Leaf176","Leaf82",0.0111111111111111
"Leaf176","Leaf83",0
"Leaf176","Leaf86",0.00555555555555556
"Leaf176","Leaf88",0
"Leaf176","Leaf90",0.238888888888889
"Leaf177","Leaf183",0.438888888888889
"Leaf177","Leaf187",0
"Leaf177","Leaf189",0.00555555555555556
"Leaf177","Leaf2",0.0277777777777778
"Leaf177","Leaf202",0.0222222222222222
"Leaf177","Leaf203",0.0777777777777778
"Leaf177","Leaf220",0
"Leaf177","Leaf222",0.00555555555555556
"Leaf177","Leaf225",0.133333333333333
"Leaf177","Leaf231",0.627777777777778
"Leaf177","Leaf233",0.166666666666667
"Leaf177","Leaf234",0
"Leaf177","Leaf242",0.0888888888888889
"Leaf177","Leaf26",0.0722222222222222
"Leaf177","Leaf262",0
"Leaf177","Leaf263",0.0166666666666667
"Leaf177","Leaf265",0.0277777777777778
"Leaf177","Leaf281",0.0722222222222222
"Leaf177","Leaf285",0.0444444444444444
"Leaf177","Leaf288",0.00555555555555556
"Leaf177","Leaf3",0
"Leaf177","Leaf324",0.0166666666666667
"Leaf177","Leaf33",0.0555555555555556
"Leaf177","Leaf334",0.0222222222222222
"Leaf177","Leaf336",0.805555555555556
"Leaf177","Leaf337",0.522222222222222
"Leaf177","Leaf344",0.177777777777778
"Leaf177","Leaf351",0.572222222222222
"Leaf177","Leaf354",0.227777777777778
"Leaf177","Leaf357",0.00555555555555556
"Leaf177","Leaf359",0
