"analysis_set","bootstrap","method","auprc","omitted_taxa","fit_status","detail","elapsed_seconds"
"schafer_phyllosphere_2022",3,"OneNet",NA,NA,"failed","The total size of the 9 globals exported for future expression (‘FUN()’) is 676.06 MiB. This exceeds the maximum allowed size 500.00 MiB per plan() argument 'maxSizeOfObjects'. This limit is set to protect against transfering too large objects to parallel workers by mistake, which may not be intended and could be costly. See help(""future.globals.maxSize"", package = ""future"") for how to adjust or remove the default threshold via an R option The three largest globals are ‘FUN’ (331.52 MiB of class ‘function’), ‘self’ (331.48 MiB of class ‘environment’) and ‘private’ (12.70 MiB of class ‘environment’)",84.6561620235443
