"taxon_1","taxon_2","onenet_score"
"AC","BA",0.216666666666667
"AC","BC",0.1
"AC","BF",0.216666666666667
"AC","BH",0.605555555555556
"AC","BL",0.25
"AC","BO",0.0833333333333333
"AC","BP",0.194444444444444
"AC","BT",0.166666666666667
"AC","BU",0.222222222222222
"AC","BV",0.222222222222222
"AC","BY",0.244444444444444
"AC","CA",0.2
"AC","CC",0.405555555555556
"AC","CG",0.177777777777778
"AC","CH",0.394444444444444
"AC","DF",0.155555555555556
"AC","DL",0.227777777777778
"AC","DP",0.166666666666667
"AC","EL",0.205555555555556
"AC","ER",0.344444444444444
"AC","FP",0.466666666666667
"AC","HB",0.161111111111111
"AC","PC",0.183333333333333
"AC","PJ",0.288888888888889
"AC","RI",0.444444444444444
"BA","BC",0.138888888888889
"BA","BF",0.0944444444444444
"BA","BH",0.0444444444444444
"BA","BL",0.455555555555556
"BA","BO",0.05
"BA","BP",0.522222222222222
"BA","BT",0.0444444444444444
"BA","BU",0.144444444444444
"BA","BV",0.138888888888889
"BA","BY",0.0888888888888889
"BA","CA",0.266666666666667
"BA","CC",0.433333333333333
"BA","CG",0.216666666666667
"BA","CH",0.144444444444444
"BA","DF",0.0611111111111111
"BA","DL",0.1
"BA","DP",0.588888888888889
"BA","EL",0.155555555555556
"BA","ER",0.666666666666667
"BA","FP",0.138888888888889
"BA","HB",0.105555555555556
"BA","PC",0.138888888888889
"BA","PJ",0.0555555555555556
"BA","RI",0.127777777777778
"BC","BF",0.211111111111111
"BC","BH",0.0611111111111111
"BC","BL",0.366666666666667
"BC","BO",0.127777777777778
"BC","BP",0.155555555555556
"BC","BT",0.111111111111111
"BC","BU",0.377777777777778
"BC","BV",0.405555555555556
"BC","BY",0.422222222222222
"BC","CA",0.116666666666667
"BC","CC",0.316666666666667
"BC","CG",0.161111111111111
"BC","CH",0.05
"BC","DF",0.394444444444444
"BC","DL",0.0555555555555556
"BC","DP",0.0722222222222222
"BC","EL",0.138888888888889
"BC","ER",0.216666666666667
"BC","FP",0.116666666666667
"BC","HB",0.344444444444444
"BC","PC",0.0833333333333333
"BC","PJ",0.0944444444444444
"BC","RI",0.111111111111111
"BF","BH",0.05
"BF","BL",0.405555555555556
"BF","BO",0.116666666666667
"BF","BP",0.227777777777778
"BF","BT",0.116666666666667
"BF","BU",0.333333333333333
"BF","BV",0.111111111111111
"BF","BY",0.155555555555556
"BF","CA",0.0944444444444444
"BF","CC",0.4
"BF","CG",0.177777777777778
"BF","CH",0.233333333333333
"BF","DF",0.116666666666667
"BF","DL",0.3
"BF","DP",0.144444444444444
"BF","EL",0.116666666666667
"BF","ER",0.172222222222222
"BF","FP",0.261111111111111
"BF","HB",0.511111111111111
"BF","PC",0.0555555555555556
"BF","PJ",0.0722222222222222
"BF","RI",0.133333333333333
"BH","BL",0.161111111111111
"BH","BO",0.155555555555556
"BH","BP",0.2
"BH","BT",0.15
"BH","BU",0.0666666666666667
"BH","BV",0.0777777777777778
"BH","BY",0.183333333333333
"BH","CA",0.866666666666667
"BH","CC",0.116666666666667
"BH","CG",0.0722222222222222
"BH","CH",0.244444444444444
"BH","DF",0.105555555555556
"BH","DL",0.0666666666666667
"BH","DP",0.716666666666667
"BH","EL",0.466666666666667
"BH","ER",0.283333333333333
"BH","FP",0.211111111111111
"BH","HB",0.144444444444444
"BH","PC",0.194444444444444
"BH","PJ",0.216666666666667
"BH","RI",0.261111111111111
"BL","BO",0.0944444444444444
"BL","BP",0.794444444444444
"BL","BT",0.133333333333333
"BL","BU",0.0166666666666667
"BL","BV",0.0166666666666667
"BL","BY",0.211111111111111
"BL","CA",0.433333333333333
"BL","CC",0.255555555555556
"BL","CG",0.211111111111111
"BL","CH",0.161111111111111
"BL","DF",0.483333333333333
"BL","DL",0.205555555555556
"BL","DP",0.0555555555555556
"BL","EL",0.4
"BL","ER",0.227777777777778
"BL","FP",0.183333333333333
"BL","HB",0.244444444444444
"BL","PC",0.35
"BL","PJ",0.172222222222222
"BL","RI",0.177777777777778
"BO","BP",0.166666666666667
"BO","BT",0.655555555555556
"BO","BU",0.0166666666666667
"BO","BV",0.411111111111111
"BO","BY",0.233333333333333
"BO","CA",0.0611111111111111
"BO","CC",0.2
"BO","CG",0.294444444444444
"BO","CH",0.111111111111111
"BO","DF",0.0222222222222222
"BO","DL",0.161111111111111
"BO","DP",0.0611111111111111
"BO","EL",0.294444444444444
"BO","ER",0.266666666666667
"BO","FP",0.3
"BO","HB",0.183333333333333
"BO","PC",0.15
"BO","PJ",0.0277777777777778
"BO","RI",0.188888888888889
"BP","BT",0.0388888888888889
"BP","BU",0.0555555555555556
"BP","BV",0.338888888888889
"BP","BY",0.0388888888888889
"BP","CA",0.122222222222222
"BP","CC",0.272222222222222
"BP","CG",0.205555555555556
"BP","CH",0.0333333333333333
"BP","DF",0.472222222222222
"BP","DL",0.0666666666666667
"BP","DP",0.105555555555556
"BP","EL",0.422222222222222
"BP","ER",0.377777777777778
"BP","FP",0.205555555555556
"BP","HB",0.0388888888888889
"BP","PC",0.133333333333333
"BP","PJ",0.122222222222222
"BP","RI",0.155555555555556
"BT","BU",0.566666666666667
"BT","BV",0.277777777777778
"BT","BY",0.444444444444444
"BT","CA",0.0388888888888889
"BT","CC",0.6
"BT","CG",0.183333333333333
"BT","CH",0.288888888888889
"BT","DF",0.0444444444444444
"BT","DL",0.627777777777778
"BT","DP",0.172222222222222
"BT","EL",0.116666666666667
"BT","ER",0.211111111111111
"BT","FP",0.116666666666667
"BT","HB",0.138888888888889
"BT","PC",0.0388888888888889
"BT","PJ",0.0666666666666667
"BT","RI",0.111111111111111
"BU","BV",0.5
"BU","BY",0.133333333333333
"BU","CA",0.00555555555555556
"BU","CC",0.255555555555556
"BU","CG",0.15
"BU","CH",0.322222222222222
"BU","DF",0.0222222222222222
"BU","DL",0.0277777777777778
"BU","DP",0.133333333333333
