"taxon_1","taxon_2","onenet_score"
"Leaf141","Leaf145",0.0839080459770115
"Leaf141","Leaf160",0.140038314176245
"Leaf141","Leaf176",0.0837164750957854
"Leaf141","Leaf177",0.0114942528735632
"Leaf141","Leaf183",0.0909961685823755
"Leaf141","Leaf187",0.280651340996169
"Leaf141","Leaf189",0.0674329501915709
"Leaf141","Leaf2",0.0283524904214559
"Leaf141","Leaf202",0.180459770114943
"Leaf141","Leaf203",0.0114942528735632
"Leaf141","Leaf220",0.0904214559386973
"Leaf141","Leaf222",0.226819923371647
"Leaf141","Leaf225",0.21455938697318
"Leaf141","Leaf231",0.039272030651341
"Leaf141","Leaf233",0.525670498084291
"Leaf141","Leaf234",0.228927203065134
"Leaf141","Leaf242",0.0670498084291188
"Leaf141","Leaf26",0.754980842911877
"Leaf141","Leaf262",0.0226053639846743
"Leaf141","Leaf263",0.0227969348659004
"Leaf141","Leaf265",0.05727969348659
"Leaf141","Leaf281",0.0114942528735632
"Leaf141","Leaf285",0.0398467432950192
"Leaf141","Leaf288",0.224521072796935
"Leaf141","Leaf3",0.0616858237547893
"Leaf141","Leaf324",0.0505747126436782
"Leaf141","Leaf33",0.240038314176245
"Leaf141","Leaf334",0.028735632183908
"Leaf141","Leaf336",0.0561302681992337
"Leaf141","Leaf337",0.0457854406130268
"Leaf141","Leaf344",0.0226053639846743
"Leaf141","Leaf351",0.151915708812261
"Leaf141","Leaf354",0.0170498084291188
"Leaf141","Leaf357",0.0567049808429119
"Leaf141","Leaf359",0.196551724137931
"Leaf141","Leaf363",0.089463601532567
"Leaf141","Leaf371",0.213218390804598
"Leaf141","Leaf380",0.418773946360153
"Leaf141","Leaf391",0.0340996168582375
"Leaf141","Leaf396",0.0448275862068966
"Leaf141","Leaf405",0.0281609195402299
"Leaf141","Leaf41",0.0448275862068966
"Leaf141","Leaf416",0.414367816091954
"Leaf141","Leaf420",0.228352490421456
"Leaf141","Leaf427",0.173371647509579
"Leaf141","Leaf443",0.174904214559387
"Leaf141","Leaf5",0.0563218390804598
"Leaf141","Leaf68",0.124137931034483
"Leaf141","Leaf70",0.0340996168582375
"Leaf141","Leaf82",0.664942528735632
"Leaf141","Leaf83",0.481034482758621
"Leaf141","Leaf86",0.101532567049808
"Leaf141","Leaf88",0.101724137931034
"Leaf141","Leaf90",0.0614942528735632
"Leaf145","Leaf160",0.0222222222222222
"Leaf145","Leaf176",0.183524904214559
"Leaf145","Leaf177",0.260344827586207
"Leaf145","Leaf183",0.561111111111111
"Leaf145","Leaf187",0.123563218390805
"Leaf145","Leaf189",0.089463601532567
"Leaf145","Leaf2",0.0952107279693487
"Leaf145","Leaf202",0.311111111111111
"Leaf145","Leaf203",0.0611111111111111
"Leaf145","Leaf220",0.0783524904214559
"Leaf145","Leaf222",0.218582375478927
"Leaf145","Leaf225",0.24463601532567
"Leaf145","Leaf231",0.101724137931034
"Leaf145","Leaf233",0.0674329501915709
"Leaf145","Leaf234",0.0113026819923372
"Leaf145","Leaf242",0.748659003831418
"Leaf145","Leaf26",0.0166666666666667
"Leaf145","Leaf262",0.208045977011494
"Leaf145","Leaf263",0.21455938697318
"Leaf145","Leaf265",0.0944444444444444
"Leaf145","Leaf281",0.0111111111111111
"Leaf145","Leaf285",0.0111111111111111
"Leaf145","Leaf288",0.117049808429119
"Leaf145","Leaf3",0
"Leaf145","Leaf324",0
"Leaf145","Leaf33",0.191187739463602
"Leaf145","Leaf334",0.0172413793103448
"Leaf145","Leaf336",0.243103448275862
"Leaf145","Leaf337",0.0735632183908046
"Leaf145","Leaf344",0.0333333333333333
"Leaf145","Leaf351",0.00574712643678161
"Leaf145","Leaf354",0.0111111111111111
"Leaf145","Leaf357",0
"Leaf145","Leaf359",0
"Leaf145","Leaf363",0
"Leaf145","Leaf371",0.108045977011494
"Leaf145","Leaf380",0.0954022988505747
"Leaf145","Leaf391",0.788314176245211
"Leaf145","Leaf396",0.426819923371647
"Leaf145","Leaf405",0.0226053639846743
"Leaf145","Leaf41",0
"Leaf145","Leaf416",0.122222222222222
"Leaf145","Leaf420",0
"Leaf145","Leaf427",0.112452107279694
"Leaf145","Leaf443",0
"Leaf145","Leaf5",0
"Leaf145","Leaf68",0.25
"Leaf145","Leaf70",0.148084291187739
"Leaf145","Leaf82",0
"Leaf145","Leaf83",0.526053639846743
"Leaf145","Leaf86",0.0222222222222222
"Leaf145","Leaf88",0.0444444444444444
"Leaf145","Leaf90",0.00555555555555556
"Leaf160","Leaf176",0.20191570881226
"Leaf160","Leaf177",0.0224137931034483
"Leaf160","Leaf183",0.0111111111111111
"Leaf160","Leaf187",0.819348659003831
"Leaf160","Leaf189",0.522030651340996
"Leaf160","Leaf2",0.0224137931034483
"Leaf160","Leaf202",0
"Leaf160","Leaf203",0.00555555555555556
"Leaf160","Leaf220",0.122222222222222
"Leaf160","Leaf222",0.00555555555555556
"Leaf160","Leaf225",0.354980842911877
"Leaf160","Leaf231",0.0503831417624521
"Leaf160","Leaf233",0.0400383141762452
"Leaf160","Leaf234",0.089272030651341
"Leaf160","Leaf242",0.0444444444444444
"Leaf160","Leaf26",0.00555555555555556
"Leaf160","Leaf262",0.0111111111111111
"Leaf160","Leaf263",0.0957854406130268
"Leaf160","Leaf265",0.609003831417624
"Leaf160","Leaf281",0.0166666666666667
"Leaf160","Leaf285",0.563218390804598
"Leaf160","Leaf288",0.0616858237547893
"Leaf160","Leaf3",0.0563218390804598
"Leaf160","Leaf324",0.189463601532567
"Leaf160","Leaf33",0.306130268199234
"Leaf160","Leaf334",0.0170498084291188
"Leaf160","Leaf336",0
"Leaf160","Leaf337",0.00574712643678161
"Leaf160","Leaf344",0.0113026819923372
"Leaf160","Leaf351",0.241570881226054
"Leaf160","Leaf354",0.0277777777777778
"Leaf160","Leaf357",0
