"taxon_1","taxon_2","onenet_score"
"AC","BA",0.222222222222222
"AC","BC",0.305555555555556
"AC","BF",0.161111111111111
"AC","BH",0.255555555555556
"AC","BL",0.288888888888889
"AC","BO",0.222222222222222
"AC","BP",0.194444444444444
"AC","BT",0.344444444444444
"AC","BU",0.333333333333333
"AC","BV",0.333333333333333
"AC","BY",0.172222222222222
"AC","CA",0.266666666666667
"AC","CC",0.572222222222222
"AC","CG",0.227777777777778
"AC","CH",0.216666666666667
"AC","DF",0.383333333333333
"AC","DL",0.227777777777778
"AC","DP",0.394444444444444
"AC","EL",0.155555555555556
"AC","ER",0.422222222222222
"AC","FP",0.233333333333333
"AC","HB",0.45
"AC","PC",0.277777777777778
"AC","PJ",0.316666666666667
"AC","RI",0.583333333333333
"BA","BC",0.205555555555556
"BA","BF",0.2
"BA","BH",0.127777777777778
"BA","BL",0.422222222222222
"BA","BO",0.383333333333333
"BA","BP",0.566666666666667
"BA","BT",0.183333333333333
"BA","BU",0.516666666666667
"BA","BV",0.177777777777778
"BA","BY",0.161111111111111
"BA","CA",0.4
"BA","CC",0.611111111111111
"BA","CG",0.311111111111111
"BA","CH",0.116666666666667
"BA","DF",0.172222222222222
"BA","DL",0.133333333333333
"BA","DP",0.161111111111111
"BA","EL",0.155555555555556
"BA","ER",0.438888888888889
"BA","FP",0.155555555555556
"BA","HB",0.222222222222222
"BA","PC",0.0777777777777778
"BA","PJ",0.116666666666667
"BA","RI",0.227777777777778
"BC","BF",0.322222222222222
"BC","BH",0.0888888888888889
"BC","BL",0.583333333333333
"BC","BO",0.161111111111111
"BC","BP",0.211111111111111
"BC","BT",0.111111111111111
"BC","BU",0.155555555555556
"BC","BV",0.15
"BC","BY",0.0944444444444444
"BC","CA",0.15
"BC","CC",0.244444444444444
"BC","CG",0.138888888888889
"BC","CH",0.0277777777777778
"BC","DF",0.244444444444444
"BC","DL",0.111111111111111
"BC","DP",0.122222222222222
"BC","EL",0.194444444444444
"BC","ER",0.344444444444444
"BC","FP",0.238888888888889
"BC","HB",0.338888888888889
"BC","PC",0.0444444444444444
"BC","PJ",0.116666666666667
"BC","RI",0.388888888888889
"BF","BH",0.188888888888889
"BF","BL",0.3
"BF","BO",0.222222222222222
"BF","BP",0.133333333333333
"BF","BT",0.511111111111111
"BF","BU",0.155555555555556
"BF","BV",0.194444444444444
"BF","BY",0.0555555555555556
"BF","CA",0.377777777777778
"BF","CC",0.25
"BF","CG",0.366666666666667
"BF","CH",0.0555555555555556
"BF","DF",0.1
"BF","DL",0.322222222222222
"BF","DP",0.133333333333333
"BF","EL",0.177777777777778
"BF","ER",0.266666666666667
"BF","FP",0.394444444444444
"BF","HB",0.372222222222222
"BF","PC",0.0611111111111111
"BF","PJ",0.0444444444444444
"BF","RI",0.1
"BH","BL",0.15
"BH","BO",0.0666666666666667
"BH","BP",0.0777777777777778
"BH","BT",0.422222222222222
"BH","BU",0.261111111111111
"BH","BV",0.144444444444444
"BH","BY",0.238888888888889
"BH","CA",0.277777777777778
"BH","CC",0.261111111111111
"BH","CG",0.0833333333333333
"BH","CH",0.0722222222222222
"BH","DF",0.322222222222222
"BH","DL",0.0888888888888889
"BH","DP",0.411111111111111
"BH","EL",0.183333333333333
"BH","ER",0.522222222222222
"BH","FP",0.272222222222222
"BH","HB",0.15
"BH","PC",0.0722222222222222
"BH","PJ",0.0777777777777778
"BH","RI",0.166666666666667
"BL","BO",0.166666666666667
"BL","BP",0.6
"BL","BT",0.277777777777778
"BL","BU",0.127777777777778
"BL","BV",0.261111111111111
"BL","BY",0.288888888888889
"BL","CA",0.294444444444444
"BL","CC",0.177777777777778
"BL","CG",0.2
"BL","CH",0.122222222222222
"BL","DF",0.633333333333333
"BL","DL",0.105555555555556
"BL","DP",0.194444444444444
"BL","EL",0.266666666666667
"BL","ER",0.172222222222222
"BL","FP",0.255555555555556
"BL","HB",0.161111111111111
"BL","PC",0.272222222222222
"BL","PJ",0.255555555555556
"BL","RI",0.0944444444444444
"BO","BP",0.0833333333333333
"BO","BT",0.55
"BO","BU",0.0722222222222222
"BO","BV",0.211111111111111
"BO","BY",0.35
"BO","CA",0.1
"BO","CC",0.261111111111111
"BO","CG",0.388888888888889
"BO","CH",0.444444444444444
"BO","DF",0.0666666666666667
"BO","DL",0.00555555555555556
"BO","DP",0.155555555555556
"BO","EL",0.272222222222222
"BO","ER",0.477777777777778
"BO","FP",0.15
"BO","HB",0.155555555555556
"BO","PC",0.0333333333333333
"BO","PJ",0.127777777777778
"BO","RI",0.422222222222222
"BP","BT",0.1
"BP","BU",0.105555555555556
"BP","BV",0.477777777777778
"BP","BY",0.0444444444444444
"BP","CA",0.111111111111111
"BP","CC",0.427777777777778
"BP","CG",0.122222222222222
"BP","CH",0.0444444444444444
"BP","DF",0.455555555555556
"BP","DL",0.238888888888889
"BP","DP",0.0722222222222222
"BP","EL",0.427777777777778
"BP","ER",0.316666666666667
"BP","FP",0.338888888888889
"BP","HB",0.0888888888888889
"BP","PC",0.0611111111111111
"BP","PJ",0.122222222222222
"BP","RI",0.35
"BT","BU",0.505555555555556
"BT","BV",0.266666666666667
"BT","BY",0.272222222222222
"BT","CA",0.233333333333333
"BT","CC",0.511111111111111
"BT","CG",0.0388888888888889
"BT","CH",0.477777777777778
"BT","DF",0.0722222222222222
"BT","DL",0.255555555555556
"BT","DP",0.133333333333333
"BT","EL",0.0611111111111111
"BT","ER",0.255555555555556
"BT","FP",0.211111111111111
"BT","HB",0.0555555555555556
"BT","PC",0.0166666666666667
"BT","PJ",0.0944444444444444
"BT","RI",0.266666666666667
"BU","BV",0.4
"BU","BY",0.405555555555556
"BU","CA",0.0833333333333333
"BU","CC",0.211111111111111
"BU","CG",0.05
"BU","CH",0.444444444444444
"BU","DF",0.122222222222222
"BU","DL",0.0277777777777778
"BU","DP",0.211111111111111
"BU","EL",0.0277777777777778
"BU","ER",0.133333333333333
"BU","FP",0.361111111111111
"BU","HB",0.322222222222222
"BU","PC",0.0333333333333333
"BU","PJ",0.0666666666666667
"BU","RI",0.25
"BV","BY",0.138888888888889
"BV","CA",0.444444444444444
"BV","CC",0.377777777777778
"BV","CG",0.188888888888889
"BV","CH",0.116666666666667
"BV","DF",0.122222222222222
"BV","DL",0.0388888888888889
"BV","DP",0.355555555555556
"BV","EL",0.138888888888889
"BV","ER",0.388888888888889
"BV","FP",0.1
"BV","HB",0.266666666666667
"BV","PC",0.172222222222222
"BV","PJ",0.0722222222222222
"BV","RI",0.155555555555556
"BY","CA",0.222222222222222
"BY","CC",0.377777777777778
"BY","CG",0.461111111111111
"BY","CH",0.15
"BY","DF",0.588888888888889
"BY","DL",0.0388888888888889
"BY","DP",0.511111111111111
"BY","EL",0.272222222222222
"BY","ER",0.366666666666667
"BY","FP",0.272222222222222
"BY","HB",0.15
"BY","PC",0.0444444444444444
"BY","PJ",0.155555555555556
"BY","RI",0.144444444444444
"CA","CC",0.544444444444445
"CA","CG",0.161111111111111
"CA","CH",0.0388888888888889
"CA","DF",0.05
"CA","DL",0.4
"CA","DP",0.583333333333333
"CA","EL",0.0166666666666667
"CA","ER",0.305555555555556
"CA","FP",0.222222222222222
"CA","HB",0.355555555555556
"CA","PC",0.738888888888889
"CA","PJ",0.316666666666667
"CA","RI",0.411111111111111
"CC","CG",0.455555555555556
"CC","CH",0.166666666666667
"CC","DF",0.283333333333333
"CC","DL",0.361111111111111
"CC","DP",0.166666666666667
"CC","EL",0.138888888888889
"CC","ER",0.572222222222222
"CC","FP",0.644444444444444
"CC","HB",0.172222222222222
"CC","PC",0.655555555555556
"CC","PJ",0.311111111111111
"CC","RI",0.438888888888889
"CG","CH",0.188888888888889
"CG","DF",0.688888888888889
"CG","DL",0.516666666666667
"CG","DP",0.277777777777778
"CG","EL",0.188888888888889
"CG","ER",0.327777777777778
"CG","FP",0.25
"CG","HB",0.233333333333333
"CG","PC",0.0611111111111111
"CG","PJ",0.122222222222222
"CG","RI",0.194444444444444
"CH","DF",0.183333333333333
"CH","DL",0.716666666666667
"CH","DP",0.2
"CH","EL",0.622222222222222
"CH","ER",0.294444444444444
"CH","FP",0.244444444444444
"CH","HB",0.4
"CH","PC",0.361111111111111
"CH","PJ",0.338888888888889
"CH","RI",0.227777777777778
"DF","DL",0.177777777777778
"DF","DP",0.172222222222222
"DF","EL",0.0833333333333333
"DF","ER",0.311111111111111
"DF","FP",0.227777777777778
"DF","HB",0.388888888888889
"DF","PC",0.166666666666667
"DF","PJ",0.211111111111111
"DF","RI",0.138888888888889
"DL","DP",0.144444444444444
"DL","EL",0.466666666666667
"DL","ER",0.194444444444444
"DL","FP",0.0722222222222222
"DL","HB",0.311111111111111
"DL","PC",0.05
"DL","PJ",0.0666666666666667
"DL","RI",0.261111111111111
"DP","EL",0.0722222222222222
"DP","ER",0.227777777777778
"DP","FP",0.722222222222222
"DP","HB",0.15
"DP","PC",0.522222222222222
"DP","PJ",0.238888888888889
"DP","RI",0.155555555555556
"EL","ER",0.216666666666667
"EL","FP",0.233333333333333
"EL","HB",0.222222222222222
"EL","PC",0.05
"EL","PJ",0.444444444444444
"EL","RI",0.533333333333333
"ER","FP",0.333333333333333
"ER","HB",0.338888888888889
"ER","PC",0.183333333333333
"ER","PJ",0.561111111111111
"ER","RI",0.577777777777778
"FP","HB",0.633333333333333
"FP","PC",0.644444444444444
"FP","PJ",0.333333333333333
"FP","RI",0.577777777777778
"HB","PC",0.394444444444444
"HB","PJ",0.216666666666667
"HB","RI",0.222222222222222
"PC","PJ",0.105555555555556
"PC","RI",0.172222222222222
"PJ","RI",0.122222222222222
