"taxon_1","taxon_2","onenet_score"
"Leaf141","Leaf145",0.0111111111111111
"Leaf141","Leaf160",0.366666666666667
"Leaf141","Leaf176",0.15
"Leaf141","Leaf177",0.0111111111111111
"Leaf141","Leaf183",0
"Leaf141","Leaf187",0.0111111111111111
"Leaf141","Leaf189",0.0111111111111111
"Leaf141","Leaf2",0.0166666666666667
"Leaf141","Leaf202",0.0166666666666667
"Leaf141","Leaf203",0.244444444444444
"Leaf141","Leaf220",0.0111111111111111
"Leaf141","Leaf222",0.277777777777778
"Leaf141","Leaf225",0.00555555555555556
"Leaf141","Leaf231",0.0444444444444444
"Leaf141","Leaf233",0.344444444444444
"Leaf141","Leaf234",0.75
"Leaf141","Leaf242",0.105555555555556
"Leaf141","Leaf26",0.0222222222222222
"Leaf141","Leaf262",0.344444444444444
"Leaf141","Leaf263",0.00555555555555556
"Leaf141","Leaf265",0.4
"Leaf141","Leaf281",0
"Leaf141","Leaf285",0
"Leaf141","Leaf288",0.166666666666667
"Leaf141","Leaf3",0
"Leaf141","Leaf324",0.355555555555556
"Leaf141","Leaf33",0.00555555555555556
"Leaf141","Leaf334",0
"Leaf141","Leaf336",0.0166666666666667
"Leaf141","Leaf337",0.116666666666667
"Leaf141","Leaf344",0.0888888888888889
"Leaf141","Leaf351",0.0111111111111111
"Leaf141","Leaf354",0.111111111111111
"Leaf141","Leaf357",0.0166666666666667
"Leaf141","Leaf359",0.261111111111111
"Leaf141","Leaf363",0.133333333333333
"Leaf141","Leaf371",0.588888888888889
"Leaf141","Leaf380",0.616666666666667
"Leaf141","Leaf391",0.0666666666666667
"Leaf141","Leaf396",0.0388888888888889
"Leaf141","Leaf405",0.0222222222222222
"Leaf141","Leaf41",0
"Leaf141","Leaf416",0.355555555555556
"Leaf141","Leaf420",0.172222222222222
"Leaf141","Leaf427",0.0166666666666667
"Leaf141","Leaf443",0.844444444444445
"Leaf141","Leaf5",0.372222222222222
"Leaf141","Leaf68",0.0277777777777778
"Leaf141","Leaf70",0.244444444444444
"Leaf141","Leaf82",0.533333333333333
"Leaf141","Leaf83",0.216666666666667
"Leaf141","Leaf86",0.144444444444444
"Leaf141","Leaf88",0.0944444444444444
"Leaf141","Leaf90",0.938888888888889
"Leaf145","Leaf160",0.172222222222222
"Leaf145","Leaf176",0.155555555555556
"Leaf145","Leaf177",0.0666666666666667
"Leaf145","Leaf183",0.511111111111111
"Leaf145","Leaf187",0.427777777777778
"Leaf145","Leaf189",0
"Leaf145","Leaf2",0.138888888888889
"Leaf145","Leaf202",0.0166666666666667
